 Timestep      c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       544034    1000000      7538      275747      110       233644       1        232454       1        232454       1        232454       1        232454       1        232454       1        232454       1        232454  
   1.7       243130    1000000     37701      690466     16727      554297      361       253407       2        232002       1        231896       1        231896       1        231896       1        231896       1        231896  
   3.3       239139    1000000     35387      694561     15888      568700      791       282968       30       234986       1        231651       1        231651       1        231651       1        231651       1        231651  
   5.0       238066    1000000     34886      696354     15502      571313      933       295179       64       238815       1        231350       1        231350       1        231350       1        231350       1        231350  
   6.7       237937    1000000     34552      696153     15355      572329      978       299378       96       242532       1        231027       1        231027       1        231027       1        231027       1        231027  
   8.3       238291    1000000     34309      695359     15394      573309      1031      303402      100       242732       1        230588       1        230588       1        230588       1        230588       1        230588  
   10.0      238642    1000000     34278      694802     15146      571581      1022      303086      106       243335       1        230424       1        230424       1        230424       1        230424       1        230424  
   11.7      237958    1000000     34215      695991     15316      574365      1023      303254      113       243916       1        229877       1        229877       1        229877       1        229877       1        229877  
   13.3      239039    1000000     34227      693587     15242      571239      1074      305448      113       242917       1        229157       1        229157       1        229157       1        229157       1        229157  
   15.0      238569    1000000     34487      695468     15366      571992      1033      302986      101       241407       1        228603       1        228603       1        228603       1        228603       1        228603  
   16.7      239170    1000000     34484      694211     15333      570648      1001      299341      100       240974       1        228768       1        228768       1        228768       1        228768       1        228768  
   18.3      238857    1000000     34319      694544     15207      571256      1023      303316      119       243707       1        228552       1        228552       1        228552       1        228552       1        228552  
   20.0      237153    1000000     34308      697010     15386      575339      1032      303703      139       245393       1        227772       1        227772       1        227772       1        227772       1        227772  
   21.7      238297    1000000     34228      695657     15259      573107      1058      305551      143       245697       1        227577       1        227577       1        227577       1        227577       1        227577  
   23.3      237973    1000000     34192      694974     15214      572730      1052      304319      147       245211       1        226776       1        226776       1        226776       1        226776       1        226776  
   25.0      238592    1000000     34165      695031     15051      571598      1106      308606      155       246252       1        226310       1        226310       1        226310       1        226310       1        226310  
   26.7      237732    1000000     34431      696669     15380      573916      1067      304559      147       244164       1        225688       1        225688       1        225688       1        225688       1        225688  
   28.3      238314    1000000     33981      694446     15294      574176      1091      304844      138       242330       1        224296       1        224296       1        224296       1        224296       1        224296  
   30.0      238030    1000000     34235      694972     15270      573122      1094      305427      153       243246       1        224219       1        224219       1        224219       1        224219       1        224219  
   31.7      237330    1000000     34249      696319     15231      573486      1126      307456      152       242680       1        223730       1        223730       1        223730       1        223730       1        223730  
   33.3      237549    1000000     34273      696377     15354      574641      1137      306142      139       240280       1        222695       1        222695       1        222695       1        222695       1        222695  
   35.0      238757    1000000     34445      694570     15381      571660      1095      303023      150       240978       1        222272       1        222272       1        222272       1        222272       1        222272  
   36.7      238967    1000000     34343      694508     15368      572279      1092      302713      156       241750       1        221406       1        221406       1        221406       1        221406       1        221406  
   38.3      238438    1000000     34149      694816     15425      574185      1124      304848      152       241589       1        221726       1        221726       1        221726       1        221726       1        221726  
   40.0      237897    1000000     34390      696589     15297      573371      1096      303907      147       240422       1        221736       1        221736       1        221736       1        221736       1        221736  
   41.7      238407    1000000     33955      694424     15166      573192      1139      307548      169       243206       1        221140       1        221140       1        221140       1        221140       1        221140  
   43.3      237503    1000000     34143      696028     15294      574517      1137      307152      154       242098       1        220904       1        220904       1        220904       1        220904       1        220904  
   45.0      238604    1000000     34442      694971     15424      572379      1141      304387      148       238926       1        220119       1        220119       1        220119       1        220119       1        220119  
