 Timestep      c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       582212    1000000      3274      265446       21       247647       1        247438       1        247438       1        247438       1        247438       1        247438       1        247438       1        247438  
   1.7       283082    1000000     37680      624682     13368      468695      101       253200       1        247458       1        247458       1        247458       1        247458       1        247458       1        247458  
   3.3       282028    1000000     37516      627114     13306      471690      135       255072       2        247241       1        247123       1        247123       1        247123       1        247123       1        247123  
   5.0       281943    1000000     37331      626768     13281      472552      154       255028       3        245849       1        245627       1        245627       1        245627       1        245627       1        245627  
   6.7       282348    1000000     37522      626941     13368      472173      166       254379       2        244445       1        244335       1        244335       1        244335       1        244335       1        244335  
   8.3       282151    1000000     37589      627839     13397      472469      173       253262       3        243081       1        242864       1        242864       1        242864       1        242864       1        242864  
   10.0      282882    1000000     37609      627015     13380      471488      189       252708       4        241411       1        241090       1        241090       1        241090       1        241090       1        241090  
   11.7      283055    1000000     37706      626391     13464      470941      176       249942       7        239624       1        238938       1        238938       1        238938       1        238938       1        238938  
   13.3      283052    1000000     37794      627070     13636      472390      192       248534       6        237109       1        236535       1        236535       1        236535       1        236535       1        236535  
   15.0      284163    1000000     37857      624652     13519      468260      185       246124       6        235249       1        234689       1        234689       1        234689       1        234689       1        234689  
   16.7      283940    1000000     37921      624289     13658      468094      188       243944       8        233085       1        232097       1        232097       1        232097       1        232097       1        232097  
   18.3      285046    1000000     38044      623355     13677      467060      198       243215       8        231559       1        230570       1        230570       1        230570       1        230570       1        230570  
   20.0      286146    1000000     37875      622197     13655      466953      216       242156       7        229374       1        228653       1        228653       1        228653       1        228653       1        228653  
   21.7      285488    1000000     38269      622849     13622      464505      222       241355       11       228340       2        227232       2        227232       2        227232       1        221684       1        221684  
   23.3      286589    1000000     38219      621843     13844      465134      190       237830       6        226381       1        225800       1        225800       1        225800       1        225800       1        225800  
   25.0      285753    1000000     38338      622343     13883      465662      204       236899       12       225230       4        224328       4        224328       3        219941       1        207410       1        207410  
   26.7      287421    1000000     37901      619071     13859      465050      226       237681       7        224243       2        223583       2        223583       2        223583       1        215447       1        215447  
   28.3      288224    1000000     38242      619015     13940      463111      228       236381       8        222907       3        222132       3        222132       1        214503       1        214503       1        214503  
   30.0      287890    1000000     38287      619515     14002      463562      206       234246       5        221920       2        221492       2        221492       1        220213       1        220213       1        220213  
   31.7      288008    1000000     38198      619552     13886      463525      209       234740       11       222305       6        221657       5        220852       3        215123       1        201805       1        201805  
   33.3      288107    1000000     38436      619141     13695      460023      222       234730       11       221822       5        221078       4        220230       2        217255       2        217255       1        192480  
   35.0      287898    1000000     38708      620909     13988      462212      226       234449       12       221301       7        220553       6        219753       4        216523       2        205480       2        205480  
   36.7      288412    1000000     38421      619234     13815      461305      221       233876       12       220961       9        220509       8        219775       5        213976       2        194946       1        178888  
   38.3      288409    1000000     38571      619482     13842      460775      204       232972       16       221452       10       220711       9        220025       4        205209       1        184753       1        184753  
   40.0      288893    1000000     38412      618479     14027      462087      205       232679       11       220977       10       220868       9        220277       4        206439       2        194126       2        194126  
   41.7      288268    1000000     38337      618622     13807      460898      212       234474       20       222651       10       221540       7        219621       4        210865       2        195405       2        195405  
   43.3      288839    1000000     38214      617926     13878      461978      234       234921       13       221518       9        220709       9        220709       5        209359       3        197043       1        162988  
   45.0      289012    1000000     38497      618480     13837      460054      200       233153       11       221645       7        220715       7        220715       3        212093       2        206543       1        189349  
   46.7      289567    1000000     38106      616200     13784      460304      205       233282       12       221646       8        220989       8        220989       3        208725       2        200974       2        200974  
   48.3      289944    1000000     38284      616293     13728      458419      206       232993       20       221557       15       220966       15       220966       7        201092       4        177202       1        118303  
   50.0      289226    1000000     38275      617339     13851      460433      202       232757       18       221629       11       220808       11       220808       5        204736       2        181487       1        164666  
   51.7      289967    1000000     38399      616556     13699      458309      205       233796       12       222100       9        221769       9        221769       6        213906       2        180930       2        180930  
   53.3      290596    1000000     38456      616794     13826      458698      192       232719       15       221869       13       221611       12       220631       6        205342       3        180659       1        121329  
   55.0      290388    1000000     38444      616323     13656      457452      213       233951       18       222133       14       221716       13       220885       5        197821       4        189493       1        75389   
   56.7      288813    1000000     38311      618767     13710      460944      230       235877       15       222978       12       222630       12       222630       6        207399       4        189805       3        172835  
   58.3      289341    1000000     38216      617095     13825      460424      212       234546       22       223374       17       222754       16       221827       9        201875       6        178892       1        66866   
   60.0      289828    1000000     38405      616224     13661      457444      227       235971       20       223199       12       222293       11       221753       6        207105       4        192305       1        121232  
   61.7      289963    1000000     38249      616423     13760      459721      212       235011       11       222660       9        222329       9        222329       4        207271       3        198334       2        181064  
   63.3      289511    1000000     38365      616775     13799      459160      198       234221       15       223021       8        222191       8        222191       6        213877       5        205654       1        109761  
   65.0      289791    1000000     38385      617084     13730      459018      209       234290       14       222196       13       222096       12       221360       7        207694       5        192741       1        100662  
   66.7      289984    1000000     38289      617302     13792      460291      196       233873       16       223153       11       222642       11       222642       8        210760       7        204945       1        70139   
   68.3      290121    1000000     38378      616682     13723      459098      198       235228       10       223906       7        223589       7        223589       4        211204       4        211204       2        164970  
   70.0      290705    1000000     38412      616139     13521      456192      176       234159       14       224262       9        223701       7        222343       4        212227       3        206498       1        162599  
   71.7      290280    1000000     38162      615685     13546      457868      196       235145       13       224221       9        223644       8        222858       5        213062       5        213062       2        133968  
   73.3      290293    1000000     38219      615719     13692      458367      174       234407       12       224555       10       224340       10       224340       6        211738       6        211738       1        78762   
   75.0      290470    1000000     37914      615349     13446      458227      210       237245       18       225386       13       224555       13       224555       8        205688       7        196199       1        55085   
   76.7      289722    1000000     38041      616643     13703      460764      200       236850       13       225699       11       225347       11       225347       6        209360       6        209360       1        90366   
   78.3      289597    1000000     38211      616860     13552      458610      213       237869       11       225646       9        225392       9        225392       6        215214       4        200039       2        141723  
   80.0      290235    1000000     38230      616436     13513      457885      187       235978       18       225658       14       225234       13       224360       9        209459       6        185368       1        55399   
   81.7      290197    1000000     38340      616073     13615      457716      165       235098       11       225935       9        225704       8        224967       5        212627       4        202825       1        127740  
   83.3      290557    1000000     38288      616170     13607      458129      186       237105       11       226643       10       226531       9        225883       7        216450       5        200458       2        134699  
   85.0      289687    1000000     37967      616710     13505      460061      197       239065       15       228034       8        227246       7        226683       5        217210       3        201226       2        184540  
   86.7      290685    1000000     38100      614422     13441      456341      185       237198       12       226663       10       226120       10       226120       7        213781       5        195207       2        126500  
   88.3      290133    1000000     38246      616484     13631      459033      176       236616       13       226998       11       226437       11       226437       6        209104       5        203115       1        139670  
   90.0      290097    1000000     38162      615758     13422      457769      201       238887       17       227835       13       227176       13       227176       8        209364       5        189494       1        132788  
   91.7      290480    1000000     37950      615632     13487      458636      187       238093       14       227639       11       227292       11       227292       7        214831       5        199616       2        161960  
   93.3      291368    1000000     38022      614322     13434      456709      181       238045       15       227829       11       227413       11       227413       8        217724       5        200990       1        145513  
   95.0      290643    1000000     37994      614949     13424      457627      180       238304       15       228027       12       227711       12       227711       7        212521       4        192835       1        161302  
   96.7      290458    1000000     37992      615858     13378      457614      189       239061       18       228632       11       227836       11       227836       8        217796       4        193955       1        156716  
   98.3      289749    1000000     38143      616607     13527      458618      174       238001       17       228552       14       228218       14       228218       11       218264       5        183047       1        125700  
  100.0      290345    1000000     37971      616012     13488      459038      203       239988       15       228717       13       228471       13       228471       9        213536       5        190077       1        126045  
  101.7      290480    1000000     38155      616236     13515      458409      163       237965       16       228862       12       228400       12       228400       9        218627       5        195230       1        131094  
  103.3      290464    1000000     37738      614519     13409      458408      198       239912       12       228602       10       228349       10       228349       7        215629       5        202611       1        154512  
  105.0      290168    1000000     38048      615978     13499      458737      187       239513       13       229112       11       228878       11       228878       8        219153       4        195700       1        157861  
  106.7      290560    1000000     38047      615234     13410      456954      154       237693       14       229316       11       228953       11       228953       7        213005       4        194777       1        148144  
  108.3      290651    1000000     38200      616613     13487      458160      169       238477       17       229194       14       228887       14       228887       9        212134       6        193772       2        140132  
  110.0      290255    1000000     37891      615335     13504      458853      183       239284       16       229233       14       229005       14       229005       8        210294       5        192069       2        154750  
  111.7      290757    1000000     37831      614514     13271      456834      188       239691       16       229069       14       228857       14       228857       9        210468       6        192284       2        124886  
  113.3      290134    1000000     37930      616160     13494      459400      190       239868       17       229351       16       229229       16       229229       10       211188       7        192796       2        108635  
  115.0      290607    1000000     37824      615642     13401      459291      174       239417       17       230114       13       229708       13       229708       8        213994       5        195645       2        139163  
  116.7      290316    1000000     37911      615301     13385      458119      175       239294       19       229768       13       229128       13       229128       8        213772       5        195294       2        143439  
  118.3      290069    1000000     37973      615086     13495      458025      196       240519       15       229635       12       229276       12       229276       6        212009       3        193407       1        171393  
  120.0      290537    1000000     37922      614749     13448      457922      172       239599       15       230258       12       229931       12       229931       8        216529       4        191079       2        168841  
  121.7      290909    1000000     37824      614684     13300      457492      184       240186       13       229930       13       229930       13       229930       8        214611       6        201055       1        87992   
  123.3      290521    1000000     37770      615502     13425      459376      181       239802       17       230151       16       230031       16       230031       11       214781       7        189390       1        53096   
  125.0      290518    1000000     37653      615237     13367      459500      193       241248       17       230688       15       230475       15       230475       10       215199       7        196592       1        53450   
  126.7      290496    1000000     37888      614670     13290      456616      186       240743       18       230696       16       230465       16       230465       11       215431       7        190280       1        53457   
  128.3      290358    1000000     37972      615587     13415      458431      189       241020       17       230607       15       230355       14       229401       10       215533       7        197213       1        53620   
  130.0      291136    1000000     38081      615253     13205      455631      161       239784       18       231108       16       230889       15       230208       12       221317       7        191015       1        53802   
  131.7      290700    1000000     37743      614884     13275      457790      187       240842       17       230402       16       230291       15       229620       11       216072       7        190938       1        53798   
  133.3      290617    1000000     37925      615758     13465      458772      184       241206       21       231294       14       230116       14       230116       10       216903       6        191704       1        54028   
  135.0      290256    1000000     37739      615324     13336      458592      195       241723       20       231309       14       230236       14       230236       10       217430       7        199014       1        54289   
  136.7      290041    1000000     37786      615385     13352      458341      202       241582       20       230777       15       230043       15       230043       10       215849       7        197382       1        54453   
  138.3      291325    1000000     37855      614094     13388      457313      173       240112       16       230651       14       230377       14       230377       9        216312       6        196141       1        71095   
  140.0      290478    1000000     37735      615302     13329      458763      193       241665       17       231085       14       230751       14       230751       9        216664       6        196363       1        70998   
  141.7      290878    1000000     38000      615178     13305      457089      181       241417       19       231660       14       231092       14       231092       8        215919       6        202434       2        112182  
  143.3      290489    1000000     37887      615443     13383      458442      178       241776       15       231610       12       231284       12       231284       6        216331       4        202808       1        144414  
  145.0      291208    1000000     37681      613562     13337      457483      169       240614       17       231444       14       231103       14       231103       8        216507       6        202948       2        112807  
  146.7      291165    1000000     37791      614337     13288      457123      179       241495       15       231525       14       231423       14       231423       8        216820       5        196256       2        113051  
  148.3      290845    1000000     37901      615165     13376      457928      170       240906       17       231857       13       231397       13       231397       9        219319       7        205897       1        55313   
  150.0      290899    1000000     37623      614624     13199      458206      183       242075       19       232453       14       231858       14       231858       9        218776       7        205254       1        54530   
  151.7      291323    1000000     37734      614129     13246      457469      177       241866       14       232100       13       231977       12       231127       8        219223       6        205800       1        54938   
  153.3      290889    1000000     37716      614426     13227      457491      202       243515       17       232238       14       231911       13       231117       9        219483       7        206197       1        55107   
  155.0      290755    1000000     37751      614554     13285      457669      140       240578       12       232499       11       232352       9        230793       6        220067       4        206585       2        159362  
  156.7      290466    1000000     37711      615450     13279      458555      181       242546       14       232405       11       232046       9        230648       6        220144       5        212124       1        78374   
  158.3      290582    1000000     37836      615966     13281      458929      201       243513       15       232314       13       232098       10       230221       7        219707       5        206320       2        147681  
  160.0      291143    1000000     37773      614485     13222      457011      162       241271       15       232648       11       231509       11       231509       8        221185       6        207682       1        55687   
  161.7      290661    1000000     37939      615737     13248      457223      158       241453       16       232712       11       231512       11       231512       9        225027       7        211510       1        55692   
  163.3      291611    1000000     37566      612894     13165      456346      190       242910       16       232469       12       231686       12       231686       9        221448       7        207834       1        55943   
  165.0      290717    1000000     37853      614654     13243      456835      176       242520       21       233485       13       232583       13       232583       10       222534       7        201814       1        56360   
  166.7      290881    1000000     37717      614469     13305      458151      169       242400       16       233362       12       232900       12       232900       9        222838       7        209191       1        56496   
