 Timestep      c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       523206    1000000      4687      321957       38       296079       1        295692       1        295692       1        295692       1        295692       1        295692       1        295692       1        295692  
   1.7       236792    1000000     35287      691704     14096      555150      272       312136       1        295590       1        295590       1        295590       1        295590       1        295590       1        295590  
   3.3       236570    1000000     34700      692479     14034      559334      371       318448       8        296114       1        295323       1        295323       1        295323       1        295323       1        295323  
   5.0       237103    1000000     34795      691845     13921      557745      371       318080       10       295481       1        294510       1        294510       1        294510       1        294510       1        294510  
   6.7       236250    1000000     34898      692834     13933      557718      402       318401       11       294056       1        292918       1        292918       1        292918       1        292918       1        292918  
   8.3       237903    1000000     34819      690323     13978      556428      382       316193       25       293795       1        290923       1        290923       1        290923       1        290923       1        290923  
   10.0      237291    1000000     34699      690631     13940      557199      427       317197       21       292050       1        289815       1        289815       1        289815       1        289815       1        289815  
   11.7      237856    1000000     34825      690643     14062      556847      428       315938       25       290840       1        288099       1        288099       1        288099       1        288099       1        288099  
   13.3      238764    1000000     34826      689031     13911      554558      442       314131       23       288136       1        285494       1        285494       1        285494       1        285494       1        285494  
   15.0      238682    1000000     35001      688830     14088      554023      460       313525       18       285815       1        283935       1        283935       1        283935       1        283935       1        283935  
   16.7      238071    1000000     35177      690798     14321      556668      435       310965       34       286123       1        282250       1        282250       1        282250       1        282250       1        282250  
   18.3      238311    1000000     35293      690102     14451      555700      458       310423       27       283332       1        280168       1        280168       1        280168       1        280168       1        280168  
   20.0      239604    1000000     35123      688084     14144      552728      469       309446       26       281081       1        278108       1        278108       1        278108       1        278108       1        278108  
   21.7      239679    1000000     35128      688340     14214      553485      468       308165       33       280340       1        276510       1        276510       1        276510       1        276510       1        276510  
   23.3      240989    1000000     35496      686535     14327      550394      450       303991       23       277117       1        274215       1        274215       1        274215       1        274215       1        274215  
   25.0      240294    1000000     35564      687664     14384      551139      462       303122       30       275656       1        271930       1        271930       1        271930       1        271930       1        271930  
   26.7      241956    1000000     35444      684502     14411      548728      464       301795       28       274031       3        271013       2        270336       1        269065       1        269065       1        269065  
   28.3      242013    1000000     35570      685047     14414      548814      473       300273       37       272601       5        268595       5        268595       2        258150       2        258150       1        242413  
   30.0      242798    1000000     35851      684849     14515      547687      474       298567       39       271129       4        266363       4        266363       2        259966       1        254451       1        254451  
   31.7      242736    1000000     35658      683687     14524      547845      479       297762       47       270747       6        265685       5        264904       2        256065       1        249903       1        249903  
   33.3      242914    1000000     35654      683512     14586      547533      464       295442       36       268592       9        265113       8        264310       4        253730       2        239529       1        205998  
   35.0      243461    1000000     35577      683038     14692      548588      493       297664       27       267869       7        265218       6        264556       3        256123       2        250154       1        216421  
   36.7      242621    1000000     35549      683366     14603      548021      500       297803       46       269127       12       265236       10       263845       2        237739       2        237739       1        226293  
   38.3      243698    1000000     36045      683541     14560      545227      479       296391       39       268855       9        265431       9        265431       3        246936       2        239784       1        213115  
   40.0      243702    1000000     35959      682753     14633      545137      464       294114       34       266930       13       264323       12       263677       3        239028       1        226064       1        226064  
