 Timestep      c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       581227    1000000      3059      270636       20       254020       1        253823       1        253823       1        253823       1        253823       1        253823       1        253823       1        253823  
   1.7       282817    1000000     38039      622410     12720      459905       83       258349       1        253664       1        253664       1        253664       1        253664       1        253664       1        253664  
   3.3       283532    1000000     37987      621862     12874      461126       84       256893       1        251980       1        251980       1        251980       1        251980       1        251980       1        251980  
   5.0       283221    1000000     37915      621795     12997      462137       89       255344       2        250170       1        250049       1        250049       1        250049       1        250049       1        250049  
   6.7       283752    1000000     38056      621718     12989      460910       98       252941       8        247563       1        246817       1        246817       1        246817       1        246817       1        246817  
   8.3       284299    1000000     38047      620617     12943      459377      134       251809       3        243913       1        243654       1        243654       1        243654       1        243654       1        243654  
   10.0      285981    1000000     38407      618631     13059      456203      101       246136       2        240159       1        240051       1        240051       1        240051       1        240051       1        240051  
   11.7      287200    1000000     38592      618284     13140      455001      119       244156       6        237316       1        236757       1        236757       1        236757       1        236757       1        236757  
   13.3      286471    1000000     38593      618184     13193      455232      139       242618       4        234739       1        234337       1        234337       1        234337       1        234337       1        234337  
   15.0      287612    1000000     38570      616493     13365      455046      135       241022       7        233356       2        232688       2        232688       1        228379       1        228379       1        228379  
   16.7      288531    1000000     38796      615186     13207      451053      123       238654       1        231312       1        231312       1        231312       1        231312       1        231312       1        231312  
   18.3      288871    1000000     38511      614466     13274      452867      132       239415       3        231422       1        230968       1        230968       1        230968       1        230968       1        230968  
   20.0      288330    1000000     38871      616595     13512      454177      126       238345       9        231286       3        230586       3        230586       3        230586       1        217930       1        217930  
   21.7      289654    1000000     38605      612942     13302      450762      142       238667       6        230417       5        230298       4        229507       4        229507       1        211212       1        211212  
   23.3      289697    1000000     38713      613459     13232      450184      119       238162       6        231316       4        230719       4        230719       4        230719       1        212339       1        212339  
   25.0      289734    1000000     38610      612918     13146      449883      134       239742       8        232235       5        231914       5        231914       5        231914       2        209570       2        209570  
   26.7      289248    1000000     38463      613641     13151      451801      129       240374       7        233260       6        233145       6        233145       6        233145       4        215126       1        165890  
   28.3      290074    1000000     38433      613155     13148      450874      125       240326       12       233676       8        232917       8        232917       7        228821       3        198034       1        165831  
   30.0      290382    1000000     38621      612669     13077      448959      126       240813       8        233850       7        233747       7        233747       6        229631       3        208679       2        176073  
   31.7      289658    1000000     38320      613143     13163      451721      119       241443       13       235130       12       235011       12       235011       9        226138       4        189961       2        157084  
   33.3      290350    1000000     38480      612354     13115      450092      114       241062       11       235013       8        234684       7        233922       6        229937       4        215623       1        160395  
   35.0      289631    1000000     38358      613782     13004      451196      119       242880       13       236638       7        234977       7        234977       6        231317       4        216658       1        156893  
   36.7      290057    1000000     38008      611973     12885      451134      135       244757       10       237257       9        236879       9        236879       7        229052       5        215498       2        159468  
   38.3      290903    1000000     37979      610773     12833      449930      108       243856       12       238164       12       238164       12       238164       9        226440       6        203763       2        147301  
   40.0      290587    1000000     38112      612242     12782      450020      112       245279       13       239406       13       239406       12       238598       10       231289       5        193579       2        143211  
   41.7      290834    1000000     37905      610708     12851      450485      125       247219       12       240395       11       240262       10       239680       9        235804       5        204409       2        153557  
   43.3      290512    1000000     37986      611817     12673      449678      102       247159       9        241649       8        241363       8        241363       7        237553       4        211005       1        159644  
