 Timestep      c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       581076    1000000      3098      270313       21       253441       1        253227       1        253227       1        253227       1        253227       1        253227       1        253227       1        253227  
   1.7       282782    1000000     37733      623858     12982      465507       81       257934       1        253325       1        253325       1        253325       1        253325       1        253325       1        253325  
   3.3       282996    1000000     37467      622836     12773      464584      122       259140       3        252182       1        251972       1        251972       1        251972       1        251972       1        251972  
   5.0       283270    1000000     37556      622660     12950      464987      109       256608       1        250234       1        250234       1        250234       1        250234       1        250234       1        250234  
   6.7       283854    1000000     37666      622190     12986      464089      110       254729       2        248106       1        248004       1        248004       1        248004       1        248004       1        248004  
   8.3       283465    1000000     37784      622932     13195      465160      130       252459       1        244860       1        244860       1        244860       1        244860       1        244860       1        244860  
   10.0      284235    1000000     37991      622141     13165      462941      139       250948       4        242800       1        242464       1        242464       1        242464       1        242464       1        242464  
   11.7      286131    1000000     38043      618185     13137      458120      137       246879       6        238981       1        238264       1        238264       1        238264       1        238264       1        238264  
   13.3      285565    1000000     38376      619839     13262      458751      150       244996       3        235961       1        235697       1        235697       1        235697       1        235697       1        235697  
   15.0      286919    1000000     38582      618973     13383      457558      148       242994       6        234087       2        233305       2        233305       1        229889       1        229889       1        229889  
   16.7      287360    1000000     38709      618535     13454      456633      163       241063       5        231623       2        231301       2        231301       1        228034       1        228034       1        228034  
   18.3      287087    1000000     38685      618699     13387      456586      143       239914       4        231728       2        231519       2        231519       1        228520       1        228520       1        228520  
   20.0      288209    1000000     38507      616236     13352      455098      152       240309       8        231473       2        230837       1        230304       1        230304       1        230304       1        230304  
   21.7      288509    1000000     38700      616531     13360      453928      154       238550       7        229713       4        228996       3        228347       2        225497       2        225497       1        214583  
   23.3      289412    1000000     38432      614639     13454      454761      140       237169       10       229516       7        229138       7        229138       4        219998       3        214966       1        180704  
   25.0      289312    1000000     38401      615481     13429      455328      144       238528       8        230351       5        229887       5        229887       2        220420       1        213028       1        213028  
   26.7      288746    1000000     38439      615385     13445      455208      153       238770       9        229864       7        229622       6        229014       2        216694       1        209292       1        209292  
   28.3      289686    1000000     38605      615442     13215      452907      143       238618       9        230581       7        230343       6        229785       2        219387       1        212005       1        212005  
   30.0      290200    1000000     38357      613279     13285      452675      157       239354       15       230801       10       230027       9        229515       5        216122       3        202029       1        167603  
   31.7      290494    1000000     38394      613409     13257      452558      138       239163       8        231421       4        230914       4        230914       3        229468       2        221821       1        206148  
   33.3      290104    1000000     38262      614222     13198      453496      146       241104       9        232935       7        232722       7        232722       4        224111       3        216343       1        188282  
   35.0      288981    1000000     38225      615577     13377      456374      121       241011       7        234280       6        234174       6        234174       4        226795       3        218717       1        189128  
   36.7      290005    1000000     38240      613985     13028      452508      131       242940       4        235388       3        235287       3        235287       2        232944       2        232944       1        208647  
   38.3      290118    1000000     37981      613005     13139      453742      120       242987       10       236290       7        235960       7        235960       5        232223       4        227134       1        168980  
   40.0      290056    1000000     37962      613356     13058      453518      147       244506       7        236006       7        236006       7        236006       5        232454       5        232454       1        157152  
   41.7      289466    1000000     38343      615120     13147      454255      124       243660       8        236687       6        236477       6        236477       4        233112       4        233112       1        185391  
   43.3      289885    1000000     37944      613522     13048      453634      107       243626       8        237634       7        237523       6        236627       5        234446       5        234446       1        159853  
   45.0      290539    1000000     37814      612780     13019      454021      121       244716       8        237950       7        237830       6        237093       5        235031       5        235031       1        159007  
   46.7      289922    1000000     37910      613720     12953      453719      124       245845       10       238947       8        238707       6        237056       5        235155       5        235155       1        160074  
   48.3      290313    1000000     37871      613401     12873      453285      124       245904       7        238997       5        238644       4        237758       4        237758       4        237758       1        188891  
   50.0      290530    1000000     37816      612659     12922      453529      117       246202       6        239548       5        239446       4        238695       4        238695       4        238695       1        189533  
   51.7      290321    1000000     37630      612955     12910      454636      108       246978       7        240918       5        240695       4        240131       4        240131       4        240131       1        190824  
   53.3      290501    1000000     37859      613485     12660      451823      127       248471       7        241233       6        240994       6        240994       6        240994       6        240994       1        153391  
   55.0      290758    1000000     37517      611453     12745      452961      106       248418       6        242360       5        242256       5        242256       5        242256       5        242256       1        165722  
   56.7      290818    1000000     37389      612439     12783      455000      134       251705       8        244047       4        243526       4        243526       4        243526       4        243526       1        194138  
   58.3      290878    1000000     37438      611806     12667      453350      111       250753       6        244304       5        244193       5        244193       5        244193       5        244193       1        183193  
   60.0      290354    1000000     37444      613234     12703      454926      130       252685       5        245333       4        245220       4        245220       4        245220       4        245220       1        195655  
   61.7      290021    1000000     37283      613370     12586      455064      115       253357       6        246774       5        246671       5        246671       5        246671       5        246671       1        185225  
   63.3      290058    1000000     37273      613292     12665      456229      112       253755       5        247431       5        247431       5        247431       5        247431       5        247431       1        169015  
   65.0      289371    1000000     37165      613853     12500      455771      128       255708       6        248450       4        248232       4        248232       4        248232       4        248232       1        199305  
   66.7      290686    1000000     37125      612269     12311      453252      113       255430       5        248953       5        248953       5        248953       5        248953       5        248953       1        170176  
   68.3      290593    1000000     37159      611839     12397      453489       99       255294       6        249823       6        249823       6        249823       6        249823       6        249823       1        150084  
   70.0      289914    1000000     36977      613551     12429      456385      124       257951       9        251170       5        250759       5        250759       5        250759       5        250759       1        171522  
   71.7      290113    1000000     37021      612692     12426      455277      105       257449       9        251719       6        251389       6        251389       6        251389       6        251389       1        151412  
   73.3      290395    1000000     36683      611556     12235      454749      117       258915       5        252273       5        252273       5        252273       5        252273       5        252273       1        172959  
   75.0      290475    1000000     36677      611641     12352      456270      110       259218       6        252969       5        252865       5        252865       5        252865       5        252865       1        173457  
