 Timestep    Gas_A      Gas_B     Gas_tot    Dense_A    Dense_B   Dense_tot   Lc_numA    Lc_numB    Lg_clust     MCS       sigALL     sigAA      sigAB      sigBB      phiEff   Lc_area_A  Lc_area_B   lc_area   den_area_A den_area_B  den_area   Box_area 
   0.00      50000        0        50000        0          0          0          27         0          27         0        0.9354     0.9354     0.0000     0.0000      0.41     17.7481     0.0000    17.7481     0.0000     0.0000     0.0000    87266.46 
129999.00    47828        0        47828       2172        0         2172       212         0         212        127       0.8398     0.8398     0.0000     0.0000      0.34     117.7609    0.0000    117.7609  1203.7042    0.0000   1203.7042   87266.46 
259998.00    46098        0        46098       3902        0         3902       268         0         268        139       0.8529     0.8529     0.0000     0.0000      0.34     148.6517    0.0000    148.6517  2163.7943    0.0000   2163.7943   87266.46 
389997.00    45776        0        45776       4224        0         4224       239         0         239        140       0.8381     0.8381     0.0000     0.0000      0.34     131.7865    0.0000    131.7865  2335.2783    0.0000   2335.2783   87266.46 
519996.00    45660        0        45660       4340        0         4340       324         0         324        140       0.8440     0.8440     0.0000     0.0000      0.34     176.6004    0.0000    176.6004  2399.4392    0.0000   2399.4392   87266.46 
649995.00    46612        0        46612       3388        0         3388       381         0         381        154       0.8423     0.8423     0.0000     0.0000      0.34     211.4402    0.0000    211.4402  1871.7281    0.0000   1871.7281   87266.46 
779994.00    45811        0        45811       4189        0         4189       259         0         259        149       0.8360     0.8360     0.0000     0.0000      0.34     143.9684    0.0000    143.9684  2320.7010    0.0000   2320.7010   87266.46 
909993.00    45324        0        45324       4676        0         4676       304         0         304        155       0.8464     0.8464     0.0000     0.0000      0.34     169.5763    0.0000    169.5763  2586.3938    0.0000   2586.3938   87266.46 
1039992.00   45264        0        45264       4736        0         4736       270         0         270        152       0.8409     0.8409     0.0000     0.0000      0.34     147.8781    0.0000    147.8781  2613.9127    0.0000   2613.9127   87266.46 
1169991.00   44896        0        44896       5104        0         5104       335         0         335        164       0.8337     0.8337     0.0000     0.0000      0.34     183.2952    0.0000    183.2952  2813.4964    0.0000   2813.4964   87266.46 
1299990.00   45364        0        45364       4636        0         4636       225         0         225        140       0.8358     0.8358     0.0000     0.0000      0.34     123.4955    0.0000    123.4955  2564.9352    0.0000   2564.9352   87266.46 
1429989.00   45992        0        45992       4008        0         4008       316         0         316        154       0.8578     0.8578     0.0000     0.0000      0.34     174.9365    0.0000    174.9365  2220.0262    0.0000   2220.0262   87266.46 
1559988.00   45526        0        45526       4474        0         4474       347         0         347        154       0.8383     0.8383     0.0000     0.0000      0.34     190.4641    0.0000    190.4641  2474.6367    0.0000   2474.6367   87266.46 
1689987.00   46154        0        46154       3846        0         3846       221         0         221        137       0.8404     0.8404     0.0000     0.0000      0.34     120.6499    0.0000    120.6499  2130.2087    0.0000   2130.2087   87266.46 
