 Timestep    Gas_A      Gas_B     Gas_tot    Dense_A    Dense_B   Dense_tot   Lc_numA    Lc_numB    Lg_clust     MCS       sigALL     sigAA      sigAB      sigBB      phiEff   Lc_area_A  Lc_area_B   lc_area   den_area_A den_area_B  den_area   Box_area 
   0.00      50000        0        50000        0          0          0          41         0          41         0        0.9612     0.9612     0.0000     0.0000      0.43     25.1288     0.0000    25.1288     0.0000     0.0000     0.0000    78539.82 
192499.00    41687        0        41687       8313        0         8313       407         0         407        151       0.8048     0.8048     0.0000     0.0000      0.36     209.9116    0.0000    209.9116  4305.9036    0.0000   4305.9036   78539.82 
384998.00    41809        0        41809       8191        0         8191       465         0         465        170       0.8103     0.8103     0.0000     0.0000      0.36     236.7151    0.0000    236.7151  4233.1859    0.0000   4233.1859   78539.82 
577497.00    41587        0        41587       8413        0         8413       381         0         381        168       0.8120     0.8120     0.0000     0.0000      0.36     197.1701    0.0000    197.1701  4349.0949    0.0000   4349.0949   78539.82 
769996.00    40535        0        40535       9465        0         9465       413         0         413        175       0.8111     0.8111     0.0000     0.0000      0.36     208.6541    0.0000    208.6541  4888.6740    0.0000   4888.6740   78539.82 
962495.00    40189        0        40189       9811        0         9811       331         0         331        158       0.8057     0.8057     0.0000     0.0000      0.36     171.4460    0.0000    171.4460  5062.5881    0.0000   5062.5881   78539.82 
1154994.00   41665        0        41665       8335        0         8335       357         0         357        160       0.8032     0.8032     0.0000     0.0000      0.36     185.0929    0.0000    185.0929  4296.3937    0.0000   4296.3937   78539.82 
1347493.00   40948        0        40948       9052        0         9052       603         0         603        196       0.7982     0.7982     0.0000     0.0000      0.36     308.3571    0.0000    308.3571  4665.3746    0.0000   4665.3746   78539.82 
1539992.00   40458        0        40458       9542        0         9542       389         0         389        176       0.8084     0.8084     0.0000     0.0000      0.36     198.3125    0.0000    198.3125  4924.5949    0.0000   4924.5949   78539.82 
1732491.00   40484        0        40484       9516        0         9516       399         0         399        166       0.8134     0.8134     0.0000     0.0000      0.36     201.8731    0.0000    201.8731  4918.8210    0.0000   4918.8210   78539.82 
1924990.00   41863        0        41863       8137        0         8137       572         0         572        156       0.8100     0.8100     0.0000     0.0000      0.36     292.7069    0.0000    292.7069  4205.5909    0.0000   4205.5909   78539.82 
2117489.00   41166        0        41166       8834        0         8834       408         0         408        157       0.8080     0.8080     0.0000     0.0000      0.36     209.7522    0.0000    209.7522  4582.7478    0.0000   4582.7478   78539.82 
2309988.00   41074        0        41074       8926        0         8926       445         0         445        159       0.8113     0.8113     0.0000     0.0000      0.36     229.3697    0.0000    229.3697  4615.9179    0.0000   4615.9179   78539.82 
2502487.00   41677        0        41677       8323        0         8323       397         0         397        169       0.8078     0.8078     0.0000     0.0000      0.36     201.4919    0.0000    201.4919  4299.5537    0.0000   4299.5537   78539.82 
2694986.00   40234        0        40234       9766        0         9766       496         0         496        180       0.8004     0.8004     0.0000     0.0000      0.36     253.8327    0.0000    253.8327  5052.4536    0.0000   5052.4536   78539.82 
2887485.00   41531        0        41531       8469        0         8469       472         0         472        172       0.8044     0.8044     0.0000     0.0000      0.36     239.9106    0.0000    239.9106  4367.9193    0.0000   4367.9193   78539.82 
3079984.00   40783        0        40783       9217        0         9217       432         0         432        170       0.7984     0.7984     0.0000     0.0000      0.36     222.6922    0.0000    222.6922  4764.6756    0.0000   4764.6756   78539.82 
3272483.00   40139        0        40139       9861        0         9861       849         0         849        189       0.8067     0.8067     0.0000     0.0000      0.36     435.9886    0.0000    435.9886  5105.9203    0.0000   5105.9203   78539.82 
3464982.00   41111        0        41111       8889        0         8889       554         0         554        177       0.8083     0.8083     0.0000     0.0000      0.36     286.3275    0.0000    286.3275  4585.3868    0.0000   4585.3868   78539.82 
3657481.00   42637        0        42637       7363        0         7363       659         0         659        160       0.8047     0.8047     0.0000     0.0000      0.36     334.0032    0.0000    334.0032  3810.3603    0.0000   3810.3603   78539.82 
3849980.00   41948        0        41948       8052        0         8052       542         0         542        161       0.8036     0.8036     0.0000     0.0000      0.36     273.9990    0.0000    273.9990  4157.6771    0.0000   4157.6771   78539.82 
