 Timestep    Gas_A      Gas_B     Gas_tot    Dense_A    Dense_B   Dense_tot   Lc_numA    Lc_numB    Lg_clust     MCS       sigALL     sigAA      sigAB      sigBB      phiEff   Lc_area_A  Lc_area_B   lc_area   den_area_A den_area_B  den_area   Box_area 
   0.00      49295        0        49295       705         0         705        137         0         137        117       0.8657     0.8657     0.0000     0.0000      0.50     84.7251     0.0000    84.7251    432.4461    0.0000    432.4461   65449.85 
192499.00    23543        0        23543      26457        0        26457       877         0         877        240       0.8056     0.8056     0.0000     0.0000      0.41     446.6677    0.0000    446.6677  13615.3166   0.0000   13615.3166  65449.85 
384998.00    24265        0        24265      25735        0        25735       2535        0         2535       317       0.8064     0.8064     0.0000     0.0000      0.41    1287.8080    0.0000   1287.8080  13167.3358   0.0000   13167.3358  65449.85 
577497.00    23184        0        23184      26816        0        26816       1591        0         1591       331       0.8051     0.8051     0.0000     0.0000      0.41     812.6712    0.0000    812.6712  13691.1365   0.0000   13691.1365  65449.85 
769996.00    24417        0        24417      25583        0        25583       1754        0         1754       341       0.8046     0.8046     0.0000     0.0000      0.41     870.1997    0.0000    870.1997  13044.1873   0.0000   13044.1873  65449.85 
962495.00    23460        0        23460      26540        0        26540       1399        0         1399       331       0.8070     0.8070     0.0000     0.0000      0.41     712.4950    0.0000    712.4950  13497.7054   0.0000   13497.7054  65449.85 
1154994.00   23506        0        23506      26494        0        26494       1761        0         1761       353       0.8055     0.8055     0.0000     0.0000      0.41     877.5498    0.0000    877.5498  13403.1856   0.0000   13403.1856  65449.85 
1347493.00   23408        0        23408      26592        0        26592       2337        0         2337       379       0.8112     0.8112     0.0000     0.0000      0.41    1174.7867    0.0000   1174.7867  13416.1797   0.0000   13416.1797  65449.85 
1539992.00   25076        0        25076      24924        0        24924       2204        0         2204       366       0.8022     0.8022     0.0000     0.0000      0.41    1089.2691    0.0000   1089.2691  12464.7133   0.0000   12464.7133  65449.85 
1732491.00   26577        0        26577      23423        0        23423       2782        0         2782       349       0.7998     0.7998     0.0000     0.0000      0.41    1287.1949    0.0000   1287.1949  11587.2113   0.0000   11587.2113  65449.85 
1924990.00   25767        0        25767      24233        0        24233       3092        0         3092       448       0.8026     0.8026     0.0000     0.0000      0.41    1400.2955    0.0000   1400.2955  11899.3134   0.0000   11899.3134  65449.85 
2117489.00   27121        0        27121      22879        0        22879       3425        0         3425       466       0.8011     0.8011     0.0000     0.0000      0.40    1513.1946    0.0000   1513.1946  10974.2446   0.0000   10974.2446  65449.85 
2309988.00   26883        0        26883      23117        0        23117       3928        0         3928       608       0.7994     0.7994     0.0000     0.0000      0.40    1716.3069    0.0000   1716.3069  10932.4663   0.0000   10932.4663  65449.85 
2502487.00   26567        0        26567      23433        0        23433       4617        0         4617       937       0.7888     0.7888     0.0000     0.0000      0.40    2007.1913    0.0000   2007.1913  10897.2041   0.0000   10897.2041  65449.85 
2694986.00   25439        0        25439      24561        0        24561       6090        0         6090       1292      0.7722     0.7722     0.0000     0.0000      0.40    2722.2654    0.0000   2722.2654  11233.4077   0.0000   11233.4077  65449.85 
2887485.00   24490        0        24490      25510        0        25510       6606        0         6606       1962      0.7624     0.7624     0.0000     0.0000      0.40    2908.6152    0.0000   2908.6152  11505.5397   0.0000   11505.5397  65449.85 
3079984.00   22777        0        22777      27223        0        27223       7244        0         7244       2268      0.7521     0.7521     0.0000     0.0000      0.39    3157.2534    0.0000   3157.2534  12157.1304   0.0000   12157.1304  65449.85 
3272483.00   21095        0        21095      28905        0        28905       7929        0         7929       3211      0.7587     0.7587     0.0000     0.0000      0.39    3451.1585    0.0000   3451.1585  12827.6013   0.0000   12827.6013  65449.85 
3464982.00   19363        0        19363      30637        0        30637       8567        0         8567       3829      0.7556     0.7556     0.0000     0.0000      0.39    3731.6064    0.0000   3731.6064  13534.8510   0.0000   13534.8510  65449.85 
3657481.00   17824        0        17824      32176        0        32176       9305        0         9305       5362      0.7542     0.7542     0.0000     0.0000      0.38    4031.6618    0.0000   4031.6618  14079.5103   0.0000   14079.5103  65449.85 
3849980.00   16301        0        16301      33699        0        33699       9908        0         9908       6739      0.7490     0.7490     0.0000     0.0000      0.38    4277.6639    0.0000   4277.6639  14652.4153   0.0000   14652.4153  65449.85 
