 Timestep    Gas_A      Gas_B     Gas_tot    Dense_A    Dense_B   Dense_tot   Lc_numA    Lc_numB    Lg_clust     MCS       sigALL     sigAA      sigAB      sigBB      phiEff   Lc_area_A  Lc_area_B   lc_area   den_area_A den_area_B  den_area   Box_area 
   0.00      50000        0        50000        0          0          0          34         0          34         0        0.9309     0.9309     0.0000     0.0000      0.46     22.5371     0.0000    22.5371     0.0000     0.0000     0.0000    78539.82 
 88333.00    41441        0        41441       8559        0         8559       325         0         325        147       0.8844     0.8844     0.0000     0.0000      0.40     190.1498    0.0000    190.1498  5087.1924    0.0000   5087.1924   78539.82 
176666.00    35540        0        35540      14460        0        14460       496         0         496        172       0.8743     0.8743     0.0000     0.0000      0.40     295.1091    0.0000    295.1091  8563.6098    0.0000   8563.6098   78539.82 
264999.00    34202        0        34202      15798        0        15798       394         0         394        175       0.8626     0.8626     0.0000     0.0000      0.40     232.2538    0.0000    232.2538  9316.6162    0.0000   9316.6162   78539.82 
353332.00    34656        0        34656      15344        0        15344       645         0         645        199       0.8730     0.8730     0.0000     0.0000      0.40     382.2152    0.0000    382.2152  9021.1470    0.0000   9021.1470   78539.82 
441665.00    34279        0        34279      15721        0        15721       731         0         731        212       0.8697     0.8697     0.0000     0.0000      0.40     429.1307    0.0000    429.1307  9255.0531    0.0000   9255.0531   78539.82 
529998.00    34102        0        34102      15898        0        15898       558         0         558        214       0.8745     0.8745     0.0000     0.0000      0.40     328.1228    0.0000    328.1228  9354.9743    0.0000   9354.9743   78539.82 
618331.00    34124        0        34124      15876        0        15876       676         0         676        223       0.8755     0.8755     0.0000     0.0000      0.40     389.9414    0.0000    389.9414  9328.8492    0.0000   9328.8492   78539.82 
706664.00    32715        0        32715      17285        0        17285       668         0         668        227       0.8809     0.8809     0.0000     0.0000      0.40     384.1862    0.0000    384.1862  10150.9642   0.0000   10150.9642  78539.82 
794997.00    32922        0        32922      17078        0        17078       949         0         949        243       0.8736     0.8736     0.0000     0.0000      0.40     553.6468    0.0000    553.6468  10025.7752   0.0000   10025.7752  78539.82 
883330.00    33065        0        33065      16935        0        16935       859         0         859        252       0.8738     0.8738     0.0000     0.0000      0.40     502.0940    0.0000    502.0940  9935.7751    0.0000   9935.7751   78539.82 
971663.00    33844        0        33844      16156        0        16156       850         0         850        227       0.8770     0.8770     0.0000     0.0000      0.40     494.8024    0.0000    494.8024  9487.1768    0.0000   9487.1768   78539.82 
1059996.00   33300        0        33300      16700        0        16700       924         0         924        222       0.8732     0.8732     0.0000     0.0000      0.40     535.4519    0.0000    535.4519  9788.0387    0.0000   9788.0387   78539.82 
1148329.00   33940        0        33940      16060        0        16060       1349        0         1349       250       0.8630     0.8630     0.0000     0.0000      0.40     771.5736    0.0000    771.5736  9396.5537    0.0000   9396.5537   78539.82 
1236662.00   33365        0        33365      16635        0        16635       1309        0         1309       268       0.8692     0.8692     0.0000     0.0000      0.40     767.8111    0.0000    767.8111  9732.6649    0.0000   9732.6649   78539.82 
1324995.00   32712        0        32712      17288        0        17288       923         0         923        224       0.8675     0.8675     0.0000     0.0000      0.40     524.6026    0.0000    524.6026  10128.0836   0.0000   10128.0836  78539.82 
1413328.00   33927        0        33927      16073        0        16073       813         0         813        251       0.8721     0.8721     0.0000     0.0000      0.40     470.9130    0.0000    470.9130  9385.2979    0.0000   9385.2979   78539.82 
1501661.00   32998        0        32998      17002        0        17002       1317        0         1317       242       0.8736     0.8736     0.0000     0.0000      0.39     750.5488    0.0000    750.5488  9931.1663    0.0000   9931.1663   78539.82 
1589994.00   31567        0        31567      18433        0        18433       1495        0         1495       259       0.8624     0.8624     0.0000     0.0000      0.39     876.1637    0.0000    876.1637  10784.9455   0.0000   10784.9455  78539.82 
1678327.00   33300        0        33300      16700        0        16700       1452        0         1452       253       0.8704     0.8704     0.0000     0.0000      0.39     818.1741    0.0000    818.1741  9750.9456    0.0000   9750.9456   78539.82 
1766660.00   33280        0        33280      16720        0        16720       987         0         987        253       0.8769     0.8769     0.0000     0.0000      0.39     548.0063    0.0000    548.0063  9741.1083    0.0000   9741.1083   78539.82 
1854993.00   34424        0        34424      15576        0        15576       1338        0         1338       299       0.8657     0.8657     0.0000     0.0000      0.39     749.6358    0.0000    749.6358  9053.5116    0.0000   9053.5116   78539.82 
1943326.00   33347        0        33347      16653        0        16653       1309        0         1309       287       0.8610     0.8610     0.0000     0.0000      0.39     729.6529    0.0000    729.6529  9670.2683    0.0000   9670.2683   78539.82 
2031659.00   31659        0        31659      18341        0        18341       1360        0         1360       262       0.8678     0.8678     0.0000     0.0000      0.39     753.0774    0.0000    753.0774  10654.9611   0.0000   10654.9611  78539.82 
2119992.00   32197        0        32197      17803        0        17803       1401        0         1401       269       0.8694     0.8694     0.0000     0.0000      0.39     766.8470    0.0000    766.8470  10322.2909   0.0000   10322.2909  78539.82 
2208325.00   33225        0        33225      16775        0        16775       1432        0         1432       284       0.8733     0.8733     0.0000     0.0000      0.39     777.7907    0.0000    777.7907  9707.9335    0.0000   9707.9335   78539.82 
2296658.00   32353        0        32353      17647        0        17647       1574        0         1574       280       0.8648     0.8648     0.0000     0.0000      0.39     855.4672    0.0000    855.4672  10223.7851   0.0000   10223.7851  78539.82 
2384991.00   32284        0        32284      17716        0        17716       1687        0         1687       253       0.8786     0.8786     0.0000     0.0000      0.39     916.0733    0.0000    916.0733  10269.3410   0.0000   10269.3410  78539.82 
2473324.00   34157        0        34157      15843        0        15843       1762        0         1762       264       0.8701     0.8701     0.0000     0.0000      0.39     949.0148    0.0000    949.0148  9132.2660    0.0000   9132.2660   78539.82 
2561657.00   33466        0        33466      16534        0        16534       1855        0         1855       290       0.8721     0.8721     0.0000     0.0000      0.39     995.0864    0.0000    995.0864  9518.5171    0.0000   9518.5171   78539.82 
2649990.00   33204        0        33204      16796        0        16796       1847        0         1847       289       0.8796     0.8796     0.0000     0.0000      0.39     978.9634    0.0000    978.9634  9658.2978    0.0000   9658.2978   78539.82 
2738323.00   33972        0        33972      16028        0        16028       1911        0         1911       296       0.8780     0.8780     0.0000     0.0000      0.39    1007.5437    0.0000   1007.5437  9177.8872    0.0000   9177.8872   78539.82 
2826656.00   32765        0        32765      17235        0        17235       2043        0         2043       287       0.8663     0.8663     0.0000     0.0000      0.39    1076.3325    0.0000   1076.3325  9857.3996    0.0000   9857.3996   78539.82 
2914989.00   32031        0        32031      17969        0        17969       2179        0         2179       304       0.8648     0.8648     0.0000     0.0000      0.39    1145.8678    0.0000   1145.8678  10259.3911   0.0000   10259.3911  78539.82 
3003322.00   32251        0        32251      17749        0        17749       2296        0         2296       306       0.8640     0.8640     0.0000     0.0000      0.39    1201.0539    0.0000   1201.0539  10085.8127   0.0000   10085.8127  78539.82 
3091655.00   32304        0        32304      17696        0        17696       2488        0         2488       333       0.8701     0.8701     0.0000     0.0000      0.39    1297.0626    0.0000   1297.0626  10032.6725   0.0000   10032.6725  78539.82 
3179988.00   32706        0        32706      17294        0        17294       2577        0         2577       339       0.8738     0.8738     0.0000     0.0000      0.39    1337.9809    0.0000   1337.9809  9749.5632    0.0000   9749.5632   78539.82 
3268321.00   32025        0        32025      17975        0        17975       2799        0         2799       366       0.8688     0.8688     0.0000     0.0000      0.39    1453.5511    0.0000   1453.5511  10152.7702   0.0000   10152.7702  78539.82 
3356654.00   32776        0        32776      17224        0        17224       3027        0         3027       391       0.8740     0.8740     0.0000     0.0000      0.39    1568.4685    0.0000   1568.4685  9654.1385    0.0000   9654.1385   78539.82 
3444987.00   31368        0        31368      18632        0        18632       3200        0         3200       338       0.8778     0.8778     0.0000     0.0000      0.39    1654.9834    0.0000   1654.9834  10448.3977   0.0000   10448.3977  78539.82 
3533320.00   32755        0        32755      17245        0        17245       3348        0         3348       466       0.8622     0.8622     0.0000     0.0000      0.39    1724.8589    0.0000   1724.8589  9604.6094    0.0000   9604.6094   78539.82 
3621653.00   31641        0        31641      18359        0        18359       3577        0         3577       407       0.8630     0.8630     0.0000     0.0000      0.39    1844.2690    0.0000   1844.2690  10237.9139   0.0000   10237.9139  78539.82 
3709986.00   31813        0        31813      18187        0        18187       3772        0         3772       422       0.8691     0.8691     0.0000     0.0000      0.39    1946.3742    0.0000   1946.3742  10098.3344   0.0000   10098.3344  78539.82 
3798319.00   32798        0        32798      17202        0        17202       3963        0         3963       505       0.8606     0.8606     0.0000     0.0000      0.39    2039.0694    0.0000   2039.0694  9463.4743    0.0000   9463.4743   78539.82 
3886652.00   31206        0        31206      18794        0        18794       4129        0         4129       481       0.8495     0.8495     0.0000     0.0000      0.39    2119.8254    0.0000   2119.8254  10351.2106   0.0000   10351.2106  78539.82 
3974985.00   31263        0        31263      18737        0        18737       4316        0         4316       480       0.8677     0.8677     0.0000     0.0000      0.39    2214.2618    0.0000   2214.2618  10253.0315   0.0000   10253.0315  78539.82 
4063318.00   31296        0        31296      18704        0        18704       4548        0         4548       467       0.8665     0.8665     0.0000     0.0000      0.39    2335.5493    0.0000   2335.5493  10185.3787   0.0000   10185.3787  78539.82 
4151651.00   30739        0        30739      19261        0        19261       4723        0         4723       520       0.8520     0.8520     0.0000     0.0000      0.39    2425.8825    0.0000   2425.8825  10471.0434   0.0000   10471.0434  78539.82 
4239984.00   30220        0        30220      19780        0        19780       4888        0         4888       549       0.8559     0.8559     0.0000     0.0000      0.39    2507.0577    0.0000   2507.0577  10711.1764   0.0000   10711.1764  78539.82 
4328317.00   29809        0        29809      20191        0        20191       5103        0         5103       560       0.8222     0.8222     0.0000     0.0000      0.38    2610.4279    0.0000   2610.4279  10890.0605   0.0000   10890.0605  78539.82 
4416650.00   30046        0        30046      19954        0        19954       5340        0         5340       665       0.8192     0.8192     0.0000     0.0000      0.38    2730.4579    0.0000   2730.4579  10705.8900   0.0000   10705.8900  78539.82 
4504983.00   30498        0        30498      19502        0        19502       5588        0         5588       750       0.8107     0.8107     0.0000     0.0000      0.38    2854.7535    0.0000   2854.7535  10373.9019   0.0000   10373.9019  78539.82 
4593316.00   29278        0        29278      20722        0        20722       5825        0         5825       668       0.8226     0.8226     0.0000     0.0000      0.38    2971.7759    0.0000   2971.7759  11043.6539   0.0000   11043.6539  78539.82 
