             TauR                           MSD              
            0.000                         0.000000           
            0.167                         1.074886           
            0.333                         5.956898           
            0.500                        16.649622           
            0.667                        34.946505           
            0.833                        63.170062           
            1.000                        102.331226          
            1.167                        151.000359          
            1.333                        208.302651          
            1.500                        274.110592          
            1.667                        347.893803          
            1.833                        429.607996          
            2.000                        519.178240          
            2.167                        614.242715          
            2.333                        713.687730          
            2.500                        818.584360          
            2.667                        927.469036          
            2.833                       1039.717669          
            3.000                       1155.471864          
            3.167                       1275.299749          
            3.333                       1400.283567          
            3.500                       1528.682063          
            3.667                       1659.251175          
            3.833                       1793.350639          
            4.000                       1932.107552          
            4.167                       2075.837191          
            4.333                       2224.380824          
            4.500                       2378.203764          
            4.667                       2538.227535          
            4.833                       2706.215513          
            5.000                       2879.604912          
            5.167                       3056.919978          
            5.333                       3239.264684          
            5.500                       3423.918108          
            5.667                       3609.829218          
            5.833                       3797.493640          
            6.000                       3986.685113          
            6.167                       4178.019420          
            6.333                       4371.631341          
            6.500                       4569.442675          
            6.667                       4770.110244          
            6.833                       4972.906924          
            7.000                       5177.984110          
            7.167                       5384.995460          
            7.333                       5593.390878          
            7.500                       5801.978836          
            7.667                       6012.428369          
            7.833                       6225.120914          
            8.000                       6441.620361          
            8.167                       6659.994635          
            8.333                       6879.607681          
            8.500                       7100.553337          
            8.667                       7323.029253          
            8.833                       7546.849544          
            9.000                       7772.266443          
            9.167                       7999.054100          
            9.333                       8227.542733          
            9.500                       8457.755378          
            9.667                       8690.098175          
            9.833                       8925.497210          
            10.000                      9165.480373          
            10.167                      9410.140489          
            10.333                      9659.178821          
            10.500                      9911.684969          
            10.667                      10171.730401         
            10.833                      10437.350011         
            11.000                      10707.207710         
            11.167                      10978.905888         
            11.333                      11253.284273         
            11.500                      11528.516922         
            11.667                      11806.330176         
            11.833                      12087.819635         
            12.000                      12373.524860         
            12.167                      12660.760960         
            12.333                      12949.635579         
            12.500                      13240.591454         
            12.667                      13530.441730         
            12.833                      13820.533699         
            13.000                      14113.060851         
            13.167                      14407.449217         
            13.333                      14701.988687         
            13.500                      14996.622717         
            13.667                      15292.626065         
            13.833                      15590.515175         
            14.000                      15892.265616         
            14.167                      16199.263655         
            14.333                      16509.785563         
            14.500                      16822.602056         
            14.667                      17136.313988         
            14.833                      17452.431695         
            15.000                      17770.424906         
            15.167                      18090.643344         
            15.333                      18411.776922         
            15.500                      18733.292982         
            15.667                      19056.176773         
            15.833                      19381.253963         
            16.000                      19707.719387         
            16.167                      20037.024522         
            16.333                      20368.431495         
            16.500                      20699.033309         
            16.667                      21029.634228         
            16.833                      21358.158002         
            17.000                      21684.879655         
            17.167                      22012.963184         
            17.333                      22343.173248         
            17.500                      22675.276353         
            17.667                      23012.314766         
            17.833                      23355.659510         
            18.000                      23702.712469         
            18.167                      24050.728228         
            18.333                      24399.638402         
            18.500                      24748.309817         
            18.667                      25096.470527         
            18.833                      25449.644235         
            19.000                      25805.134841         
            19.167                      26162.455498         
            19.333                      26521.206251         
            19.500                      26881.231156         
            19.667                      27242.257111         
            19.833                      27605.140332         
            20.000                      27971.266692         
            20.167                      28341.362560         
            20.333                      28712.963064         
            20.500                      29082.824572         
            20.667                      29454.090000         
            20.833                      29827.629237         
            21.000                      30203.587581         
            21.167                      30581.573896         
            21.333                      30963.491930         
            21.500                      31348.630735         
            21.667                      31738.364649         
            21.833                      32132.213414         
            22.000                      32527.716594         
            22.167                      32924.364137         
            22.333                      33322.640538         
            22.500                      33721.985170         
            22.667                      34126.083483         
            22.833                      34534.505062         
            23.000                      34945.792972         
            23.167                      35359.213346         
            23.333                      35773.771922         
            23.500                      36188.133798         
            23.667                      36601.413290         
            23.833                      37013.618238         
            24.000                      37423.273933         
            24.167                      37833.050746         
            24.333                      38244.543121         
            24.500                      38658.076349         
            24.667                      39073.548229         
            24.833                      39491.862843         
            25.000                      39911.343772         
            25.167                      40330.278838         
            25.333                      40749.958267         
            25.500                      41171.308961         
            25.667                      41595.877827         
            25.833                      42025.204846         
            26.000                      42458.515737         
            26.167                      42893.474227         
            26.333                      43329.582955         
            26.500                      43768.488860         
            26.667                      44207.702173         
            26.833                      44648.278653         
            27.000                      45086.652036         
            27.167                      45522.704756         
            27.333                      45958.843725         
            27.500                      46396.982501         
            27.667                      46834.653403         
            27.833                      47271.622490         
            28.000                      47708.878423         
            28.167                      48148.736800         
            28.333                      48590.981295         
            28.500                      49036.218861         
            28.667                      49483.586899         
            28.833                      49930.865942         
            29.000                      50380.074831         
            29.167                      50832.218942         
            29.333                      51288.436662         
            29.500                      51749.371927         
            29.667                      52213.039017         
            29.833                      52678.472423         
            30.000                      53144.153833         
            30.167                      53610.967488         
            30.333                      54079.767886         
            30.500                      54551.598233         
            30.667                      55028.187833         
            30.833                      55509.538009         
            31.000                      55993.125218         
            31.167                      56477.805626         
            31.333                      56963.502212         
            31.500                      57449.925820         
            31.667                      57936.091095         
            31.833                      58422.650778         
            32.000                      58909.744374         
            32.167                      59392.375129         
            32.333                      59873.019074         
            32.500                      60355.942626         
            32.667                      60843.473826         
            32.833                      61334.685845         
            33.000                      61823.683956         
