 Timestep   N_clusts  all_parts  thr_clusts thr_parts  thr_c1000  thr_p1000 
   0.0       64669      100000       3          69         0          0     
   0.1        7759      100000       41       87632        1        86127   
   0.2        8165      100000       54       86331        2        83943   
   0.3        8318      100000       55       86546        1        82180   
   0.4        8737      100000       50       85347        1        83161   
   0.5        8829      100000       59       84907        1        82136   
   0.6        9038      100000       69       84666        1        81888   
   0.7        9106      100000       73       84462        2        80281   
   0.8        9332      100000       79       83840        1        80081   
   0.9        9567      100000       88       83162        2        77511   
   1.0        9884      100000       75       82597        2        77152   
   1.1        9529      100000       84       82777        5        78515   
   1.2       10073      100000       84       82020        1        77053   
   1.3       10165      100000       82       81992        2        77592   
   1.4       10203      100000       81       82063        2        78584   
   1.5       10283      100000       83       81990        2        78702   
   1.6       10550      100000       67       81176        2        78089   
   1.7       10246      100000       80       81805        4        77439   
   1.8       10562      100000       80       81493        2        77091   
   1.9       10754      100000       82       80879        6        75628   
   2.0       10727      100000       91       80743        6        73326   
   2.1       10862      100000       87       80880        8        74531   
   2.2       10897      100000       86       80639        10       75557   
   2.3       11134      100000       92       80378        12       75870   
   2.4       11261      100000       89       80094        8        75565   
   2.5       11235      100000       84       80117        10       76960   
   2.6       11459      100000       96       79939        9        75047   
   2.7       11268      100000       66       80359        5        76118   
   2.8       11372      100000       74       80311        10       76680   
   2.9       11514      100000       91       80395        13       75799   
   3.0       11621      100000       83       79752        13       76151   
   3.1       11650      100000       79       79844        8        76941   
   3.2       11831      100000       60       79187        7        77074   
   3.3       11769      100000       59       79415        7        76593   
   3.4       11493      100000       61       80234        7        77920   
   3.5       11731      100000       56       80113        8        77738   
   3.6       11820      100000       51       79944        10       77934   
   3.7       11659      100000       62       80245        10       77188   
   3.8       11699      100000       48       80133        10       77584   
   3.9       11673      100000       48       80299        10       78099   
   4.0       11563      100000       51       80530        10       78772   
   4.1       11584      100000       42       80546        11       78375   
   4.2       11602      100000       38       80697        10       78589   
   4.3       11677      100000       37       80542        10       78714   
   4.4       11414      100000       33       80933        9        79576   
   4.5       11669      100000       51       80735        9        79126   
   4.6       11531      100000       34       80608        9        79727   
