 Timestep   N_clusts  all_parts  thr_clusts thr_parts 
   0.0       87752      100000       0          0     
   0.1       16829      100000      662       63772   
   0.2       16918      100000      640       64265   
   0.3       16687      100000      618       63779   
   0.4       16921      100000      644       64258   
   0.5       17272      100000      632       63409   
   0.6       16773      100000      658       64530   
   0.7       16868      100000      649       63739   
   0.8       17016      100000      614       63335   
   0.9       17122      100000      656       63539   
   1.0       17262      100000      617       62517   
   1.1       17236      100000      598       62666   
   1.2       17442      100000      608       62583   
   1.3       17599      100000      674       62497   
   1.4       17773      100000      589       61679   
   1.5       18042      100000      596       61316   
   1.6       17969      100000      618       61353   
   1.7       18135      100000      588       60448   
   1.8       18609      100000      587       59414   
   1.9       18735      100000      557       58974   
   2.0       19386      100000      537       58373   
   2.1       19588      100000      497       57852   
   2.2       20013      100000      434       56511   
   2.3       20086      100000      400       56854   
   2.4       20334      100000      360       56778   
   2.5       20303      100000      328       57607   
   2.6       20401      100000      271       57546   
   2.7       20380      100000      225       58218   
   2.8       20756      100000      171       58951   
   2.9       20452      100000      128       60670   
   3.0       19967      100000       88       62175   
   3.1       19634      100000       65       64631   
   3.2       19045      100000       38       66507   
   3.3       18516      100000       24       68971   
   3.4       18045      100000       13       70816   
   3.5       17371      100000       8        72994   
   3.6       16615      100000       9        74877   
   3.7       16231      100000       9        76371   
   3.8       15561      100000       5        77828   
   3.9       14915      100000       5        79194   
   4.0       14445      100000       4        80308   
   4.1       13934      100000       4        81299   
   4.2       13627      100000       5        82024   
   4.3       13311      100000       5        82329   
   4.4       13142      100000       4        82695   
   4.5       12943      100000       4        83003   
   4.6       12743      100000       4        83328   
   4.7       12645      100000       4        83448   
   4.8       12696      100000       4        83363   
   4.9       12712      100000       4        83367   
   5.0       12723      100000       4        83263   
   5.1       12983      100000       4        82826   
   5.2       13146      100000       5        82394   
   5.3       13357      100000       4        81996   
   5.4       13689      100000       4        81774   
   5.5       13636      100000       4        81610   
   5.6       13522      100000       4        81728   
   5.7       13550      100000       4        81823   
   5.8       13496      100000       4        81825   
   5.9       13654      100000       3        81626   
   6.0       13566      100000       4        81744   
   6.1       13558      100000       3        81792   
   6.2       13542      100000       3        81735   
