 Timestep   N_clusts  all_parts  thr_clusts thr_parts  thr_c1000  thr_p1000 
   0.0       64669      100000       3          69         0          0     
   0.1        6941      100000       96       86946        1        81481   
   0.2        7643      100000      103       85081        3        78311   
   0.3        8133      100000      139       83545        4        74454   
   0.4        8767      100000      194       82352        13       69446   
   0.5        9407      100000      209       80757        17       68038   
   0.6       10230      100000      227       79095        20       67065   
   0.7       10989      100000      197       77065        21       66644   
   0.8       11481      100000      156       76607        19       69635   
   0.9       11712      100000      117       76668        20       72194   
   1.0       11764      100000       98       77218        19       72280   
   1.1       11872      100000       69       78268        17       74763   
   1.2       11784      100000       46       79235        16       77111   
   1.3       11560      100000       39       79982        17       79157   
   1.4       11426      100000       23       80560        11       79038   
   1.5       11077      100000       21       81531        11       80169   
   1.6       11019      100000       26       81986        13       80295   
   1.7       11060      100000       24       82402        13       81682   
   1.8       10719      100000       19       83055        11       81976   
   1.9       10373      100000       14       84127        11       83520   
   2.0       10140      100000       17       84301        10       83269   
   2.1       10252      100000       19       84423        9        83841   
   2.2       10146      100000       13       84574        9        84436   
   2.3       10273      100000       12       84753        10       84704   
   2.4       10127      100000       9        85180        9        85180   
   2.5       10016      100000       9        85565        8        85544   
   2.6        9883      100000       11       85622        9        85580   
   2.7       10129      100000       10       85291        10       85291   
   2.8       10003      100000       10       85537        10       85537   
   2.9        9752      100000       10       85996        10       85996   
   3.0        9783      100000       10       85933        8        84953   
   3.1        9744      100000       9        86101        8        85492   
   3.2        9549      100000       9        86461        7        86192   
   3.3        9537      100000       7        86516        7        86516   
   3.4        9420      100000       7        86734        7        86734   
   3.5        9256      100000       7        87157        7        87157   
   3.6        9179      100000       8        87130        8        87130   
   3.7        9334      100000       8        86956        8        86956   
   3.8        9284      100000       8        86848        6        85897   
   3.9        9207      100000       9        87172        7        86374   
   4.0        9326      100000       10       86766        6        86438   
   4.1        9761      100000       6        86117        6        86117   
   4.2        9755      100000       8        85991        6        85278   
   4.3        9576      100000       8        86283        6        85176   
   4.4        9590      100000       7        86430        6        86016   
   4.5        9642      100000       7        86437        7        86437   
   4.6        9306      100000       6        87004        6        87004   
   4.7        9282      100000       9        87297        7        87252   
   4.8        9271      100000       8        87026        7        86133   
   4.9        9179      100000       11       87242        6        85663   
   5.0        9093      100000       8        87404        6        86482   
   5.1        9377      100000       7        87033        6        86706   
   5.2        9294      100000       8        87268        6        87222   
   5.3        9125      100000       6        87585        6        87585   
   5.4        9019      100000       5        87718        5        87718   
   5.5        9057      100000       6        87581        6        87581   
   5.6        9070      100000       5        87525        5        87525   
   5.7        9088      100000       5        87513        5        87513   
   5.8        9025      100000       5        87648        5        87648   
   5.9        9172      100000       5        87400        5        87400   
   6.0        9206      100000       5        87321        5        87321   
   6.1        9268      100000       6        87321        6        87321   
   6.2        9130      100000       5        87435        5        87435   
   6.3        9088      100000       5        87684        5        87684   
   6.4        9107      100000       5        87594        5        87594   
   6.5        9152      100000       6        87537        6        87537   
   6.6        9199      100000       6        87341        6        87341   
   6.7        9336      100000       7        87103        6        87081   
   6.8        9061      100000       6        87503        6        87503   
   6.9        9007      100000       5        87780        5        87780   
   7.0        8956      100000       6        87830        5        87808   
   7.1        9101      100000       6        87595        6        87595   
   7.2        9179      100000       7        87355        6        87334   
   7.3        9090      100000       6        87525        6        87525   
   7.4        9053      100000       6        87773        6        87773   
   7.5        8888      100000       5        87971        5        87971   
   7.6        8985      100000       4        87805        4        87805   
   7.7        9135      100000       5        87498        5        87498   
   7.8        9115      100000       5        87430        5        87430   
   7.9        9104      100000       6        87493        5        87471   
   8.0        9183      100000       4        87289        4        87289   
   8.1        9204      100000       5        87253        5        87253   
   8.2        9236      100000       7        87181        5        87135   
   8.3        9217      100000       5        87199        5        87199   
   8.4        9174      100000       5        87366        5        87366   
   8.5        9047      100000       7        87534        5        87488   
   8.6        9190      100000       6        87423        5        87401   
   8.7        9175      100000       7        87588        5        87543   
   8.8        9075      100000       5        87621        5        87621   
   8.9        9030      100000       4        87618        4        87618   
   9.0        8967      100000       5        87929        5        87929   
   9.1        8785      100000       4        88038        4        88038   
   9.2        8711      100000       4        88345        4        88345   
   9.3        8696      100000       5        88201        5        88201   
   9.4        8814      100000       5        88016        5        88016   
   9.5        8896      100000       5        87889        5        87889   
   9.6        9075      100000       5        87505        5        87505   
   9.7        9135      100000       5        87483        5        87483   
   9.8        9198      100000       6        87370        5        87344   
   9.9        9296      100000       6        87297        5        87274   
   10.0       9135      100000       6        87424        5        87400   
   10.1       8903      100000       5        87837        5        87837   
   10.2       8867      100000       5        88030        5        88030   
   10.3       8846      100000       6        88089        5        88049   
   10.4       8830      100000       5        88187        5        88187   
   10.5       8916      100000       5        87916        5        87916   
   10.6       8718      100000       5        88151        5        88151   
   10.7       8870      100000       5        88041        5        88041   
   10.8       8918      100000       5        87812        4        86852   
   10.9       8862      100000       6        88010        4        87578   
   11.0       8790      100000       4        88148        4        88148   
   11.1       8647      100000       4        88626        4        88626   
   11.2       8597      100000       4        88717        4        88717   
   11.3       8424      100000       5        88842        4        88816   
   11.4       8567      100000       4        88451        4        88451   
   11.5       8920      100000       4        87967        4        87967   
   11.6       8982      100000       4        87814        4        87814   
   11.7       8759      100000       4        88122        4        88122   
   11.8       8859      100000       5        88100        4        88071   
   11.9       8914      100000       5        88002        4        87981   
   12.0       8876      100000       4        87883        4        87883   
   12.1       8900      100000       4        87837        4        87837   
   12.2       9153      100000       4        87622        4        87622   
   12.3       9258      100000       4        87295        4        87295   
   12.4       9216      100000       5        87316        4        87292   
   12.5       9184      100000       4        87482        3        86941   
   12.6       9121      100000       4        87778        3        87460   
   12.7       8914      100000       3        87868        3        87868   
   12.8       8820      100000       3        88337        3        88337   
   12.9       8326      100000       4        88996        3        88971   
   13.0       8376      100000       3        89053        3        89053   
   13.1       8377      100000       3        89136        3        89136   
   13.2       8178      100000       4        89346        3        89325   
   13.3       8220      100000       3        89310        3        89310   
   13.4       8243      100000       3        89235        3        89235   
   13.5       8208      100000       3        89202        3        89202   
   13.6       8255      100000       3        89046        3        89046   
   13.7       8481      100000       3        88764        3        88764   
   13.8       8601      100000       3        88633        3        88633   
   13.9       8603      100000       3        88589        3        88589   
   14.0       8596      100000       3        88434        3        88434   
   14.1       8610      100000       3        88414        3        88414   
   14.2       8763      100000       3        88304        3        88304   
   14.3       8825      100000       3        88332        3        88332   
   14.4       8772      100000       3        88263        3        88263   
   14.5       8762      100000       3        88418        3        88418   
   14.6       8607      100000       3        88604        3        88604   
   14.7       8603      100000       3        88606        3        88606   
   14.8       8532      100000       3        88687        3        88687   
   14.9       8507      100000       3        88914        3        88914   
   15.0       8397      100000       3        88993        3        88993   
   15.1       8381      100000       3        88958        3        88958   
   15.2       8400      100000       3        88897        3        88897   
   15.3       8529      100000       3        88757        3        88757   
   15.4       8420      100000       3        89034        3        89034   
   15.5       8412      100000       3        88931        3        88931   
   15.6       8566      100000       3        88646        3        88646   
   15.7       8694      100000       3        88328        3        88328   
   15.8       8658      100000       4        88470        3        88448   
   15.9       8380      100000       3        88824        3        88824   
   16.0       8346      100000       3        89053        3        89053   
   16.1       8417      100000       4        88851        3        88826   
   16.2       8365      100000       3        88892        3        88892   
   16.3       8579      100000       3        88706        3        88706   
   16.4       8575      100000       3        88621        3        88621   
   16.5       8554      100000       3        88836        3        88836   
   16.6       8420      100000       3        88875        3        88875   
   16.7       8354      100000       3        89065        3        89065   
   16.8       8234      100000       4        89313        3        89291   
   16.9       8216      100000       3        89240        3        89240   
   17.0       8214      100000       3        89149        3        89149   
   17.1       8234      100000       3        89106        3        89106   
   17.2       8235      100000       3        89187        3        89187   
   17.3       8296      100000       3        89112        3        89112   
   17.4       8240      100000       3        89171        3        89171   
   17.5       8260      100000       3        89158        3        89158   
   17.6       8419      100000       3        88988        3        88988   
   17.7       8462      100000       3        88800        3        88800   
   17.8       8580      100000       3        88522        3        88522   
   17.9       8655      100000       3        88430        3        88430   
   18.0       8791      100000       3        88317        3        88317   
   18.1       8694      100000       4        88523        3        88502   
   18.2       8603      100000       3        88460        3        88460   
   18.3       8533      100000       3        88698        3        88698   
   18.4       8618      100000       3        88443        3        88443   
   18.5       8508      100000       3        88591        3        88591   
   18.6       8547      100000       3        88649        3        88649   
   18.7       8464      100000       3        88800        3        88800   
   18.8       8540      100000       3        88845        3        88845   
   18.9       8358      100000       3        88894        3        88894   
   19.0       8567      100000       3        88648        3        88648   
   19.1       8553      100000       3        88738        3        88738   
   19.2       8601      100000       3        88635        3        88635   
   19.3       8534      100000       4        88629        3        88606   
   19.4       8643      100000       3        88601        3        88601   
   19.5       8590      100000       3        88598        3        88598   
   19.6       8591      100000       3        88578        3        88578   
   19.7       8548      100000       3        88605        3        88605   
   19.8       8702      100000       3        88590        3        88590   
   19.9       8509      100000       2        88750        2        88750   
   20.0       8317      100000       3        89100        3        89100   
   20.1       8245      100000       3        89136        3        89136   
   20.2       8470      100000       2        89035        2        89035   
   20.3       8397      100000       2        88986        2        88986   
   20.4       8379      100000       2        88973        2        88973   
   20.5       8477      100000       2        88893        2        88893   
   20.6       8459      100000       2        88913        2        88913   
   20.7       8490      100000       2        88647        2        88647   
   20.8       8662      100000       3        88598        3        88598   
   20.9       8607      100000       3        88573        3        88573   
   21.0       8519      100000       3        88765        3        88765   
   21.1       8509      100000       3        88802        3        88802   
   21.2       8404      100000       4        88827        3        88794   
   21.3       8364      100000       3        89056        3        89056   
   21.4       8190      100000       3        89255        3        89255   
   21.5       8319      100000       3        89283        3        89283   
   21.6       8438      100000       4        88867        3        88844   
   21.7       8680      100000       3        88477        3        88477   
   21.8       8729      100000       3        88265        3        88265   
   21.9       8797      100000       3        88218        3        88218   
   22.0       8840      100000       3        88226        3        88226   
   22.1       8727      100000       3        88287        3        88287   
   22.2       8698      100000       4        88493        3        88468   
   22.3       8496      100000       3        88766        3        88766   
   22.4       8507      100000       3        88731        3        88731   
   22.5       8497      100000       3        88665        3        88665   
   22.6       8551      100000       3        88553        3        88553   
   22.7       8559      100000       3        88671        3        88671   
   22.8       8679      100000       3        88649        3        88649   
   22.9       8617      100000       3        88654        3        88654   
   23.0       8577      100000       3        88577        3        88577   
   23.1       8766      100000       3        88331        3        88331   
   23.2       8699      100000       3        88565        3        88565   
   23.3       8462      100000       3        88807        3        88807   
   23.4       8419      100000       3        88893        3        88893   
   23.5       8488      100000       3        88809        3        88809   
   23.6       8389      100000       3        88924        3        88924   
   23.7       8556      100000       3        88731        3        88731   
   23.8       8587      100000       3        88789        3        88789   
   23.9       8662      100000       3        88698        3        88698   
   24.0       8512      100000       3        88666        3        88666   
   24.1       8676      100000       3        88499        3        88499   
   24.2       8643      100000       3        88646        3        88646   
   24.3       8612      100000       3        88586        3        88586   
   24.4       8486      100000       3        88794        3        88794   
   24.5       8551      100000       3        88506        3        88506   
   24.6       8653      100000       4        88458        3        88435   
   24.7       8741      100000       3        88358        3        88358   
   24.8       8781      100000       3        88169        3        88169   
   24.9       8858      100000       4        88221        3        88199   
   25.0       8611      100000       3        88525        3        88525   
   25.1       8621      100000       3        88504        3        88504   
   25.2       8589      100000       4        88638        3        88617   
   25.3       8558      100000       3        88600        3        88600   
   25.4       8706      100000       3        88447        3        88447   
   25.5       8655      100000       3        88492        3        88492   
