 Timestep   N_clusts  all_parts  thr_clusts thr_parts  thr_c1000  thr_p1000 
   0.0       75962      100000       0          0          0          0     
   0.1        9341      100000      156       82608        8        67034   
   0.2        9893      100000      208       81191        13       65723   
   0.3       10369      100000      186       79735        12       66372   
   0.4       10587      100000      230       79331        20       61910   
   0.5       10734      100000      242       79266        23       63837   
   0.6       11198      100000      257       77850        17       58845   
   0.7       11415      100000      235       76789        14       58207   
   0.8       11853      100000      253       75840        17       57187   
   0.9       12395      100000      273       75022        21       55689   
   1.0       12840      100000      267       73904        16       55288   
   1.1       13131      100000      254       73326        18       58180   
   1.2       13543      100000      212       72655        20       60999   
   1.3       13705      100000      195       72905        18       64354   
   1.4       14070      100000      146       72935        17       66137   
   1.5       14040      100000       95       73406        14       68884   
   1.6       13923      100000       78       74113        15       71440   
   1.7       14082      100000       61       74711        16       71482   
   1.8       13553      100000       46       76433        13       74176   
   1.9       13212      100000       33       77837        13       76315   
   2.0       13087      100000       25       78858        14       77646   
   2.1       12822      100000       23       79473        14       78752   
   2.2       12453      100000       15       80575        10       80220   
   2.3       12465      100000       11       80794        9        80732   
   2.4       12252      100000       13       81155        9        81056   
   2.5       11952      100000       14       81704        10       81604   
   2.6       12066      100000       15       81646        11       81546   
   2.7       12254      100000       13       81654        11       81609   
   2.8       11936      100000       11       81742        9        81684   
   2.9       12116      100000       15       81587        10       81471   
   3.0       12234      100000       13       81427        11       81374   
   3.1       12143      100000       14       81664        11       81582   
   3.2       12112      100000       13       81624        9        80643   
   3.3       12161      100000       14       81468        10       80682   
   3.4       12242      100000       16       81334        12       80849   
   3.5       12222      100000       16       81297        9        80103   
   3.6       12260      100000       12       81565        8        79918   
   3.7       12177      100000       12       81763        8        81011   
   3.8       12110      100000       8        81855        7        81479   
   3.9       12064      100000       12       82096        6        81888   
   4.0       11980      100000       9        82026        6        81957   
   4.1       11810      100000       10       82746        8        82695   
   4.2       11692      100000       7        82838        6        82814   
   4.3       11712      100000       8        83098        5        83025   
   4.4       11456      100000       6        83584        6        83584   
   4.5       11348      100000       9        83956        5        83854   
   4.6       11249      100000       5        83833        5        83833   
   4.7       11219      100000       5        83881        5        83881   
   4.8       11165      100000       7        84253        5        84201   
   4.9       11107      100000       6        84341        5        84320   
   5.0       11293      100000       5        84048        5        84048   
   5.1       11210      100000       6        83956        5        83935   
   5.2       11294      100000       5        84035        5        84035   
   5.3       11193      100000       5        84210        5        84210   
   5.4       11121      100000       5        84280        5        84280   
   5.5       11034      100000       5        84414        5        84414   
   5.6       11123      100000       5        84210        5        84210   
   5.7       11253      100000       5        83971        5        83971   
   5.8       11379      100000       7        83644        5        83600   
   5.9       11653      100000       6        83220        6        83220   
   6.0       11394      100000       7        83461        6        83422   
   6.1       11477      100000       6        83314        6        83314   
   6.2       11394      100000       7        83500        6        83478   
   6.3       11646      100000       7        83181        6        83130   
   6.4       11561      100000       10       83424        6        83330   
   6.5       11510      100000       7        83508        6        83487   
   6.6       11528      100000       6        83441        5        83414   
   6.7       11540      100000       7        83467        6        83438   
   6.8       11478      100000       6        83445        5        83383   
   6.9       11495      100000       5        83298        5        83298   
   7.0       11567      100000       7        83241        6        83215   
   7.1       11636      100000       6        83267        5        82280   
   7.2       11543      100000       6        83450        4        81727   
   7.3       11608      100000       6        83341        4        81992   
   7.4       11727      100000       6        83028        4        82179   
   7.5       11570      100000       9        83102        3        82601   
   7.6       11548      100000       5        83206        4        83184   
   7.7       11471      100000       5        83522        4        83497   
