 Timestep   N_clusts  all_parts  thr_clusts thr_parts  thr_c1000  thr_p1000 
   0.0       87752      100000       0          0          0          0     
   0.1       18974      100000      691       63162        0          0     
   0.2       19125      100000      592       62645        0          0     
   0.3       18955      100000      565       63122        3         3122   
   0.4       18879      100000      555       63566        3         3928   
   0.5       18683      100000      513       63378        6         9447   
   0.6       18904      100000      491       62926        3         4287   
   0.7       18895      100000      485       62688        5         6613   
   0.8       19360      100000      499       61719        5         7969   
   0.9       19358      100000      505       61664        5         8397   
   1.0       19209      100000      504       61492        4         6192   
   1.1       19288      100000      513       60920        7         9152   
   1.2       19212      100000      489       62320        9        12325   
   1.3       19127      100000      458       62739        10       16151   
   1.4       19363      100000      435       61609        12       18899   
   1.5       19485      100000      471       61358        11       15526   
   1.6       19720      100000      485       60736        11       15540   
   1.7       19410      100000      508       61641        13       19813   
   1.8       19820      100000      468       60421        14       22299   
   1.9       19989      100000      467       61233        13       22544   
   2.0       20192      100000      464       60125        15       24736   
   2.1       20312      100000      458       59409        14       26505   
   2.2       20571      100000      453       59728        14       25971   
   2.3       20526      100000      446       59473        15       27558   
   2.4       20318      100000      418       60469        14       28794   
   2.5       20244      100000      380       59884        16       32497   
   2.6       20616      100000      398       59962        16       32991   
   2.7       20880      100000      387       58957        15       31973   
   2.8       20931      100000      350       58775        15       34026   
   2.9       20892      100000      341       59052        15       35468   
   3.0       21014      100000      324       58922        17       39260   
   3.1       21213      100000      284       58219        17       42000   
   3.2       20855      100000      275       59360        18       44945   
   3.3       21061      100000      267       59880        19       48140   
   3.4       20901      100000      233       59765        18       48573   
   3.5       20921      100000      211       60433        18       51323   
   3.6       20794      100000      205       61237        18       53095   
   3.7       21013      100000      177       61196        18       53694   
   3.8       20772      100000      165       61863        18       56056   
   3.9       20865      100000      132       61903        17       57562   
   4.0       20702      100000      127       62998        17       57973   
   4.1       20469      100000      110       63835        17       59465   
   4.2       20325      100000       98       64275        17       60561   
   4.3       20215      100000       84       64752        17       61950   
   4.4       20025      100000       67       65637        16       63122   
   4.5       19584      100000       75       66602        17       64026   
   4.6       19567      100000       58       66681        16       64888   
   4.7       19418      100000       54       67443        16       65812   
   4.8       19414      100000       52       67774        15       65557   
   4.9       19219      100000       46       68154        14       66342   
   5.0       19431      100000       42       68076        14       65496   
   5.1       19254      100000       32       68425        12       66300   
   5.2       19041      100000       33       68898        12       65907   
   5.3       19179      100000       35       69005        12       66996   
   5.4       19065      100000       30       68778        12       66521   
   5.5       19101      100000       26       68945        12       67042   
   5.6       18716      100000       39       69835        12       67753   
   5.7       18890      100000       23       69704        12       68258   
   5.8       18556      100000       27       70077        12       68611   
   5.9       18646      100000       22       69760        12       68660   
   6.0       18603      100000       23       70156        12       69148   
   6.1       18763      100000       22       70050        11       69302   
   6.2       18725      100000       21       70565        12       69900   
   6.3       18635      100000       22       70730        11       70129   
   6.4       18507      100000       26       70763        11       69273   
   6.5       18682      100000       19       70571        11       69470   
   6.6       18574      100000       19       70915        11       69879   
   6.7       18383      100000       20       71121        11       70120   
   6.8       18283      100000       17       71508        10       69729   
   6.9       18063      100000       20       72152        10       70421   
   7.0       18212      100000       20       72164        8        69589   
   7.1       18086      100000       18       72289        8        70054   
   7.2       17939      100000       17       72432        8        70352   
   7.3       17884      100000       16       72545        8        70632   
   7.4       17826      100000       20       72591        9        70955   
   7.5       18092      100000       16       72221        9        70978   
   7.6       18130      100000       19       72098        9        71019   
   7.7       18103      100000       17       72134        8        71161   
   7.8       18074      100000       20       72113        9        71366   
   7.9       17843      100000       17       72009        9        71608   
   8.0       18178      100000       17       72056        8        71771   
   8.1       18126      100000       15       72000        8        71817   
   8.2       18087      100000       11       72154        8        72083   
   8.3       18028      100000       16       72455        8        72255   
   8.4       18011      100000       13       72767        9        72648   
   8.5       17779      100000       13       73096        9        72998   
   8.6       17962      100000       12       73019        9        72949   
   8.7       17744      100000       9        73046        8        73021   
   8.8       17775      100000       12       73302        8        73213   
   8.9       17710      100000       8        73136        8        73136   
   9.0       17609      100000       14       73553        8        73410   
   9.1       17467      100000       9        73643        8        73619   
   9.2       17780      100000       12       73620        9        73536   
   9.3       17674      100000       10       73350        8        73293   
   9.4       17515      100000       10       73480        9        73458   
   9.5       17679      100000       16       73425        8        73234   
   9.6       17859      100000       11       73329        8        73250   
   9.7       17685      100000       19       73507        8        73223   
   9.8       17383      100000       10       73588        8        73533   
   9.9       17507      100000       13       73908        8        73794   
   10.0      17318      100000       13       74160        8        74046   
   10.1      17177      100000       11       74255        8        74185   
   10.2      17278      100000       13       74015        8        73880   
   10.3      17374      100000       8        73680        8        73680   
   10.4      17592      100000       9        73603        8        73563   
   10.5      17638      100000       13       73634        8        73515   
   10.6      17674      100000       10       73679        7        73600   
   10.7      17559      100000       15       73644        8        73473   
   10.8      17494      100000       13       73720        8        73597   
   10.9      17669      100000       15       73569        7        73376   
   11.0      17574      100000       13       73306        8        73177   
   11.1      17721      100000       15       73475        7        73269   
   11.2      17810      100000       9        73070        7        73014   
   11.3      17689      100000       10       73240        7        73168   
   11.4      17827      100000       11       73145        7        73047   
   11.5      17599      100000       12       73223        7        73076   
   11.6      17941      100000       8        72932        7        72911   
   11.7      17795      100000       11       72934        7        72824   
   11.8      17898      100000       12       72692        7        72553   
   11.9      17845      100000       12       72794        7        72665   
   12.0      17930      100000       11       72846        7        72748   
   12.1      17943      100000       10       73075        7        73001   
   12.2      17517      100000       11       73605        7        73497   
   12.3      17500      100000       10       73685        7        73585   
   12.4      17531      100000       10       73891        7        73817   
   12.5      17425      100000       11       73825        7        73725   
   12.6      17384      100000       10       73891        8        73839   
   12.7      17638      100000       12       73649        8        73556   
   12.8      17622      100000       14       73698        8        73531   
   12.9      17567      100000       11       73795        8        73699   
   13.0      17576      100000       11       73687        8        73614   
   13.1      17635      100000       11       73559        7        73453   
   13.2      17592      100000       12       73590        7        73461   
   13.3      17488      100000       11       73669        7        73519   
   13.4      17645      100000       11       73501        7        73400   
   13.5      17858      100000       9        73100        6        72129   
   13.6      17674      100000       12       73349        6        72395   
   13.7      17567      100000       14       73427        6        72551   
   13.8      17559      100000       13       73569        7        72844   
   13.9      17612      100000       15       73487        7        72848   
   14.0      17650      100000       12       73240        7        72850   
   14.1      17616      100000       12       73227        7        72940   
   14.2      17604      100000       13       73052        7        72858   
   14.3      17891      100000       14       72919        7        72725   
   14.4      17928      100000       12       72928        7        72810   
   14.5      17782      100000       14       72941        7        72776   
   14.6      17881      100000       14       72988        7        72798   
   14.7      17829      100000       15       72873        7        72602   
   14.8      17930      100000       13       72727        7        72548   
   14.9      17982      100000       10       72714        7        72637   
   15.0      17917      100000       13       72837        7        72700   
   15.1      18043      100000       11       72705        7        72611   
   15.2      17823      100000       11       72810        7        72715   
   15.3      17892      100000       15       72860        7        72648   
   15.4      17810      100000       11       72780        7        72691   
   15.5      17909      100000       10       73097        6        72031   
   15.6      17903      100000       9        73107        6        72129   
   15.7      17750      100000       9        73337        6        72402   
   15.8      17649      100000       13       73453        6        72447   
   15.9      17782      100000       16       73368        6        72338   
   16.0      17683      100000       12       73457        6        72549   
   16.1      17604      100000       10       73417        6        72711   
   16.2      17718      100000       11       73584        6        72953   
   16.3      17668      100000       10       73774        6        73277   
   16.4      17416      100000       9        73969        6        73563   
   16.5      17532      100000       11       73827        6        73564   
   16.6      17648      100000       13       73847        6        73673   
   16.7      17495      100000       10       74040        6        73932   
   16.8      17414      100000       8        73927        6        73883   
   16.9      17403      100000       12       74198        6        74022   
   17.0      17435      100000       8        74247        6        74197   
   17.1      17209      100000       7        74281        6        74259   
   17.2      17226      100000       11       74500        6        74375   
   17.3      17547      100000       8        74227        6        74185   
   17.4      17429      100000       8        74195        6        74144   
   17.5      17366      100000       8        74154        6        74080   
   17.6      17253      100000       10       74226        6        74130   
   17.7      17399      100000       10       74353        6        74241   
   17.8      17317      100000       8        74027        6        73983   
   17.9      17515      100000       8        73845        6        73780   
   18.0      17445      100000       13       73768        6        73596   
   18.1      17438      100000       8        73646        6        73599   
   18.2      17703      100000       9        73452        6        73387   
   18.3      17845      100000       8        72958        6        72907   
   18.4      17869      100000       8        72892        6        72845   
   18.5      18001      100000       7        72912        6        72885   
   18.6      17783      100000       10       73187        6        73087   
   18.7      17639      100000       10       73322        6        73224   
   18.8      17693      100000       10       73162        6        73066   
   18.9      17773      100000       10       73076        6        72949   
   19.0      17889      100000       10       73079        6        72981   
   19.1      17827      100000       9        73064        6        72995   
   19.2      17635      100000       8        73413        6        73365   
   19.3      17675      100000       11       73578        6        73459   
   19.4      17736      100000       10       73553        6        73440   
   19.5      17729      100000       8        73303        6        73261   
   19.6      17849      100000       11       73135        6        72999   
   19.7      17791      100000       10       73276        6        73175   
   19.8      17706      100000       8        73223        6        73168   
   19.9      17812      100000       9        73163        6        73091   
   20.0      17954      100000       7        73182        6        73161   
   20.1      17545      100000       6        73312        6        73312   
   20.2      17660      100000       11       73570        6        73456   
   20.3      17628      100000       10       73655        6        73533   
   20.4      17682      100000       7        73488        6        73467   
   20.5      17657      100000       9        73621        6        73494   
   20.6      17751      100000       8        73536        6        73486   
   20.7      17547      100000       8        73608        6        73549   
   20.8      17670      100000       11       73746        6        73626   
   20.9      17642      100000       10       73381        6        73283   
   21.0      17837      100000       8        73459        6        73401   
   21.1      17471      100000       11       73729        5        72648   
   21.2      17558      100000       11       73560        5        72491   
   21.3      17570      100000       10       73483        5        72591   
   21.4      17751      100000       9        73228        5        72471   
   21.5      17914      100000       15       72843        5        72124   
   21.6      17996      100000       10       72595        5        72027   
   21.7      18052      100000       14       72682        5        72045   
   21.8      17784      100000       11       72892        5        72421   
   21.9      18054      100000       12       72727        5        72293   
   22.0      17978      100000       12       72588        5        72353   
   22.1      17954      100000       10       72618        5        72475   
   22.2      18037      100000       12       72818        5        72640   
   22.3      17966      100000       9        72890        5        72789   
   22.4      17933      100000       10       73152        5        73034   
   22.5      17868      100000       7        73334        5        73276   
   22.6      17606      100000       10       73737        5        73623   
   22.7      17573      100000       6        73660        5        73636   
   22.8      17335      100000       7        74241        5        74195   
   22.9      17447      100000       8        74298        5        74233   
   23.0      17164      100000       10       74549        5        74433   
   23.1      17313      100000       6        74593        5        74568   
   23.2      17252      100000       5        74717        5        74717   
   23.3      17132      100000       10       74786        5        74666   
   23.4      17081      100000       7        74988        5        74944   
   23.5      17303      100000       7        74819        5        74775   
   23.6      17059      100000       7        74784        5        74733   
   23.7      17241      100000       8        74712        5        74647   
   23.8      17181      100000       9        74776        5        74675   
   23.9      17344      100000       7        74554        5        74507   
   24.0      17069      100000       8        74851        5        74775   
   24.1      17308      100000       7        74797        5        74753   
   24.2      17225      100000       10       74721        5        74604   
   24.3      17216      100000       6        74678        5        74649   
   24.4      17314      100000       7        74614        5        74566   
   24.5      17252      100000       7        74606        5        74562   
   24.6      17384      100000       6        74544        5        74516   
   24.7      17330      100000       7        74427        5        74375   
   24.8      17333      100000       6        74398        5        74376   
   24.9      17221      100000       9        74415        5        74305   
   25.0      17316      100000       8        74440        5        74371   
   25.1      17356      100000       9        74560        5        74430   
   25.2      17277      100000       8        74469        5        74398   
   25.3      17510      100000       6        74309        5        74288   
   25.4      17275      100000       5        74206        5        74206   
   25.5      17332      100000       7        74366        5        74324   
   25.6      17348      100000       7        74208        5        74164   
   25.7      17355      100000       8        74095        5        74027   
   25.8      17374      100000       9        73952        5        73856   
   25.9      17684      100000       8        73881        5        73810   
   26.0      17667      100000       8        73646        5        73568   
   26.1      17449      100000       8        73765        5        73702   
   26.2      17571      100000       6        73822        5        73799   
   26.3      17569      100000       10       73909        5        73771   
   26.4      17503      100000       6        73760        5        73727   
   26.5      17437      100000       9        74052        5        73952   
   26.6      17353      100000       8        74159        5        74093   
   26.7      17572      100000       8        74124        5        74053   
   26.8      17418      100000       7        74354        5        74287   
   26.9      17251      100000       8        74268        5        74204   
   27.0      17442      100000       7        74246        5        74174   
   27.1      17318      100000       6        74365        5        74338   
   27.2      17241      100000       9        74520        5        74429   
   27.3      17408      100000       9        74209        5        74113   
   27.4      17351      100000       7        74293        5        74239   
   27.5      17350      100000       7        74389        5        74337   
   27.6      17300      100000       8        74452        5        74378   
   27.7      17393      100000       7        74381        5        74306   
   27.8      17414      100000       8        74350        5        74278   
   27.9      17177      100000       10       74559        5        74438   
   28.0      17304      100000       7        74596        5        74543   
   28.1      17384      100000       7        74485        5        74430   
   28.2      17238      100000       11       74429        5        74284   
   28.3      17420      100000       8        74142        5        74075   
   28.4      17425      100000       7        74105        5        74058   
   28.5      17252      100000       9        74268        5        74169   
   28.6      17444      100000       9        74227        5        74126   
   28.7      17495      100000       6        74055        5        74025   
   28.8      17739      100000       7        73797        5        73749   
   28.9      17661      100000       8        73831        5        73764   
   29.0      17381      100000       7        73889        5        73844   
   29.1      17508      100000       6        74125        5        74103   
