 Timestep   N_clusts  all_parts  thr_clusts thr_parts 
   0.0       64669      100000       3          69    
   0.1        6824      100000       60       87801   
   0.2        7363      100000       95       86356   
   0.3        7975      100000      127       84712   
   0.4        8434      100000      113       83141   
   0.5        8863      100000      154       82856   
   0.6        9513      100000      155       81256   
   0.7        9950      100000      179       80221   
   0.8       10506      100000      160       79282   
   0.9       10854      100000      175       78883   
   1.0       11296      100000      144       78091   
   1.1       11521      100000       98       77949   
   1.2       11470      100000       84       78383   
   1.3       11618      100000       69       79174   
   1.4       11371      100000       37       80051   
   1.5       11274      100000       37       81187   
   1.6       10987      100000       32       81631   
   1.7       10931      100000       21       82497   
   1.8       10767      100000       19       82924   
   1.9       10551      100000       18       83444   
   2.0       10616      100000       15       83702   
   2.1       10591      100000       17       83495   
   2.2       10632      100000       18       83331   
   2.3       10517      100000       21       83529   
   2.4       10278      100000       17       83989   
   2.5       10188      100000       15       84433   
   2.6       10139      100000       14       84597   
   2.7       10150      100000       19       84835   
   2.8       10210      100000       13       84995   
   2.9       10089      100000       14       85037   
   3.0       10148      100000       15       85037   
   3.1       10116      100000       13       84776   
   3.2       10112      100000       14       85033   
   3.3        9898      100000       11       85508   
   3.4        9800      100000       10       85575   
   3.5        9916      100000       11       85466   
   3.6       10107      100000       10       85092   
   3.7        9961      100000       9        85542   
   3.8        9867      100000       8        85498   
   3.9        9926      100000       9        85491   
   4.0        9802      100000       8        85893   
   4.1        9722      100000       6        86159   
   4.2        9496      100000       6        86341   
   4.3        9515      100000       6        86467   
   4.4        9702      100000       10       86332   
   4.5        9733      100000       8        85994   
   4.6        9852      100000       8        85798   
   4.7        9796      100000       9        85968   
   4.8        9839      100000       8        86008   
   4.9        9675      100000       8        86136   
   5.0        9634      100000       6        86305   
   5.1        9639      100000       6        86406   
   5.2        9556      100000       6        86283   
   5.3        9394      100000       8        86683   
   5.4        9502      100000       6        86628   
   5.5        9360      100000       6        86776   
   5.6        9343      100000       9        86760   
   5.7        9397      100000       8        86732   
   5.8        9600      100000       7        86363   
   5.9        9565      100000       7        86381   
   6.0        9788      100000       9        86222   
   6.1        9802      100000       7        86115   
   6.2        9735      100000       7        86112   
   6.3        9508      100000       6        86718   
   6.4        9252      100000       8        87181   
   6.5        9164      100000       9        87338   
   6.6        9217      100000       8        87175   
   6.7        9462      100000       7        86442   
   6.8        9692      100000       11       86102   
   6.9        9693      100000       5        86123   
   7.0        9691      100000       5        86344   
   7.1        9327      100000       6        86945   
   7.2        9358      100000       5        87015   
   7.3        9154      100000       8        87148   
   7.4        9198      100000       5        87205   
   7.5        9314      100000       6        87078   
   7.6        9297      100000       5        87020   
   7.7        9426      100000       6        86562   
   7.8        9599      100000       5        86350   
   7.9        9535      100000       6        86562   
   8.0        9209      100000       5        87175   
   8.1        9213      100000       5        87313   
   8.2        9107      100000       5        87534   
   8.3        9039      100000       5        87701   
   8.4        9123      100000       5        87448   
   8.5        9161      100000       6        87188   
   8.6        9273      100000       5        86997   
   8.7        9407      100000       5        86807   
   8.8        9507      100000       5        86617   
   8.9        9508      100000       6        86791   
   9.0        9349      100000       7        87007   
   9.1        9377      100000       5        86903   
   9.2        9383      100000       6        86993   
   9.3        9319      100000       5        86991   
   9.4        9317      100000       6        86960   
   9.5        9446      100000       5        86830   
   9.6        9510      100000       6        86538   
   9.7        9610      100000       5        86353   
   9.8        9746      100000       5        86164   
   9.9        9780      100000       5        86078   
   10.0       9762      100000       5        86102   
   10.1       9684      100000       5        86453   
   10.2       9377      100000       5        86901   
   10.3       9392      100000       5        87001   
   10.4       9279      100000       6        87144   
   10.5       9345      100000       5        87108   
   10.6       9214      100000       5        87354   
   10.7       9133      100000       5        87526   
   10.8       8991      100000       5        87671   
   10.9       9282      100000       5        87297   
   11.0       9287      100000       5        87294   
   11.1       9147      100000       5        87283   
   11.2       9306      100000       5        87117   
   11.3       9315      100000       5        87068   
   11.4       9477      100000       5        86845   
   11.5       9455      100000       5        86820   
   11.6       9379      100000       5        86991   
   11.7       9234      100000       5        87213   
   11.8       9150      100000       7        87371   
   11.9       9291      100000       5        87287   
   12.0       9298      100000       6        86933   
   12.1       9419      100000       4        86790   
   12.2       9525      100000       4        86891   
