 Timestep   N_clusts  all_parts  thr_clusts thr_parts  thr_c1000  thr_p1000 
   0.0       64669      100000       3          69         0          0     
   0.1        6865      100000       84       87577        2        81290   
   0.2        7527      100000       97       85698        1        78293   
   0.3        7978      100000      131       84516        3        75159   
   0.4        8514      100000      136       83041        5        74590   
   0.5        9098      100000      174       81542        13       72671   
   0.6        9694      100000      191       80305        19       71436   
   0.7       10296      100000      193       79035        21       70016   
   0.8       10875      100000      186       78136        22       70099   
   0.9       11366      100000      149       76764        17       68983   
   1.0       11583      100000      104       77816        17       72970   
   1.1       11771      100000       90       77961        18       74873   
   1.2       11674      100000       59       78544        15       76418   
   1.3       11503      100000       42       80076        12       77858   
   1.4       11330      100000       29       80929        12       80060   
   1.5       10919      100000       16       81916        9        81675   
   1.6       10833      100000       16       82586        11       82398   
   1.7       10677      100000       24       83089        10       81885   
   1.8       10358      100000       14       83961        9        83173   
   1.9       10257      100000       16       84370        11       83373   
   2.0       10330      100000       12       84595        9        84287   
   2.1        9837      100000       11       85554        9        85496   
   2.2        9851      100000       9        85535        8        84646   
   2.3        9890      100000       14       85491        9        84891   
   2.4        9838      100000       11       85580        8        85170   
   2.5        9878      100000       10       85384        8        85296   
   2.6        9932      100000       11       85568        9        85523   
   2.7        9941      100000       10       85169        9        85147   
   2.8        9930      100000       10       85494        9        85473   
   2.9        9981      100000       13       85283        8        85144   
   3.0        9804      100000       9        85639        8        85618   
   3.1        9784      100000       8        85593        8        85593   
   3.2       10102      100000       9        85412        7        84459   
   3.3        9952      100000       9        85445        6        84683   
   3.4        9876      100000       9        85741        6        85185   
   3.5       10099      100000       11       85180        7        84825   
   3.6       10201      100000       11       84807        8        84683   
   3.7       10307      100000       12       84788        8        84679   
   3.8        9939      100000       8        85402        8        85402   
   3.9        9629      100000       7        86000        6        85203   
   4.0        9543      100000       9        86285        7        85809   
   4.1        9548      100000       7        86148        7        86148   
   4.2        9599      100000       8        86300        6        86248   
   4.3        9472      100000       5        86553        5        86553   
   4.4        9497      100000       7        86599        6        85806   
   4.5        9503      100000       7        86380        6        85775   
   4.6        9889      100000       8        85883        6        85636   
   4.7        9724      100000       6        86198        6        86198   
   4.8        9733      100000       6        86183        6        86183   
   4.9        9608      100000       6        86363        6        86363   
   5.0        9463      100000       6        86701        6        86701   
   5.1        9143      100000       7        87213        6        87191   
   5.2        9156      100000       7        87405        6        87380   
   5.3        8820      100000       6        87961        6        87961   
   5.4        8956      100000       6        87930        6        87930   
   5.5        8954      100000       7        87836        6        87810   
   5.6        8904      100000       7        87821        6        87799   
   5.7        8866      100000       6        87757        6        87757   
   5.8        9011      100000       6        87464        6        87464   
   5.9        9075      100000       7        87321        6        87284   
   6.0        9250      100000       5        87178        5        87178   
   6.1        9194      100000       5        87172        5        87172   
   6.2        9150      100000       6        87200        6        87200   
   6.3        9258      100000       5        87202        5        87202   
   6.4        9222      100000       4        87180        4        87180   
   6.5        9390      100000       5        86969        5        86969   
