 Timestep   N_clusts  all_parts  thr_clusts thr_parts  thr_c1000  thr_p1000 
   0.0       64669      100000       3          69         0          0     
   0.1        6845      100000       49       88213        1        85869   
   0.2        7390      100000       67       87075        1        82405   
   0.3        7927      100000      105       85902        1        80247   
   0.4        8466      100000       90       84202        1        79233   
   0.5        8732      100000      109       83676        1        76304   
   0.6        9043      100000      121       83152        6        76805   
   0.7        9455      100000      105       82180        4        75856   
   0.8        9671      100000      125       81735        9        71246   
   0.9        9989      100000      121       81274        15       75636   
   1.0       10278      100000      120       80837        12       74075   
   1.1       10672      100000      129       79907        14       71942   
   1.2       10860      100000      122       79489        16       72453   
   1.3       10960      100000      101       79775        13       72681   
   1.4       11130      100000       94       79431        16       73524   
   1.5       11151      100000       81       79900        14       75390   
   1.6       11272      100000       70       79748        12       75984   
   1.7       11062      100000       53       80113        10       78016   
   1.8       11080      100000       42       80607        12       79024   
   1.9       11117      100000       31       80894        9        80057   
   2.0       10967      100000       25       81263        12       80910   
   2.1       10926      100000       22       82041        8        81639   
   2.2       10803      100000       23       82728        9        82389   
   2.3       10676      100000       18       83152        10       82162   
   2.4       10516      100000       18       83311        8        82473   
   2.5       10784      100000       18       83068        8        81306   
   2.6       10680      100000       20       83149        9        82097   
   2.7       10630      100000       20       83283        9        82520   
   2.8       10513      100000       18       83478        8        83222   
   2.9       10455      100000       10       83914        7        83837   
   3.0       10483      100000       10       83842        9        83817   
   3.1       10339      100000       13       84362        9        84256   
   3.2       10400      100000       12       84182        9        84106   
   3.3       10195      100000       10       84479        10       84479   
   3.4       10424      100000       8        84423        7        84400   
   3.5       10438      100000       12       84210        8        84122   
   3.6       10551      100000       10       84092        9        84071   
   3.7       10473      100000       12       84316        8        84220   
   3.8       10132      100000       11       84581        8        84508   
   3.9       10255      100000       11       84729        9        84683   
   4.0       10357      100000       8        84353        7        83398   
   4.1       10152      100000       11       84702        8        83791   
   4.2       10234      100000       12       84735        8        82993   
   4.3       10270      100000       9        84751        6        83290   
   4.4       10204      100000       10       84434        7        83114   
   4.5       10468      100000       13       84192        7        83093   
   4.6       10526      100000       12       83949        7        83176   
   4.7       10467      100000       9        83813        7        83341   
   4.8       10469      100000       11       84016        7        83669   
   4.9       10330      100000       9        84431        5        84245   
   5.0       10312      100000       10       84761        5        84639   
   5.1       10093      100000       11       85048        8        84979   
   5.2       10214      100000       9        85005        8        84982   
   5.3        9979      100000       11       85299        7        85206   
   5.4        9938      100000       8        85569        7        85538   
