 Timestep   N_clusts  all_parts  thr_clusts thr_parts  thr_c1000  thr_p1000 
   0.0       75962      100000       0          0          0          0     
   0.1        9488      100000      188       82467        14       63057   
   0.2        9954      100000      147       80961        14       70922   
   0.3       10232      100000      186       80237        11       63826   
   0.4       10475      100000      206       80125        14       66105   
   0.5       10672      100000      229       78695        10       56929   
   0.6       11124      100000      231       78343        19       61629   
   0.7       11222      100000      256       77489        17       58881   
   0.8       12055      100000      246       75744        18       59605   
   0.9       12444      100000      235       74676        18       61424   
   1.0       12681      100000      227       74684        19       62589   
   1.1       13199      100000      234       73596        21       59577   
   1.2       13640      100000      187       72000        19       61312   
   1.3       13535      100000      183       73186        18       63563   
   1.4       13827      100000      130       72803        15       65704   
   1.5       14034      100000      116       73295        19       68991   
   1.6       13947      100000       93       74430        16       69825   
   1.7       13697      100000       58       75560        19       73371   
   1.8       13328      100000       59       76762        17       73425   
   1.9       13391      100000       44       77035        17       76064   
   2.0       13274      100000       30       77699        15       76465   
   2.1       12898      100000       25       79174        15       78368   
   2.2       12585      100000       27       79869        16       78599   
   2.3       12627      100000       24       79669        14       77669   
   2.4       12905      100000       29       79608        13       78187   
   2.5       12660      100000       16       80133        11       78358   
   2.6       12311      100000       20       80946        12       79366   
   2.7       12216      100000       15       81450        11       79292   
   2.8       11835      100000       17       81832        10       80083   
   2.9       11792      100000       18       82267        10       81093   
   3.0       11958      100000       18       81862        11       80670   
   3.1       11904      100000       15       82166        10       82002   
   3.2       11668      100000       14       82408        11       82334   
   3.3       11880      100000       13       82349        10       82248   
   3.4       11727      100000       13       82787        10       82716   
   3.5       11669      100000       13       82838        11       82791   
   3.6       11702      100000       12       82923        10       82871   
   3.7       11627      100000       13       82831        9        81868   
   3.8       11706      100000       12       82522        9        81789   
   3.9       11898      100000       12       82477        8        81945   
   4.0       11864      100000       10       82494        8        82211   
   4.1       11772      100000       11       82813        9        82769   
   4.2       11577      100000       7        82930        7        82930   
   4.3       11581      100000       9        83220        9        83220   
   4.4       11525      100000       10       83326        9        83304   
   4.5       11363      100000       10       83717        8        82716   
   4.6       11384      100000       9        83787        8        83032   
   4.7       11248      100000       10       84068        8        83422   
   4.8       11203      100000       11       84151        8        83589   
   4.9       11236      100000       10       83929        8        83484   
   5.0       11547      100000       9        83416        8        83165   
   5.1       11624      100000       9        82991        8        82970   
   5.2       11717      100000       7        82899        7        82899   
   5.3       11607      100000       8        83201        7        83180   
   5.4       11436      100000       10       83318        8        83268   
   5.5       11678      100000       9        82959        8        82936   
   5.6       11946      100000       9        82642        8        82618   
   5.7       11676      100000       10       82902        8        82850   
   5.8       11699      100000       8        82958        8        82958   
   5.9       11684      100000       9        82901        8        82877   
   6.0       11655      100000       8        83190        8        83190   
   6.1       11430      100000       7        83557        7        83557   
   6.2       11382      100000       7        83857        7        83857   
   6.3       11219      100000       8        84050        7        84029   
   6.4       11139      100000       8        83916        8        83916   
   6.5       11203      100000       8        83973        7        83952   
   6.6       11289      100000       7        83730        7        83730   
   6.7       11564      100000       9        83544        6        82687   
   6.8       11424      100000       8        83534        6        83010   
   6.9       11407      100000       11       83449        6        83008   
   7.0       11405      100000       8        83296        5        83120   
   7.1       11442      100000       8        83664        6        83616   
   7.2       11313      100000       7        83692        6        83658   
   7.3       11310      100000       8        83761        6        83714   
   7.4       11398      100000       5        83865        5        83865   
   7.5       11207      100000       7        83951        5        83900   
   7.6       11358      100000       6        83835        5        83814   
   7.7       11346      100000       8        83844        5        83765   
   7.8       11464      100000       5        83661        5        83661   
   7.9       11297      100000       7        83779        5        83732   
   8.0       11360      100000       6        83784        5        83756   
   8.1       11352      100000       6        83832        5        83808   
   8.2       11272      100000       6        84098        5        84072   
   8.3       11313      100000       5        84107        5        84107   
   8.4       11116      100000       5        84090        5        84090   
   8.5       11238      100000       7        84058        5        84007   
   8.6       10986      100000       7        84252        5        84190   
   8.7       11027      100000       6        84105        4        83356   
   8.8       11161      100000       6        84061        4        83485   
   8.9       11264      100000       8        84004        4        83614   
   9.0       11291      100000       6        83914        4        83860   
   9.1       11117      100000       4        84239        4        84239   
   9.2       11084      100000       6        84324        4        84278   
   9.3       11159      100000       4        84159        4        84159   
   9.4       11229      100000       4        84014        4        84014   
   9.5       11303      100000       4        83801        4        83801   
   9.6       11302      100000       4        83903        4        83903   
   9.7       11433      100000       4        83717        4        83717   
   9.8       11193      100000       4        83927        4        83927   
   9.9       11349      100000       4        84111        4        84111   
   10.0      11173      100000       4        84097        4        84097   
   10.1      11016      100000       5        84777        4        84755   
   10.2      10885      100000       5        84713        4        84689   
   10.3      11046      100000       5        84710        4        84678   
   10.4      10928      100000       4        84746        4        84746   
   10.5      10874      100000       4        84962        4        84962   
   10.6      10903      100000       4        85030        4        85030   
   10.7      10894      100000       5        84858        4        84837   
   10.8      10683      100000       5        84941        4        84919   
   10.9      10817      100000       5        84917        4        84891   
   11.0      10868      100000       4        84721        4        84721   
   11.1      10919      100000       4        84870        4        84870   
   11.2      11052      100000       6        84956        4        84909   
   11.3      11041      100000       4        84916        4        84916   
   11.4      10852      100000       4        85010        4        85010   
   11.5      10701      100000       5        85278        4        85254   
   11.6      10626      100000       4        85411        4        85411   
   11.7      10645      100000       5        85269        4        85244   
   11.8      10786      100000       5        85064        4        85041   
   11.9      11021      100000       5        84627        4        84603   
   12.0      10978      100000       4        84579        4        84579   
   12.1      10948      100000       4        84708        4        84708   
   12.2      10904      100000       4        84837        3        83985   
   12.3      10752      100000       4        84978        3        84228   
   12.4      10886      100000       5        84911        3        84205   
   12.5      10950      100000       4        84894        3        84355   
   12.6      10912      100000       6        84696        3        84285   
   12.7      10996      100000       6        84451        3        84264   
   12.8      11058      100000       5        84336        3        84290   
   12.9      11227      100000       4        84182        3        84149   
   13.0      11287      100000       4        84176        3        84155   
   13.1      11079      100000       4        84447        3        84423   
   13.2      10933      100000       3        84838        3        84838   
   13.3      10766      100000       3        85149        3        85149   
   13.4      10784      100000       5        85058        3        84999   
   13.5      10900      100000       3        84978        3        84978   
   13.6      10882      100000       3        85053        3        85053   
   13.7      10860      100000       3        84960        3        84960   
   13.8      10778      100000       3        85167        3        85167   
   13.9      10566      100000       4        85323        3        85299   
   14.0      10612      100000       4        85452        3        85431   
   14.1      10625      100000       4        85345        4        85345   
   14.2      10689      100000       4        85228        4        85228   
   14.3      10704      100000       6        85258        4        85214   
   14.4      10682      100000       4        85326        4        85326   
   14.5      10707      100000       4        85294        4        85294   
   14.6      10787      100000       5        85158        4        85117   
   14.7      10797      100000       4        85221        4        85221   
   14.8      10698      100000       5        85371        4        85350   
   14.9      10603      100000       5        85403        3        84424   
   15.0      10812      100000       5        85079        3        84256   
   15.1      10899      100000       5        84808        3        84059   
   15.2      10828      100000       4        84852        3        84285   
   15.3      10920      100000       5        84828        3        84369   
   15.4      11052      100000       4        84470        3        84106   
   15.5      11139      100000       5        84429        3        84265   
   15.6      11117      100000       3        84357        3        84357   
   15.7      11067      100000       3        84456        3        84456   
   15.8      11103      100000       3        84404        3        84404   
   15.9      11209      100000       4        84118        3        84097   
   16.0      11311      100000       3        84321        3        84321   
   16.1      11090      100000       3        84518        3        84518   
   16.2      11033      100000       4        84868        3        84847   
   16.3      11044      100000       3        84785        3        84785   
   16.4      10850      100000       3        84994        3        84994   
   16.5      10856      100000       3        85137        3        85137   
   16.6      10828      100000       3        85086        3        85086   
   16.7      10845      100000       3        85114        3        85114   
   16.8      10589      100000       3        85250        3        85250   
   16.9      10849      100000       3        85262        3        85262   
   17.0      10771      100000       3        85423        3        85423   
   17.1      10637      100000       3        85641        3        85641   
   17.2      10579      100000       3        85722        3        85722   
   17.3      10549      100000       5        85732        3        85680   
   17.4      10451      100000       3        85666        3        85666   
   17.5      10692      100000       3        85541        3        85541   
   17.6      10594      100000       3        85592        3        85592   
   17.7      10659      100000       3        85541        3        85541   
   17.8      10770      100000       3        85399        3        85399   
   17.9      10712      100000       3        85336        3        85336   
   18.0      10616      100000       4        85303        3        85279   
   18.1      10786      100000       4        85115        3        85094   
   18.2      10832      100000       3        84690        3        84690   
   18.3      11068      100000       3        84606        3        84606   
   18.4      11196      100000       3        84202        3        84202   
   18.5      11268      100000       3        84044        3        84044   
   18.6      11316      100000       4        84197        3        84176   
   18.7      11218      100000       3        84328        3        84328   
   18.8      11130      100000       4        84380        3        84358   
   18.9      11034      100000       3        84528        3        84528   
   19.0      11123      100000       4        84481        3        84458   
   19.1      11127      100000       3        84522        3        84522   
