 Timestep   N_clusts  all_parts  thr_clusts thr_parts  thr_c1000  thr_p1000 
   0.0       90953      100000       0          0          0          0     
   0.1       21739      100000      832       51881        0          0     
   0.2       21645      100000      803       52010        0          0     
   0.3       21567      100000      827       52466        0          0     
   0.4       21701      100000      765       51738        1         1005   
   0.5       21631      100000      806       51478        0          0     
   0.6       21598      100000      775       51359        0          0     
   0.7       21667      100000      807       51673        0          0     
   0.8       21742      100000      811       52331        0          0     
   0.9       21540      100000      815       52316        0          0     
   1.0       21543      100000      777       52098        0          0     
   1.1       21618      100000      747       51393        0          0     
   1.2       21677      100000      774       51012        0          0     
   1.3       21708      100000      787       51129        1         1100   
   1.4       21790      100000      780       52130        0          0     
   1.5       21720      100000      760       51563        0          0     
   1.6       21721      100000      796       51884        0          0     
   1.7       21609      100000      835       52846        0          0     
   1.8       21836      100000      797       51561        0          0     
   1.9       21819      100000      824       51693        0          0     
   2.0       21560      100000      808       51548        0          0     
   2.1       21595      100000      809       51989        0          0     
   2.2       21598      100000      794       52382        0          0     
   2.3       21719      100000      784       50828        0          0     
   2.4       21798      100000      776       50542        0          0     
   2.5       21536      100000      797       51629        1         1097   
   2.6       21630      100000      835       52707        0          0     
   2.7       21760      100000      810       52170        0          0     
   2.8       21836      100000      797       51575        0          0     
   2.9       21681      100000      778       53047        0          0     
   3.0       21775      100000      804       51373        0          0     
   3.1       21767      100000      820       52337        0          0     
   3.2       21694      100000      823       51989        0          0     
   3.3       21524      100000      800       51905        0          0     
   3.4       21535      100000      795       51926        0          0     
   3.5       21476      100000      781       52165        1         1093   
   3.6       21637      100000      810       52290        0          0     
   3.7       21750      100000      830       52056        0          0     
   3.8       21773      100000      775       51132        0          0     
   3.9       21832      100000      779       50760        0          0     
   4.0       21902      100000      757       51619        0          0     
   4.1       21568      100000      730       51495        2         2317   
   4.2       21886      100000      771       51970        1         1049   
   4.3       21733      100000      796       51889        0          0     
   4.4       21649      100000      779       51864        0          0     
   4.5       21660      100000      823       51853        0          0     
   4.6       21635      100000      783       51731        0          0     
   4.7       21671      100000      798       51789        0          0     
   4.8       21785      100000      794       52044        0          0     
