 Timestep   N_clusts  all_parts  thr_clusts thr_parts 
   0.0       83163      100000       0          0     
   0.1       13181      100000      406       75246   
   0.2       13576      100000      358       74214   
   0.3       13829      100000      352       73594   
   0.4       13998      100000      389       72305   
   0.5       14154      100000      356       71861   
   0.6       14298      100000      355       71851   
   0.7       14391      100000      319       71410   
   0.8       14413      100000      380       71901   
   0.9       14537      100000      392       71362   
   1.0       14870      100000      350       70406   
   1.1       15012      100000      373       70049   
   1.2       15391      100000      362       69217   
   1.3       15505      100000      370       68588   
   1.4       15774      100000      324       68140   
   1.5       16004      100000      332       67847   
   1.6       16285      100000      300       66968   
   1.7       16455      100000      289       67383   
   1.8       16999      100000      252       66275   
   1.9       16661      100000      247       67453   
   2.0       16652      100000      224       67512   
   2.1       16997      100000      188       67093   
   2.2       17006      100000      177       68013   
   2.3       16968      100000      143       68483   
   2.4       16777      100000      139       68713   
   2.5       16522      100000      116       70184   
   2.6       16178      100000       78       71356   
   2.7       16045      100000       68       72285   
   2.8       15770      100000       53       73470   
   2.9       15621      100000       44       74494   
   3.0       15331      100000       33       75552   
   3.1       15008      100000       28       76155   
   3.2       15004      100000       23       76462   
   3.3       14646      100000       21       77018   
   3.4       14722      100000       20       77056   
   3.5       14648      100000       22       77310   
   3.6       14658      100000       19       77352   
   3.7       14734      100000       19       77178   
   3.8       14630      100000       21       77515   
   3.9       14757      100000       19       77527   
   4.0       14558      100000       13       77690   
   4.1       14460      100000       17       77827   
   4.2       14864      100000       15       77117   
   4.3       14851      100000       16       76987   
   4.4       15006      100000       14       77087   
   4.5       14738      100000       17       77082   
   4.6       14922      100000       17       77101   
   4.7       14849      100000       15       77201   
   4.8       14602      100000       12       77489   
   4.9       14439      100000       13       77830   
   5.0       14540      100000       13       77943   
   5.1       14443      100000       13       78187   
   5.2       14480      100000       14       78057   
   5.3       14532      100000       12       78136   
   5.4       14346      100000       12       78289   
   5.5       14388      100000       11       78456   
   5.6       14373      100000       13       78729   
   5.7       14509      100000       10       78568   
   5.8       14416      100000       9        78550   
   5.9       14290      100000       12       78810   
   6.0       13728      100000       8        79530   
   6.1       13949      100000       9        79515   
   6.2       13956      100000       9        79746   
   6.3       13924      100000       10       79988   
   6.4       13630      100000       10       80280   
   6.5       13770      100000       8        80094   
   6.6       13580      100000       10       80427   
   6.7       13730      100000       7        80240   
   6.8       13734      100000       8        80182   
   6.9       13589      100000       7        80350   
   7.0       13655      100000       8        80252   
   7.1       13587      100000       9        80288   
   7.2       13664      100000       6        80449   
   7.3       13708      100000       9        80578   
   7.4       13596      100000       7        80547   
   7.5       13535      100000       6        80384   
   7.6       13592      100000       5        80204   
   7.7       13693      100000       6        80446   
   7.8       13498      100000       8        80478   
   7.9       13614      100000       8        80279   
   8.0       13612      100000       10       80344   
   8.1       13694      100000       9        80260   
   8.2       13551      100000       7        80500   
   8.3       13742      100000       11       80299   
   8.4       13805      100000       8        79950   
   8.5       13800      100000       7        79858   
   8.6       13814      100000       8        80108   
   8.7       13626      100000       6        80247   
   8.8       13456      100000       6        80370   
   8.9       13599      100000       6        80370   
   9.0       13609      100000       5        80475   
   9.1       13551      100000       7        80417   
   9.2       13492      100000       7        80657   
   9.3       13629      100000       5        80533   
   9.4       13713      100000       5        80514   
   9.5       13642      100000       8        80495   
   9.6       13831      100000       7        80289   
   9.7       13899      100000       5        80055   
