 Timestep   N_clusts  all_parts  thr_clusts thr_parts  thr_c1000  thr_p1000 
   0.0       83163      100000       0          0          0          0     
   0.1       12408      100000      480       73865        13       19088   
   0.2       12445      100000      448       73843        16       24353   
   0.3       12811      100000      494       72599        13       21768   
   0.4       12826      100000      466       72110        16       24128   
   0.5       13241      100000      487       71028        14       21677   
   0.6       13603      100000      512       70311        17       27699   
   0.7       13906      100000      513       69840        13       28587   
   0.8       13939      100000      490       69546        14       30230   
   0.9       14670      100000      480       67572        11       30180   
   1.0       15294      100000      496       65775        9        32642   
   1.1       15919      100000      451       64863        9        36948   
   1.2       16495      100000      404       63773        9        41342   
   1.3       17054      100000      343       62965        8        46018   
   1.4       17320      100000      293       63107        5        48908   
   1.5       17256      100000      211       63932        6        53908   
   1.6       17472      100000      149       64805        6        58520   
   1.7       17439      100000       93       66147        4        62644   
   1.8       17085      100000       51       68112        4        65878   
   1.9       16662      100000       30       70735        4        70000   
   2.0       16058      100000       11       73501        4        73321   
   2.1       15208      100000       7        75966        4        75899   
   2.2       14490      100000       7        77784        4        77705   
   2.3       14022      100000       9        79272        4        79150   
   2.4       13372      100000       6        80562        3        79846   
   2.5       13030      100000       5        81592        3        81546   
   2.6       12278      100000       3        83150        2        82648   
   2.7       11633      100000       2        84464        2        84464   
   2.8       10920      100000       2        85815        2        85815   
   2.9       10201      100000       2        87146        2        87146   
   3.0        9770      100000       2        87703        2        87703   
   3.1        9658      100000       2        87961        2        87961   
   3.2        9461      100000       2        88173        2        88173   
   3.3        9519      100000       2        88091        2        88091   
   3.4        9574      100000       2        87946        2        87946   
   3.5        9527      100000       2        88029        2        88029   
   3.6        9717      100000       2        87795        2        87795   
   3.7        9883      100000       2        87575        2        87575   
   3.8        9740      100000       2        87818        2        87818   
   3.9        9794      100000       2        87652        2        87652   
   4.0        9889      100000       2        87485        2        87485   
   4.1       10025      100000       2        87361        2        87361   
   4.2       10068      100000       2        87080        2        87080   
   4.3       10264      100000       2        86935        2        86935   
   4.4       10320      100000       2        86710        2        86710   
   4.5       10526      100000       2        86475        2        86475   
   4.6       10537      100000       2        86398        2        86398   
   4.7       10418      100000       2        86542        2        86542   
   4.8       10509      100000       2        86522        2        86522   
   4.9       10437      100000       2        86669        2        86669   
   5.0       10210      100000       2        87082        2        87082   
   5.1        9923      100000       2        87421        2        87421   
   5.2        9778      100000       2        87704        2        87704   
   5.3        9670      100000       2        87798        2        87798   
   5.4        9617      100000       2        87949        2        87949   
   5.5        9782      100000       2        87706        2        87706   
   5.6       10148      100000       2        87233        2        87233   
   5.7       10138      100000       2        87133        2        87133   
   5.8       10048      100000       2        87322        2        87322   
   5.9       10027      100000       2        87405        2        87405   
   6.0        9971      100000       2        87253        2        87253   
   6.1       10281      100000       2        86942        2        86942   
   6.2       10376      100000       2        86745        2        86745   
   6.3       10257      100000       2        86783        2        86783   
   6.4       10214      100000       2        86845        2        86845   
   6.5       10168      100000       2        87042        2        87042   
   6.6       10074      100000       2        87247        2        87247   
   6.7        9938      100000       2        87468        2        87468   
   6.8        9886      100000       2        87406        2        87406   
   6.9       10002      100000       2        87344        2        87344   
   7.0        9976      100000       2        87186        2        87186   
   7.1       10101      100000       2        87069        2        87069   
   7.2       10142      100000       2        87071        2        87071   
   7.3       10305      100000       2        86786        2        86786   
   7.4       10364      100000       2        86668        2        86668   
   7.5       10478      100000       2        86660        2        86660   
   7.6       10449      100000       2        86626        2        86626   
   7.7       10323      100000       2        86729        2        86729   
   7.8       10280      100000       2        86804        2        86804   
   7.9       10425      100000       2        86664        2        86664   
   8.0       10342      100000       2        86759        2        86759   
   8.1       10255      100000       2        86897        2        86897   
   8.2       10300      100000       3        86755        2        86729   
   8.3       10572      100000       2        86464        2        86464   
   8.4       10562      100000       2        86501        2        86501   
   8.5       10612      100000       2        86338        2        86338   
   8.6       10717      100000       2        86207        2        86207   
   8.7       10557      100000       2        86459        2        86459   
   8.8       10584      100000       2        86456        2        86456   
   8.9       10572      100000       2        86297        2        86297   
   9.0       10854      100000       3        85854        1        85663   
   9.1       10585      100000       1        86490        1        86490   
   9.2       10034      100000       1        87287        1        87287   
   9.3        9701      100000       1        87849        1        87849   
   9.4        9526      100000       1        88082        1        88082   
   9.5        9406      100000       1        88299        1        88299   
   9.6        9258      100000       1        88592        1        88592   
   9.7        9295      100000       1        88493        1        88493   
   9.8        9387      100000       1        88209        1        88209   
   9.9        9750      100000       1        87871        1        87871   
   10.0       9646      100000       1        87913        1        87913   
   10.1       9675      100000       1        87944        1        87944   
   10.2       9566      100000       1        88200        1        88200   
   10.3       9410      100000       1        88256        1        88256   
   10.4       9488      100000       1        88124        1        88124   
   10.5       9566      100000       1        88048        1        88048   
   10.6       9741      100000       1        87775        1        87775   
   10.7       9653      100000       1        87918        1        87918   
   10.8       9576      100000       1        88082        1        88082   
   10.9       9654      100000       1        88081        1        88081   
   11.0       9705      100000       1        87871        1        87871   
   11.1       9860      100000       1        87659        1        87659   
   11.2      10016      100000       1        87309        1        87309   
   11.3      10166      100000       1        87168        1        87168   
   11.4      10124      100000       1        87206        1        87206   
   11.5      10103      100000       1        87367        1        87367   
   11.6       9793      100000       1        87680        1        87680   
   11.7       9707      100000       1        87914        1        87914   
   11.8       9670      100000       1        87977        1        87977   
   11.9       9560      100000       1        88121        1        88121   
   12.0       9509      100000       1        88263        1        88263   
   12.1       9345      100000       1        88292        1        88292   
   12.2       9473      100000       1        88321        1        88321   
   12.3       9487      100000       1        88107        1        88107   
   12.4       9658      100000       1        87785        1        87785   
   12.5       9656      100000       1        87716        1        87716   
   12.6       9824      100000       1        87558        1        87558   
   12.7       9826      100000       1        87673        1        87673   
   12.8       9938      100000       1        87518        1        87518   
   12.9       9918      100000       2        87503        1        87481   
   13.0       9955      100000       1        87357        1        87357   
   13.1       9872      100000       1        87458        1        87458   
   13.2       9938      100000       1        87369        1        87369   
   13.3       9925      100000       1        87522        1        87522   
   13.4       9869      100000       1        87624        1        87624   
   13.5       9730      100000       1        87755        1        87755   
   13.6       9667      100000       1        87878        1        87878   
   13.7       9586      100000       2        87936        1        87910   
   13.8       9629      100000       1        87894        1        87894   
   13.9       9777      100000       1        87715        1        87715   
   14.0       9787      100000       1        87724        1        87724   
   14.1       9762      100000       1        87599        1        87599   
   14.2      10000      100000       1        87372        1        87372   
   14.3      10154      100000       1        87206        1        87206   
   14.4      10173      100000       1        87167        1        87167   
   14.5      10300      100000       1        86949        1        86949   
   14.6      10299      100000       1        86915        1        86915   
   14.7      10274      100000       2        86947        1        86917   
   14.8      10322      100000       1        87031        1        87031   
   14.9      10108      100000       1        87114        1        87114   
   15.0       9966      100000       1        87374        1        87374   
   15.1       9807      100000       1        87655        1        87655   
   15.2       9793      100000       1        87759        1        87759   
   15.3       9725      100000       1        87932        1        87932   
   15.4       9714      100000       1        87777        1        87777   
   15.5       9816      100000       1        87605        1        87605   
   15.6       9946      100000       1        87489        1        87489   
   15.7       9950      100000       1        87357        1        87357   
   15.8      10079      100000       1        87262        1        87262   
   15.9      10055      100000       1        87307        1        87307   
   16.0       9956      100000       1        87490        1        87490   
   16.1      10041      100000       1        87498        1        87498   
   16.2      10099      100000       1        87191        1        87191   
   16.3      10192      100000       1        87154        1        87154   
   16.4      10085      100000       1        87240        1        87240   
   16.5       9971      100000       1        87398        1        87398   
   16.6       9710      100000       1        87730        1        87730   
   16.7       9734      100000       1        87809        1        87809   
   16.8       9746      100000       1        87874        1        87874   
   16.9       9762      100000       1        87770        1        87770   
   17.0       9695      100000       1        87945        1        87945   
   17.1       9684      100000       1        87990        1        87990   
   17.2       9598      100000       1        88027        1        88027   
   17.3       9630      100000       1        88007        1        88007   
   17.4       9515      100000       1        88174        1        88174   
   17.5       9478      100000       1        88349        1        88349   
   17.6       9372      100000       1        88356        1        88356   
   17.7       9266      100000       1        88554        1        88554   
   17.8       9255      100000       1        88654        1        88654   
   17.9       9253      100000       1        88600        1        88600   
   18.0       9237      100000       1        88687        1        88687   
   18.1       9256      100000       1        88594        1        88594   
   18.2       9261      100000       1        88434        1        88434   
   18.3       9350      100000       1        88530        1        88530   
   18.4       9372      100000       1        88366        1        88366   
   18.5       9364      100000       1        88332        1        88332   
   18.6       9317      100000       1        88502        1        88502   
   18.7       9173      100000       1        88739        1        88739   
   18.8       9092      100000       1        88737        1        88737   
   18.9       9201      100000       1        88496        1        88496   
   19.0       9265      100000       1        88572        1        88572   
   19.1       9184      100000       1        88614        1        88614   
   19.2       9333      100000       1        88461        1        88461   
   19.3       9601      100000       1        88010        1        88010   
   19.4       9630      100000       1        87928        1        87928   
   19.5       9753      100000       1        87850        1        87850   
   19.6       9680      100000       1        88053        1        88053   
   19.7       9510      100000       1        88055        1        88055   
   19.8       9397      100000       1        88300        1        88300   
   19.9       9325      100000       1        88434        1        88434   
   20.0       9293      100000       1        88327        1        88327   
   20.1       9445      100000       1        88271        1        88271   
   20.2       9355      100000       1        88305        1        88305   
   20.3       9495      100000       1        88241        1        88241   
   20.4       9502      100000       1        88253        1        88253   
   20.5       9426      100000       1        88329        1        88329   
   20.6       9453      100000       1        88390        1        88390   
   20.7       9369      100000       1        88300        1        88300   
   20.8       9506      100000       1        88154        1        88154   
   20.9       9445      100000       1        88198        1        88198   
   21.0       9432      100000       1        88279        1        88279   
   21.1       9430      100000       1        88333        1        88333   
   21.2       9339      100000       1        88409        1        88409   
   21.3       9229      100000       1        88549        1        88549   
   21.4       9182      100000       1        88732        1        88732   
   21.5       9102      100000       1        88831        1        88831   
   21.6       9177      100000       1        88664        1        88664   
   21.7       9217      100000       1        88543        1        88543   
   21.8       9361      100000       1        88407        1        88407   
   21.9       9460      100000       1        88294        1        88294   
   22.0       9671      100000       1        87938        1        87938   
   22.1       9639      100000       1        87918        1        87918   
   22.2       9719      100000       1        87752        1        87752   
   22.3       9991      100000       1        87288        1        87288   
   22.4      10044      100000       1        87098        1        87098   
   22.5      10190      100000       1        87128        1        87128   
   22.6      10209      100000       1        86860        1        86860   
   22.7      10171      100000       1        86979        1        86979   
   22.8      10267      100000       1        86986        1        86986   
   22.9      10407      100000       1        86835        1        86835   
   23.0      10419      100000       1        86889        1        86889   
   23.1      10304      100000       1        86855        1        86855   
   23.2      10151      100000       1        87002        1        87002   
   23.3      10077      100000       1        87386        1        87386   
   23.4       9862      100000       1        87533        1        87533   
   23.5       9778      100000       1        87644        1        87644   
   23.6       9602      100000       1        87982        1        87982   
   23.7       9653      100000       1        87925        1        87925   
   23.8       9786      100000       1        87796        1        87796   
   23.9       9725      100000       1        87754        1        87754   
   24.0       9721      100000       1        87853        1        87853   
   24.1       9634      100000       1        87967        1        87967   
   24.2       9655      100000       1        88033        1        88033   
   24.3       9590      100000       1        87868        1        87868   
   24.4       9664      100000       1        87976        1        87976   
   24.5       9882      100000       1        87617        1        87617   
   24.6       9905      100000       1        87536        1        87536   
   24.7       9907      100000       1        87546        1        87546   
   24.8      10132      100000       1        87306        1        87306   
   24.9      10025      100000       1        87210        1        87210   
   25.0      10106      100000       1        87093        1        87093   
   25.1      10042      100000       1        87355        1        87355   
   25.2       9812      100000       1        87740        1        87740   
   25.3       9643      100000       1        87975        1        87975   
   25.4       9505      100000       1        88033        1        88033   
   25.5       9549      100000       1        88124        1        88124   
   25.6       9687      100000       1        87900        1        87900   
   25.7       9848      100000       1        87634        1        87634   
   25.8       9904      100000       1        87513        1        87513   
   25.9       9857      100000       1        87471        1        87471   
   26.0      10027      100000       1        87505        1        87505   
   26.1       9955      100000       1        87443        1        87443   
   26.2       9818      100000       1        87524        1        87524   
   26.3       9831      100000       1        87560        1        87560   
   26.4       9803      100000       1        87649        1        87649   
   26.5       9678      100000       1        87974        1        87974   
   26.6       9630      100000       1        88059        1        88059   
   26.7       9597      100000       1        88210        1        88210   
   26.8       9391      100000       1        88343        1        88343   
   26.9       9372      100000       1        88311        1        88311   
   27.0       9373      100000       1        88350        1        88350   
   27.1       9505      100000       1        88150        1        88150   
   27.2       9504      100000       1        88168        1        88168   
   27.3       9593      100000       1        88097        1        88097   
   27.4       9491      100000       1        88241        1        88241   
   27.5       9591      100000       1        88181        1        88181   
   27.6       9386      100000       1        88503        1        88503   
   27.7       9287      100000       1        88565        1        88565   
   27.8       9241      100000       1        88648        1        88648   
   27.9       9270      100000       1        88511        1        88511   
   28.0       9595      100000       1        88223        1        88223   
   28.1       9612      100000       1        88056        1        88056   
   28.2       9681      100000       1        87930        1        87930   
   28.3       9529      100000       1        87981        1        87981   
   28.4       9636      100000       1        88035        1        88035   
   28.5       9778      100000       1        87655        1        87655   
   28.6       9941      100000       1        87458        1        87458   
   28.7      10008      100000       1        87423        1        87423   
   28.8      10110      100000       1        87243        1        87243   
   28.9      10149      100000       1        87158        1        87158   
   29.0      10225      100000       1        87159        1        87159   
   29.1      10228      100000       1        87135        1        87135   
   29.2      10020      100000       1        87308        1        87308   
   29.3      10039      100000       1        87530        1        87530   
   29.4       9795      100000       1        87706        1        87706   
   29.5       9531      100000       1        88264        1        88264   
   29.6       9291      100000       1        88599        1        88599   
   29.7       9052      100000       1        88981        1        88981   
   29.8       8899      100000       1        89146        1        89146   
   29.9       8820      100000       1        89277        1        89277   
   30.0       8766      100000       1        89290        1        89290   
   30.1       8863      100000       1        89097        1        89097   
   30.2       8981      100000       2        88884        1        88862   
   30.3       9226      100000       1        88725        1        88725   
   30.4       9170      100000       1        88603        1        88603   
   30.5       9313      100000       1        88484        1        88484   
   30.6       9401      100000       1        88410        1        88410   
   30.7       9319      100000       1        88408        1        88408   
   30.8       9459      100000       1        88305        1        88305   
   30.9       9371      100000       1        88395        1        88395   
   31.0       9377      100000       1        88390        1        88390   
   31.1       9479      100000       1        88157        1        88157   
   31.2       9489      100000       1        88129        1        88129   
   31.3       9667      100000       1        87914        1        87914   
   31.4       9769      100000       1        87671        1        87671   
   31.5       9910      100000       1        87515        1        87515   
   31.6       9909      100000       1        87544        1        87544   
   31.7       9951      100000       1        87447        1        87447   
   31.8       9812      100000       1        87617        1        87617   
   31.9       9573      100000       1        88008        1        88008   
   32.0       9378      100000       1        88304        1        88304   
   32.1       9476      100000       1        88347        1        88347   
   32.2       9417      100000       1        88432        1        88432   
   32.3       9526      100000       1        88214        1        88214   
   32.4       9731      100000       1        87799        1        87799   
   32.5       9807      100000       1        87677        1        87677   
   32.6       9880      100000       1        87586        1        87586   
   32.7       9874      100000       1        87513        1        87513   
   32.8       9999      100000       1        87385        1        87385   
   32.9      10115      100000       1        87256        1        87256   
   33.0      10110      100000       1        87300        1        87300   
   33.1      10119      100000       1        87230        1        87230   
   33.2      10004      100000       1        87521        1        87521   
   33.3       9834      100000       1        87671        1        87671   
   33.4       9714      100000       1        87795        1        87795   
   33.5       9590      100000       1        88101        1        88101   
   33.6       9375      100000       1        88284        1        88284   
   33.7       9360      100000       1        88496        1        88496   
   33.8       9349      100000       1        88535        1        88535   
   33.9       9357      100000       1        88336        1        88336   
   34.0       9547      100000       1        88144        1        88144   
   34.1       9558      100000       1        88064        1        88064   
   34.2       9611      100000       1        87960        1        87960   
   34.3       9662      100000       1        87910        1        87910   
   34.4       9542      100000       1        87941        1        87941   
   34.5       9606      100000       1        88038        1        88038   
   34.6       9610      100000       1        87902        1        87902   
   34.7       9798      100000       1        87842        1        87842   
   34.8       9733      100000       1        87789        1        87789   
   34.9       9876      100000       1        87580        1        87580   
   35.0       9977      100000       1        87293        1        87293   
   35.1      10128      100000       1        87132        1        87132   
   35.2      10186      100000       1        87082        1        87082   
   35.3      10073      100000       1        87225        1        87225   
   35.4      10089      100000       1        87279        1        87279   
   35.5       9993      100000       1        87401        1        87401   
   35.6       9925      100000       1        87506        1        87506   
   35.7       9849      100000       1        87733        1        87733   
   35.8       9700      100000       1        87773        1        87773   
   35.9       9837      100000       1        87706        1        87706   
   36.0       9667      100000       1        87895        1        87895   
   36.1       9640      100000       1        87944        1        87944   
   36.2       9506      100000       1        88101        1        88101   
   36.3       9612      100000       1        88011        1        88011   
   36.4       9508      100000       1        88166        1        88166   
   36.5       9542      100000       1        88157        1        88157   
   36.6       9664      100000       1        87946        1        87946   
   36.7       9603      100000       1        88138        1        88138   
   36.8       9400      100000       1        88338        1        88338   
   36.9       9390      100000       1        88388        1        88388   
   37.0       9345      100000       1        88422        1        88422   
   37.1       9401      100000       1        88287        1        88287   
