 Timestep   N_clusts  all_parts  thr_clusts thr_parts  thr_c1000  thr_p1000 
   0.0       87752      100000       0          0          0          0     
   0.1       16555      100000      686       63316        0          0     
   0.2       16436      100000      692       63956        0          0     
   0.3       16588      100000      699       63422        3         4002   
   0.4       16777      100000      679       62653        1         1577   
   0.5       16682      100000      665       63547        1         1520   
   0.6       16590      100000      667       63810        5         6019   
   0.7       16791      100000      710       62486        3         3586   
   0.8       16654      100000      718       63337        1         1382   
   0.9       16636      100000      678       63460        5         7377   
   1.0       16608      100000      646       63250        6         8142   
   1.1       16920      100000      677       62247        3         5178   
   1.2       16881      100000      681       62582        2         4149   
   1.3       16997      100000      672       62432        2         5193   
   1.4       17421      100000      695       62031        3         7774   
   1.5       17385      100000      677       61125        5        11086   
   1.6       17665      100000      678       60785        3        10436   
   1.7       17769      100000      688       60393        1        10953   
   1.8       18137      100000      634       59236        3        14704   
   1.9       18425      100000      683       58559        1        14429   
   2.0       18552      100000      659       57935        1        16619   
   2.1       19070      100000      630       56779        1        18952   
   2.2       19289      100000      593       56161        1        21670   
   2.3       19903      100000      562       53966        1        24306   
   2.4       20032      100000      528       54131        1        27232   
   2.5       20488      100000      488       53538        1        30131   
   2.6       20714      100000      439       52487        1        33119   
   2.7       21156      100000      426       53164        1        36121   
   2.8       21266      100000      350       52745        1        39242   
   2.9       21452      100000      291       53022        1        42482   
   3.0       21639      100000      220       53574        1        45849   
   3.1       21763      100000      183       54724        1        49082   
   3.2       21426      100000      143       56650        1        52433   
   3.3       21287      100000       81       58037        1        55718   
   3.4       20895      100000       59       60566        1        58870   
   3.5       20725      100000       25       62398        1        61798   
   3.6       19780      100000       13       65100        1        64816   
   3.7       19372      100000       7        67786        1        67636   
   3.8       18570      100000       2        70368        1        70343   
   3.9       17777      100000       3        72850        1        72792   
   4.0       16846      100000       3        75205        1        75162   
   4.1       15928      100000       1        77346        1        77346   
   4.2       15086      100000       1        79239        1        79239   
   4.3       14205      100000       1        81061        1        81061   
   4.4       13258      100000       1        82603        1        82603   
   4.5       12389      100000       1        84021        1        84021   
   4.6       11702      100000       1        85290        1        85290   
   4.7       11032      100000       1        86366        1        86366   
   4.8       10490      100000       1        87183        1        87183   
   4.9       10038      100000       1        87891        1        87891   
   5.0        9686      100000       1        88357        1        88357   
   5.1        9463      100000       1        88643        1        88643   
   5.2        9404      100000       1        88726        1        88726   
   5.3        9289      100000       1        88907        1        88907   
   5.4        9442      100000       1        88697        1        88697   
   5.5        9457      100000       1        88666        1        88666   
   5.6        9736      100000       1        88323        1        88323   
   5.7        9744      100000       1        88110        1        88110   
   5.8        9864      100000       1        88024        1        88024   
   5.9       10156      100000       1        87563        1        87563   
   6.0       10442      100000       1        87172        1        87172   
   6.1       10617      100000       1        86800        1        86800   
   6.2       10762      100000       1        86661        1        86661   
   6.3       10874      100000       1        86476        1        86476   
   6.4       10843      100000       1        86577        1        86577   
   6.5       10951      100000       1        86232        1        86232   
   6.6       10900      100000       1        86308        1        86308   
   6.7       10886      100000       1        86451        1        86451   
   6.8       10759      100000       1        86724        1        86724   
   6.9       10662      100000       1        86865        1        86865   
   7.0       10559      100000       1        86918        1        86918   
   7.1       10681      100000       1        86579        1        86579   
   7.2       10854      100000       1        86370        1        86370   
   7.3       11215      100000       1        85876        1        85876   
   7.4       11352      100000       1        85772        1        85772   
   7.5       11260      100000       1        85870        1        85870   
   7.6       11344      100000       1        85668        1        85668   
   7.7       11387      100000       1        85633        1        85633   
   7.8       11665      100000       1        85570        1        85570   
   7.9       11444      100000       1        85594        1        85594   
   8.0       11420      100000       1        85758        1        85758   
   8.1       11430      100000       1        85706        1        85706   
   8.2       11189      100000       1        85920        1        85920   
   8.3       11198      100000       1        86086        1        86086   
   8.4       11082      100000       1        86238        1        86238   
   8.5       10979      100000       1        86332        1        86332   
   8.6       11086      100000       1        86229        1        86229   
   8.7       11043      100000       1        86228        1        86228   
   8.8       11003      100000       1        86329        1        86329   
   8.9       10911      100000       1        86339        1        86339   
   9.0       11050      100000       1        86415        1        86415   
   9.1       11068      100000       1        86302        1        86302   
   9.2       11032      100000       1        86337        1        86337   
   9.3       10912      100000       1        86367        1        86367   
   9.4       10859      100000       1        86408        1        86408   
   9.5       10914      100000       1        86333        1        86333   
   9.6       10871      100000       1        86368        1        86368   
   9.7       10892      100000       1        86476        1        86476   
   9.8       10909      100000       1        86317        1        86317   
   9.9       10785      100000       1        86564        1        86564   
   10.0      10885      100000       1        86596        1        86596   
   10.1      10802      100000       1        86582        1        86582   
   10.2      10806      100000       1        86586        1        86586   
   10.3      10726      100000       1        86649        1        86649   
   10.4      10789      100000       1        86724        1        86724   
   10.5      10939      100000       1        86493        1        86493   
   10.6      10965      100000       1        86403        1        86403   
   10.7      10946      100000       1        86343        1        86343   
   10.8      10980      100000       1        86509        1        86509   
   10.9      10989      100000       1        86304        1        86304   
   11.0      10934      100000       1        86346        1        86346   
   11.1      10769      100000       1        86605        1        86605   
   11.2      10752      100000       1        86680        1        86680   
   11.3      10572      100000       1        86868        1        86868   
   11.4      10700      100000       1        86847        1        86847   
   11.5      10723      100000       1        86696        1        86696   
   11.6      10732      100000       1        86612        1        86612   
   11.7      10770      100000       1        86673        1        86673   
   11.8      10841      100000       1        86654        1        86654   
   11.9      10838      100000       1        86623        1        86623   
   12.0      10992      100000       1        86408        1        86408   
   12.1      11036      100000       1        86331        1        86331   
   12.2      11019      100000       1        86324        1        86324   
   12.3      10906      100000       1        86294        1        86294   
   12.4      11033      100000       1        86252        1        86252   
   12.5      11040      100000       1        86260        1        86260   
