 Timestep   N_clusts  all_parts  thr_clusts thr_parts 
   0.0       83163      100000       0          0     
   0.1       12581      100000      417       74081   
   0.2       12770      100000      422       74256   
   0.3       12908      100000      428       73254   
   0.4       12784      100000      417       73624   
   0.5       13256      100000      428       72541   
   0.6       13445      100000      471       72455   
   0.7       13793      100000      434       71041   
   0.8       14152      100000      474       69771   
   0.9       14333      100000      447       69828   
   1.0       14883      100000      415       67812   
   1.1       15475      100000      384       66663   
   1.2       16046      100000      368       64958   
   1.3       16352      100000      349       65289   
   1.4       16546      100000      275       64777   
   1.5       16950      100000      221       65389   
   1.6       16948      100000      187       66042   
   1.7       17121      100000      122       66477   
   1.8       16823      100000       83       68266   
   1.9       16560      100000       46       69967   
   2.0       16244      100000       26       72331   
   2.1       15438      100000       11       74856   
   2.2       14817      100000       10       77347   
   2.3       13994      100000       10       79131   
   2.4       13598      100000       9        80351   
   2.5       12779      100000       8        81935   
   2.6       12159      100000       8        82979   
   2.7       12064      100000       7        83549   
   2.8       11773      100000       7        83764   
   2.9       12018      100000       9        83717   
   3.0       11917      100000       7        83605   
   3.1       12032      100000       7        83651   
   3.2       12142      100000       7        83093   
   3.3       12589      100000       9        82204   
   3.4       12670      100000       8        81973   
   3.5       12665      100000       8        82054   
   3.6       12541      100000       8        82183   
   3.7       12270      100000       5        83096   
   3.8       12121      100000       5        83374   
   3.9       11950      100000       5        83585   
   4.0       12025      100000       6        83412   
   4.1       12413      100000       6        82832   
   4.2       12339      100000       5        83087   
   4.3       12189      100000       5        83528   
   4.4       11771      100000       6        84039   
   4.5       11844      100000       5        83916   
   4.6       11814      100000       5        84071   
   4.7       11864      100000       5        83994   
   4.8       11772      100000       5        84146   
   4.9       11660      100000       5        84362   
   5.0       11755      100000       5        84269   
   5.1       11509      100000       5        84609   
   5.2       11516      100000       5        84542   
   5.3       11622      100000       6        84443   
   5.4       11753      100000       5        84250   
   5.5       11752      100000       5        84172   
   5.6       11794      100000       5        84185   
   5.7       11650      100000       5        84327   
   5.8       11807      100000       5        84068   
   5.9       11685      100000       5        84264   
   6.0       11866      100000       6        84055   
   6.1       11751      100000       5        83942   
   6.2       12053      100000       5        83723   
   6.3       11767      100000       6        84041   
   6.4       11738      100000       5        84180   
   6.5       11774      100000       5        84219   
   6.6       11657      100000       5        84230   
   6.7       11600      100000       6        84105   
   6.8       11912      100000       5        84098   
   6.9       11842      100000       5        83945   
   7.0       11857      100000       6        84114   
   7.1       11867      100000       5        83800   
   7.2       11985      100000       5        83631   
   7.3       11988      100000       6        83714   
   7.4       12000      100000       5        83635   
   7.5       11978      100000       5        83601   
   7.6       12110      100000       6        83477   
   7.7       11869      100000       6        83586   
   7.8       12032      100000       8        83654   
   7.9       12280      100000       5        83283   
   8.0       12354      100000       5        83102   
   8.1       12274      100000       5        83174   
   8.2       12317      100000       4        83160   
   8.3       11996      100000       5        83607   
   8.4       11778      100000       4        83987   
   8.5       11763      100000       4        84249   
   8.6       11628      100000       4        84579   
   8.7       11516      100000       4        84634   
   8.8       11569      100000       4        84828   
   8.9       11407      100000       4        84881   
   9.0       11439      100000       4        84811   
   9.1       11552      100000       4        84654   
   9.2       11620      100000       3        84594   
   9.3       11682      100000       5        84460   
   9.4       11672      100000       4        84374   
   9.5       11606      100000       4        84510   
   9.6       11607      100000       4        84545   
   9.7       11653      100000       4        84414   
   9.8       11591      100000       4        84537   
   9.9       11656      100000       4        84258   
   10.0      11798      100000       4        84103   
   10.1      11827      100000       4        84046   
   10.2      11844      100000       4        83969   
   10.3      11823      100000       4        84059   
   10.4      11814      100000       4        84211   
   10.5      11662      100000       4        84402   
   10.6      11597      100000       5        84440   
   10.7      11801      100000       4        84322   
   10.8      11541      100000       4        84411   
   10.9      11773      100000       4        84402   
   11.0      11628      100000       4        84692   
   11.1      11486      100000       5        84783   
   11.2      11289      100000       4        85086   
   11.3      10992      100000       3        85568   
   11.4      11099      100000       4        85557   
   11.5      11055      100000       3        85518   
   11.6      11091      100000       5        85470   
   11.7      11267      100000       3        85228   
   11.8      11246      100000       3        84996   
   11.9      11365      100000       3        84893   
   12.0      11375      100000       3        84929   
   12.1      11385      100000       4        84785   
   12.2      11639      100000       4        84507   
   12.3      11690      100000       3        84332   
   12.4      11553      100000       3        84510   
   12.5      11648      100000       3        84254   
   12.6      11746      100000       3        84172   
   12.7      12019      100000       3        83849   
   12.8      11962      100000       4        83775   
   12.9      12030      100000       4        83792   
   13.0      11884      100000       4        83950   
   13.1      11831      100000       4        83930   
   13.2      11966      100000       4        83821   
   13.3      11986      100000       4        83883   
   13.4      11950      100000       4        83788   
   13.5      11982      100000       4        83931   
   13.6      11836      100000       4        84006   
   13.7      11845      100000       3        84200   
   13.8      11933      100000       4        84085   
   13.9      11707      100000       4        84097   
   14.0      11764      100000       6        84112   
   14.1      11901      100000       4        84058   
   14.2      11767      100000       5        84114   
   14.3      11730      100000       4        84174   
   14.4      11799      100000       3        84010   
   14.5      11808      100000       3        84225   
   14.6      11709      100000       4        84298   
   14.7      11633      100000       3        84449   
   14.8      11698      100000       3        84399   
   14.9      11648      100000       3        84507   
   15.0      11660      100000       3        84484   
   15.1      11740      100000       3        84337   
   15.2      11786      100000       3        84324   
   15.3      11606      100000       3        84393   
   15.4      11991      100000       3        83830   
   15.5      11989      100000       3        83688   
   15.6      12026      100000       3        83505   
   15.7      12249      100000       4        83187   
   15.8      12187      100000       2        83251   
   15.9      12156      100000       2        83548   
   16.0      11915      100000       2        83839   
   16.1      11988      100000       2        83957   
   16.2      11755      100000       2        84306   
   16.3      11624      100000       2        84684   
   16.4      11432      100000       3        84798   
   16.5      11330      100000       2        85026   
   16.6      11097      100000       3        85366   
   16.7      10993      100000       2        85615   
   16.8      10996      100000       2        85822   
   16.9      10887      100000       2        85853   
   17.0      10752      100000       3        86007   
   17.1      10820      100000       2        85894   
   17.2      11101      100000       2        85486   
   17.3      11221      100000       3        85216   
   17.4      11395      100000       2        85084   
   17.5      11304      100000       2        85004   
   17.6      11439      100000       2        84854   
