 Timestep   N_clusts  all_parts  thr_clusts thr_parts 
   0.0       90953      100000       0          0     
   0.1       21704      100000      854       52120   
   0.2       21456      100000      847       52596   
   0.3       21506      100000      815       51941   
   0.4       21768      100000      813       51819   
   0.5       21827      100000      824       52014   
   0.6       21644      100000      861       52665   
   0.7       21723      100000      775       51432   
   0.8       21621      100000      783       52451   
   0.9       21686      100000      805       51346   
   1.0       21818      100000      798       51433   
   1.1       22071      100000      796       50466   
   1.2       21733      100000      827       51760   
   1.3       21733      100000      823       51861   
   1.4       21615      100000      818       51860   
   1.5       21524      100000      830       51456   
   1.6       21483      100000      813       52200   
   1.7       21626      100000      788       51464   
   1.8       21646      100000      814       51631   
   1.9       21459      100000      825       52582   
   2.0       21532      100000      794       51583   
   2.1       21588      100000      802       52109   
   2.2       22058      100000      771       51043   
   2.3       21830      100000      785       51218   
   2.4       21807      100000      806       52064   
   2.5       21512      100000      774       51804   
   2.6       21785      100000      822       51790   
   2.7       21373      100000      822       52546   
   2.8       21452      100000      810       52080   
   2.9       21760      100000      784       51377   
   3.0       21759      100000      778       51450   
   3.1       21709      100000      815       52110   
   3.2       21656      100000      840       51546   
   3.3       21632      100000      799       51556   
   3.4       21547      100000      792       51723   
   3.5       21659      100000      753       51690   
   3.6       21665      100000      804       51312   
   3.7       21511      100000      768       51761   
   3.8       21666      100000      812       52002   
   3.9       21464      100000      828       52683   
   4.0       21607      100000      820       52087   
   4.1       21585      100000      781       51556   
   4.2       21620      100000      780       51406   
   4.3       21421      100000      807       52190   
   4.4       21640      100000      768       52133   
   4.5       21779      100000      802       52358   
   4.6       21623      100000      825       51786   
   4.7       21687      100000      807       52372   
   4.8       21551      100000      764       51634   
   4.9       21798      100000      804       52223   
   5.0       21239      100000      820       52677   
   5.1       21363      100000      788       52322   
   5.2       21517      100000      814       51855   
   5.3       21633      100000      822       51928   
   5.4       21510      100000      851       52259   
   5.5       21492      100000      816       52518   
   5.6       21502      100000      789       51628   
   5.7       21781      100000      756       51280   
   5.8       21459      100000      805       51955   
   5.9       21513      100000      808       52665   
   6.0       21535      100000      818       51743   
   6.1       21500      100000      816       51868   
   6.2       21589      100000      791       51831   
   6.3       21397      100000      790       52092   
   6.4       21604      100000      793       51301   
   6.5       21514      100000      816       52362   
   6.6       21650      100000      801       52559   
   6.7       21880      100000      804       51646   
   6.8       21573      100000      785       51596   
   6.9       21677      100000      864       51861   
   7.0       21810      100000      798       51269   
   7.1       21673      100000      804       51446   
   7.2       21547      100000      819       51920   
   7.3       21860      100000      830       51144   
   7.4       21725      100000      814       52325   
   7.5       21726      100000      778       51275   
   7.6       21792      100000      823       50818   
   7.7       21997      100000      815       51541   
   7.8       21947      100000      800       51635   
   7.9       21947      100000      792       50899   
   8.0       21928      100000      769       50989   
   8.1       22100      100000      790       50167   
   8.2       21931      100000      767       51653   
   8.3       22158      100000      748       50428   
   8.4       22256      100000      732       50508   
   8.5       22449      100000      730       50417   
   8.6       22555      100000      700       48989   
   8.7       22492      100000      720       50275   
   8.8       22772      100000      690       49245   
   8.9       22815      100000      673       49074   
   9.0       22976      100000      637       48748   
   9.1       23090      100000      626       49086   
   9.2       23305      100000      619       48351   
   9.3       23723      100000      583       47491   
   9.4       23689      100000      551       46944   
   9.5       23874      100000      552       47624   
   9.6       24301      100000      488       46702   
   9.7       24118      100000      486       46509   
   9.8       24663      100000      421       45018   
   9.9       24696      100000      412       45925   
   10.0      24585      100000      372       46290   
   10.1      24785      100000      349       46919   
   10.2      24760      100000      325       47446   
   10.3      25020      100000      270       47521   
   10.4      24808      100000      246       48629   
   10.5      25011      100000      191       48726   
   10.6      24772      100000      164       49543   
   10.7      24440      100000      162       51736   
   10.8      24764      100000      101       51613   
   10.9      24380      100000       78       53105   
   11.0      24145      100000       64       54688   
   11.1      23958      100000       39       56114   
   11.2      23542      100000       27       57781   
   11.3      23158      100000       22       59584   
   11.4      22582      100000       23       61553   
   11.5      22169      100000       13       63194   
   11.6      21638      100000       5        64767   
   11.7      21300      100000       3        66635   
   11.8      20610      100000       1        68394   
   11.9      19825      100000       2        70095   
   12.0      19510      100000       3        71614   
   12.1      18507      100000       1        73306   
   12.2      18091      100000       1        74650   
   12.3      17357      100000       1        76048   
   12.4      16686      100000       1        77429   
   12.5      16088      100000       1        78414   
   12.6      15679      100000       1        79405   
   12.7      15166      100000       1        80231   
   12.8      14731      100000       1        81017   
   12.9      14215      100000       1        81795   
   13.0      13939      100000       1        82381   
   13.1      13542      100000       1        82850   
   13.2      13323      100000       1        83223   
   13.3      13189      100000       1        83592   
   13.4      12970      100000       1        83766   
   13.5      12889      100000       1        84018   
   13.6      12702      100000       2        84277   
   13.7      12643      100000       1        84367   
   13.8      12552      100000       1        84466   
   13.9      12511      100000       1        84458   
   14.0      12613      100000       1        84468   
   14.1      12803      100000       1        84067   
   14.2      12938      100000       1        83893   
   14.3      12952      100000       1        83716   
   14.4      13283      100000       1        83316   
   14.5      13371      100000       1        83200   
   14.6      13251      100000       1        83233   
   14.7      13440      100000       1        83245   
   14.8      13217      100000       1        83306   
   14.9      13304      100000       1        83350   
   15.0      13194      100000       1        83383   
   15.1      13285      100000       1        83411   
   15.2      13208      100000       1        83447   
   15.3      13201      100000       1        83441   
   15.4      13223      100000       1        83438   
   15.5      13343      100000       1        83316   
   15.6      13632      100000       1        82802   
   15.7      13600      100000       1        82547   
   15.8      13689      100000       1        82425   
   15.9      13798      100000       1        82252   
   16.0      13983      100000       1        82033   
   16.1      14040      100000       1        81856   
   16.2      14215      100000       1        81916   
   16.3      14131      100000       1        82070   
   16.4      13954      100000       1        82130   
   16.5      13812      100000       1        82388   
   16.6      13759      100000       1        82426   
   16.7      13805      100000       1        82640   
   16.8      13640      100000       1        82779   
   16.9      13574      100000       1        82753   
   17.0      13506      100000       1        82823   
   17.1      13490      100000       1        82815   
   17.2      13541      100000       1        82959   
   17.3      13479      100000       1        82862   
   17.4      13477      100000       1        82965   
   17.5      13377      100000       1        82952   
   17.6      13407      100000       1        82973   
   17.7      13422      100000       1        82953   
   17.8      13346      100000       1        83071   
   17.9      13365      100000       1        83216   
   18.0      13273      100000       1        83312   
   18.1      13156      100000       1        83497   
   18.2      13048      100000       1        83589   
   18.3      13250      100000       1        83408   
   18.4      13238      100000       1        83409   
   18.5      13176      100000       1        83522   
   18.6      13284      100000       1        83284   
   18.7      13413      100000       1        83080   
   18.8      13376      100000       1        83053   
   18.9      13498      100000       1        82791   
   19.0      13715      100000       1        82758   
   19.1      13749      100000       1        82516   
   19.2      13788      100000       1        82315   
   19.3      14041      100000       1        82067   
   19.4      13866      100000       1        82125   
   19.5      13974      100000       1        82230   
   19.6      13758      100000       1        82449   
   19.7      13779      100000       1        82401   
   19.8      13650      100000       1        82575   
   19.9      13641      100000       1        82649   
   20.0      13593      100000       1        82845   
   20.1      13493      100000       1        82925   
   20.2      13384      100000       1        83123   
   20.3      13343      100000       1        83277   
   20.4      13277      100000       1        83344   
   20.5      13214      100000       1        83479   
   20.6      13161      100000       1        83702   
   20.7      12918      100000       1        83766   
   20.8      12943      100000       2        83789   
   20.9      13068      100000       1        83662   
   21.0      13106      100000       1        83715   
   21.1      13067      100000       1        83790   
   21.2      13007      100000       1        83720   
   21.3      13064      100000       1        83713   
   21.4      12980      100000       1        83847   
   21.5      12985      100000       1        83851   
   21.6      13071      100000       1        83626   
   21.7      13133      100000       1        83452   
   21.8      13043      100000       1        83540   
   21.9      13312      100000       1        83235   
   22.0      13324      100000       1        83138   
   22.1      13415      100000       1        83123   
   22.2      13449      100000       1        82885   
   22.3      13463      100000       1        82830   
   22.4      13414      100000       2        83014   
   22.5      13389      100000       1        83007   
   22.6      13693      100000       1        82683   
   22.7      13723      100000       1        82526   
   22.8      13804      100000       1        82573   
   22.9      13674      100000       1        82687   
   23.0      13631      100000       1        82770   
   23.1      13711      100000       1        82608   
   23.2      13698      100000       1        82575   
   23.3      13775      100000       1        82427   
   23.4      13830      100000       1        82346   
   23.5      13839      100000       1        82457   
   23.6      13852      100000       1        82419   
   23.7      13696      100000       1        82492   
   23.8      13738      100000       1        82605   
   23.9      13651      100000       1        82629   
   24.0      13628      100000       1        82722   
   24.1      13639      100000       1        82839   
   24.2      13536      100000       1        82905   
   24.3      13515      100000       2        83020   
   24.4      13463      100000       1        82962   
   24.5      13464      100000       1        82870   
   24.6      13646      100000       2        82490   
   24.7      13797      100000       1        82442   
   24.8      13788      100000       1        82492   
   24.9      13743      100000       1        82588   
   25.0      13684      100000       1        82692   
   25.1      13450      100000       1        82975   
   25.2      13386      100000       1        83076   
   25.3      13237      100000       1        83256   
   25.4      13359      100000       1        83144   
   25.5      13394      100000       1        82998   
   25.6      13529      100000       1        82850   
   25.7      13541      100000       1        82969   
   25.8      13564      100000       1        82906   
   25.9      13539      100000       1        82920   
   26.0      13502      100000       1        82830   
   26.1      13494      100000       1        82902   
   26.2      13614      100000       1        82775   
   26.3      13416      100000       1        82956   
   26.4      13463      100000       1        83122   
   26.5      13412      100000       1        83190   
   26.6      13474      100000       1        82990   
   26.7      13412      100000       1        83041   
   26.8      13440      100000       1        83021   
   26.9      13373      100000       1        83200   
   27.0      13391      100000       1        83174   
   27.1      13366      100000       1        83127   
   27.2      13304      100000       1        83222   
   27.3      13394      100000       1        83163   
   27.4      13382      100000       1        83174   
   27.5      13480      100000       1        82972   
   27.6      13506      100000       1        82903   
   27.7      13366      100000       1        82910   
   27.8      13628      100000       1        82782   
   27.9      13700      100000       1        82526   
   28.0      13741      100000       1        82325   
   28.1      13978      100000       1        82182   
   28.2      13901      100000       1        82324   
   28.3      14020      100000       1        82173   
   28.4      14066      100000       1        82006   
   28.5      14086      100000       1        82068   
   28.6      13815      100000       1        82335   
   28.7      13669      100000       1        82590   
   28.8      13758      100000       1        82726   
   28.9      13524      100000       1        82876   
   29.0      13539      100000       1        82875   
   29.1      13490      100000       1        83004   
   29.2      13641      100000       1        82736   
   29.3      13562      100000       1        82829   
   29.4      13543      100000       1        82923   
   29.5      13583      100000       2        82870   
   29.6      13464      100000       1        82934   
   29.7      13551      100000       1        82897   
   29.8      13525      100000       1        82752   
   29.9      13614      100000       1        82827   
   30.0      13670      100000       1        82811   
   30.1      13640      100000       1        82595   
   30.2      13769      100000       1        82477   
   30.3      13730      100000       2        82660   
   30.4      13631      100000       1        82705   
   30.5      13665      100000       1        82646   
   30.6      13693      100000       1        82534   
   30.7      13768      100000       1        82282   
   30.8      13929      100000       1        82238   
   30.9      13932      100000       1        82209   
   31.0      13978      100000       2        82222   
   31.1      13872      100000       1        82354   
