 Timestep      c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       89614      100000       34        180         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0     
   0.1       17612      100000      2442      78493       1290      71013       346       51918       186       40745        7         4104        0          0          0          0          0          0          0          0     
   0.2       17370      100000      2258      78503       1160      71366       305       54378       161       44472        25       16369        0          0          0          0          0          0          0          0     
   0.3       17560      100000      2323      78332       1233      71361       298       53197       161       43725        25       16420        2         2166        0          0          0          0          0          0     
   0.4       17469      100000      2261      78328       1215      71540       301       52857       159       43016        14       12029        5         6171        0          0          0          0          0          0     
   0.5       17576      100000      2318      78275       1239      71345       297       52046       154       42113        17       14552        2         3748        0          0          0          0          0          0     
   0.6       17667      100000      2357      78292       1203      70794       290       52631       147       42658        20       16469        5         5940        0          0          0          0          0          0     
   0.7       17607      100000      2385      78311       1227      70865       289       52209       138       41497        22       17182        5         6619        0          0          0          0          0          0     
   0.8       17721      100000      2333      78060       1164      70589       308       53237       154       42505        20       16421        6         7436        0          0          0          0          0          0     
   0.9       18000      100000      2391      77857       1199      70209       282       51934       137       42141        20       17551        5         7556        0          0          0          0          0          0     
   1.0       18112      100000      2412      77551       1220      69897       265       50944       124       41247        22       19249        7         8967        0          0          0          0          0          0     
   1.1       17924      100000      2349      77738       1170      70133       260       51725       133       43136        22       22048        8        12282        0          0          0          0          0          0     
   1.2       18288      100000      2384      77171       1194      69520       269       51534       124       41453        20       21174        6        11405        0          0          0          0          0          0     
   1.3       18196      100000      2394      77323       1238      69940       246       49618       124       40884        21       21266        7        11719        0          0          0          0          0          0     
   1.4       18250      100000      2437      77584       1242      69833       231       49141       114       40910        21       23590        8        14677        0          0          0          0          0          0     
   1.5       18749      100000      2478      76948       1227      68913       247       49571       111       40138        16       22105        9        16947        1         5538        0          0          0          0     
   1.6       18780      100000      2494      76656       1248      68734       238       48877       107       39961        15       22441        7        16498        1         6355        0          0          0          0     
   1.7       19139      100000      2515      76055       1241      67848       224       48200        99       39342        15       22879        6        16254        1         7193        0          0          0          0     
   1.8       19183      100000      2414      76099       1159      68134       210       49396        95       41482        15       26887        8        21980        1         8067        0          0          0          0     
   1.9       19160      100000      2404      76159       1128      68021       197       49725        87       42381        15       28201        9        24590        1         8982        0          0          0          0     
   2.0       19484      100000      2386      75444       1137      67460       176       48651        89       42737        15       28973        7        23820        1         9836        0          0          0          0     
   2.1       19775      100000      2420      74961       1121      66618       177       48537        80       42021        10       29161        7        26892        1        10762        1        10762        0          0     
   2.2       20027      100000      2441      74790       1115      66280       164       47877        59       40423        10       30927        7        28827        1        11769        1        11769        0          0     
   2.3       20292      100000      2453      74592       1110      66004       151       48184        58       41734        8        32446        6        31220        2        22032        1        12715        0          0     
   2.4       20465      100000      2377      73943       1091      65750       121       47419        36       41540        9        36618        6        34340        2        23750        2        23750        0          0     
   2.5       20547      100000      2349      74028       977       65263       111       49417        38       44468        7        39049        5        37246        1        25588        1        25588        0          0     
   2.6       20873      100000      2252      73193       941       64798        87       48774        26       44731        6        41295        5        40433        2        32410        1        27351        0          0     
   2.7       21029      100000      2250      73048       866       64234        73       50273        23       47072        6        44777        5        43815        2        34897        1        29216        0          0     
   2.8       21332      100000      2094      72529       805       64298        43       50967        13       48954        6        47927        5        47234        2        37453        1        30920        0          0     
   2.9       21206      100000      1962      72602       681       64426        28       52879        12       51903        6        51099        5        50390        2        40016        1        32679        0          0     
   3.0       21262      100000      1794      72440       600       64842        24       55565        6        54314        6        54314        5        53628        2        42453        1        34325        0          0     
   3.1       20926      100000      1693      72855       476       65088        14       57628        7        57179        6        57077        5        56541        4        55005        1        35973        0          0     
   3.2       20566      100000      1490      73175       407       66312        7        60249        5        60118        4        59635        4        59635        4        59635        1        38995        0          0     
   3.3       20156      100000      1325      73879       338       67824        8        63007        6        62896        5        62546        5        62546        4        61375        2        49679        0          0     
   3.4       19948      100000      1094      73908       254       68703        4        65207        4        65207        4        65207        4        65207        4        65207        2        52906        0          0     
   3.5       19090      100000      920       74997       167       70267        4        68058        4        68058        4        68058        4        68058        4        68058        2        55016        0          0     
   3.6       18482      100000      765       75901       105       71856        4        70558        4        70558        4        70558        4        70558        4        70558        2        56928        0          0     
   3.7       17701      100000      610       76891        83       73717        4        72710        4        72710        4        72710        4        72710        4        72710        2        58591        0          0     
   3.8       16965      100000      477       78083        55       75565        4        74903        4        74903        4        74903        4        74903        4        74903        2        60293        0          0     
   3.9       16439      100000      428       78946        44       76657        4        76120        4        76120        4        76120        4        76120        4        76120        2        61299        0          0     
   4.0       15769      100000      328       79806        35       78048        4        77696        4        77696        4        77696        4        77696        4        77696        2        62522        0          0     
   4.1       15026      100000      278       80900        16       79366        4        79214        4        79214        4        79214        4        79214        4        79214        2        63787        0          0     
   4.2       14463      100000      253       81885        14       80480        4        80377        4        80377        4        80377        4        80377        4        80377        2        64734        0          0     
   4.3       14073      100000      209       82614        12       81433        4        81341        4        81341        4        81341        4        81341        4        81341        2        65684        1        50103   
   4.4       13567      100000      198       83180        7        82055        4        82023        4        82023        4        82023        4        82023        4        82023        2        66470        1        50709   
   4.5       13417      100000      165       83296        11       82384        4        82300        4        82300        4        82300        4        82300        4        82300        2        66836        1        51057   
   4.6       13417      100000      166       83382        8        82460        4        82412        4        82412        4        82412        4        82412        4        82412        2        67169        1        51280   
   4.7       13247      100000      160       83638        7        82744        4        82711        4        82711        4        82711        4        82711        4        82711        2        67567        1        51583   
   4.8       13229      100000      173       83622        8        82651        4        82604        4        82604        4        82604        4        82604        4        82604        2        67663        1        51687   
   4.9       13206      100000      176       83569        10       82616        4        82550        4        82550        4        82550        4        82550        4        82550        2        67870        1        51822   
   5.0       13459      100000      162       83422        7        82535        4        82496        4        82496        4        82496        4        82496        4        82496        2        68056        1        51980   
   5.1       13373      100000      192       83396        15       82368        4        82238        4        82238        4        82238        4        82238        4        82238        2        68172        1        52054   
   5.2       13644      100000      186       83029        15       82004        4        81866        4        81866        4        81866        4        81866        4        81866        2        68186        1        52099   
   5.3       13809      100000      220       82933        16       81756        4        81627        4        81627        4        81627        4        81627        4        81627        2        68318        1        52243   
   5.4       14175      100000      215       82221        10       81006        4        80935        4        80935        4        80935        4        80935        4        80935        2        68037        1        52157   
   5.5       14375      100000      244       82029        19       80696        4        80522        4        80522        4        80522        4        80522        4        80522        2        67967        1        52174   
