 Timestep   N_clusts  all_parts  thr_clusts thr_parts  thr_c1000  thr_p1000 
   0.0       93103      100000       0          0          0          0     
   0.1       27703      100000      803       35911        0          0     
   0.2       27679      100000      825       36960        0          0     
   0.3       27496      100000      823       37146        0          0     
   0.4       27241      100000      820       37775        0          0     
   0.5       27388      100000      836       38605        0          0     
   0.6       27568      100000      789       37411        0          0     
   0.7       27457      100000      806       38047        0          0     
   0.8       27436      100000      850       38429        0          0     
   0.9       27670      100000      812       37030        0          0     
   1.0       27689      100000      822       37055        0          0     
   1.1       27710      100000      809       37655        0          0     
   1.2       27670      100000      819       37353        0          0     
   1.3       27258      100000      799       37814        0          0     
   1.4       27399      100000      842       38421        0          0     
   1.5       27259      100000      795       37158        0          0     
   1.6       27613      100000      789       37304        0          0     
   1.7       27289      100000      814       37730        0          0     
   1.8       27424      100000      825       38507        0          0     
   1.9       27276      100000      794       37710        0          0     
   2.0       27712      100000      787       37076        0          0     
   2.1       27552      100000      803       37203        0          0     
   2.2       27679      100000      799       36609        0          0     
   2.3       27344      100000      803       37786        0          0     
   2.4       27625      100000      784       36937        0          0     
   2.5       27488      100000      784       37804        0          0     
   2.6       27377      100000      801       37147        0          0     
   2.7       27705      100000      817       37615        0          0     
   2.8       27574      100000      824       37540        0          0     
   2.9       27501      100000      844       37613        0          0     
   3.0       27309      100000      803       38297        0          0     
   3.1       27487      100000      816       36613        0          0     
   3.2       27555      100000      799       36921        0          0     
   3.3       27362      100000      833       38309        0          0     
   3.4       27505      100000      827       38233        0          0     
   3.5       27410      100000      827       36884        0          0     
   3.6       27464      100000      834       37763        0          0     
   3.7       27439      100000      799       37211        0          0     
   3.8       27393      100000      784       37586        0          0     
   3.9       27065      100000      821       38611        0          0     
   4.0       27402      100000      813       37531        0          0     
   4.1       27242      100000      806       36929        0          0     
   4.2       27125      100000      826       37547        0          0     
   4.3       27601      100000      807       37281        0          0     
   4.4       27428      100000      822       37839        0          0     
   4.5       27559      100000      804       36847        0          0     
   4.6       27559      100000      803       37326        0          0     
