 Timestep   N_clusts  all_parts  thr_clusts thr_parts 
   0.0       75962      100000       0          0     
   0.1        9288      100000      179       82579   
   0.2        9789      100000      208       80695   
   0.3       10148      100000      255       79726   
   0.4       10577      100000      265       78974   
   0.5       10651      100000      262       78639   
   0.6       11130      100000      275       76918   
   0.7       11638      100000      316       76397   
   0.8       11996      100000      290       75071   
   0.9       12584      100000      293       73883   
   1.0       13257      100000      297       72720   
   1.1       13685      100000      253       71623   
   1.2       14096      100000      185       71127   
   1.3       14116      100000      151       71908   
   1.4       14199      100000      100       72734   
   1.5       14071      100000       73       73648   
   1.6       13803      100000       41       75452   
   1.7       13505      100000       27       76723   
   1.8       13173      100000       21       78435   
   1.9       12625      100000       19       79930   
   2.0       12465      100000       13       80982   
   2.1       12083      100000       10       81563   
   2.2       11890      100000       12       82312   
   2.3       11591      100000       11       82916   
   2.4       11476      100000       11       83195   
   2.5       11566      100000       8        83129   
   2.6       11540      100000       7        83222   
   2.7       11378      100000       7        83460   
   2.8       11420      100000       10       83223   
   2.9       11664      100000       10       83114   
   3.0       11559      100000       9        83212   
   3.1       11500      100000       10       83147   
   3.2       11475      100000       12       83275   
   3.3       11378      100000       9        83580   
   3.4       11224      100000       7        83878   
   3.5       11260      100000       8        84020   
   3.6       11249      100000       7        83790   
   3.7       11279      100000       7        83889   
   3.8       11280      100000       6        83953   
   3.9       11200      100000       7        84143   
   4.0       11019      100000       8        84408   
   4.1       10981      100000       7        84340   
   4.2       10960      100000       8        84457   
   4.3       10937      100000       9        84495   
   4.4       10875      100000       9        84638   
   4.5       10860      100000       9        84599   
   4.6       11068      100000       8        84261   
   4.7       10973      100000       7        84421   
   4.8       11020      100000       7        84438   
   4.9       11051      100000       8        84292   
   5.0       11106      100000       9        84208   
   5.1       11230      100000       7        84134   
   5.2       11280      100000       7        84009   
   5.3       11292      100000       7        83659   
   5.4       11405      100000       7        83600   
   5.5       11605      100000       6        83515   
   5.6       11227      100000       6        84034   
   5.7       10921      100000       5        84673   
   5.8       10470      100000       5        85596   
