 Timestep   N_clusts  all_parts  thr_clusts thr_parts 
   0.0       75962      100000       0          0     
   0.1        9323      100000      236       81828   
   0.2        9748      100000      262       80325   
   0.3       10241      100000      270       79631   
   0.4       10476      100000      308       78687   
   0.5       11162      100000      312       76863   
   0.6       11726      100000      349       74912   
   0.7       12406      100000      317       73640   
   0.8       13182      100000      309       71622   
   0.9       13696      100000      262       70718   
   1.0       14062      100000      201       70640   
   1.1       14432      100000      136       71009   
   1.2       14353      100000       80       72495   
   1.3       13845      100000       56       74609   
   1.4       13802      100000       49       75947   
   1.5       13433      100000       29       77483   
   1.6       13263      100000       20       78107   
   1.7       13033      100000       27       78672   
   1.8       12986      100000       20       79443   
   1.9       12374      100000       15       80848   
   2.0       12257      100000       21       81152   
   2.1       11973      100000       12       81518   
   2.2       11935      100000       9        82290   
   2.3       11748      100000       10       82845   
   2.4       11583      100000       12       82931   
   2.5       11501      100000       10       83425   
   2.6       11447      100000       9        83443   
   2.7       11603      100000       9        83325   
   2.8       11463      100000       7        83515   
   2.9       11239      100000       6        84051   
   3.0       10877      100000       7        84737   
   3.1       10812      100000       7        84724   
   3.2       10849      100000       7        84950   
   3.3       10799      100000       7        84789   
   3.4       10898      100000       5        84889   
   3.5       10663      100000       5        85333   
   3.6       10553      100000       5        85586   
   3.7       10220      100000       6        86082   
   3.8        9961      100000       5        86616   
   3.9        9804      100000       5        86868   
   4.0        9698      100000       5        87044   
   4.1        9770      100000       5        87111   
   4.2        9771      100000       5        87191   
   4.3        9450      100000       5        87448   
   4.4        9531      100000       5        87570   
   4.5        9673      100000       5        87219   
   4.6        9836      100000       6        87015   
   4.7        9913      100000       5        86740   
   4.8        9969      100000       5        86676   
   4.9        9884      100000       5        86844   
   5.0        9863      100000       5        86671   
   5.1        9873      100000       5        86714   
   5.2        9926      100000       5        86562   
   5.3       10350      100000       5        85692   
   5.4       10521      100000       6        85705   
   5.5       10372      100000       5        85794   
   5.6       10435      100000       4        85617   
   5.7       10516      100000       7        85438   
   5.8       10465      100000       4        85665   
   5.9       10504      100000       4        85826   
   6.0       10370      100000       4        85813   
   6.1       10255      100000       4        86077   
   6.2       10190      100000       4        86285   
   6.3       10049      100000       4        86492   
   6.4       10241      100000       4        86129   
   6.5        9997      100000       4        86531   
   6.6       10189      100000       7        86062   
   6.7       10398      100000       4        85591   
   6.8       10442      100000       5        85791   
   6.9       10167      100000       4        86179   
   7.0       10122      100000       4        86285   
   7.1       10181      100000       5        86239   
   7.2       10202      100000       4        86235   
   7.3       10254      100000       6        85890   
   7.4       10496      100000       4        85625   
   7.5       10436      100000       4        85925   
   7.6       10076      100000       3        86580   
   7.7        9867      100000       3        86874   
   7.8        9800      100000       3        86998   
   7.9        9744      100000       3        87119   
   8.0        9634      100000       4        87207   
   8.1        9637      100000       3        87228   
   8.2        9703      100000       3        87217   
   8.3        9595      100000       3        87403   
   8.4        9512      100000       3        87506   
   8.5        9506      100000       3        87563   
   8.6        9474      100000       3        87638   
   8.7        9537      100000       3        87585   
   8.8        9433      100000       3        87735   
   8.9        9345      100000       3        87833   
   9.0        9351      100000       3        87709   
   9.1        9225      100000       3        87939   
   9.2        9308      100000       3        87833   
   9.3        9352      100000       3        87853   
   9.4        9591      100000       3        87447   
   9.5        9651      100000       3        87312   
   9.6        9665      100000       3        87268   
   9.7        9654      100000       3        87157   
   9.8        9922      100000       3        86875   
   9.9       10107      100000       3        86685   
   10.0       9895      100000       3        86896   
   10.1       9873      100000       3        86935   
   10.2       9698      100000       3        87112   
   10.3       9754      100000       3        87094   
   10.4       9709      100000       3        87245   
   10.5       9692      100000       3        87226   
   10.6       9687      100000       3        87192   
   10.7       9733      100000       4        86994   
   10.8       9968      100000       3        86835   
   10.9       9862      100000       3        86955   
   11.0       9791      100000       4        87106   
   11.1       9764      100000       3        87241   
   11.2       9910      100000       4        86966   
   11.3      10003      100000       3        86568   
   11.4      10274      100000       3        86358   
   11.5      10287      100000       3        86113   
   11.6      10160      100000       3        86422   
   11.7      10183      100000       3        86538   
   11.8      10102      100000       3        86628   
   11.9       9918      100000       3        86762   
   12.0      10028      100000       3        86662   
   12.1       9890      100000       3        86843   
   12.2       9924      100000       3        86799   
