 Timestep   N_clusts  all_parts  thr_clusts thr_parts  thr_c1000  thr_p1000 
   0.0       87752      100000       0          0          0          0     
   0.1       18426      100000      660       63843        0          0     
   0.2       18553      100000      595       63110        1         1408   
   0.3       18674      100000      557       63094        2         3339   
   0.4       18774      100000      532       63191        6         8207   
   0.5       18561      100000      535       63442        5         8357   
   0.6       18660      100000      528       62989        4         5443   
   0.7       18789      100000      514       62187        4         7098   
   0.8       18480      100000      503       63354        7         9699   
   0.9       18776      100000      502       62634        8        12311   
   1.0       18860      100000      485       62032        12       17758   
   1.1       19016      100000      485       61711        9        11335   
   1.2       18816      100000      475       62487        8        12951   
   1.3       19078      100000      514       61976        9        13285   
   1.4       19040      100000      495       62089        14       17379   
   1.5       19080      100000      489       62169        11       17259   
   1.6       18974      100000      480       62706        17       22524   
   1.7       19190      100000      533       61985        14       19405   
   1.8       19295      100000      488       61917        16       22413   
   1.9       19515      100000      479       60674        14       23356   
   2.0       19502      100000      440       61027        13       23462   
   2.1       19813      100000      467       60544        16       26261   
   2.2       19989      100000      460       60060        16       27932   
   2.3       19994      100000      436       59812        17       30315   
   2.4       19926      100000      443       60265        16       31191   
   2.5       19991      100000      440       60233        16       31981   
   2.6       20459      100000      403       58999        15       32216   
   2.7       20762      100000      392       59123        14       33741   
   2.8       20501      100000      404       59932        16       36956   
   2.9       20626      100000      358       58935        15       38532   
   3.0       20597      100000      333       59168        15       40552   
   3.1       20913      100000      322       59273        13       40931   
   3.2       20624      100000      278       59638        15       44670   
   3.3       20526      100000      280       60843        15       46681   
   3.4       20877      100000      243       60353        14       48674   
   3.5       20664      100000      229       61005        14       50446   
   3.6       20836      100000      210       60842        13       50820   
   3.7       20525      100000      185       61981        14       53989   
   3.8       20493      100000      163       62446        13       54684   
   3.9       20302      100000      142       62690        13       56011   
   4.0       20147      100000      138       64289        13       57278   
   4.1       20015      100000      123       64740        13       58741   
   4.2       19778      100000      106       65214        12       60332   
   4.3       19569      100000       86       66135        13       61738   
   4.4       19362      100000       83       66650        13       62751   
   4.5       19039      100000       89       67354        13       63777   
   4.6       19187      100000       82       67776        13       64370   
   4.7       19148      100000       73       67876        12       65149   
   4.8       19083      100000       68       68196        12       65773   
   4.9       18958      100000       53       68321        12       66448   
   5.0       19024      100000       50       68609        12       66990   
   5.1       18936      100000       46       68735        13       67333   
   5.2       18781      100000       44       69461        12       68172   
   5.3       18821      100000       35       69219        12       68322   
   5.4       18831      100000       36       69607        11       68853   
