 Timestep   N_clusts  all_parts  thr_clusts thr_parts 
   0.0       83163      100000       0          0     
   0.1       60072      100000       28        746    
   0.2       58022      100000       88        2352   
   0.3       56910      100000      125        3488   
   0.4       56361      100000      127        3706   
   0.5       55631      100000      152        4634   
   0.6       55382      100000      184        5659   
   0.7       55446      100000      170        5513   
   0.8       55369      100000      197        6210   
   0.9       54884      100000      185        5855   
   1.0       54793      100000      206        6722   
   1.1       54863      100000      202        6820   
   1.2       54723      100000      219        6920   
   1.3       54367      100000      213        7132   
   1.4       54583      100000      220        7179   
   1.5       54506      100000      202        6792   
   1.6       54489      100000      199        7033   
   1.7       54192      100000      207        6930   
   1.8       54526      100000      224        7414   
   1.9       54423      100000      212        7090   
   2.0       54609      100000      225        7557   
   2.1       54193      100000      235        7952   
   2.2       54449      100000      202        7175   
   2.3       54479      100000      220        7835   
   2.4       54361      100000      229        8290   
   2.5       54240      100000      232        7980   
   2.6       53961      100000      220        8032   
   2.7       54177      100000      224        8077   
   2.8       54289      100000      247        8176   
   2.9       54003      100000      236        7857   
   3.0       54201      100000      224        7508   
   3.1       54227      100000      230        7513   
   3.2       53975      100000      230        7748   
   3.3       53999      100000      226        7698   
   3.4       54300      100000      238        7968   
   3.5       54496      100000      222        7666   
   3.6       54141      100000      236        7881   
   3.7       54425      100000      230        7627   
   3.8       54209      100000      232        7887   
   3.9       54452      100000      234        7977   
   4.0       54417      100000      207        7358   
   4.1       54538      100000      223        7611   
   4.2       54300      100000      217        7545   
   4.3       54467      100000      230        7604   
   4.4       54301      100000      229        7919   
   4.5       54046      100000      206        7171   
   4.6       53909      100000      212        7438   
   4.7       53905      100000      237        8164   
   4.8       54215      100000      213        7541   
   4.9       53962      100000      230        7901   
   5.0       53939      100000      226        7875   
   5.1       54437      100000      222        7627   
   5.2       53880      100000      223        7768   
   5.3       54127      100000      238        8123   
   5.4       53945      100000      224        7706   
   5.5       54132      100000      228        7553   
   5.6       54075      100000      212        7447   
   5.7       54143      100000      224        7687   
   5.8       54573      100000      220        7345   
   5.9       54570      100000      220        7343   
   6.0       54328      100000      221        7240   
   6.1       54287      100000      199        6538   
   6.2       54428      100000      232        7598   
