 Timestep   N_clusts  all_parts  thr_clusts thr_parts 
   0.0       90953      100000       0          0     
   0.1       84751      100000       0          0     
   0.2       84141      100000       0          0     
   0.3       83531      100000       0          0     
   0.4       83311      100000       0          0     
   0.5       83296      100000       0          0     
   0.6       82866      100000       0          0     
   0.7       82870      100000       0          0     
   0.8       82905      100000       0          0     
   0.9       83114      100000       0          0     
   1.0       82849      100000       0          0     
   1.1       82917      100000       0          0     
   1.2       82843      100000       0          0     
   1.3       82784      100000       0          0     
   1.4       82902      100000       0          0     
   1.5       82622      100000       0          0     
   1.6       82964      100000       0          0     
   1.7       82946      100000       0          0     
   1.8       82976      100000       0          0     
   1.9       83091      100000       0          0     
   2.0       82793      100000       0          0     
   2.1       82586      100000       0          0     
   2.2       82574      100000       0          0     
   2.3       82721      100000       0          0     
   2.4       82744      100000       0          0     
   2.5       82790      100000       0          0     
   2.6       82575      100000       0          0     
   2.7       82618      100000       0          0     
   2.8       82725      100000       0          0     
   2.9       82589      100000       0          0     
   3.0       82622      100000       0          0     
   3.1       82552      100000       0          0     
   3.2       82477      100000       0          0     
   3.3       82508      100000       0          0     
   3.4       82593      100000       0          0     
   3.5       82580      100000       0          0     
   3.6       82588      100000       0          0     
   3.7       82567      100000       0          0     
   3.8       82691      100000       0          0     
   3.9       82501      100000       0          0     
   4.0       82657      100000       0          0     
   4.1       82962      100000       0          0     
   4.2       82739      100000       0          0     
   4.3       82609      100000       0          0     
   4.4       82725      100000       0          0     
   4.5       82686      100000       0          0     
   4.6       82548      100000       0          0     
   4.7       82767      100000       0          0     
   4.8       82708      100000       0          0     
   4.9       82814      100000       0          0     
   5.0       82621      100000       0          0     
   5.1       82841      100000       0          0     
   5.2       82549      100000       0          0     
   5.3       82826      100000       0          0     
   5.4       82448      100000       0          0     
   5.5       82642      100000       0          0     
   5.6       82680      100000       0          0     
   5.7       82690      100000       0          0     
   5.8       82494      100000       0          0     
   5.9       82637      100000       0          0     
   6.0       82710      100000       0          0     
   6.1       82542      100000       0          0     
   6.2       82709      100000       0          0     
   6.3       82758      100000       0          0     
   6.4       82625      100000       0          0     
   6.5       82440      100000       0          0     
   6.6       82611      100000       0          0     
   6.7       82763      100000       0          0     
   6.8       83070      100000       0          0     
   6.9       82543      100000       0          0     
   7.0       82771      100000       0          0     
   7.1       82677      100000       0          0     
   7.2       82582      100000       0          0     
   7.3       82677      100000       0          0     
   7.4       82511      100000       0          0     
   7.5       82488      100000       0          0     
   7.6       82653      100000       0          0     
   7.7       82583      100000       0          0     
   7.8       82616      100000       0          0     
   7.9       82624      100000       0          0     
   8.0       82762      100000       0          0     
   8.1       82590      100000       0          0     
   8.2       82502      100000       0          0     
   8.3       82710      100000       0          0     
   8.4       82573      100000       0          0     
   8.5       82644      100000       0          0     
   8.6       82810      100000       0          0     
   8.7       82518      100000       0          0     
   8.8       82665      100000       0          0     
   8.9       82829      100000       0          0     
   9.0       82588      100000       0          0     
   9.1       82592      100000       0          0     
   9.2       82818      100000       0          0     
   9.3       82576      100000       0          0     
   9.4       82793      100000       0          0     
   9.5       82840      100000       0          0     
   9.6       82679      100000       0          0     
   9.7       82726      100000       0          0     
   9.8       82711      100000       0          0     
   9.9       82611      100000       0          0     
   10.0      82469      100000       0          0     
   10.1      82699      100000       0          0     
   10.2      82721      100000       0          0     
   10.3      82621      100000       0          0     
   10.4      82594      100000       0          0     
   10.5      82518      100000       0          0     
   10.6      82459      100000       0          0     
   10.7      82494      100000       0          0     
   10.8      82567      100000       0          0     
   10.9      82695      100000       0          0     
   11.0      82767      100000       0          0     
   11.1      82367      100000       0          0     
   11.2      82481      100000       0          0     
   11.3      82543      100000       0          0     
   11.4      82532      100000       0          0     
   11.5      82836      100000       0          0     
   11.6      82566      100000       0          0     
   11.7      82704      100000       0          0     
   11.8      82866      100000       0          0     
   11.9      82865      100000       0          0     
   12.0      82717      100000       0          0     
   12.1      82715      100000       0          0     
   12.2      82608      100000       0          0     
   12.3      82522      100000       1          22    
   12.4      82712      100000       0          0     
   12.5      82663      100000       0          0     
   12.6      82493      100000       0          0     
   12.7      82656      100000       0          0     
   12.8      82470      100000       0          0     
   12.9      82880      100000       1          21    
   13.0      82651      100000       0          0     
   13.1      82565      100000       0          0     
   13.2      82718      100000       0          0     
   13.3      82479      100000       0          0     
   13.4      82651      100000       0          0     
   13.5      82518      100000       0          0     
   13.6      82583      100000       0          0     
   13.7      82507      100000       0          0     
   13.8      82864      100000       0          0     
   13.9      82581      100000       0          0     
   14.0      82467      100000       0          0     
   14.1      82618      100000       0          0     
   14.2      82527      100000       0          0     
   14.3      82760      100000       0          0     
   14.4      82536      100000       0          0     
   14.5      82570      100000       0          0     
   14.6      82506      100000       0          0     
   14.7      82688      100000       0          0     
   14.8      82710      100000       0          0     
   14.9      82828      100000       0          0     
   15.0      82785      100000       0          0     
   15.1      82605      100000       0          0     
   15.2      82617      100000       0          0     
   15.3      82444      100000       0          0     
   15.4      82561      100000       0          0     
   15.5      82541      100000       0          0     
   15.6      82793      100000       0          0     
   15.7      82623      100000       0          0     
   15.8      82558      100000       0          0     
   15.9      82634      100000       1          22    
   16.0      82697      100000       0          0     
   16.1      82831      100000       0          0     
   16.2      82661      100000       0          0     
   16.3      82580      100000       0          0     
   16.4      82716      100000       0          0     
   16.5      82583      100000       0          0     
   16.6      82644      100000       0          0     
   16.7      82635      100000       0          0     
   16.8      82642      100000       0          0     
   16.9      82769      100000       0          0     
   17.0      82591      100000       0          0     
   17.1      82840      100000       0          0     
   17.2      82641      100000       0          0     
   17.3      82632      100000       0          0     
   17.4      82589      100000       0          0     
