 Timestep   N_clusts  all_parts  thr_clusts thr_parts  thr_c1000  thr_p1000 
   0.0       83163      100000       0          0          0          0     
   0.1       12532      100000      482       73629        6        16352   
   0.2       12667      100000      473       72720        14       20387   
   0.3       13062      100000      485       72160        9        15436   
   0.4       12848      100000      485       72367        19       31431   
   0.5       13078      100000      488       72011        15       24121   
   0.6       13302      100000      505       71042        14       26184   
   0.7       13692      100000      483       70203        12       28003   
   0.8       14220      100000      489       68667        11       24624   
   0.9       14635      100000      550       68240        10       28189   
   1.0       15546      100000      482       65594        9        34459   
   1.1       16280      100000      443       63667        10       39337   
   1.2       17047      100000      372       62281        8        43834   
   1.3       17326      100000      255       62988        8        51247   
   1.4       17132      100000      195       64856        7        56655   
   1.5       17134      100000      139       67094        7        61252   
   1.6       16747      100000       69       68537        7        66140   
   1.7       16267      100000       32       71100        7        70100   
   1.8       15484      100000       20       74145        5        73752   
   1.9       14842      100000       11       76062        4        75882   
   2.0       14435      100000       6        78030        4        77976   
   2.1       13691      100000       5        80102        4        80080   
   2.2       13246      100000       6        81169        5        81148   
   2.3       12656      100000       6        82299        5        82278   
   2.4       12376      100000       4        82871        4        82871   
   2.5       12346      100000       6        82961        4        82865   
   2.6       12382      100000       4        82885        4        82885   
   2.7       12274      100000       4        82972        4        82972   
   2.8       12496      100000       4        82737        4        82737   
   2.9       12645      100000       6        82235        4        81485   
   3.0       12963      100000       5        81585        4        81560   
   3.1       13028      100000       5        81352        4        81331   
   3.2       12893      100000       6        81665        4        81558   
   3.3       12609      100000       6        82247        4        82154   
   3.4       12364      100000       5        82875        4        82853   
   3.5       12143      100000       3        83422        2        82938   
   3.6       11932      100000       2        83890        2        83890   
   3.7       11473      100000       2        84920        2        84920   
   3.8       11324      100000       2        85082        2        85082   
   3.9       11180      100000       2        85306        2        85306   
   4.0       10944      100000       2        85494        2        85494   
   4.1       11090      100000       2        85345        2        85345   
   4.2       11223      100000       2        84980        2        84980   
   4.3       11519      100000       3        84727        3        84727   
   4.4       11334      100000       3        84833        3        84833   
   4.5       11319      100000       4        85016        3        84990   
   4.6       11322      100000       2        85016        2        85016   
   4.7       11213      100000       2        85250        2        85250   
   4.8       11052      100000       2        85412        2        85412   
   4.9       11055      100000       2        85201        1        84352   
   5.0       11261      100000       2        84845        1        84821   
   5.1       11283      100000       1        85097        1        85097   
   5.2       11040      100000       1        85326        1        85326   
   5.3       11157      100000       1        85389        1        85389   
   5.4       10873      100000       1        85809        1        85809   
   5.5       10631      100000       1        86403        1        86403   
   5.6       10326      100000       1        86792        1        86792   
   5.7       10337      100000       1        86905        1        86905   
   5.8       10254      100000       1        86845        1        86845   
   5.9       10165      100000       1        86987        1        86987   
   6.0       10103      100000       1        87235        1        87235   
   6.1       10000      100000       1        87316        1        87316   
   6.2       10145      100000       1        87238        1        87238   
   6.3        9895      100000       1        87416        1        87416   
   6.4        9850      100000       1        87531        1        87531   
   6.5        9811      100000       1        87531        1        87531   
   6.6        9991      100000       1        87459        1        87459   
   6.7        9958      100000       1        87370        1        87370   
   6.8       10108      100000       1        87204        1        87204   
   6.9       10085      100000       1        87002        1        87002   
   7.0       10271      100000       1        86800        1        86800   
   7.1       10511      100000       1        86434        1        86434   
   7.2       10654      100000       1        86316        1        86316   
   7.3       10458      100000       1        86579        1        86579   
   7.4       10361      100000       1        86780        1        86780   
   7.5       10072      100000       1        87130        1        87130   
   7.6        9936      100000       1        87478        1        87478   
