 Timestep      c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       92378      100000       9          46         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0     
   0.1       22504      100000      3227      72120       1651      61943       319       35529       135       22649        0          0          0          0          0          0          0          0          0          0     
   0.2       22256      100000      3137      72404       1568      62351       332       36985       130       23368        1         721         0          0          0          0          0          0          0          0     
   0.3       22582      100000      3200      71842       1579      61355       314       35487       125       22465        2         1044        0          0          0          0          0          0          0          0     
   0.4       22434      100000      3122      72076       1616      62455       326       36460       117       21907        1         643         0          0          0          0          0          0          0          0     
   0.5       22488      100000      3226      72205       1636      61984       320       35876       121       21799        2         1116        0          0          0          0          0          0          0          0     
   0.6       22818      100000      3199      71820       1598      61546       317       35644       123       22515        2         1170        0          0          0          0          0          0          0          0     
   0.7       22695      100000      3233      71980       1580      61284       304       35500       121       23126        3         1711        0          0          0          0          0          0          0          0     
   0.8       22228      100000      3152      72479       1626      62604       336       36553       123       22088        3         1822        0          0          0          0          0          0          0          0     
   0.9       22567      100000      3181      72003       1641      62026       309       35235       121       22172        1         778         0          0          0          0          0          0          0          0     
   1.0       22467      100000      3248      72147       1636      61859       290       35103       129       23993        3         1749        0          0          0          0          0          0          0          0     
   1.1       22540      100000      3197      72015       1627      61923       304       35322       116       21936        4         3304        1         1232        0          0          0          0          0          0     
   1.2       22492      100000      3209      72131       1598      61781       305       36214       120       23764        5         3496        1         1124        0          0          0          0          0          0     
   1.3       22544      100000      3181      72183       1620      62145       315       36042       117       22335        4         2896        1         1146        0          0          0          0          0          0     
   1.4       22296      100000      3151      72395       1640      62704       328       35969       116       21262        3         2310        0          0          0          0          0          0          0          0     
   1.5       22390      100000      3193      72304       1622      62270       315       36344       126       23341        1         578         0          0          0          0          0          0          0          0     
   1.6       22616      100000      3276      72189       1661      61765       295       34130       117       22081        3         2072        0          0          0          0          0          0          0          0     
   1.7       22572      100000      3118      71858       1596      62153       311       36249       135       24306        1         747         0          0          0          0          0          0          0          0     
