 Timestep   N_clusts  all_parts  thr_clusts thr_parts 
   0.0       87752      100000       0          0     
   0.1       16412      100000      674       63663   
   0.2       16679      100000      706       63036   
   0.3       16500      100000      691       64053   
   0.4       16610      100000      692       63346   
   0.5       16307      100000      666       64687   
   0.6       16609      100000      700       63578   
   0.7       16587      100000      710       63245   
   0.8       16667      100000      686       62854   
   0.9       16655      100000      669       63107   
   1.0       16640      100000      674       63000   
   1.1       16689      100000      662       63053   
   1.2       16769      100000      676       63095   
   1.3       16910      100000      708       62776   
   1.4       16897      100000      693       62707   
   1.5       17144      100000      682       61799   
   1.6       17118      100000      671       61808   
   1.7       17507      100000      644       60575   
   1.8       17601      100000      661       60570   
   1.9       17980      100000      651       59589   
   2.0       18200      100000      594       58748   
   2.1       18586      100000      623       57710   
   2.2       19037      100000      628       57409   
   2.3       19621      100000      574       55526   
   2.4       19925      100000      518       54931   
   2.5       20429      100000      479       53955   
   2.6       20827      100000      457       54514   
   2.7       21135      100000      367       53595   
   2.8       21306      100000      271       53611   
   2.9       21387      100000      192       54795   
   3.0       21470      100000      127       56480   
   3.1       21002      100000       75       59116   
   3.2       20407      100000       35       62223   
   3.3       19939      100000       13       65473   
   3.4       18709      100000       4        69052   
   3.5       17870      100000       3        72253   
   3.6       16797      100000       2        75118   
   3.7       15552      100000       2        77837   
   3.8       14612      100000       2        80153   
   3.9       13461      100000       2        82186   
   4.0       12448      100000       2        83919   
   4.1       11757      100000       2        85138   
   4.2       11242      100000       2        86071   
   4.3       10732      100000       2        86792   
   4.4       10220      100000       2        87547   
   4.5        9983      100000       2        87744   
   4.6       10167      100000       2        87496   
   4.7       10285      100000       2        87204   
   4.8       10573      100000       2        86825   
   4.9       11152      100000       2        86085   
   5.0       11366      100000       3        85654   
   5.1       11616      100000       2        85443   
   5.2       11644      100000       2        85265   
   5.3       11650      100000       2        85113   
   5.4       11718      100000       2        85066   
   5.5       11785      100000       2        85048   
   5.6       11725      100000       2        85052   
   5.7       11900      100000       2        84824   
   5.8       11797      100000       2        84818   
   5.9       11888      100000       2        84745   
   6.0       11721      100000       2        85024   
   6.1       11546      100000       2        85523   
   6.2       11194      100000       2        85957   
   6.3       11301      100000       2        85950   
   6.4       11224      100000       3        85943   
   6.5       11315      100000       2        85699   
   6.6       11379      100000       2        85656   
   6.7       11612      100000       2        85254   
   6.8       11742      100000       2        85095   
   6.9       11700      100000       2        85195   
   7.0       11736      100000       2        85010   
   7.1       11899      100000       2        84797   
   7.2       11802      100000       2        84764   
   7.3       11984      100000       2        84675   
   7.4       11833      100000       2        84982   
   7.5       11514      100000       2        85296   
   7.6       11490      100000       2        85603   
   7.7       11444      100000       2        85593   
   7.8       11606      100000       2        85334   
   7.9       11562      100000       2        85240   
   8.0       11735      100000       2        84829   
   8.1       12110      100000       2        84407   
   8.2       12184      100000       2        84278   
   8.3       12261      100000       2        84345   
   8.4       12092      100000       2        84499   
   8.5       12272      100000       2        84360   
   8.6       12130      100000       2        84406   
   8.7       12126      100000       2        84494   
   8.8       12037      100000       2        84634   
   8.9       11828      100000       2        84840   
   9.0       11709      100000       2        84959   
   9.1       11729      100000       2        84910   
   9.2       11644      100000       2        85261   
   9.3       11501      100000       2        85340   
   9.4       11432      100000       2        85567   
   9.5       11476      100000       2        85678   
   9.6       11300      100000       2        85745   
   9.7       11346      100000       2        85804   
   9.8       11369      100000       2        85810   
   9.9       11190      100000       2        86004   
   10.0      10974      100000       2        86324   
   10.1      10915      100000       2        86357   
   10.2      11121      100000       2        86105   
   10.3      11155      100000       2        85857   
   10.4      11573      100000       2        85520   
   10.5      11448      100000       2        85458   
   10.6      11562      100000       2        85416   
   10.7      11503      100000       2        85462   
   10.8      11458      100000       2        85454   
   10.9      11411      100000       2        85513   
   11.0      11202      100000       2        85901   
   11.1      11289      100000       2        85763   
   11.2      11213      100000       2        85811   
   11.3      11324      100000       3        85622   
   11.4      11583      100000       2        85343   
   11.5      11848      100000       2        84919   
   11.6      11926      100000       2        84949   
   11.7      11650      100000       2        85112   
