 Timestep   N_clusts  all_parts  thr_clusts thr_parts  thr_c1000  thr_p1000 
   0.0       93103      100000       0          0          0          0     
   0.1       30936      100000      798       34855        0          0     
   0.2       30786      100000      742       35033        0          0     
   0.3       30629      100000      728       35586        0          0     
   0.4       30599      100000      740       37135        0          0     
   0.5       30525      100000      723       36817        0          0     
   0.6       30642      100000      726       36497        0          0     
   0.7       30266      100000      737       37149        0          0     
   0.8       30348      100000      710       37816        0          0     
   0.9       30702      100000      726       36330        0          0     
   1.0       30542      100000      721       36234        0          0     
   1.1       30492      100000      708       36091        0          0     
   1.2       30642      100000      708       36793        0          0     
   1.3       30805      100000      688       36621        0          0     
   1.4       30484      100000      676       36815        0          0     
   1.5       30665      100000      720       36896        0          0     
   1.6       30546      100000      699       36764        0          0     
   1.7       30703      100000      699       36299        0          0     
   1.8       30417      100000      740       37688        0          0     
   1.9       30521      100000      732       37388        0          0     
   2.0       30440      100000      729       37127        0          0     
   2.1       30699      100000      716       36380        0          0     
   2.2       30572      100000      734       37461        0          0     
   2.3       30386      100000      737       37080        0          0     
   2.4       30170      100000      735       38168        0          0     
   2.5       30849      100000      691       35489        0          0     
   2.6       30741      100000      742       37076        0          0     
   2.7       30539      100000      725       37322        0          0     
   2.8       30729      100000      696       35768        0          0     
   2.9       30801      100000      710       35982        0          0     
   3.0       30155      100000      729       37279        0          0     
   3.1       30353      100000      735       37370        0          0     
   3.2       30649      100000      713       36131        0          0     
   3.3       30554      100000      742       36629        0          0     
   3.4       30513      100000      714       36127        0          0     
   3.5       30688      100000      734       35855        0          0     
   3.6       30609      100000      717       35971        0          0     
   3.7       30813      100000      741       37169        0          0     
   3.8       30018      100000      708       37561        0          0     
   3.9       30695      100000      739       36095        0          0     
   4.0       30666      100000      717       37100        0          0     
   4.1       30721      100000      694       36262        0          0     
   4.2       30597      100000      705       37236        0          0     
   4.3       30332      100000      725       37642        0          0     
   4.4       30520      100000      714       37720        0          0     
   4.5       30285      100000      708       37418        0          0     
   4.6       30598      100000      726       37133        0          0     
   4.7       30503      100000      712       37557        0          0     
   4.8       30327      100000      713       37496        0          0     
   4.9       30829      100000      710       35631        0          0     
   5.0       30521      100000      726       37400        0          0     
   5.1       30475      100000      731       37499        0          0     
   5.2       30547      100000      729       37317        1         1076   
   5.3       30284      100000      724       37466        0          0     
   5.4       30769      100000      719       37058        0          0     
   5.5       30664      100000      738       36499        0          0     
   5.6       30925      100000      698       35630        0          0     
   5.7       30544      100000      721       36646        0          0     
   5.8       30512      100000      721       37212        0          0     
   5.9       30352      100000      701       36758        0          0     
   6.0       30220      100000      749       37325        0          0     
   6.1       30737      100000      714       36953        0          0     
   6.2       30645      100000      732       36861        0          0     
   6.3       30579      100000      745       36734        0          0     
   6.4       30628      100000      753       36850        0          0     
   6.5       30412      100000      709       36782        0          0     
   6.6       30586      100000      705       36494        0          0     
   6.7       30696      100000      710       36999        0          0     
   6.8       30318      100000      721       37649        0          0     
   6.9       30742      100000      700       35657        0          0     
   7.0       30741      100000      731       36441        0          0     
   7.1       30463      100000      757       37417        0          0     
   7.2       30606      100000      727       37266        0          0     
   7.3       30552      100000      751       37063        0          0     
   7.4       30427      100000      743       37391        0          0     
   7.5       30333      100000      724       37670        0          0     
   7.6       30522      100000      714       37295        0          0     
   7.7       30784      100000      711       36352        0          0     
   7.8       30445      100000      747       36653        0          0     
   7.9       30666      100000      711       36266        0          0     
   8.0       30680      100000      709       35986        0          0     
   8.1       30267      100000      730       37923        0          0     
   8.2       30635      100000      672       36814        0          0     
   8.3       30558      100000      719       36966        0          0     
   8.4       30680      100000      700       36389        0          0     
   8.5       30525      100000      722       36720        0          0     
   8.6       30797      100000      698       36537        0          0     
   8.7       30810      100000      752       36892        0          0     
   8.8       30673      100000      706       36613        0          0     
   8.9       30539      100000      699       37106        0          0     
   9.0       30392      100000      716       36959        0          0     
   9.1       30333      100000      743       37471        0          0     
   9.2       30496      100000      710       37135        0          0     
   9.3       30358      100000      742       37709        0          0     
   9.4       30785      100000      698       35975        0          0     
   9.5       30779      100000      735       37163        0          0     
   9.6       30701      100000      697       36578        0          0     
   9.7       30838      100000      701       36650        0          0     
   9.8       30402      100000      689       36776        0          0     
   9.9       30846      100000      697       36304        1         1221   
   10.0      30604      100000      718       36813        1         1123   
   10.1      30734      100000      712       35883        1         1132   
   10.2      30559      100000      718       37215        1         1165   
   10.3      30670      100000      674       36504        1         1235   
   10.4      30782      100000      694       36011        1         1241   
   10.5      30870      100000      709       36758        1         1365   
   10.6      30525      100000      681       36723        1         1534   
   10.7      30648      100000      702       37014        1         1544   
   10.8      30822      100000      692       36802        1         1654   
   10.9      30586      100000      699       36933        1         1840   
   11.0      30522      100000      685       36597        1         1895   
   11.1      30451      100000      710       37696        1         2082   
   11.2      30486      100000      694       37267        1         2238   
   11.3      30738      100000      727       36574        1         2363   
   11.4      30943      100000      675       35759        1         2575   
   11.5      30504      100000      655       36402        1         2668   
   11.6      30606      100000      669       37001        1         2888   
   11.7      30696      100000      684       36102        1         3098   
   11.8      30689      100000      718       36852        1         3376   
   11.9      30512      100000      676       36763        1         3627   
   12.0      30668      100000      661       37039        1         3844   
   12.1      30708      100000      666       36622        1         4174   
   12.2      30825      100000      641       36736        1         4471   
   12.3      30548      100000      624       37203        1         4655   
   12.4      31024      100000      637       36709        1         4944   
   12.5      30759      100000      621       36314        1         5206   
   12.6      30928      100000      657       37281        1         5500   
   12.7      30612      100000      626       37626        1         5788   
   12.8      30818      100000      618       36785        1         6080   
   12.9      30736      100000      633       36791        1         6342   
   13.0      30786      100000      601       37066        1         6644   
   13.1      30825      100000      626       36476        1         6936   
   13.2      30823      100000      638       37133        1         7259   
   13.3      30802      100000      583       37425        1         7587   
   13.4      30654      100000      611       37816        1         7806   
   13.5      30793      100000      599       37116        1         8123   
   13.6      30561      100000      609       37253        1         8373   
   13.7      30870      100000      575       36847        1         8707   
   13.8      30785      100000      581       36826        1         8980   
   13.9      30650      100000      608       37185        1         9316   
   14.0      30560      100000      597       37794        1         9701   
   14.1      30528      100000      597       37729        1        10066   
   14.2      31041      100000      570       36709        1        10371   
   14.3      31033      100000      580       37113        1        10757   
   14.4      31182      100000      558       36370        1        11176   
   14.5      30979      100000      570       37720        1        11571   
   14.6      30682      100000      565       37617        1        11853   
   14.7      30812      100000      556       37941        1        12240   
   14.8      30931      100000      533       37255        1        12613   
   14.9      30795      100000      573       38186        1        12991   
   15.0      30810      100000      530       37329        1        13381   
   15.1      30636      100000      538       38090        1        13839   
