 Timestep   N_clusts  all_parts  thr_clusts thr_parts 
   0.0       87752      100000       0          0     
   0.1       17173      100000      675       65366   
   0.2       17373      100000      639       64301   
   0.3       17341      100000      627       64597   
   0.4       17315      100000      592       64094   
   0.5       17445      100000      617       63695   
   0.6       17480      100000      598       64179   
   0.7       17531      100000      588       63626   
   0.8       17405      100000      592       64592   
   0.9       17615      100000      548       62985   
   1.0       17768      100000      571       63088   
   1.1       17725      100000      571       63485   
   1.2       17585      100000      607       63302   
   1.3       17904      100000      524       62817   
   1.4       18162      100000      561       62163   
   1.5       18371      100000      571       61902   
   1.6       18571      100000      566       60860   
   1.7       18686      100000      539       60990   
   1.8       18935      100000      529       60179   
   1.9       19132      100000      500       59788   
   2.0       19617      100000      497       58849   
   2.1       19533      100000      469       58603   
   2.2       19918      100000      440       58684   
   2.3       20071      100000      411       58136   
   2.4       20257      100000      371       58320   
   2.5       20637      100000      322       57426   
   2.6       20709      100000      250       58697   
   2.7       20694      100000      201       58809   
   2.8       20796      100000      150       59648   
   2.9       20437      100000      117       61249   
   3.0       20190      100000       93       63257   
   3.1       19942      100000       47       64788   
   3.2       19309      100000       40       66911   
   3.3       18668      100000       24       68969   
   3.4       18150      100000       20       70654   
   3.5       17621      100000       12       72305   
   3.6       17293      100000       11       73850   
   3.7       16661      100000       11       75278   
   3.8       16400      100000       10       76059   
   3.9       15864      100000       9        77234   
   4.0       15566      100000       10       78109   
   4.1       15196      100000       9        78660   
   4.2       14902      100000       10       79026   
   4.3       14886      100000       9        79126   
   4.4       14763      100000       9        79504   
   4.5       14814      100000       10       79308   
   4.6       15032      100000       9        79023   
   4.7       15050      100000       10       78629   
   4.8       15311      100000       10       78026   
   4.9       15400      100000       9        77876   
   5.0       15380      100000       7        78059   
   5.1       15369      100000       6        78156   
   5.2       15267      100000       6        78169   
   5.3       15205      100000       6        78577   
   5.4       15131      100000       6        78659   
   5.5       15179      100000       6        78593   
   5.6       15041      100000       6        79125   
   5.7       14726      100000       6        79618   
   5.8       14685      100000       6        79635   
   5.9       14787      100000       8        79492   
   6.0       14892      100000       6        79130   
   6.1       15075      100000       7        78888   
   6.2       15082      100000       6        78859   
   6.3       14994      100000       6        78862   
   6.4       15005      100000       6        78721   
   6.5       15121      100000       6        78737   
   6.6       15276      100000       6        78466   
   6.7       15401      100000       8        78181   
   6.8       15364      100000       6        78233   
   6.9       15354      100000       7        78055   
   7.0       15373      100000       6        78016   
   7.1       15556      100000       8        78118   
   7.2       15371      100000       6        77954   
   7.3       15608      100000       6        77902   
   7.4       15447      100000       8        77856   
   7.5       15477      100000       7        78119   
   7.6       15339      100000       6        78303   
   7.7       15406      100000       8        78239   
   7.8       15379      100000       7        78139   
   7.9       15264      100000       6        78446   
   8.0       15096      100000       5        78838   
   8.1       15104      100000       5        78989   
   8.2       15009      100000       5        79265   
   8.3       14853      100000       5        79453   
   8.4       14791      100000       5        79480   
   8.5       14694      100000       5        79695   
   8.6       14727      100000       6        79733   
   8.7       14646      100000       5        79704   
   8.8       14967      100000       5        79268   
   8.9       15160      100000       5        78935   
   9.0       14962      100000       6        78994   
   9.1       14958      100000       5        79000   
   9.2       14959      100000       5        78818   
   9.3       15136      100000       5        78840   
   9.4       15109      100000       7        78590   
   9.5       15257      100000       6        78329   
   9.6       15363      100000       7        78457   
   9.7       15288      100000       7        78424   
   9.8       15240      100000       10       78252   
   9.9       15383      100000       4        77938   
   10.0      15373      100000       5        77920   
   10.1      15347      100000       5        78089   
   10.2      15379      100000       4        78331   
   10.3      15188      100000       4        78813   
   10.4      14960      100000       4        79010   
   10.5      14939      100000       4        79263   
   10.6      14848      100000       5        79678   
   10.7      14526      100000       4        79887   
   10.8      14608      100000       4        79917   
   10.9      14626      100000       4        79887   
