 Timestep   N_clusts  all_parts  thr_clusts thr_parts 
   0.0       75962      100000       0          0     
   0.1        9415      100000      260       81499   
   0.2        9865      100000      264       79867   
   0.3       10031      100000      274       79010   
   0.4       10533      100000      331       78555   
   0.5       11060      100000      330       76788   
   0.6       11642      100000      347       75055   
   0.7       12333      100000      338       73146   
   0.8       13058      100000      305       71601   
   0.9       13594      100000      285       70404   
   1.0       14107      100000      245       70283   
   1.1       14351      100000      211       70168   
   1.2       14787      100000      148       70385   
   1.3       14665      100000       70       72441   
   1.4       14073      100000       28       75492   
   1.5       13424      100000       18       77666   
   1.6       12854      100000       31       79505   
   1.7       12564      100000       17       80122   
   1.8       12044      100000       15       81407   
   1.9       12010      100000       12       81892   
   2.0       11614      100000       11       82552   
   2.1       11837      100000       9        82187   
   2.2       11852      100000       7        82637   
   2.3       11337      100000       8        83715   
   2.4       10973      100000       5        84552   
   2.5       10535      100000       5        85345   
   2.6       10231      100000       5        85951   
   2.7       10225      100000       4        86086   
   2.8       10177      100000       7        86338   
   2.9       10207      100000       5        86340   
   3.0       10128      100000       5        86277   
   3.1       10126      100000       5        86234   
   3.2        9951      100000       5        86610   
   3.3        9965      100000       5        86586   
   3.4       10402      100000       5        85995   
   3.5       10396      100000       6        85837   
   3.6       10333      100000       5        85907   
   3.7       10366      100000       6        85900   
   3.8       10293      100000       4        86139   
   3.9       10239      100000       4        86095   
   4.0       10011      100000       4        86640   
   4.1        9857      100000       4        86879   
   4.2        9726      100000       4        87143   
   4.3        9856      100000       4        86965   
   4.4        9790      100000       4        86877   
   4.5        9701      100000       4        87125   
   4.6        9866      100000       4        86849   
   4.7        9999      100000       4        86393   
   4.8       10152      100000       4        86385   
   4.9       10080      100000       4        86536   
   5.0        9984      100000       4        86593   
   5.1       10090      100000       4        86347   
   5.2       10117      100000       4        86430   
   5.3       10109      100000       4        86367   
   5.4       10281      100000       4        86147   
   5.5       10406      100000       4        85779   
   5.6       10292      100000       4        85895   
   5.7       10045      100000       5        86437   
   5.8       10031      100000       4        86570   
   5.9       10186      100000       4        86201   
   6.0       10236      100000       5        86101   
   6.1       10201      100000       4        86305   
   6.2       10132      100000       3        86267   
   6.3       10123      100000       4        86504   
   6.4        9926      100000       3        86646   
   6.5        9960      100000       3        86655   
   6.6        9818      100000       3        86957   
   6.7        9719      100000       3        87228   
   6.8        9645      100000       3        87237   
   6.9        9689      100000       3        87280   
   7.0        9747      100000       3        87143   
   7.1        9674      100000       3        87246   
   7.2        9680      100000       3        87412   
   7.3        9674      100000       3        87270   
   7.4        9795      100000       3        87105   
   7.5        9906      100000       3        86875   
   7.6        9866      100000       3        86741   
   7.7        9921      100000       3        86747   
   7.8       10049      100000       3        86590   
   7.9        9947      100000       4        86627   
   8.0       10091      100000       3        86369   
   8.1       10382      100000       3        86071   
   8.2       10218      100000       4        86106   
   8.3       10306      100000       3        85979   
   8.4       10258      100000       3        86218   
   8.5       10104      100000       3        86291   
   8.6       10010      100000       4        86617   
   8.7        9814      100000       4        86879   
   8.8        9681      100000       3        87180   
   8.9        9660      100000       3        87214   
   9.0        9607      100000       3        87440   
   9.1        9663      100000       3        87286   
   9.2        9715      100000       3        86925   
   9.3       10000      100000       2        86568   
   9.4        9846      100000       2        87011   
   9.5        9712      100000       2        87358   
   9.6        9587      100000       2        87646   
   9.7        9372      100000       2        87889   
   9.8        9220      100000       2        88044   
   9.9        9084      100000       2        88308   
   10.0       9177      100000       2        88238   
   10.1       9265      100000       2        88120   
   10.2       9411      100000       2        87824   
   10.3       9323      100000       2        87909   
   10.4       9175      100000       2        88268   
   10.5       9303      100000       2        88123   
   10.6       9222      100000       2        88036   
   10.7       9328      100000       2        88006   
   10.8       9260      100000       2        87870   
   10.9       9262      100000       4        87710   
   11.0       9382      100000       2        87755   
   11.1       9382      100000       2        87748   
   11.2       9733      100000       2        87126   
   11.3       9899      100000       3        86583   
   11.4      10117      100000       2        86445   
   11.5       9881      100000       1        87056   
   11.6       9621      100000       1        87547   
   11.7       9208      100000       1        88083   
   11.8       8964      100000       1        88557   
   11.9       8857      100000       1        88839   
   12.0       8618      100000       1        89119   
   12.1       8452      100000       1        89362   
   12.2       8496      100000       1        89439   
   12.3       8522      100000       1        89314   
   12.4       8500      100000       1        89356   
   12.5       8516      100000       1        89266   
   12.6       8484      100000       1        89281   
   12.7       8401      100000       1        89420   
   12.8       8476      100000       1        89452   
   12.9       8375      100000       1        89566   
   13.0       8404      100000       1        89502   
   13.1       8536      100000       1        89226   
   13.2       8539      100000       1        89260   
   13.3       8608      100000       1        89145   
   13.4       8727      100000       1        88866   
   13.5       8858      100000       1        88752   
   13.6       8802      100000       1        88813   
   13.7       8834      100000       1        88816   
   13.8       8701      100000       1        88998   
   13.9       8858      100000       1        88804   
   14.0       8744      100000       1        88903   
   14.1       8779      100000       1        88918   
   14.2       8761      100000       2        88858   
   14.3       8802      100000       1        88851   
   14.4       8704      100000       1        88902   
   14.5       8760      100000       1        88832   
   14.6       8869      100000       1        88694   
   14.7       9030      100000       1        88569   
   14.8       8946      100000       1        88697   
   14.9       8779      100000       1        88750   
   15.0       8668      100000       1        89059   
   15.1       8523      100000       1        89273   
   15.2       8309      100000       1        89629   
   15.3       8475      100000       1        89531   
   15.4       8311      100000       1        89633   
   15.5       8236      100000       1        89722   
   15.6       8058      100000       1        89996   
   15.7       8015      100000       1        90193   
   15.8       7797      100000       1        90273   
   15.9       8005      100000       1        90193   
   16.0       8068      100000       1        90076   
   16.1       8074      100000       1        90005   
   16.2       8163      100000       1        89867   
   16.3       8306      100000       1        89760   
   16.4       8174      100000       1        89720   
   16.5       8152      100000       1        89966   
   16.6       8145      100000       1        89934   
   16.7       8064      100000       1        90109   
   16.8       8119      100000       1        90037   
   16.9       8082      100000       1        89888   
   17.0       8195      100000       1        89799   
   17.1       8159      100000       1        89850   
   17.2       8136      100000       1        89915   
   17.3       8077      100000       1        89992   
   17.4       8122      100000       1        89928   
   17.5       8040      100000       1        89994   
   17.6       8136      100000       1        89910   
   17.7       8218      100000       1        89681   
   17.8       8144      100000       1        89912   
   17.9       8104      100000       1        90060   
   18.0       8234      100000       2        89658   
   18.1       8590      100000       1        89284   
   18.2       8512      100000       1        89251   
   18.3       8639      100000       1        89088   
   18.4       8837      100000       1        88925   
   18.5       8816      100000       1        88776   
   18.6       8682      100000       1        88923   
   18.7       8603      100000       2        89172   
   18.8       8490      100000       1        89392   
   18.9       8286      100000       1        89690   
   19.0       8401      100000       1        89572   
