 Timestep   N_clusts  all_parts  thr_clusts thr_parts 
   0.0       90953      100000       0          0     
   0.1       21752      100000      796       52779   
   0.2       22005      100000      794       52006   
   0.3       21983      100000      773       52139   
   0.4       22159      100000      738       51502   
   0.5       21747      100000      761       52200   
   0.6       21976      100000      773       52411   
   0.7       21815      100000      755       52627   
   0.8       21852      100000      753       52007   
   0.9       22076      100000      773       51350   
   1.0       21998      100000      761       52086   
   1.1       22131      100000      784       51631   
   1.2       21902      100000      817       52430   
   1.3       21988      100000      772       52222   
   1.4       22200      100000      785       51661   
   1.5       22050      100000      782       51864   
   1.6       22046      100000      781       51320   
   1.7       21792      100000      780       52682   
   1.8       22067      100000      775       52289   
   1.9       22151      100000      763       51928   
   2.0       22287      100000      781       51659   
   2.1       22317      100000      738       50446   
   2.2       22510      100000      747       51329   
   2.3       22051      100000      729       51821   
   2.4       22568      100000      721       50052   
   2.5       22489      100000      725       50703   
   2.6       22515      100000      720       51157   
   2.7       22392      100000      736       51323   
   2.8       22740      100000      667       50195   
   2.9       22967      100000      717       50666   
   3.0       22930      100000      675       50120   
   3.1       23079      100000      664       49993   
   3.2       22955      100000      665       50067   
   3.3       22928      100000      620       50579   
   3.4       23202      100000      661       50114   
   3.5       23569      100000      578       48882   
   3.6       23258      100000      556       49269   
   3.7       23661      100000      584       49081   
   3.8       23723      100000      550       48324   
   3.9       24275      100000      548       47713   
   4.0       24014      100000      517       47600   
   4.1       24290      100000      481       47498   
   4.2       24372      100000      477       48303   
   4.3       24542      100000      456       47215   
   4.4       24545      100000      438       47685   
   4.5       24497      100000      410       48038   
   4.6       24556      100000      400       48222   
   4.7       24461      100000      354       47951   
   4.8       24683      100000      342       48473   
   4.9       24639      100000      315       48226   
   5.0       24720      100000      279       48492   
   5.1       24817      100000      266       49018   
   5.2       25039      100000      232       49180   
   5.3       24858      100000      200       49900   
   5.4       24816      100000      187       50548   
   5.5       24870      100000      161       51177   
   5.6       24410      100000      136       52134   
   5.7       24755      100000       94       52300   
   5.8       24371      100000       87       53854   
   5.9       24083      100000       74       55006   
   6.0       23913      100000       60       56152   
   6.1       23725      100000       51       57680   
   6.2       23391      100000       29       58488   
   6.3       23104      100000       36       60214   
   6.4       22650      100000       16       61257   
   6.5       22302      100000       14       62794   
   6.6       22016      100000       15       64193   
   6.7       21696      100000       8        65507   
   6.8       21148      100000       3        66692   
   6.9       20583      100000       4        68122   
   7.0       20253      100000       1        69362   
   7.1       19793      100000       2        70605   
   7.2       19242      100000       4        71877   
   7.3       18827      100000       1        73016   
   7.4       18191      100000       1        74092   
   7.5       17757      100000       2        75048   
   7.6       17269      100000       1        75938   
   7.7       16811      100000       1        76889   
   7.8       16607      100000       1        77679   
   7.9       16129      100000       1        78477   
   8.0       15860      100000       1        79098   
   8.1       15425      100000       1        79714   
   8.2       15184      100000       1        80309   
   8.3       14837      100000       1        80720   
   8.4       14671      100000       1        81104   
   8.5       14421      100000       1        81523   
   8.6       14299      100000       1        81874   
   8.7       14100      100000       1        81935   
   8.8       14049      100000       1        81926   
   8.9       14112      100000       1        81959   
   9.0       14204      100000       1        81866   
   9.1       14187      100000       1        81862   
   9.2       14221      100000       1        81863   
   9.3       14142      100000       1        81857   
   9.4       14125      100000       1        81926   
   9.5       13965      100000       1        82050   
   9.6       14046      100000       1        82035   
   9.7       14173      100000       1        81907   
   9.8       14080      100000       1        81841   
   9.9       14156      100000       1        81852   
   10.0      14264      100000       1        81712   
   10.1      14147      100000       1        81816   
   10.2      14328      100000       1        81758   
   10.3      14241      100000       1        81842   
   10.4      14220      100000       1        81928   
   10.5      14146      100000       1        81882   
   10.6      14124      100000       1        81919   
   10.7      14184      100000       1        81942   
   10.8      14255      100000       1        81705   
   10.9      14480      100000       1        81284   
   11.0      14498      100000       1        81194   
   11.1      14534      100000       1        81131   
   11.2      14619      100000       1        80979   
   11.3      14753      100000       1        81030   
   11.4      14738      100000       1        80853   
   11.5      14642      100000       1        80944   
   11.6      14770      100000       1        80903   
   11.7      14704      100000       1        80972   
   11.8      14703      100000       1        80950   
   11.9      14663      100000       1        81052   
   12.0      14722      100000       1        81047   
   12.1      14804      100000       1        80879   
