 Timestep   N_clusts  all_parts  thr_clusts thr_parts 
   0.0       75962      100000       0          0     
   0.1        9459      100000      274       80241   
   0.2        9886      100000      265       79226   
   0.3       10073      100000      312       78772   
   0.4       10529      100000      344       77891   
   0.5       10728      100000      356       76580   
   0.6       11798      100000      382       74216   
   0.7       12596      100000      411       71701   
   0.8       13938      100000      339       69216   
   0.9       14361      100000      235       69086   
   1.0       14829      100000      153       69092   
   1.1       14700      100000       79       70370   
   1.2       14378      100000       42       73431   
   1.3       13547      100000       27       76204   
   1.4       13466      100000       15       77556   
   1.5       12751      100000       26       79215   
   1.6       12800      100000       21       79193   
   1.7       12849      100000       18       79610   
   1.8       12376      100000       9        80998   
   1.9       11788      100000       8        82589   
   2.0       11611      100000       8        83188   
   2.1       11594      100000       7        83027   
   2.2       11539      100000       7        83389   
   2.3       11158      100000       7        83909   
   2.4       11106      100000       6        84121   
   2.5       11045      100000       6        84237   
   2.6       11221      100000       7        83815   
   2.7       11580      100000       6        83245   
   2.8       11766      100000       5        82893   
   2.9       11458      100000       5        83658   
   3.0       10987      100000       5        84710   
   3.1       10540      100000       7        85713   
   3.2       10393      100000       4        85938   
   3.3       10270      100000       4        86094   
   3.4       10244      100000       10       86109   
   3.5       10436      100000       4        85805   
   3.6       10251      100000       5        86151   
   3.7        9906      100000       5        86945   
   3.8        9568      100000       4        87460   
   3.9        9553      100000       3        87479   
   4.0        9470      100000       4        87460   
   4.1        9587      100000       3        87533   
   4.2        9693      100000       2        87161   
   4.3        9685      100000       2        87167   
   4.4        9809      100000       3        86924   
   4.5       10113      100000       6        86354   
   4.6        9955      100000       2        86636   
   4.7        9331      100000       1        87957   
   4.8        8926      100000       1        88711   
   4.9        8659      100000       1        88944   
   5.0        8802      100000       1        88881   
   5.1        8790      100000       1        88795   
   5.2        8905      100000       1        88739   
   5.3        8923      100000       1        88429   
   5.4        9157      100000       1        88200   
   5.5        9081      100000       2        88370   
   5.6        8978      100000       2        88659   
   5.7        8744      100000       1        88991   
   5.8        8570      100000       1        89300   
   5.9        8531      100000       1        89204   
   6.0        8715      100000       1        88953   
   6.1        8863      100000       1        88681   
   6.2        9017      100000       2        88378   
   6.3        8904      100000       1        88622   
   6.4        8801      100000       1        88811   
   6.5        8829      100000       1        88904   
   6.6        8815      100000       1        88793   
   6.7        8834      100000       1        88667   
   6.8        8923      100000       1        88502   
   6.9        9111      100000       2        88300   
   7.0        8990      100000       1        88279   
   7.1        9048      100000       1        88470   
   7.2        9000      100000       1        88459   
   7.3        8958      100000       3        88368   
   7.4        9286      100000       2        87962   
