 Timestep   N_clusts  all_parts  thr_clusts thr_parts  thr_c1000  thr_p1000 
   0.0       75962      100000       0          0          0          0     
   0.1        9473      100000      170       82008        7        64226   
   0.2        9916      100000      202       80362        10       62672   
   0.3       10148      100000      235       80141        17       62021   
   0.4       10290      100000      234       79215        22       60115   
   0.5       10924      100000      286       78310        18       54466   
   0.6       11340      100000      303       76662        16       54342   
   0.7       11853      100000      281       74922        16       55294   
   0.8       12389      100000      293       74083        14       53710   
   0.9       12926      100000      275       73180        18       55512   
   1.0       13349      100000      251       72767        17       58259   
   1.1       13878      100000      198       71519        16       60346   
   1.2       14175      100000      177       71433        15       63788   
   1.3       14147      100000      142       72599        14       67384   
   1.4       14176      100000       91       73261        12       69266   
   1.5       13859      100000       62       74615        11       71292   
   1.6       13848      100000       41       75858        10       74285   
   1.7       13463      100000       27       77735        11       77178   
   1.8       12744      100000       16       79637        11       79493   
   1.9       12246      100000       9        81219        8        81174   
   2.0       11700      100000       9        82567        8        82546   
   2.1       11486      100000       10       83363        7        83063   
   2.2       11298      100000       7        83787        5        82875   
   2.3       11063      100000       8        84074        6        83354   
   2.4       10993      100000       7        84379        6        84022   
   2.5       11057      100000       8        84333        6        84171   
   2.6       11054      100000       7        84183        6        84159   
   2.7       10977      100000       6        84556        6        84556   
   2.8       11074      100000       6        84650        6        84650   
   2.9       10920      100000       5        84584        5        84584   
   3.0       11104      100000       8        84094        6        84049   
   3.1       11285      100000       7        83792        6        83769   
   3.2       11289      100000       6        83670        6        83670   
   3.3       11259      100000       6        84059        5        83204   
   3.4       11254      100000       7        83873        6        83296   
   3.5       11329      100000       10       83792        6        83534   
   3.6       11317      100000       8        83730        6        83686   
   3.7       11155      100000       6        84001        6        84001   
   3.8       11216      100000       7        83994        6        83969   
   3.9       11148      100000       7        84198        6        84177   
   4.0       11019      100000       7        84384        7        84384   
   4.1       10987      100000       7        84772        7        84772   
   4.2       10788      100000       7        85005        7        85005   
   4.3       10753      100000       6        84824        6        84824   
   4.4       10821      100000       6        85007        6        85007   
   4.5       10779      100000       6        85148        6        85148   
   4.6       10707      100000       7        85015        6        84990   
   4.7       10825      100000       6        84979        5        84954   
   4.8       11034      100000       7        84664        6        84641   
   4.9       10856      100000       6        84816        6        84816   
   5.0       10791      100000       6        84835        6        84835   
   5.1       10841      100000       7        84691        7        84691   
   5.2       11053      100000       8        84526        7        84504   
   5.3       11051      100000       6        84542        5        83606   
   5.4       10939      100000       7        84651        6        83921   
   5.5       11012      100000       7        84541        6        84062   
   5.6       11035      100000       7        84337        6        84261   
   5.7       10833      100000       6        84688        6        84688   
   5.8       10755      100000       6        84987        6        84987   
   5.9       10764      100000       7        85286        6        85260   
   6.0       10681      100000       6        85040        6        85040   
   6.1       10921      100000       7        84534        6        84503   
   6.2       10976      100000       7        84492        5        83494   
   6.3       11193      100000       8        84223        5        83469   
   6.4       11030      100000       6        84396        5        83875   
   6.5       11087      100000       6        84394        5        84144   
   6.6       10980      100000       6        84398        5        84371   
   6.7       10981      100000       6        84617        5        84593   
   6.8       10991      100000       5        84655        5        84655   
   6.9       10693      100000       4        84775        4        84775   
   7.0       10839      100000       4        84872        4        84872   
   7.1       10691      100000       3        85049        3        85049   
   7.2       10539      100000       4        85406        4        85406   
   7.3       10595      100000       5        85617        5        85617   
   7.4       10436      100000       6        85842        5        85821   
   7.5       10381      100000       6        85731        5        85709   
   7.6       10341      100000       5        85826        5        85826   
   7.7       10590      100000       5        85541        5        85541   
   7.8       10841      100000       7        84904        5        84858   
   7.9       11055      100000       6        84645        5        84623   
   8.0       11003      100000       5        84699        5        84699   
   8.1       10933      100000       5        84654        5        84654   
   8.2       10945      100000       5        84914        5        84914   
   8.3       10719      100000       6        85106        5        85083   
   8.4       10648      100000       6        85343        5        85313   
   8.5       10687      100000       5        85198        5        85198   
   8.6       10614      100000       5        85370        5        85370   
   8.7       10723      100000       5        85188        5        85188   
   8.8       10782      100000       5        85337        5        85337   
   8.9       10635      100000       6        85419        5        85396   
   9.0       10763      100000       5        85216        5        85216   
   9.1       10717      100000       6        84957        5        84934   
   9.2       10996      100000       5        84785        5        84785   
   9.3       10783      100000       5        85080        5        85080   
   9.4       10755      100000       6        85157        5        85120   
   9.5       10733      100000       5        85081        5        85081   
   9.6       10873      100000       5        85070        5        85070   
   9.7       10763      100000       5        85073        5        85073   
   9.8       10763      100000       5        85109        5        85109   
   9.9       10812      100000       6        85286        5        85263   
   10.0      10542      100000       5        85320        5        85320   
   10.1      10751      100000       5        85139        5        85139   
   10.2      10979      100000       5        84870        5        84870   
   10.3      10951      100000       5        84968        5        84968   
   10.4      10739      100000       5        85237        5        85237   
   10.5      10757      100000       4        85471        4        85471   
   10.6      10561      100000       6        85640        5        85619   
   10.7      10440      100000       5        85798        5        85798   
   10.8      10406      100000       5        85755        5        85755   
   10.9      10569      100000       5        85753        5        85753   
   11.0      10544      100000       5        85727        5        85727   
   11.1      10497      100000       4        85669        4        85669   
   11.2      10378      100000       5        85607        5        85607   
   11.3      10377      100000       6        85849        5        85828   
   11.4      10489      100000       5        85409        5        85409   
   11.5      10659      100000       6        85142        5        85121   
   11.6      10874      100000       5        84887        5        84887   
   11.7      10884      100000       5        84661        5        84661   
   11.8      10927      100000       5        84523        4        83630   
   11.9      10994      100000       5        84529        4        83877   
   12.0      10980      100000       4        84521        3        84111   
   12.1      11082      100000       4        84519        3        84454   
   12.2      10871      100000       3        84938        3        84938   
   12.3      10831      100000       3        85224        3        85224   
   12.4      10586      100000       3        85536        3        85536   
   12.5      10411      100000       3        85764        3        85764   
   12.6      10309      100000       3        86043        3        86043   
   12.7      10339      100000       4        86101        4        86101   
   12.8      10291      100000       3        86122        3        86122   
   12.9      10362      100000       6        85993        3        85166   
   13.0      10387      100000       4        85810        3        85469   
   13.1      10306      100000       3        85904        3        85904   
   13.2      10083      100000       3        86349        3        86349   
   13.3       9996      100000       3        86583        3        86583   
   13.4       9974      100000       3        86759        3        86759   
   13.5       9884      100000       3        86938        3        86938   
   13.6       9897      100000       3        86941        3        86941   
   13.7       9944      100000       3        86663        3        86663   
   13.8       9886      100000       3        86883        3        86883   
   13.9       9938      100000       3        86894        3        86894   
   14.0       9876      100000       3        86819        3        86819   
   14.1       9874      100000       3        86841        3        86841   
   14.2       9977      100000       3        86659        3        86659   
   14.3      10015      100000       3        86441        3        86441   
   14.4      10259      100000       3        86223        3        86223   
   14.5      10194      100000       3        86271        3        86271   
   14.6      10230      100000       3        86408        3        86408   
   14.7      10128      100000       3        86481        3        86481   
   14.8       9850      100000       3        86929        3        86929   
   14.9      10000      100000       3        86807        3        86807   
   15.0       9968      100000       4        86644        3        86623   
   15.1       9986      100000       3        86716        3        86716   
   15.2      10103      100000       3        86549        3        86549   
   15.3      10264      100000       3        86152        3        86152   
   15.4      10425      100000       3        85927        3        85927   
   15.5      10394      100000       3        85976        3        85976   
   15.6      10383      100000       3        85843        3        85843   
   15.7      10433      100000       3        85867        3        85867   
   15.8      10383      100000       3        86018        3        86018   
   15.9      10201      100000       3        86351        3        86351   
   16.0      10124      100000       3        86507        3        86507   
   16.1      10006      100000       3        86548        3        86548   
   16.2      10117      100000       3        86581        3        86581   
   16.3      10102      100000       3        86541        3        86541   
   16.4      10052      100000       2        86521        2        86521   
   16.5       9994      100000       3        86760        3        86760   
   16.6      10016      100000       3        86720        3        86720   
   16.7       9986      100000       3        86753        3        86753   
   16.8       9948      100000       2        86817        2        86817   
   16.9       9792      100000       2        87070        2        87070   
   17.0       9777      100000       2        87363        2        87363   
