 Timestep   N_clusts  all_parts  thr_clusts thr_parts 
   0.0       83163      100000       0          0     
   0.1       24183      100000      757       55196   
   0.2       23144      100000      574       58252   
   0.3       22324      100000      508       60565   
   0.4       22053      100000      455       61287   
   0.5       22338      100000      420       60759   
   0.6       22050      100000      395       61321   
   0.7       21889      100000      405       61945   
   0.8       22028      100000      372       61990   
   0.9       21773      100000      373       62610   
   1.0       21972      100000      341       61575   
   1.1       21821      100000      338       61813   
   1.2       21679      100000      329       61622   
   1.3       21743      100000      324       62373   
   1.4       21541      100000      300       62452   
   1.5       21630      100000      309       62227   
   1.6       21848      100000      332       62525   
   1.7       21866      100000      354       62370   
   1.8       21662      100000      323       62373   
   1.9       21540      100000      332       62538   
   2.0       21559      100000      317       62437   
   2.1       21731      100000      331       62016   
   2.2       21951      100000      344       62248   
   2.3       21775      100000      323       62119   
   2.4       21789      100000      312       61208   
   2.5       21503      100000      336       62299   
   2.6       21869      100000      299       62152   
   2.7       21487      100000      303       62163   
   2.8       21724      100000      316       61622   
   2.9       21618      100000      317       62188   
   3.0       21562      100000      301       62717   
   3.1       21761      100000      298       61901   
   3.2       21707      100000      274       61561   
   3.3       21694      100000      292       62328   
   3.4       21691      100000      281       62060   
   3.5       21886      100000      309       61696   
   3.6       21751      100000      295       62044   
   3.7       21848      100000      298       61886   
   3.8       21651      100000      299       62233   
   3.9       21788      100000      292       62321   
   4.0       21783      100000      284       62118   
   4.1       21637      100000      290       61929   
   4.2       22119      100000      274       61064   
   4.3       21520      100000      283       62609   
   4.4       21499      100000      313       62750   
   4.5       21787      100000      272       61980   
   4.6       21725      100000      260       62211   
   4.7       21535      100000      278       62310   
   4.8       21772      100000      309       61723   
   4.9       21790      100000      268       62288   
   5.0       21895      100000      292       61889   
   5.1       21785      100000      297       62013   
   5.2       21489      100000      306       62574   
   5.3       21385      100000      309       62631   
   5.4       21571      100000      314       61901   
   5.5       21888      100000      317       61691   
   5.6       21853      100000      282       61780   
   5.7       21827      100000      293       61693   
   5.8       21971      100000      298       61407   
   5.9       21810      100000      317       61727   
   6.0       21752      100000      280       62283   
   6.1       21696      100000      293       61844   
   6.2       21508      100000      295       63134   
   6.3       21588      100000      293       62349   
   6.4       21675      100000      288       61889   
   6.5       21540      100000      283       62058   
   6.6       21801      100000      257       62062   
   6.7       22074      100000      251       61488   
   6.8       21660      100000      267       61681   
   6.9       21753      100000      282       61431   
   7.0       21709      100000      286       62006   
   7.1       21663      100000      287       62376   
   7.2       21690      100000      285       62226   
   7.3       21935      100000      282       61717   
   7.4       21781      100000      278       61539   
   7.5       21561      100000      306       62615   
   7.6       21795      100000      297       61822   
   7.7       21922      100000      284       61747   
   7.8       21767      100000      293       61806   
   7.9       21922      100000      315       61227   
   8.0       22074      100000      287       60872   
   8.1       21730      100000      289       61999   
   8.2       21876      100000      299       62195   
   8.3       21845      100000      286       62130   
   8.4       21740      100000      292       62179   
   8.5       21944      100000      296       61747   
   8.6       21730      100000      287       62193   
   8.7       21889      100000      301       62290   
   8.8       21914      100000      291       61425   
   8.9       21702      100000      275       61815   
   9.0       21553      100000      295       62165   
   9.1       21622      100000      289       62397   
   9.2       21897      100000      278       61756   
   9.3       21789      100000      278       61749   
