 Timestep   N_clusts  all_parts  thr_clusts thr_parts 
   0.0       64669      100000       3          69    
   0.1        6989      100000      109       86866   
   0.2        7700      100000      138       84244   
   0.3        8272      100000      183       83235   
   0.4        9208      100000      231       81012   
   0.5       10142      100000      238       77831   
   0.6       10967      100000      190       76155   
   0.7       11801      100000      192       75388   
   0.8       11862      100000      147       75893   
   0.9       11986      100000       92       76933   
   1.0       12002      100000       55       77181   
   1.1       11607      100000       43       79277   
   1.2       11407      100000       29       80294   
   1.3       11277      100000       27       81146   
   1.4       10996      100000       14       82389   
   1.5       10490      100000       8        83653   
   1.6       10236      100000       9        84106   
   1.7       10553      100000       18       83668   
   1.8       10618      100000       13       83457   
   1.9       10784      100000       9        83231   
   2.0       10208      100000       8        84610   
   2.1       10094      100000       10       84942   
   2.2       10050      100000       7        85449   
   2.3        9726      100000       7        85747   
   2.4        9683      100000       7        85803   
   2.5        9960      100000       9        85336   
   2.6        9893      100000       6        85501   
   2.7       10159      100000       12       85217   
   2.8       10289      100000       10       84620   
   2.9       10258      100000       9        84777   
   3.0       10179      100000       9        84700   
   3.1       10080      100000       10       85075   
   3.2       10036      100000       11       85259   
   3.3        9996      100000       8        85430   
   3.4        9702      100000       8        85832   
   3.5        9845      100000       10       85865   
   3.6        9935      100000       7        85722   
   3.7        9791      100000       5        85929   
   3.8        9787      100000       5        86021   
   3.9        9694      100000       6        85906   
   4.0        9897      100000       7        85681   
   4.1       10060      100000       8        85364   
   4.2        9789      100000       6        85912   
   4.3        9670      100000       8        86301   
   4.4        9607      100000       7        86158   
   4.5        9829      100000       8        85790   
   4.6        9816      100000       6        85974   
   4.7        9388      100000       4        86616   
   4.8        9291      100000       3        87197   
   4.9        8947      100000       3        87836   
   5.0        8874      100000       3        88000   
   5.1        8624      100000       3        88344   
   5.2        8726      100000       3        88268   
   5.3        8686      100000       4        88440   
   5.4        8590      100000       3        88576   
   5.5        8709      100000       4        88162   
   5.6        8979      100000       4        87792   
   5.7        9155      100000       4        87570   
   5.8        9108      100000       4        87367   
   5.9        9315      100000       5        86966   
   6.0        9202      100000       3        87057   
   6.1        9063      100000       2        87528   
   6.2        8957      100000       2        87887   
   6.3        8758      100000       2        88174   
   6.4        8856      100000       5        88130   
   6.5        8940      100000       1        87798   
   6.6        8724      100000       1        88242   
   6.7        8683      100000       1        88513   
   6.8        8228      100000       1        89061   
   6.9        8170      100000       1        89273   
   7.0        7959      100000       1        89846   
   7.1        7909      100000       1        89837   
   7.2        7908      100000       1        89810   
   7.3        7843      100000       1        89997   
   7.4        7737      100000       1        90156   
   7.5        7630      100000       1        90225   
   7.6        7781      100000       1        90142   
   7.7        7772      100000       1        89998   
   7.8        7909      100000       1        89941   
   7.9        8020      100000       1        89605   
   8.0        7945      100000       1        89755   
   8.1        8070      100000       1        89712   
   8.2        8077      100000       1        89585   
   8.3        8101      100000       1        89481   
   8.4        8124      100000       1        89593   
   8.5        8181      100000       1        89442   
   8.6        8177      100000       1        89488   
   8.7        7843      100000       1        89883   
   8.8        7742      100000       1        90123   
   8.9        7716      100000       1        90257   
   9.0        7594      100000       1        90320   
   9.1        7412      100000       1        90672   
   9.2        7354      100000       1        90703   
   9.3        7369      100000       1        90761   
   9.4        7398      100000       1        90629   
   9.5        7469      100000       1        90518   
   9.6        7458      100000       1        90588   
   9.7        7368      100000       1        90626   
   9.8        7416      100000       1        90736   
   9.9        7279      100000       1        90776   
   10.0       7442      100000       1        90611   
   10.1       7619      100000       1        90260   
   10.2       7648      100000       1        90301   
   10.3       7622      100000       1        90187   
   10.4       7648      100000       1        90154   
   10.5       7727      100000       1        90046   
   10.6       7830      100000       1        89963   
   10.7       7860      100000       1        89910   
   10.8       7842      100000       1        89992   
   10.9       7747      100000       1        90051   
   11.0       7597      100000       1        90406   
   11.1       7629      100000       1        90276   
   11.2       7496      100000       1        90401   
   11.3       7569      100000       1        90372   
   11.4       7382      100000       1        90599   
   11.5       7428      100000       1        90691   
   11.6       7444      100000       1        90664   
   11.7       7414      100000       1        90699   
   11.8       7469      100000       1        90561   
   11.9       7455      100000       1        90515   
   12.0       7622      100000       1        90403   
   12.1       7772      100000       1        90035   
   12.2       7879      100000       1        89975   
   12.3       7749      100000       1        90064   
   12.4       7825      100000       1        90044   
   12.5       7744      100000       1        90040   
   12.6       7860      100000       1        89941   
   12.7       7881      100000       1        90020   
   12.8       7894      100000       1        89975   
   12.9       7893      100000       1        89934   
   13.0       7952      100000       1        89906   
   13.1       7921      100000       1        89736   
   13.2       7898      100000       1        89940   
   13.3       7772      100000       1        90172   
   13.4       7757      100000       1        90172   
   13.5       7618      100000       1        90380   
   13.6       7631      100000       1        90523   
   13.7       7465      100000       1        90526   
   13.8       7515      100000       1        90420   
   13.9       7552      100000       1        90414   
   14.0       7600      100000       1        90248   
   14.1       7775      100000       1        90103   
   14.2       7944      100000       1        89886   
   14.3       7828      100000       1        89994   
   14.4       7689      100000       1        90245   
   14.5       7566      100000       1        90505   
   14.6       7550      100000       1        90426   
   14.7       7434      100000       1        90615   
   14.8       7475      100000       1        90569   
