 Timestep   N_clusts  all_parts  thr_clusts thr_parts  thr_c1000  thr_p1000 
   0.0       64669      100000       3          69         0          0     
   0.1        6941      100000      103       87090        1        80818   
   0.2        7469      100000      115       85794        3        78290   
   0.3        8079      100000      156       84555        5        72957   
   0.4        8662      100000      188       82501        10       71098   
   0.5        9231      100000      183       80857        14       70443   
   0.6        9934      100000      212       79794        16       68968   
   0.7       10662      100000      210       78293        16       67225   
   0.8       11085      100000      161       77021        18       69955   
   0.9       11312      100000      134       77467        13       70862   
   1.0       11548      100000       98       77530        19       72068   
   1.1       11667      100000       80       77985        18       74282   
   1.2       11703      100000       52       78396        14       74594   
   1.3       11614      100000       40       79076        15       75696   
   1.4       11435      100000       35       80098        12       77694   
   1.5       11284      100000       27       80779        12       79569   
   1.6       11370      100000       24       80550        12       80168   
   1.7       11209      100000       19       81635        10       81402   
   1.8       11055      100000       24       82429        11       82109   
   1.9       10895      100000       15       82825        10       81839   
   2.0       10791      100000       13       83241        9        81786   
   2.1       10732      100000       17       83528        9        82810   
   2.2       10574      100000       15       84041        9        83802   
   2.3       10132      100000       11       84949        8        84886   
   2.4       10066      100000       8        84910        8        84910   
   2.5        9962      100000       9        85178        7        84896   
   2.6       10097      100000       10       85088        9        85061   
   2.7        9921      100000       11       85541        9        85490   
   2.8        9661      100000       9        86130        9        86130   
   2.9        9750      100000       9        86057        7        85088   
   3.0        9696      100000       9        86047        7        85504   
   3.1        9783      100000       10       85818        8        85719   
   3.2        9849      100000       7        85761        7        85761   
   3.3        9908      100000       8        85674        7        85650   
   3.4        9734      100000       12       85939        7        85378   
   3.5        9751      100000       8        85935        7        85861   
   3.6        9659      100000       7        86227        7        86227   
   3.7        9623      100000       5        86675        5        86675   
   3.8        9130      100000       5        87288        5        87288   
   3.9        9143      100000       7        87424        6        87400   
   4.0        8977      100000       6        87561        6        87561   
   4.1        9282      100000       6        87112        6        87112   
   4.2        9273      100000       6        86999        5        86973   
   4.3        9381      100000       5        86730        5        86730   
   4.4        9563      100000       6        86397        5        86372   
   4.5        9640      100000       6        86182        6        86182   
   4.6        9684      100000       6        86114        6        86114   
   4.7        9880      100000       7        85657        5        84685   
   4.8        9903      100000       8        85698        6        85182   
   4.9        9760      100000       10       85919        6        85810   
   5.0        9865      100000       7        86104        5        85341   
   5.1        9425      100000       9        86318        5        86118   
   5.2        9394      100000       5        86894        5        86894   
   5.3        9133      100000       4        87476        3        87453   
   5.4        9017      100000       4        87544        4        87544   
   5.5        9007      100000       5        87629        4        87603   
   5.6        9036      100000       4        87456        4        87456   
   5.7        8990      100000       4        87604        4        87604   
   5.8        9149      100000       4        87509        4        87509   
   5.9        9162      100000       4        87385        4        87385   
   6.0        9352      100000       6        86816        5        86789   
   6.1        9521      100000       5        86451        4        85531   
   6.2        9587      100000       6        86581        4        85943   
   6.3        9534      100000       5        86640        4        86407   
   6.4        9391      100000       4        87039        4        87039   
   6.5        9231      100000       5        87340        4        86591   
   6.6        9173      100000       5        87446        4        87079   
   6.7        9023      100000       4        87799        4        87799   
   6.8        8796      100000       5        88204        4        88178   
   6.9        8711      100000       4        88374        4        88374   
   7.0        8783      100000       4        88241        4        88241   
   7.1        8836      100000       4        88125        4        88125   
   7.2        8833      100000       4        88091        4        88091   
   7.3        8632      100000       4        88437        4        88437   
   7.4        8801      100000       4        88363        3        87523   
   7.5        8491      100000       4        88534        3        87858   
   7.6        8587      100000       4        88527        3        88017   
   7.7        8595      100000       4        88615        3        88367   
   7.8        8820      100000       3        88224        3        88224   
   7.9        8824      100000       3        88149        3        88149   
   8.0        8897      100000       3        87953        3        87953   
   8.1        8826      100000       3        88124        3        88124   
   8.2        8775      100000       3        88182        3        88182   
   8.3        8712      100000       3        88291        3        88291   
   8.4        8681      100000       3        88593        3        88593   
   8.5        8515      100000       3        88712        3        88712   
   8.6        8542      100000       3        88690        3        88690   
   8.7        8502      100000       3        88653        3        88653   
   8.8        8579      100000       3        88533        3        88533   
   8.9        8665      100000       3        88474        3        88474   
   9.0        8641      100000       3        88478        3        88478   
   9.1        8681      100000       3        88506        3        88506   
   9.2        8723      100000       3        88118        3        88118   
   9.3        8827      100000       3        88079        3        88079   
   9.4        8847      100000       4        88120        3        88099   
   9.5        8839      100000       3        88165        3        88165   
   9.6        8781      100000       3        88182        3        88182   
   9.7        8858      100000       3        88137        3        88137   
   9.8        8821      100000       4        88069        3        88044   
   9.9        8979      100000       3        88076        3        88076   
   10.0       8958      100000       3        87785        3        87785   
   10.1       8984      100000       3        87822        3        87822   
   10.2       8936      100000       3        87935        3        87935   
   10.3       8731      100000       3        87988        3        87988   
   10.4       8797      100000       3        88090        3        88090   
   10.5       8854      100000       3        88055        3        88055   
   10.6       8859      100000       3        87990        3        87990   
   10.7       8874      100000       3        87815        3        87815   
   10.8       8990      100000       3        87878        3        87878   
   10.9       8874      100000       3        88014        3        88014   
   11.0       8778      100000       3        88171        3        88171   
   11.1       8706      100000       3        88369        3        88369   
   11.2       8554      100000       3        88565        3        88565   
   11.3       8618      100000       3        88423        3        88423   
   11.4       8577      100000       3        88631        3        88631   
   11.5       8551      100000       3        88572        3        88572   
   11.6       8525      100000       3        88659        3        88659   
   11.7       8613      100000       3        88578        3        88578   
   11.8       8876      100000       3        88045        3        88045   
   11.9       8895      100000       3        87976        3        87976   
   12.0       9070      100000       3        87520        3        87520   
   12.1       9141      100000       3        87430        3        87430   
   12.2       9119      100000       3        87417        3        87417   
   12.3       8942      100000       3        87786        3        87786   
   12.4       8972      100000       3        87998        3        87998   
   12.5       8858      100000       3        88102        3        88102   
   12.6       8698      100000       4        88366        3        88339   
   12.7       8676      100000       3        88336        3        88336   
   12.8       8836      100000       4        88255        4        88255   
   12.9       8704      100000       5        88370        4        88347   
   13.0       8698      100000       4        88410        4        88410   
   13.1       8613      100000       4        88526        4        88526   
   13.2       8689      100000       4        88373        4        88373   
   13.3       8528      100000       3        88651        3        88651   
   13.4       8663      100000       4        88448        4        88448   
   13.5       8609      100000       3        88537        3        88537   
   13.6       8502      100000       3        88525        3        88525   
   13.7       8740      100000       3        88332        3        88332   
   13.8       8855      100000       3        88073        3        88073   
   13.9       9068      100000       3        87601        3        87601   
   14.0       8895      100000       3        87947        3        87947   
   14.1       8800      100000       3        88161        3        88161   
   14.2       8625      100000       3        88497        3        88497   
   14.3       8498      100000       3        88745        3        88745   
   14.4       8382      100000       3        88950        3        88950   
   14.5       8436      100000       3        88844        3        88844   
   14.6       8585      100000       4        88554        3        88531   
   14.7       8638      100000       4        88495        3        88474   
   14.8       8685      100000       3        88262        3        88262   
   14.9       8885      100000       3        87964        3        87964   
   15.0       8770      100000       4        88126        4        88126   
   15.1       8941      100000       4        87955        4        87955   
   15.2       8971      100000       3        87976        3        87976   
   15.3       8963      100000       2        87964        2        87964   
   15.4       8782      100000       3        88337        3        88337   
   15.5       8548      100000       3        88543        3        88543   
   15.6       8601      100000       3        88521        3        88521   
   15.7       8516      100000       2        88806        2        88806   
   15.8       8382      100000       3        88927        3        88927   
   15.9       8423      100000       3        88666        3        88666   
   16.0       8732      100000       3        88466        3        88466   
   16.1       8653      100000       3        88356        3        88356   
   16.2       8700      100000       3        88296        3        88296   
   16.3       8859      100000       4        88104        3        88082   
   16.4       8824      100000       3        88085        3        88085   
   16.5       8881      100000       3        88094        3        88094   
   16.6       8698      100000       3        88292        3        88292   
   16.7       8682      100000       3        88595        3        88595   
   16.8       8662      100000       3        88409        3        88409   
   16.9       8731      100000       3        88434        3        88434   
   17.0       8740      100000       4        88254        3        88233   
   17.1       8910      100000       3        87945        3        87945   
   17.2       9077      100000       3        87617        3        87617   
   17.3       8982      100000       3        87978        3        87978   
   17.4       8859      100000       3        88028        3        88028   
   17.5       8646      100000       3        88404        3        88404   
   17.6       8777      100000       3        88188        3        88188   
   17.7       8809      100000       3        88140        3        88140   
   17.8       8808      100000       4        87998        3        87977   
   17.9       8885      100000       3        87969        3        87969   
   18.0       8714      100000       3        88185        3        88185   
   18.1       8770      100000       4        88257        3        88236   
   18.2       8661      100000       3        88295        3        88295   
   18.3       8702      100000       3        88351        3        88351   
   18.4       8725      100000       3        88469        3        88469   
   18.5       8590      100000       3        88633        3        88633   
   18.6       8489      100000       3        88840        3        88840   
   18.7       8530      100000       3        88789        3        88789   
   18.8       8480      100000       4        88865        3        88844   
   18.9       8413      100000       3        88865        3        88865   
   19.0       8547      100000       3        88534        3        88534   
   19.1       8683      100000       3        88225        3        88225   
   19.2       8695      100000       3        88272        3        88272   
   19.3       8753      100000       3        88065        3        88065   
   19.4       8894      100000       3        87907        3        87907   
   19.5       8985      100000       3        88017        3        88017   
   19.6       9133      100000       3        87734        3        87734   
   19.7       9138      100000       3        87657        3        87657   
   19.8       9015      100000       3        87869        3        87869   
   19.9       8822      100000       3        88105        3        88105   
   20.0       8719      100000       4        88227        3        88195   
   20.1       8684      100000       3        88321        3        88321   
   20.2       8577      100000       4        88536        3        88507   
   20.3       8594      100000       4        88470        3        88449   
   20.4       8604      100000       3        88606        3        88606   
   20.5       8636      100000       3        88553        3        88553   
   20.6       8670      100000       4        88390        3        88367   
   20.7       8551      100000       3        88649        3        88649   
   20.8       8515      100000       3        88724        3        88724   
   20.9       8739      100000       3        88312        3        88312   
   21.0       8586      100000       3        88554        3        88554   
   21.1       8622      100000       3        88649        3        88649   
   21.2       8538      100000       3        88809        3        88809   
   21.3       8430      100000       3        88902        3        88902   
   21.4       8410      100000       4        89136        3        89111   
   21.5       8294      100000       3        89154        3        89154   
