 Timestep   N_clusts  all_parts  thr_clusts thr_parts 
   0.0       87752      100000       0          0     
   0.1       17548      100000      699       65284   
   0.2       17413      100000      590       64335   
   0.3       17549      100000      560       64390   
   0.4       17510      100000      564       64440   
   0.5       17649      100000      553       64556   
   0.6       17404      100000      549       64005   
   0.7       17657      100000      551       63885   
   0.8       17764      100000      554       64198   
   0.9       17766      100000      552       64117   
   1.0       17973      100000      522       63109   
   1.1       18123      100000      547       63394   
   1.2       18133      100000      517       62570   
   1.3       18171      100000      522       63093   
   1.4       18221      100000      505       62650   
   1.5       18284      100000      513       62167   
   1.6       18312      100000      544       62288   
   1.7       18605      100000      525       61449   
   1.8       18296      100000      523       61995   
   1.9       18949      100000      517       60817   
   2.0       19106      100000      490       60819   
   2.1       19294      100000      503       59946   
   2.2       19533      100000      483       58930   
   2.3       19775      100000      429       58955   
   2.4       19970      100000      443       58782   
   2.5       20069      100000      409       59398   
   2.6       20026      100000      362       59033   
   2.7       20157      100000      331       59492   
   2.8       20162      100000      309       59598   
   2.9       20394      100000      313       59673   
   3.0       20225      100000      286       60539   
   3.1       20192      100000      262       60505   
   3.2       20195      100000      234       61231   
   3.3       20110      100000      203       61522   
   3.4       20081      100000      163       62399   
   3.5       20035      100000      149       63376   
   3.6       19864      100000      124       64234   
   3.7       19578      100000      139       65613   
   3.8       19349      100000       83       65811   
   3.9       19170      100000       71       66846   
   4.0       19046      100000       60       67822   
   4.1       18702      100000       47       68578   
   4.2       18421      100000       50       69703   
   4.3       18071      100000       37       70376   
   4.4       17765      100000       32       71446   
   4.5       17485      100000       22       72215   
   4.6       17352      100000       16       72824   
   4.7       17221      100000       8        73470   
   4.8       16975      100000       8        74172   
   4.9       16823      100000       7        74855   
   5.0       16638      100000       6        75504   
   5.1       16338      100000       8        76037   
   5.2       16200      100000       7        76606   
   5.3       15891      100000       6        77032   
   5.4       15883      100000       5        77228   
   5.5       15760      100000       5        77388   
   5.6       15679      100000       6        77567   
   5.7       15690      100000       7        77686   
   5.8       15670      100000       6        77620   
   5.9       15726      100000       5        77576   
   6.0       15502      100000       7        77710   
   6.1       15546      100000       5        77746   
   6.2       15442      100000       3        78141   
   6.3       15370      100000       4        78199   
   6.4       15472      100000       5        78363   
   6.5       15435      100000       4        78548   
   6.6       15389      100000       4        78473   
   6.7       15358      100000       4        78638   
   6.8       15287      100000       3        78511   
   6.9       15099      100000       4        78721   
   7.0       15274      100000       3        78697   
   7.1       15160      100000       4        78984   
   7.2       14995      100000       3        79180   
   7.3       15146      100000       3        79197   
   7.4       15018      100000       3        79290   
   7.5       14963      100000       3        79408   
   7.6       14739      100000       3        79404   
   7.7       14830      100000       5        79312   
   7.8       14942      100000       3        79209   
   7.9       15061      100000       3        79021   
   8.0       15137      100000       3        78936   
   8.1       15024      100000       6        79099   
   8.2       15032      100000       4        79167   
   8.3       14856      100000       3        79226   
   8.4       15016      100000       3        79185   
   8.5       14896      100000       3        79440   
   8.6       14995      100000       2        79291   
   8.7       14954      100000       3        79079   
   8.8       15072      100000       3        79080   
   8.9       15088      100000       5        79111   
   9.0       14983      100000       3        79086   
   9.1       15297      100000       4        78799   
   9.2       15107      100000       4        79096   
   9.3       14921      100000       4        79346   
   9.4       14925      100000       3        79222   
   9.5       14883      100000       4        79485   
   9.6       14914      100000       4        79555   
   9.7       14664      100000       3        79761   
   9.8       14636      100000       4        79853   
   9.9       14810      100000       4        79652   
   10.0      14606      100000       4        79657   
   10.1      14768      100000       3        79650   
   10.2      14710      100000       5        79880   
   10.3      14627      100000       3        79939   
   10.4      14523      100000       4        79831   
   10.5      14635      100000       4        80104   
   10.6      14651      100000       3        79766   
   10.7      14740      100000       6        79611   
   10.8      14894      100000       3        79505   
   10.9      14874      100000       3        79649   
   11.0      14702      100000       3        79631   
   11.1      14714      100000       3        79555   
   11.2      14883      100000       4        79431   
   11.3      14852      100000       3        79443   
   11.4      14996      100000       3        79312   
   11.5      14894      100000       4        79350   
   11.6      14926      100000       4        79276   
   11.7      15181      100000       4        79112   
   11.8      15042      100000       3        79029   
   11.9      14994      100000       3        79157   
   12.0      14984      100000       4        79277   
   12.1      15097      100000       3        79230   
   12.2      15115      100000       3        79268   
   12.3      14773      100000       3        79468   
   12.4      14880      100000       3        79293   
   12.5      15002      100000       3        79445   
   12.6      14893      100000       3        79491   
   12.7      14757      100000       3        79563   
   12.8      14809      100000       3        79522   
   12.9      14920      100000       4        79400   
   13.0      14969      100000       3        79223   
   13.1      14891      100000       3        79220   
   13.2      14945      100000       3        79349   
   13.3      14878      100000       5        79533   
   13.4      14903      100000       3        79425   
   13.5      14814      100000       3        79568   
   13.6      14770      100000       3        79544   
   13.7      14737      100000       3        79809   
   13.8      14633      100000       3        80013   
   13.9      14764      100000       3        79817   
   14.0      14703      100000       4        79754   
   14.1      14687      100000       4        79816   
   14.2      14640      100000       3        79884   
   14.3      14591      100000       4        79879   
   14.4      14674      100000       3        79766   
   14.5      14784      100000       3        79484   
   14.6      14828      100000       4        79303   
   14.7      14955      100000       5        79091   
   14.8      14976      100000       3        79092   
   14.9      15074      100000       3        78863   
   15.0      15275      100000       3        78953   
   15.1      15210      100000       3        78979   
   15.2      14941      100000       4        79099   
   15.3      15015      100000       3        79058   
   15.4      15113      100000       3        78817   
   15.5      15200      100000       3        79044   
   15.6      14969      100000       3        79259   
   15.7      15051      100000       3        79450   
   15.8      14718      100000       3        79556   
   15.9      14837      100000       3        79595   
   16.0      14785      100000       4        79626   
   16.1      14777      100000       3        79759   
   16.2      14855      100000       3        79647   
   16.3      14931      100000       3        79565   
   16.4      14857      100000       3        79548   
   16.5      14796      100000       3        79689   
   16.6      14928      100000       3        79788   
   16.7      14710      100000       3        79688   
   16.8      14951      100000       3        79493   
   16.9      14691      100000       3        79686   
   17.0      14756      100000       4        79613   
   17.1      14718      100000       3        79631   
   17.2      14857      100000       3        79611   
   17.3      14705      100000       4        79616   
   17.4      14859      100000       3        79514   
   17.5      14814      100000       4        79674   
   17.6      14819      100000       4        79571   
   17.7      14861      100000       4        79704   
   17.8      14654      100000       3        79899   
   17.9      14746      100000       3        79831   
   18.0      14734      100000       3        79719   
   18.1      14597      100000       3        80049   
   18.2      14705      100000       3        79935   
   18.3      14641      100000       3        79991   
   18.4      14755      100000       3        79855   
   18.5      14739      100000       3        79805   
   18.6      14948      100000       4        79597   
   18.7      14937      100000       3        79392   
   18.8      15091      100000       3        79126   
   18.9      15060      100000       3        79161   
   19.0      15132      100000       4        79193   
   19.1      14795      100000       4        79426   
   19.2      14743      100000       4        79580   
   19.3      14939      100000       3        79548   
   19.4      15028      100000       3        79339   
   19.5      14866      100000       3        79290   
   19.6      14970      100000       4        79223   
   19.7      15000      100000       3        79412   
   19.8      14998      100000       3        79401   
   19.9      14868      100000       3        79279   
   20.0      14783      100000       5        79390   
   20.1      14988      100000       3        79424   
   20.2      14872      100000       3        79531   
   20.3      14721      100000       3        79656   
   20.4      14850      100000       4        79533   
   20.5      14898      100000       3        79594   
   20.6      14765      100000       4        79629   
   20.7      14777      100000       4        79932   
   20.8      14544      100000       3        80061   
   20.9      14701      100000       3        80079   
   21.0      14686      100000       3        80080   
   21.1      14583      100000       3        80244   
   21.2      14585      100000       3        80229   
   21.3      14380      100000       3        80276   
   21.4      14602      100000       4        80110   
   21.5      14594      100000       3        80090   
   21.6      14668      100000       4        79878   
   21.7      14729      100000       3        79798   
   21.8      14875      100000       3        79726   
   21.9      14689      100000       3        79819   
   22.0      14805      100000       3        79663   
   22.1      14740      100000       3        79847   
   22.2      14603      100000       3        80064   
   22.3      14514      100000       3        80100   
   22.4      14589      100000       4        80235   
   22.5      14464      100000       4        80279   
   22.6      14393      100000       3        80294   
   22.7      14478      100000       4        80204   
   22.8      14659      100000       3        79987   
   22.9      14591      100000       4        79939   
   23.0      14571      100000       3        80001   
   23.1      14550      100000       4        80063   
   23.2      14763      100000       5        79909   
   23.3      14761      100000       3        79700   
   23.4      14717      100000       3        79692   
   23.5      14756      100000       4        79775   
   23.6      14739      100000       3        79799   
   23.7      14954      100000       3        79782   
   23.8      14674      100000       4        79716   
   23.9      14647      100000       3        79789   
   24.0      14649      100000       3        80031   
   24.1      14589      100000       4        80115   
   24.2      14601      100000       4        79815   
   24.3      14795      100000       4        79761   
   24.4      14608      100000       3        79766   
   24.5      14788      100000       4        79658   
   24.6      14880      100000       4        79708   
   24.7      14766      100000       3        79543   
   24.8      15110      100000       4        79455   
   24.9      14910      100000       3        79392   
   25.0      14830      100000       3        79564   
   25.1      14782      100000       3        79661   
   25.2      14788      100000       3        79501   
   25.3      15019      100000       3        79441   
   25.4      14823      100000       3        79482   
   25.5      14894      100000       3        79418   
   25.6      14931      100000       3        79599   
   25.7      14936      100000       4        79515   
   25.8      14791      100000       4        79574   
   25.9      14936      100000       3        79458   
   26.0      14981      100000       3        79148   
   26.1      14985      100000       3        79167   
   26.2      15039      100000       3        79071   
   26.3      15004      100000       4        79113   
   26.4      14906      100000       3        78980   
   26.5      15041      100000       4        78955   
   26.6      15156      100000       5        78792   
   26.7      15262      100000       4        78671   
   26.8      15297      100000       4        78573   
   26.9      15444      100000       3        78556   
   27.0      15147      100000       3        78647   
   27.1      15244      100000       3        78685   
   27.2      15178      100000       4        78524   
   27.3      15254      100000       3        78808   
   27.4      15154      100000       5        78935   
   27.5      15163      100000       5        78773   
   27.6      15232      100000       2        78418   
   27.7      15485      100000       2        78211   
   27.8      15621      100000       2        78204   
   27.9      15661      100000       2        78324   
   28.0      15263      100000       2        78609   
