 Timestep   N_clusts  all_parts  thr_clusts thr_parts  thr_c1000  thr_p1000 
   0.0       64669      100000       3          69         0          0     
   0.1        6921      100000      103       86726        1        78620   
   0.2        7613      100000      153       85088        7        72991   
   0.3        8366      100000      182       82761        9        70447   
   0.4        8995      100000      212       81142        13       62916   
   0.5       10096      100000      217       78431        23       65162   
   0.6       10715      100000      227       77083        16       63537   
   0.7       11514      100000      210       76080        18       66642   
   0.8       12090      100000      144       74830        17       68687   
   0.9       12202      100000       97       75635        14       71950   
   1.0       12291      100000       64       76587        12       73527   
   1.1       12132      100000       41       78239        10       77171   
   1.2       11698      100000       19       79806        9        79545   
   1.3       11470      100000       16       81247        9        80990   
   1.4       11168      100000       17       81932        8        81098   
   1.5       10557      100000       14       83529        8        82726   
   1.6       10409      100000       8        84423        8        84423   
   1.7       10223      100000       10       84957        7        83980   
   1.8       10309      100000       12       84625        7        83869   
   1.9       10304      100000       9        84727        8        84700   
   2.0       10091      100000       8        85027        7        85005   
   2.1       10210      100000       8        84914        7        84893   
   2.2       10229      100000       13       84702        7        84245   
   2.3       10172      100000       8        85113        6        85068   
   2.4        9896      100000       5        85789        5        85789   
   2.5        9624      100000       5        86513        5        86513   
   2.6        9164      100000       6        87213        5        87192   
   2.7        9115      100000       5        87534        5        87534   
   2.8        9128      100000       4        87405        4        87405   
   2.9        8984      100000       6        87829        5        87796   
   3.0        9166      100000       7        87441        4        86835   
   3.1        9146      100000       4        87457        4        87457   
   3.2        8685      100000       4        88181        4        88181   
   3.3        8533      100000       4        88741        4        88741   
   3.4        8565      100000       4        88628        4        88628   
   3.5        8544      100000       4        88554        4        88554   
   3.6        8476      100000       4        88626        4        88626   
   3.7        8504      100000       4        88637        4        88637   
   3.8        8648      100000       4        88416        4        88416   
   3.9        8745      100000       4        88402        4        88402   
   4.0        8848      100000       4        88094        4        88094   
   4.1        8825      100000       4        88019        4        88019   
   4.2        8912      100000       5        87864        5        87864   
   4.3        8794      100000       5        88290        5        88290   
   4.4        8733      100000       5        88341        5        88341   
   4.5        8769      100000       5        88204        5        88204   
   4.6        8626      100000       5        88491        5        88491   
   4.7        8657      100000       5        88503        5        88503   
   4.8        8638      100000       6        88482        5        88458   
   4.9        8621      100000       5        88549        5        88549   
   5.0        8583      100000       5        88462        5        88462   
   5.1        8800      100000       5        88235        5        88235   
   5.2        8640      100000       5        88478        5        88478   
   5.3        8276      100000       5        89050        5        89050   
   5.4        8459      100000       5        88785        5        88785   
   5.5        8477      100000       5        88691        5        88691   
   5.6        8669      100000       5        88318        5        88318   
   5.7        8738      100000       5        88236        5        88236   
   5.8        8922      100000       7        87870        5        87814   
   5.9        8847      100000       5        87889        5        87889   
   6.0        8850      100000       6        88035        5        88013   
   6.1        8908      100000       5        88008        5        88008   
   6.2        8895      100000       5        87908        5        87908   
   6.3        8655      100000       5        88472        5        88472   
   6.4        8668      100000       5        88392        5        88392   
   6.5        8694      100000       5        88307        5        88307   
