 Timestep   N_clusts  all_parts  thr_clusts thr_parts  thr_c1000  thr_p1000 
   0.0       93103      100000       0          0          0          0     
   0.1       29010      100000      807       37156        0          0     
   0.2       28943      100000      812       38280        0          0     
   0.3       29080      100000      766       36926        0          0     
   0.4       28921      100000      753       37451        0          0     
   0.5       28701      100000      764       37374        0          0     
   0.6       29345      100000      756       37145        0          0     
   0.7       28975      100000      782       37072        0          0     
   0.8       29212      100000      775       37757        0          0     
   0.9       29000      100000      752       37519        0          0     
   1.0       28803      100000      749       38169        0          0     
   1.1       28837      100000      771       36898        0          0     
   1.2       29359      100000      751       37139        0          0     
   1.3       28793      100000      747       38358        0          0     
   1.4       28928      100000      782       37127        0          0     
   1.5       29001      100000      747       37128        0          0     
   1.6       29349      100000      743       37233        0          0     
   1.7       28989      100000      803       38299        0          0     
   1.8       29064      100000      784       37495        0          0     
   1.9       28858      100000      751       37927        0          0     
   2.0       28729      100000      764       37793        0          0     
   2.1       28803      100000      771       38417        0          0     
   2.2       29042      100000      764       38028        0          0     
   2.3       29089      100000      796       37899        0          0     
   2.4       28966      100000      769       36855        0          0     
   2.5       29044      100000      789       37897        0          0     
   2.6       29006      100000      761       37806        0          0     
   2.7       28855      100000      761       37567        0          0     
   2.8       28944      100000      751       37747        0          0     
   2.9       28782      100000      754       37902        0          0     
   3.0       28823      100000      768       37940        0          0     
   3.1       28958      100000      728       37622        0          0     
   3.2       28975      100000      748       37497        0          0     
   3.3       28983      100000      739       37609        0          0     
   3.4       29081      100000      746       37783        0          0     
   3.5       28817      100000      737       37457        0          0     
   3.6       28970      100000      724       37669        0          0     
   3.7       29050      100000      734       36834        0          0     
   3.8       29185      100000      765       37880        0          0     
   3.9       29035      100000      799       37257        0          0     
   4.0       29097      100000      755       36930        0          0     
   4.1       29024      100000      767       37465        0          0     
   4.2       28899      100000      762       37468        0          0     
   4.3       28951      100000      774       37928        0          0     
   4.4       28721      100000      756       38889        0          0     
   4.5       28840      100000      735       38079        0          0     
   4.6       28741      100000      771       38010        0          0     
   4.7       29233      100000      752       37743        0          0     
   4.8       28943      100000      763       37880        0          0     
   4.9       28722      100000      740       38941        0          0     
   5.0       29004      100000      784       38369        0          0     
   5.1       28956      100000      778       37979        0          0     
   5.2       28850      100000      778       37555        0          0     
