 Timestep   N_clusts  all_parts  thr_clusts thr_parts  thr_c1000  thr_p1000 
   0.0       64669      100000       3          69         0          0     
   0.1       13704      100000      205       76964        9        57758   
   0.2       13499      100000      125       77661        7        68088   
   0.3       13243      100000      100       78375        2        68455   
   0.4       13323      100000       85       78352        3        72084   
   0.5       13140      100000       97       78520        3        72426   
   0.6       13278      100000       93       78169        3        72623   
   0.7       13251      100000       75       78331        2        74182   
   0.8       13302      100000       88       77983        1        70595   
   0.9       13496      100000       78       77795        1        71199   
   1.0       13505      100000       88       77938        3        72897   
   1.1       13327      100000       85       78425        1        74255   
   1.2       13527      100000       86       78008        1        71371   
   1.3       13335      100000       84       77987        2        72687   
   1.4       13425      100000       98       78029        3        72908   
   1.5       13292      100000      105       77880        5        70921   
   1.6       13323      100000       92       77850        3        73182   
   1.7       13388      100000       77       77750        2        72783   
   1.8       13238      100000       86       78298        2        70946   
   1.9       13075      100000       80       78712        2        73292   
   2.0       13062      100000       93       78578        1        71585   
   2.1       13368      100000       77       77779        2        73979   
   2.2       13336      100000       82       77650        3        72477   
   2.3       13307      100000       65       77837        2        74979   
   2.4       13488      100000       89       78189        1        72634   
   2.5       13340      100000       89       78007        2        72614   
   2.6       13210      100000       98       77989        3        73246   
   2.7       13518      100000       93       77920        2        72517   
   2.8       13452      100000       92       77912        2        73353   
   2.9       13491      100000       79       77676        2        74191   
   3.0       13581      100000       82       77748        2        72826   
   3.1       13363      100000      107       78089        2        71730   
   3.2       13509      100000       77       77734        2        72771   
   3.3       13503      100000       97       77708        2        72576   
   3.4       13407      100000       95       77929        2        72854   
   3.5       13446      100000       97       77827        1        71321   
   3.6       13656      100000       90       77210        2        71202   
   3.7       13474      100000       86       77445        1        73065   
   3.8       13677      100000      111       77214        3        69580   
   3.9       13506      100000       88       77181        2        72337   
   4.0       13724      100000      102       77326        6        70331   
   4.1       13846      100000       96       77254        3        70459   
   4.2       13505      100000       87       77659        3        71036   
   4.3       13513      100000       89       77477        2        70389   
   4.4       13512      100000       93       77961        1        71609   
   4.5       13423      100000       84       77851        5        72747   
   4.6       13605      100000       84       77637        3        70125   
   4.7       13479      100000      106       77748        2        69648   
   4.8       13522      100000       92       77536        2        72351   
   4.9       13559      100000       92       77643        1        71730   
   5.0       13539      100000       97       77541        2        72172   
   5.1       13760      100000      115       77109        2        71331   
   5.2       13975      100000      110       76800        1        71047   
   5.3       13667      100000       92       77267        3        72461   
   5.4       13401      100000       81       77805        1        71911   
   5.5       13506      100000      110       77969        1        70736   
   5.6       13602      100000       91       77239        1        70545   
   5.7       13455      100000      105       77670        3        70925   
   5.8       13719      100000      113       77658        5        70365   
   5.9       13376      100000       93       77713        4        73726   
   6.0       13704      100000       88       77272        3        72545   
   6.1       13554      100000       98       77226        4        71531   
   6.2       13643      100000       98       77268        4        71765   
   6.3       13453      100000       84       77652        2        71655   
   6.4       13588      100000      100       77344        2        70655   
   6.5       13345      100000      114       77910        1        70961   
   6.6       13441      100000       90       77728        2        71874   
   6.7       13632      100000       92       77623        1        69749   
   6.8       13452      100000       89       77779        2        71423   
   6.9       13550      100000       99       77097        3        70128   
   7.0       13550      100000      111       77388        2        70378   
   7.1       13753      100000      109       76741        4        70387   
   7.2       13570      100000      120       77388        5        70349   
   7.3       13751      100000      131       77189        5        69268   
   7.4       13708      100000      124       77226        1        69065   
   7.5       13505      100000      119       77395        3        69413   
   7.6       13676      100000       89       77297        3        72378   
   7.7       13682      100000       99       76875        2        71548   
