 Timestep   N_clusts  all_parts  thr_clusts thr_parts 
   0.0       87752      100000       0          0     
   0.1       22240      100000      787       56997   
   0.2       21904      100000      627       58836   
   0.3       21723      100000      559       59062   
   0.4       21384      100000      529       60411   
   0.5       21417      100000      513       59563   
   0.6       21351      100000      525       60538   
   0.7       21286      100000      529       60576   
   0.8       21405      100000      480       60052   
   0.9       21477      100000      444       59871   
   1.0       21696      100000      463       58967   
   1.1       21507      100000      461       59771   
   1.2       21600      100000      456       59125   
   1.3       21441      100000      482       59917   
   1.4       21795      100000      470       59256   
   1.5       21441      100000      454       60240   
   1.6       21404      100000      441       59737   
   1.7       21736      100000      426       59249   
   1.8       21490      100000      436       59449   
   1.9       21560      100000      423       59479   
   2.0       21610      100000      459       59360   
   2.1       21623      100000      441       59051   
   2.2       21849      100000      415       58723   
   2.3       21628      100000      424       59546   
   2.4       21329      100000      434       60128   
   2.5       21888      100000      416       58939   
   2.6       21783      100000      400       59017   
   2.7       21958      100000      398       58593   
   2.8       21784      100000      421       59059   
   2.9       22001      100000      397       58732   
   3.0       21697      100000      370       58726   
   3.1       21802      100000      416       59242   
   3.2       22160      100000      405       58415   
   3.3       22062      100000      423       58262   
   3.4       22137      100000      398       58182   
   3.5       22251      100000      398       57940   
   3.6       22191      100000      396       58401   
   3.7       22217      100000      407       57876   
   3.8       22233      100000      404       58716   
   3.9       22329      100000      389       58011   
   4.0       22281      100000      390       57887   
   4.1       22256      100000      408       57991   
   4.2       22469      100000      363       57046   
   4.3       22355      100000      376       57952   
   4.4       22280      100000      374       58510   
   4.5       22578      100000      378       57781   
   4.6       22512      100000      375       57811   
   4.7       22347      100000      406       58040   
   4.8       22400      100000      377       57744   
   4.9       22417      100000      352       57684   
   5.0       22299      100000      356       57466   
   5.1       22729      100000      355       56465   
   5.2       22650      100000      364       57431   
   5.3       22730      100000      369       57085   
   5.4       22767      100000      344       57426   
   5.5       22911      100000      329       57511   
   5.6       22618      100000      332       57827   
   5.7       22791      100000      291       57137   
   5.8       22906      100000      298       57480   
   5.9       22956      100000      280       57532   
   6.0       22901      100000      275       57651   
   6.1       22667      100000      261       57847   
   6.2       22731      100000      285       58527   
   6.3       22795      100000      264       57928   
   6.4       22964      100000      255       58062   
   6.5       22544      100000      258       58864   
   6.6       22482      100000      236       58266   
   6.7       22620      100000      223       58814   
   6.8       22715      100000      213       58293   
   6.9       22636      100000      214       58768   
   7.0       22534      100000      212       59570   
   7.1       22606      100000      200       58646   
   7.2       22551      100000      182       58846   
   7.3       22430      100000      197       59167   
   7.4       22870      100000      182       59213   
   7.5       22568      100000      168       58929   
   7.6       22869      100000      162       58958   
   7.7       22762      100000      169       59347   
   7.8       22800      100000      150       58945   
   7.9       22522      100000      145       59430   
   8.0       22846      100000      138       59273   
   8.1       22557      100000      138       59546   
   8.2       22521      100000      156       60492   
   8.3       22652      100000      139       60095   
   8.4       22470      100000      123       60452   
   8.5       21946      100000      135       61542   
   8.6       22126      100000      119       61238   
   8.7       22270      100000      116       60930   
   8.8       22034      100000      114       61620   
   8.9       22087      100000      113       61683   
   9.0       22343      100000       85       61410   
   9.1       22105      100000      109       61975   
   9.2       22177      100000      105       62382   
   9.3       21917      100000       93       62302   
   9.4       21882      100000       87       62172   
   9.5       21952      100000       83       62339   
   9.6       21871      100000       80       62622   
   9.7       21764      100000       87       62925   
   9.8       21706      100000       77       62815   
   9.9       21782      100000       65       62761   
   10.0      21598      100000       75       63342   
   10.1      21676      100000       77       63616   
   10.2      21563      100000       73       63357   
   10.3      21617      100000       70       63220   
   10.4      21429      100000       75       63909   
   10.5      21459      100000       64       63280   
   10.6      21514      100000       56       63277   
   10.7      21584      100000       71       63556   
   10.8      21527      100000       71       63690   
   10.9      21598      100000       65       63592   
   11.0      21726      100000       65       63610   
   11.1      21492      100000       70       63988   
   11.2      21462      100000       63       63672   
   11.3      21674      100000       65       63418   
   11.4      21587      100000       63       63611   
   11.5      21480      100000       67       63739   
   11.6      21390      100000       70       63951   
   11.7      21519      100000       65       63787   
   11.8      21332      100000       73       63762   
   11.9      21591      100000       68       63565   
   12.0      21555      100000       70       63787   
   12.1      21579      100000       66       63618   
   12.2      21419      100000       63       63914   
   12.3      21481      100000       66       63685   
   12.4      21781      100000       58       63209   
   12.5      21521      100000       75       63541   
   12.6      21425      100000       71       63756   
   12.7      21447      100000       74       64227   
   12.8      21602      100000       59       63548   
   12.9      21529      100000       67       63661   
   13.0      21361      100000       60       63611   
   13.1      21429      100000       68       63665   
   13.2      21491      100000       63       63495   
   13.3      21484      100000       65       63737   
   13.4      21612      100000       66       63503   
   13.5      21483      100000       67       63881   
   13.6      21649      100000       59       63761   
   13.7      21621      100000       54       63664   
   13.8      21490      100000       48       63704   
   13.9      21464      100000       58       63761   
   14.0      21369      100000       64       64108   
   14.1      21346      100000       53       63556   
   14.2      21503      100000       66       63875   
   14.3      21448      100000       59       63987   
   14.4      21564      100000       64       63782   
   14.5      21471      100000       58       63775   
   14.6      21736      100000       57       63607   
   14.7      21721      100000       62       63387   
   14.8      21837      100000       72       63462   
   14.9      21634      100000       62       63142   
   15.0      21641      100000       60       63136   
   15.1      21668      100000       70       63133   
   15.2      21603      100000       62       63264   
   15.3      21798      100000       50       62882   
   15.4      21792      100000       64       63108   
   15.5      21762      100000       61       63077   
   15.6      21682      100000       64       63351   
   15.7      21777      100000       61       63382   
   15.8      21564      100000       59       63609   
   15.9      21401      100000       58       63716   
   16.0      21572      100000       58       63816   
   16.1      21541      100000       51       63882   
   16.2      21505      100000       51       63705   
