 Timestep   N_clusts  all_parts  thr_clusts thr_parts 
   0.0       83163      100000       0          0     
   0.1       35440      100000      725       30189   
   0.2       33191      100000      724       39106   
   0.3       32414      100000      651       40837   
   0.4       31957      100000      631       42711   
   0.5       31468      100000      594       43820   
   0.6       31194      100000      555       45091   
   0.7       31257      100000      541       44751   
   0.8       30718      100000      532       45383   
   0.9       30929      100000      515       45870   
   1.0       30835      100000      511       46304   
   1.1       30394      100000      507       47104   
   1.2       30200      100000      493       47630   
   1.3       30584      100000      489       46976   
   1.4       30717      100000      449       46212   
   1.5       30254      100000      484       48440   
   1.6       29937      100000      451       47955   
   1.7       30299      100000      460       47399   
   1.8       30394      100000      469       47621   
   1.9       30429      100000      446       46909   
   2.0       30226      100000      424       47112   
   2.1       29977      100000      443       48027   
   2.2       30152      100000      428       47982   
   2.3       29839      100000      427       48388   
   2.4       30243      100000      419       47741   
   2.5       30043      100000      415       47953   
   2.6       29926      100000      426       48757   
   2.7       29895      100000      420       48583   
   2.8       29906      100000      411       48128   
   2.9       29966      100000      456       48612   
   3.0       30242      100000      417       47831   
   3.1       29760      100000      440       48525   
   3.2       30004      100000      396       47902   
   3.3       29551      100000      431       48474   
   3.4       29871      100000      437       48130   
   3.5       30398      100000      412       47250   
   3.6       30256      100000      423       47183   
   3.7       30203      100000      442       47778   
   3.8       30280      100000      414       47282   
   3.9       30206      100000      433       46863   
   4.0       30172      100000      441       47814   
   4.1       30052      100000      429       47575   
   4.2       30306      100000      429       47459   
   4.3       29929      100000      425       48013   
   4.4       30127      100000      429       48061   
   4.5       30118      100000      418       47492   
   4.6       30025      100000      428       47732   
   4.7       29997      100000      411       48132   
   4.8       29546      100000      442       48379   
   4.9       30298      100000      400       47865   
   5.0       29975      100000      397       48003   
   5.1       30615      100000      412       47219   
   5.2       30100      100000      400       47125   
   5.3       29863      100000      400       47845   
   5.4       30131      100000      416       47452   
   5.5       30214      100000      417       47516   
   5.6       30084      100000      415       47405   
   5.7       30143      100000      409       47211   
   5.8       29953      100000      396       47882   
   5.9       30305      100000      391       47362   
   6.0       29907      100000      410       47968   
   6.1       30373      100000      428       47436   
   6.2       30138      100000      442       47103   
   6.3       30384      100000      414       47345   
   6.4       30518      100000      397       46974   
   6.5       30121      100000      407       47629   
   6.6       29937      100000      418       47653   
   6.7       30224      100000      426       47348   
   6.8       30227      100000      427       47305   
   6.9       30026      100000      431       48158   
   7.0       30003      100000      432       47577   
   7.1       29935      100000      410       48591   
   7.2       30192      100000      411       48067   
   7.3       29531      100000      409       48909   
   7.4       29652      100000      383       48945   
   7.5       29835      100000      409       48436   
   7.6       29960      100000      410       48605   
   7.7       30132      100000      397       48119   
   7.8       29793      100000      406       48090   
   7.9       29656      100000      404       48579   
   8.0       29967      100000      418       47387   
   8.1       30250      100000      374       47558   
   8.2       29610      100000      412       48569   
   8.3       29836      100000      398       48165   
   8.4       30115      100000      391       48239   
   8.5       29992      100000      390       48022   
   8.6       29860      100000      397       48165   
   8.7       29982      100000      421       48940   
   8.8       29811      100000      415       48708   
   8.9       29878      100000      392       48451   
   9.0       29728      100000      392       48772   
   9.1       29715      100000      391       48629   
   9.2       29665      100000      389       48640   
   9.3       29854      100000      401       47894   
   9.4       29942      100000      405       48450   
   9.5       29665      100000      406       49057   
   9.6       29878      100000      417       48538   
   9.7       29726      100000      405       48110   
   9.8       29860      100000      423       48476   
   9.9       29627      100000      406       48207   
   10.0      29897      100000      420       48664   
   10.1      29961      100000      408       48258   
   10.2      29805      100000      417       48547   
   10.3      29746      100000      394       48606   
   10.4      29665      100000      406       49048   
   10.5      29662      100000      405       49492   
   10.6      29889      100000      393       48756   
   10.7      30094      100000      398       48550   
   10.8      29777      100000      395       48904   
   10.9      30184      100000      396       47640   
   11.0      29918      100000      401       48240   
   11.1      29564      100000      414       49078   
   11.2      30041      100000      407       48458   
   11.3      29627      100000      393       48460   
   11.4      30063      100000      395       48458   
   11.5      29974      100000      405       47682   
   11.6      29911      100000      402       48119   
   11.7      30109      100000      410       47783   
   11.8      30202      100000      399       47451   
   11.9      30098      100000      429       47835   
   12.0      29951      100000      408       48367   
   12.1      29990      100000      400       47591   
   12.2      29753      100000      376       48026   
   12.3      30009      100000      391       48332   
   12.4      29979      100000      359       48000   
   12.5      30082      100000      391       48210   
   12.6      29852      100000      381       48914   
   12.7      29802      100000      388       48732   
   12.8      29682      100000      385       48936   
   12.9      29454      100000      383       49044   
   13.0      29625      100000      392       49037   
   13.1      29633      100000      411       48282   
   13.2      29947      100000      401       47436   
   13.3      30005      100000      417       47619   
   13.4      29993      100000      392       47822   
