 Timestep   N_clusts  all_parts  thr_clusts thr_parts  thr_c1000  thr_p1000 
   0.0       64669      100000       3          69         0          0     
   0.1        6818      100000       63       87757        1        84522   
   0.2        7396      100000       86       86456        2        82849   
   0.3        7830      100000      105       84946        4        78446   
   0.4        8425      100000      124       84260        5        77898   
   0.5        8773      100000      137       82741        6        73939   
   0.6        9302      100000      141       81692        7        74725   
   0.7        9669      100000      166       80876        15       70118   
   0.8       10055      100000      165       80309        12       70476   
   0.9       10364      100000      168       79527        11       72150   
   1.0       10913      100000      152       78387        18       71675   
   1.1       11306      100000      143       77922        18       71705   
   1.2       11582      100000      104       77974        17       73947   
   1.3       11637      100000       86       78783        21       75498   
   1.4       11462      100000       58       79646        19       78172   
   1.5       11465      100000       37       80162        19       79638   
   1.6       11181      100000       25       81240        16       80960   
   1.7       10967      100000       17       81995        12       81884   
   1.8       10556      100000       25       83060        13       81276   
   1.9       10546      100000       17       83265        10       81504   
   2.0       10610      100000       21       83565        11       82481   
   2.1       10485      100000       18       84037        11       83075   
   2.2       10249      100000       15       84350        11       84251   
   2.3       10218      100000       14       84521        10       83181   
   2.4       10207      100000       15       84422        11       83524   
   2.5       10255      100000       13       84416        12       83815   
   2.6       10209      100000       16       84671        11       84104   
   2.7       10238      100000       20       84733        12       84331   
   2.8       10071      100000       16       84909        12       84814   
   2.9       10060      100000       14       85131        11       85065   
   3.0       10015      100000       12       85308        10       85264   
   3.1        9811      100000       13       85437        10       85368   
   3.2        9997      100000       11       85106        10       85082   
   3.3        9980      100000       11       85304        11       85304   
   3.4        9964      100000       10       85466        10       85466   
   3.5       10050      100000       12       85129        10       85086   
   3.6       10050      100000       11       85062        10       85041   
   3.7        9968      100000       10       85379        10       85379   
   3.8        9873      100000       15       85561        10       85360   
   3.9       10109      100000       9        85107        9        85107   
   4.0        9966      100000       10       85211        10       85211   
   4.1       10027      100000       11       85189        10       85162   
   4.2       10174      100000       15       84892        11       84796   
   4.3       10192      100000       12       84811        10       84767   
   4.4       10105      100000       9        85056        9        85056   
   4.5        9862      100000       10       85444        9        84460   
   4.6        9876      100000       10       85769        8        84814   
   4.7        9938      100000       12       85506        9        84756   
   4.8        9761      100000       10       85647        9        85153   
   4.9        9873      100000       13       85572        10       85235   
   5.0        9893      100000       10       85371        9        85287   
   5.1        9925      100000       8        85598        8        85598   
   5.2        9753      100000       9        85793        8        85772   
   5.3        9632      100000       10       86124        8        86067   
   5.4        9795      100000       12       85899        8        84945   
   5.5        9754      100000       10       85811        7        85222   
   5.6        9674      100000       10       86280        8        85941   
   5.7        9596      100000       10       86160        8        86114   
   5.8        9632      100000       8        86319        8        86319   
   5.9        9485      100000       7        86453        7        86453   
   6.0        9614      100000       8        86282        8        86282   
   6.1        9596      100000       9        86222        8        86196   
   6.2        9760      100000       8        85891        8        85891   
   6.3        9707      100000       9        85949        7        85905   
   6.4        9713      100000       8        86027        8        86027   
   6.5        9718      100000       8        86075        8        86075   
   6.6        9615      100000       9        86220        7        86171   
   6.7        9729      100000       10       86243        7        86162   
   6.8        9611      100000       8        86469        7        86447   
   6.9        9691      100000       7        86211        7        86211   
   7.0        9639      100000       7        86287        7        86287   
   7.1        9711      100000       7        86310        7        86310   
   7.2        9648      100000       7        86322        6        86297   
   7.3        9594      100000       6        86397        6        86397   
   7.4        9493      100000       7        86352        6        86322   
   7.5        9665      100000       7        86110        6        86087   
   7.6        9913      100000       7        85754        6        85728   
   7.7        9948      100000       6        85452        6        85452   
   7.8        9957      100000       8        85420        6        85372   
   7.9        9881      100000       6        85616        6        85616   
   8.0        9818      100000       7        85956        6        85931   
   8.1        9727      100000       8        86092        6        86048   
   8.2        9525      100000       6        86606        6        86606   
   8.3        9399      100000       7        86757        6        86736   
   8.4        9380      100000       7        86671        6        86650   
   8.5        9451      100000       6        86542        6        86542   
   8.6        9764      100000       6        86005        6        86005   
   8.7        9663      100000       6        86279        6        86279   
   8.8        9572      100000       6        86606        6        86606   
   8.9        9455      100000       6        86667        6        86667   
   9.0        9490      100000       6        86682        6        86682   
   9.1        9732      100000       6        86186        6        86186   
   9.2        9718      100000       6        86215        6        86215   
   9.3        9762      100000       8        86166        5        85183   
   9.4        9767      100000       8        86231        5        85428   
   9.5        9525      100000       7        86588        5        86035   
   9.6        9488      100000       6        86652        5        86357   
   9.7        9619      100000       6        86575        5        86522   
   9.8        9581      100000       5        86592        5        86592   
   9.9        9507      100000       5        86919        5        86919   
   10.0       9381      100000       5        87032        5        87032   
   10.1       9170      100000       5        87231        5        87231   
   10.2       9253      100000       4        87022        4        87022   
   10.3       9152      100000       4        87294        4        87294   
   10.4       9288      100000       3        87386        3        87386   
   10.5       9164      100000       3        87417        3        87417   
   10.6       9131      100000       4        87334        3        87302   
   10.7       9202      100000       3        87362        3        87362   
   10.8       9164      100000       3        87380        3        87380   
   10.9       9172      100000       3        87230        3        87230   
   11.0       9207      100000       3        87210        3        87210   
   11.1       9360      100000       4        87087        4        87087   
   11.2       9207      100000       4        87376        4        87376   
   11.3       9102      100000       4        87311        4        87311   
   11.4       9189      100000       4        87300        4        87300   
   11.5       9240      100000       4        87147        4        87147   
   11.6       9184      100000       4        87302        4        87302   
   11.7       9024      100000       4        87529        4        87529   
   11.8       9087      100000       4        87602        4        87602   
   11.9       9124      100000       4        87273        4        87273   
   12.0       9488      100000       4        86865        4        86865   
   12.1       9510      100000       5        86926        4        86904   
   12.2       9358      100000       4        86907        4        86907   
   12.3       9237      100000       4        87218        4        87218   
   12.4       9361      100000       4        87082        3        87058   
   12.5       9256      100000       4        87092        3        87068   
   12.6       9315      100000       3        87066        3        87066   
   12.7       9381      100000       3        87047        3        87047   
   12.8       9375      100000       3        87016        3        87016   
   12.9       9358      100000       4        87031        3        87010   
   13.0       9458      100000       3        86861        3        86861   
   13.1       9288      100000       4        86970        3        86944   
   13.2       9532      100000       4        86743        3        86722   
   13.3       9551      100000       5        86574        4        86551   
   13.4       9687      100000       3        86573        2        85819   
   13.5       9574      100000       4        86729        2        86181   
   13.6       9423      100000       6        86683        2        86370   
   13.7       9385      100000       2        86753        2        86753   
   13.8       9426      100000       3        86890        3        86890   
   13.9       9418      100000       3        86934        3        86934   
   14.0       9415      100000       3        87134        3        87134   
   14.1       9295      100000       4        87321        3        87293   
   14.2       9100      100000       3        87697        3        87697   
   14.3       9065      100000       3        87695        3        87695   
   14.4       9113      100000       3        87694        3        87694   
   14.5       8950      100000       3        87791        3        87791   
   14.6       8876      100000       3        88074        3        88074   
   14.7       8827      100000       3        88017        3        88017   
   14.8       8885      100000       4        87935        3        87906   
   14.9       8969      100000       3        87767        3        87767   
   15.0       8937      100000       3        87762        3        87762   
