 Timestep   N_clusts  all_parts  thr_clusts thr_parts 
   0.0       75962      100000       0          0     
   0.1        9406      100000      176       82065   
   0.2        9756      100000      220       81041   
   0.3       10169      100000      219       79663   
   0.4       10541      100000      236       79087   
   0.5       10793      100000      238       78408   
   0.6       11237      100000      263       77669   
   0.7       11598      100000      302       76306   
   0.8       11945      100000      294       75464   
   0.9       12661      100000      275       74191   
   1.0       12896      100000      255       73557   
   1.1       13606      100000      246       72426   
   1.2       14021      100000      206       71479   
   1.3       14242      100000      174       71405   
   1.4       14476      100000      106       72856   
   1.5       13978      100000       60       74373   
   1.6       13583      100000       48       75987   
   1.7       13334      100000       22       77536   
   1.8       13009      100000       24       78941   
   1.9       12553      100000       20       80583   
   2.0       12196      100000       17       81461   
   2.1       11941      100000       18       81724   
   2.2       11899      100000       18       81915   
   2.3       11812      100000       20       82280   
   2.4       11802      100000       15       82450   
   2.5       11865      100000       16       82532   
   2.6       11662      100000       15       82603   
   2.7       11624      100000       14       82754   
   2.8       11717      100000       15       82710   
   2.9       11699      100000       14       82391   
   3.0       11865      100000       20       82291   
   3.1       12065      100000       13       81837   
   3.2       12097      100000       14       81802   
   3.3       11858      100000       17       82246   
   3.4       11553      100000       13       82822   
   3.5       11472      100000       12       83070   
   3.6       11493      100000       10       83275   
   3.7       11405      100000       9        83409   
   3.8       11411      100000       12       83785   
   3.9       11227      100000       10       84256   
   4.0       11089      100000       9        84156   
   4.1       11003      100000       11       84265   
   4.2       10954      100000       10       84439   
   4.3       11045      100000       11       84120   
   4.4       11314      100000       11       83648   
   4.5       11363      100000       12       83625   
   4.6       11393      100000       12       83565   
   4.7       11367      100000       10       83851   
   4.8       11160      100000       10       84021   
   4.9       11336      100000       10       83994   
   5.0       10989      100000       9        84361   
   5.1       11089      100000       10       84144   
   5.2       11303      100000       9        83880   
   5.3       11332      100000       5        83760   
   5.4       11103      100000       7        84181   
   5.5       10948      100000       5        84490   
   5.6       10935      100000       5        84701   
   5.7       10995      100000       5        84662   
   5.8       10823      100000       8        84819   
   5.9       10864      100000       7        84972   
   6.0       10756      100000       6        84859   
   6.1       10827      100000       6        84917   
   6.2       10858      100000       6        84721   
   6.3       10838      100000       6        84748   
   6.4       10921      100000       10       84436   
   6.5       11170      100000       10       84162   
   6.6       11136      100000       7        84079   
   6.7       10968      100000       5        84340   
   6.8       10757      100000       8        84935   
   6.9       10547      100000       5        85240   
   7.0       10564      100000       6        85568   
   7.1       10406      100000       7        85669   
   7.2       10448      100000       5        85808   
   7.3       10529      100000       4        85716   
   7.4       10382      100000       4        85551   
   7.5       10457      100000       6        85647   
   7.6       10514      100000       6        85602   
   7.7       10606      100000       5        85377   
   7.8       10482      100000       3        85403   
   7.9       10556      100000       3        85651   
   8.0       10433      100000       3        85601   
   8.1       10361      100000       3        85706   
   8.2       10600      100000       3        85371   
   8.3       10696      100000       3        85302   
   8.4       10521      100000       3        85425   
   8.5       10331      100000       3        85902   
   8.6       10419      100000       4        85927   
   8.7       10302      100000       4        85945   
   8.8       10256      100000       3        86011   
   8.9       10203      100000       3        86032   
   9.0       10295      100000       3        85965   
   9.1       10293      100000       3        85865   
   9.2       10484      100000       4        85526   
   9.3       10580      100000       3        85497   
   9.4       10636      100000       3        85430   
   9.5       10532      100000       3        85294   
   9.6       10705      100000       3        85359   
   9.7       10467      100000       3        85568   
   9.8       10487      100000       3        85642   
   9.9       10503      100000       3        85599   
   10.0      10548      100000       3        85434   
   10.1      10624      100000       4        85245   
   10.2      10724      100000       4        84994   
   10.3      10872      100000       4        85127   
   10.4      10735      100000       3        85370   
   10.5      10574      100000       3        85490   
   10.6      10501      100000       3        85487   
   10.7      10533      100000       2        85507   
   10.8      10558      100000       2        85585   
   10.9      10462      100000       2        85651   
   11.0      10405      100000       2        85863   
   11.1      10161      100000       2        86279   
   11.2      10129      100000       2        86317   
   11.3      10065      100000       2        86438   
   11.4      10166      100000       2        86376   
   11.5      10082      100000       3        86350   
   11.6      10265      100000       3        85991   
   11.7      10417      100000       3        85826   
   11.8      10534      100000       3        85632   
   11.9      10539      100000       6        85481   
   12.0      10559      100000       3        85587   
   12.1      10604      100000       3        85564   
   12.2      10484      100000       4        85545   
   12.3      10781      100000       4        85134   
   12.4      10710      100000       2        85227   
   12.5      10650      100000       2        85345   
   12.6      10626      100000       2        85315   
   12.7      10531      100000       3        85551   
   12.8      10536      100000       3        85444   
   12.9      10463      100000       2        85501   
   13.0      10609      100000       3        85491   
   13.1      10537      100000       4        85572   
   13.2      10508      100000       2        85543   
   13.3      10370      100000       3        85667   
   13.4      10614      100000       4        85586   
   13.5      10587      100000       5        85600   
   13.6      10451      100000       4        85699   
   13.7      10511      100000       3        85721   
   13.8      10481      100000       4        85552   
   13.9      10499      100000       4        85454   
   14.0      10629      100000       5        85320   
   14.1      10647      100000       4        85551   
   14.2      10589      100000       4        85612   
   14.3      10464      100000       4        85848   
   14.4      10335      100000       4        86002   
   14.5      10257      100000       4        85990   
   14.6      10351      100000       4        85908   
   14.7      10484      100000       4        85734   
   14.8      10576      100000       4        85681   
   14.9      10489      100000       3        85670   
   15.0      10440      100000       4        85656   
