 Timestep   N_clusts  all_parts  thr_clusts thr_parts 
   0.0       90953      100000       0          0     
   0.1       21696      100000      833       50736   
   0.2       21303      100000      841       51531   
   0.3       21341      100000      850       52273   
   0.4       21604      100000      821       50819   
   0.5       21343      100000      806       51088   
   0.6       21247      100000      853       51315   
   0.7       21414      100000      839       51201   
   0.8       21340      100000      853       51215   
   0.9       21414      100000      829       50592   
   1.0       21311      100000      837       51615   
   1.1       21451      100000      844       51223   
   1.2       21146      100000      805       52006   
   1.3       21497      100000      792       50513   
   1.4       21468      100000      810       51957   
   1.5       21304      100000      848       52001   
   1.6       21505      100000      822       51063   
   1.7       21345      100000      828       51505   
   1.8       21510      100000      854       51575   
   1.9       21413      100000      823       51299   
   2.0       21391      100000      810       50871   
   2.1       21637      100000      841       51320   
   2.2       21720      100000      812       50964   
   2.3       21482      100000      821       50780   
   2.4       21594      100000      830       50785   
   2.5       21621      100000      780       50615   
   2.6       21661      100000      829       50374   
   2.7       21762      100000      803       50373   
   2.8       21634      100000      797       50188   
   2.9       21974      100000      778       49850   
   3.0       21759      100000      809       50308   
   3.1       22036      100000      813       50146   
   3.2       22165      100000      767       49968   
   3.3       22307      100000      737       50040   
   3.4       22366      100000      693       48704   
   3.5       22703      100000      721       48711   
   3.6       22868      100000      707       47186   
   3.7       23126      100000      649       47939   
   3.8       23185      100000      628       47159   
   3.9       23204      100000      596       47644   
   4.0       23511      100000      547       47069   
   4.1       24172      100000      524       45480   
   4.2       24341      100000      503       46047   
   4.3       24439      100000      439       46209   
   4.4       24680      100000      378       45182   
   4.5       24635      100000      332       45870   
   4.6       24762      100000      289       46586   
   4.7       24718      100000      231       47153   
   4.8       24844      100000      183       48263   
   4.9       24771      100000      138       49164   
   5.0       24516      100000      100       50492   
   5.1       24511      100000       79       52398   
   5.2       23944      100000       48       54245   
   5.3       23764      100000       47       56751   
   5.4       23273      100000       22       58627   
   5.5       22656      100000       11       60893   
   5.6       22050      100000       8        63170   
   5.7       21421      100000       4        65418   
   5.8       20626      100000       5        67827   
   5.9       19820      100000       1        69847   
   6.0       19172      100000       1        71842   
   6.1       18333      100000       1        73786   
   6.2       17550      100000       1        75670   
   6.3       16752      100000       1        77289   
   6.4       15954      100000       1        78674   
   6.5       15340      100000       1        79978   
   6.6       14467      100000       1        81171   
   6.7       14053      100000       1        82259   
   6.8       13377      100000       1        83195   
   6.9       12831      100000       1        83976   
   7.0       12401      100000       1        84698   
   7.1       12122      100000       1        85120   
   7.2       11838      100000       1        85564   
   7.3       11683      100000       1        85790   
   7.4       11587      100000       2        85904   
   7.5       11744      100000       1        85675   
   7.6       11828      100000       1        85540   
   7.7       11799      100000       1        85495   
   7.8       11907      100000       1        85416   
   7.9       11973      100000       1        85286   
   8.0       12146      100000       1        85073   
   8.1       12095      100000       1        85249   
   8.2       12088      100000       1        85195   
   8.3       12227      100000       1        84927   
   8.4       12518      100000       2        84528   
   8.5       12571      100000       1        84394   
   8.6       12793      100000       1        84138   
   8.7       12868      100000       1        83973   
   8.8       13186      100000       1        83431   
   8.9       13318      100000       1        83120   
   9.0       13439      100000       1        83002   
   9.1       13335      100000       1        83138   
   9.2       13189      100000       1        83539   
   9.3       12994      100000       1        83689   
   9.4       13001      100000       1        83615   
   9.5       12943      100000       1        83750   
   9.6       12974      100000       1        83835   
   9.7       12825      100000       1        84035   
   9.8       12815      100000       1        83908   
   9.9       13025      100000       1        83637   
   10.0      12992      100000       1        83660   
   10.1      13037      100000       1        83561   
   10.2      13096      100000       1        83379   
   10.3      13187      100000       1        83384   
   10.4      13207      100000       1        83327   
   10.5      13128      100000       1        83515   
   10.6      13003      100000       1        83732   
   10.7      12966      100000       1        83703   
   10.8      13163      100000       1        83539   
   10.9      13241      100000       1        83365   
   11.0      13177      100000       1        83387   
   11.1      13061      100000       1        83493   
   11.2      13183      100000       1        83505   
   11.3      12876      100000       1        83820   
   11.4      12747      100000       1        84137   
   11.5      12840      100000       1        83945   
   11.6      12721      100000       1        84176   
   11.7      12621      100000       2        84346   
   11.8      12658      100000       1        84344   
   11.9      12591      100000       1        84403   
   12.0      12583      100000       1        84353   
   12.1      12582      100000       1        84450   
   12.2      12625      100000       1        84280   
   12.3      12771      100000       1        84144   
   12.4      12821      100000       1        84013   
   12.5      12866      100000       1        84050   
   12.6      12836      100000       1        84129   
   12.7      12830      100000       1        83990   
   12.8      12922      100000       1        83976   
   12.9      12574      100000       1        84129   
   13.0      12821      100000       1        83972   
   13.1      12897      100000       1        83824   
   13.2      12823      100000       1        84040   
   13.3      12850      100000       1        84057   
   13.4      12647      100000       1        84264   
   13.5      12506      100000       1        84442   
   13.6      12477      100000       1        84600   
   13.7      12461      100000       1        84651   
   13.8      12478      100000       1        84666   
   13.9      12515      100000       1        84533   
   14.0      12252      100000       1        84760   
   14.1      12436      100000       1        84671   
   14.2      12398      100000       1        84684   
   14.3      12462      100000       1        84538   
   14.4      12612      100000       1        84379   
   14.5      12546      100000       1        84387   
   14.6      12768      100000       1        84020   
   14.7      12954      100000       1        83690   
   14.8      13223      100000       1        83419   
   14.9      13177      100000       1        83467   
   15.0      13151      100000       2        83510   
   15.1      13021      100000       1        83738   
   15.2      12924      100000       1        83886   
   15.3      13006      100000       1        83666   
   15.4      12989      100000       1        83666   
   15.5      13010      100000       1        83789   
   15.6      13051      100000       1        83824   
   15.7      13023      100000       1        83815   
   15.8      12882      100000       1        83949   
   15.9      12898      100000       1        84011   
   16.0      12651      100000       1        84180   
   16.1      12730      100000       1        84230   
   16.2      12727      100000       1        84192   
   16.3      12671      100000       1        84265   
   16.4      12582      100000       1        84406   
   16.5      12371      100000       1        84682   
   16.6      12284      100000       1        84696   
   16.7      12582      100000       1        84415   
   16.8      12644      100000       1        84271   
   16.9      12674      100000       1        84233   
   17.0      12941      100000       1        84002   
   17.1      12971      100000       1        83769   
   17.2      13134      100000       1        83506   
   17.3      13081      100000       1        83697   
   17.4      12852      100000       1        83893   
   17.5      12819      100000       1        83961   
   17.6      13074      100000       1        83804   
   17.7      12922      100000       1        83859   
   17.8      12949      100000       1        83814   
   17.9      12855      100000       1        84024   
   18.0      12807      100000       1        84022   
   18.1      12712      100000       1        84084   
   18.2      12876      100000       1        83999   
   18.3      12699      100000       1        84000   
   18.4      12860      100000       1        83824   
   18.5      12971      100000       1        83856   
   18.6      12871      100000       1        83961   
   18.7      12826      100000       1        84086   
   18.8      12687      100000       1        84212   
   18.9      12681      100000       1        84245   
   19.0      12659      100000       1        84263   
   19.1      12697      100000       1        84178   
   19.2      12791      100000       1        83974   
   19.3      12701      100000       1        84196   
   19.4      12778      100000       1        84212   
   19.5      12590      100000       1        84234   
   19.6      12686      100000       1        84142   
   19.7      12904      100000       1        83869   
   19.8      12845      100000       1        83906   
   19.9      12828      100000       1        84111   
   20.0      12802      100000       1        84131   
   20.1      12667      100000       1        84294   
   20.2      12541      100000       1        84476   
   20.3      12521      100000       1        84676   
   20.4      12358      100000       1        84831   
   20.5      12189      100000       1        85161   
   20.6      12192      100000       1        85012   
   20.7      12010      100000       1        85324   
   20.8      12021      100000       1        85203   
   20.9      12164      100000       1        85084   
   21.0      12155      100000       1        85020   
   21.1      12222      100000       1        84979   
   21.2      12086      100000       1        85075   
   21.3      12102      100000       1        85106   
   21.4      12199      100000       1        85072   
   21.5      12164      100000       1        84995   
   21.6      12263      100000       1        84802   
   21.7      12336      100000       1        84711   
   21.8      12259      100000       1        84688   
   21.9      12409      100000       1        84673   
   22.0      12649      100000       1        84322   
   22.1      12577      100000       1        84301   
   22.2      12622      100000       1        84188   
   22.3      12893      100000       1        84000   
   22.4      12928      100000       1        83700   
   22.5      13053      100000       1        83511   
   22.6      13149      100000       1        83415   
   22.7      13184      100000       1        83329   
   22.8      13232      100000       1        83385   
   22.9      12891      100000       1        83703   
   23.0      13117      100000       1        83621   
   23.1      13106      100000       1        83532   
   23.2      13011      100000       1        83710   
   23.3      13127      100000       1        83518   
   23.4      13197      100000       1        83365   
   23.5      13194      100000       1        83338   
   23.6      13247      100000       1        83375   
   23.7      13252      100000       1        83388   
   23.8      13008      100000       1        83719   
   23.9      12883      100000       1        83945   
   24.0      12646      100000       1        84160   
   24.1      12715      100000       1        84167   
   24.2      12829      100000       1        84151   
   24.3      12760      100000       1        84025   
   24.4      12619      100000       1        84379   
   24.5      12423      100000       1        84473   
   24.6      12631      100000       1        84353   
   24.7      12827      100000       1        84246   
   24.8      12757      100000       1        84231   
   24.9      12457      100000       1        84578   
   25.0      12441      100000       1        84640   
   25.1      12520      100000       1        84496   
   25.2      12608      100000       1        84387   
   25.3      12499      100000       1        84722   
   25.4      12266      100000       1        84810   
   25.5      12406      100000       1        84683   
   25.6      12246      100000       1        84878   
   25.7      12260      100000       1        84994   
   25.8      12217      100000       1        84849   
   25.9      12425      100000       1        84578   
   26.0      12568      100000       1        84448   
   26.1      12549      100000       1        84338   
   26.2      12640      100000       1        84374   
   26.3      12645      100000       1        84342   
   26.4      12577      100000       1        84276   
   26.5      12627      100000       1        84373   
   26.6      12526      100000       1        84381   
   26.7      12673      100000       1        84290   
   26.8      12728      100000       1        84103   
   26.9      12681      100000       1        84196   
   27.0      12561      100000       1        84389   
   27.1      12426      100000       1        84615   
   27.2      12419      100000       1        84670   
   27.3      12427      100000       1        84524   
   27.4      12623      100000       1        84183   
   27.5      12635      100000       1        84141   
   27.6      12722      100000       1        84079   
   27.7      12775      100000       1        84071   
   27.8      12696      100000       1        84042   
   27.9      12934      100000       1        83731   
   28.0      13152      100000       1        83481   
   28.1      13454      100000       1        83056   
   28.2      13348      100000       1        83089   
   28.3      13312      100000       1        83202   
   28.4      13224      100000       1        83272   
   28.5      13244      100000       1        83509   
   28.6      12994      100000       1        83724   
   28.7      12821      100000       1        83844   
   28.8      12864      100000       1        84028   
   28.9      12765      100000       1        84151   
   29.0      12695      100000       1        84009   
   29.1      12651      100000       1        84244   
   29.2      12488      100000       1        84528   
   29.3      12473      100000       1        84552   
   29.4      12527      100000       1        84469   
   29.5      12509      100000       1        84297   
   29.6      12603      100000       1        84371   
