 Timestep      c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       89614      100000       34        180         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0     
   0.1       16910      100000      2608      79186       1369      71137       343       50155       182       39248        6         3709        0          0          0          0          0          0          0          0     
   0.2       17034      100000      2598      79057       1376      71229       314       49444       172       39710        15        9933        1         1069        0          0          0          0          0          0     
   0.3       16999      100000      2589      78986       1404      71415       311       49488       157       38693        15       10769        2         2405        0          0          0          0          0          0     
   0.4       17046      100000      2581      78988       1351      71071       317       50345       169       39923        9         6766        1         1748        0          0          0          0          0          0     
   0.5       16929      100000      2670      79300       1397      71113       334       49240       161       37371        9         6852        2         2484        0          0          0          0          0          0     
   0.6       16999      100000      2561      78984       1351      71216       323       50022       172       39714        11        9086        2         2873        0          0          0          0          0          0     
   0.7       16859      100000      2632      79253       1374      71076       326       50445       162       39483        14        9939        1         1291        0          0          0          0          0          0     
   0.8       17305      100000      2650      78653       1417      70649       322       48534       156       37190        9         8228        3         4283        0          0          0          0          0          0     
   0.9       17048      100000      2664      79241       1407      71121       335       49334       161       37209        13        9922        1         1404        0          0          0          0          0          0     
   1.0       17090      100000      2490      78770       1346      71407       306       50478       148       39396        17       13142        3         3429        0          0          0          0          0          0     
   1.1       16943      100000      2595      79172       1352      71090       320       50668       170       40273        15       11692        2         2481        0          0          0          0          0          0     
   1.2       16883      100000      2615      79286       1366      71203       326       49490       166       38354        9         6843        2         2165        0          0          0          0          0          0     
   1.3       17156      100000      2636      78812       1367      70648       305       49391       145       38238        18       12836        1         1059        0          0          0          0          0          0     
   1.4       17033      100000      2593      79115       1349      71082       315       49660       151       38405        15       12463        4         4771        0          0          0          0          0          0     
   1.5       17125      100000      2619      78824       1369      70729       313       48638       155       37802        15       10953        1         1812        0          0          0          0          0          0     
   1.6       17022      100000      2579      79072       1356      71252       308       50229       154       39672        11        9162        3         3739        0          0          0          0          0          0     
   1.7       17206      100000      2606      78835       1352      70778       303       49483       168       40292        8         9155        3         5427        0          0          0          0          0          0     
   1.8       17438      100000      2652      78357       1401      70149       312       48226       158       37600        13       10951        2         3429        0          0          0          0          0          0     
   1.9       17347      100000      2698      78539       1410      70299       293       47991       152       38086        12       12062        4         6405        0          0          0          0          0          0     
   2.0       17646      100000      2691      78212       1399      69929       297       47955       148       37910        11       12297        2         5218        0          0          0          0          0          0     
   2.1       17850      100000      2661      77900       1372      69628       274       47428       144       38415        11       14021        4         9139        0          0          0          0          0          0     
   2.2       17851      100000      2721      77956       1431      69611       277       46756       121       35804        10       15117        3        10356        1         6174        0          0          0          0     
   2.3       18350      100000      2770      77154       1377      68141       278       46711       124       36337        7        15617        4        13852        1         7912        0          0          0          0     
   2.4       18573      100000      2765      76769       1369      67758       262       45890       100       34859        8        18418        3        15268        1         9631        0          0          0          0     
   2.5       19017      100000      2760      76209       1422      67619       232       44075       100       34967        5        18204        2        16267        1        11500        1        11500        0          0     
   2.6       19070      100000      2769      76056       1337      66841       201       44158        85       36192        5        21093        2        19198        2        19198        1        13709        0          0     
   2.7       19571      100000      2795      75387       1385      66340       199       43197        73       34596        2        22343        2        22343        2        22343        1        15851        0          0     
   2.8       20110      100000      2822      74371       1318      64857       171       42596        58       35099        2        25868        2        25868        2        25868        1        18318        0          0     
   2.9       20485      100000      2762      73990       1254      64239       142       43258        44       36488        2        29514        2        29514        2        29514        1        20667        0          0     
   3.0       20863      100000      2732      73400       1212      63681       106       42525        27       37310        2        33312        2        33312        2        33312        2        33312        0          0     
   3.1       21187      100000      2645      72770       1118      62906        93       44129        12       38668        2        37083        2        37083        2        37083        2        37083        0          0     
   3.2       21258      100000      2558      72429       1028      62577        54       45159        9        42206        1        41114        1        41114        1        41114        1        41114        0          0     
   3.3       21870      100000      2451      71713       864       61567        30       47195        3        45390        1        45131        1        45131        1        45131        1        45131        0          0     
   3.4       21677      100000      2223      71617       726       62146        23       50429        3        49215        1        48960        1        48960        1        48960        1        48960        0          0     
   3.5       21656      100000      1925      71343       606       62961        9        53333        1        52841        1        52841        1        52841        1        52841        1        52841        1        52841   
   3.6       21231      100000      1721      71767       477       63904        2        56899        1        56836        1        56836        1        56836        1        56836        1        56836        1        56836   
   3.7       21020      100000      1441      72196       331       65221        1        60545        1        60545        1        60545        1        60545        1        60545        1        60545        1        60545   
   3.8       20136      100000      1248      73520       218       67088        1        64105        1        64105        1        64105        1        64105        1        64105        1        64105        1        64105   
   3.9       19428      100000      947       74296       153       69419        1        67446        1        67446        1        67446        1        67446        1        67446        1        67446        1        67446   
   4.0       18698      100000      727       75438        72       71492        1        70608        1        70608        1        70608        1        70608        1        70608        1        70608        1        70608   
   4.1       17548      100000      531       77136        58       74281        1        73554        1        73554        1        73554        1        73554        1        73554        1        73554        1        73554   
   4.2       16574      100000      399       78608        24       76367        1        76082        1        76082        1        76082        1        76082        1        76082        1        76082        1        76082   
   4.3       15458      100000      283       80222        11       78586        1        78469        1        78469        1        78469        1        78469        1        78469        1        78469        1        78469   
   4.4       14414      100000      211       81825        11       80666        1        80550        1        80550        1        80550        1        80550        1        80550        1        80550        1        80550   
   4.5       13550      100000      145       83185        4        82376        1        82345        1        82345        1        82345        1        82345        1        82345        1        82345        1        82345   
   4.6       12646      100000      105       84548        1        83962        1        83962        1        83962        1        83962        1        83962        1        83962        1        83962        1        83962   
   4.7       11742      100000       70       85713        1        85319        1        85319        1        85319        1        85319        1        85319        1        85319        1        85319        1        85319   
   4.8       10974      100000       51       86754        2        86485        1        86475        1        86475        1        86475        1        86475        1        86475        1        86475        1        86475   
