 Timestep   N_clusts  all_parts  thr_clusts thr_parts 
   0.0       64669      100000       3          69    
   0.1        6917      100000       67       87460   
   0.2        7380      100000       82       86149   
   0.3        7914      100000      124       84694   
   0.4        8427      100000      144       83855   
   0.5        8809      100000      144       82889   
   0.6        9553      100000      164       80985   
   0.7        9922      100000      184       79984   
   0.8       10463      100000      180       79000   
   0.9       10990      100000      159       78113   
   1.0       11233      100000      133       77470   
   1.1       11654      100000       88       77692   
   1.2       11408      100000       74       79261   
   1.3       11325      100000       56       79782   
   1.4       11285      100000       42       80496   
   1.5       11270      100000       35       80346   
   1.6       11059      100000       33       81357   
   1.7       11032      100000       34       81865   
   1.8       10773      100000       30       82317   
   1.9       10891      100000       22       82415   
   2.0       10872      100000       21       82857   
   2.1       10405      100000       15       83697   
   2.2       10362      100000       12       84083   
   2.3       10323      100000       16       84193   
   2.4       10425      100000       12       84022   
   2.5       10235      100000       18       84347   
   2.6       10150      100000       16       84293   
   2.7       10398      100000       17       84003   
   2.8       10421      100000       14       83867   
   2.9       10607      100000       15       83586   
   3.0       10577      100000       20       83986   
   3.1       10417      100000       16       84404   
   3.2       10327      100000       11       84631   
   3.3       10063      100000       10       85363   
   3.4        9814      100000       9        85921   
   3.5        9685      100000       11       86041   
   3.6        9520      100000       8        86593   
   3.7        9475      100000       8        86340   
   3.8        9659      100000       8        86058   
   3.9        9785      100000       10       85834   
   4.0        9937      100000       9        85460   
   4.1       10101      100000       13       85212   
   4.2       10074      100000       11       85109   
   4.3        9916      100000       9        85519   
   4.4        9819      100000       7        85724   
   4.5        9573      100000       6        86451   
   4.6        9241      100000       6        87121   
   4.7        9128      100000       6        87516   
   4.8        9373      100000       6        86947   
   4.9        9530      100000       10       86686   
   5.0        9531      100000       7        86750   
   5.1        9454      100000       7        86528   
   5.2        9509      100000       7        86458   
   5.3        9531      100000       6        86491   
   5.4        9671      100000       9        86371   
   5.5        9544      100000       7        86793   
   5.6        9396      100000       8        86841   
   5.7        9376      100000       7        86989   
   5.8        9364      100000       6        87170   
   5.9        9127      100000       6        87300   
   6.0        9234      100000       6        87365   
   6.1        9078      100000       6        87368   
   6.2        9266      100000       6        87206   
   6.3        9325      100000       6        87153   
   6.4        9264      100000       7        87240   
   6.5        9336      100000       6        87037   
   6.6        9332      100000       9        87046   
   6.7        9487      100000       6        86845   
   6.8        9365      100000       7        86883   
   6.9        9540      100000       6        86559   
   7.0        9658      100000       7        86320   
   7.1        9725      100000       7        86249   
   7.2        9735      100000       6        86320   
   7.3        9507      100000       7        86461   
   7.4        9475      100000       6        86700   
   7.5        9420      100000       6        86854   
   7.6        9244      100000       6        87164   
   7.7        9312      100000       5        87094   
   7.8        9154      100000       6        87418   
   7.9        9187      100000       5        87293   
   8.0        9139      100000       5        87416   
   8.1        9219      100000       5        87263   
   8.2        9202      100000       6        87241   
   8.3        9192      100000       4        87244   
   8.4        9068      100000       5        87333   
   8.5        9291      100000       5        87001   
   8.6        9277      100000       5        87091   
   8.7        9187      100000       5        87428   
   8.8        9108      100000       5        87443   
   8.9        9237      100000       5        87320   
   9.0        9201      100000       6        87031   
   9.1        9173      100000       5        87160   
   9.2        9223      100000       5        87230   
   9.3        9272      100000       5        87389   
   9.4        9237      100000       6        87292   
   9.5        9273      100000       5        87116   
   9.6        9425      100000       8        87089   
   9.7        9263      100000       5        87219   
   9.8        9129      100000       5        87449   
   9.9        9035      100000       5        87509   
   10.0       9118      100000       5        87410   
   10.1       9399      100000       5        87000   
   10.2       9410      100000       5        86773   
   10.3       9532      100000       5        86552   
   10.4       9396      100000       5        86848   
   10.5       9482      100000       5        86692   
   10.6       9372      100000       5        86584   
   10.7       9510      100000       5        86733   
   10.8       9415      100000       5        86791   
   10.9       9399      100000       5        86800   
   11.0       9448      100000       5        86639   
   11.1       9385      100000       7        86849   
   11.2       9507      100000       5        86658   
   11.3       9412      100000       5        86706   
   11.4       9426      100000       6        86851   
   11.5       9322      100000       5        87129   
   11.6       9196      100000       5        87067   
   11.7       9305      100000       6        87170   
   11.8       9187      100000       6        87212   
   11.9       9123      100000       5        87362   
   12.0       9205      100000       5        87304   
   12.1       9302      100000       5        87040   
   12.2       9363      100000       8        86852   
   12.3       9418      100000       5        86879   
   12.4       9364      100000       5        86970   
   12.5       9262      100000       5        87181   
   12.6       9296      100000       5        87152   
   12.7       9230      100000       5        87157   
   12.8       9211      100000       6        87133   
   12.9       9256      100000       5        87133   
   13.0       9372      100000       6        86919   
   13.1       9328      100000       6        86989   
   13.2       9372      100000       5        86835   
   13.3       9487      100000       6        86739   
   13.4       9559      100000       6        86588   
   13.5       9425      100000       4        86787   
   13.6       9318      100000       4        87093   
   13.7       9151      100000       4        87509   
   13.8       8970      100000       4        87701   
   13.9       8936      100000       4        87878   
   14.0       8788      100000       4        88122   
   14.1       8757      100000       4        88408   
   14.2       8856      100000       4        88119   
   14.3       8716      100000       5        88183   
   14.4       8750      100000       4        88044   
   14.5       8928      100000       4        87910   
   14.6       8999      100000       4        87829   
