 Timestep   N_clusts  all_parts  thr_clusts thr_parts  thr_c1000  thr_p1000 
   0.0       93103      100000       0          0          0          0     
   0.1       29911      100000      791       35553        0          0     
   0.2       29183      100000      754       37877        0          0     
   0.3       29484      100000      763       37654        0          0     
   0.4       29682      100000      724       36766        0          0     
   0.5       29383      100000      763       38044        0          0     
   0.6       29420      100000      767       37117        0          0     
   0.7       29124      100000      732       37989        0          0     
   0.8       29313      100000      753       38673        0          0     
   0.9       29482      100000      742       37464        0          0     
   1.0       29514      100000      723       37403        0          0     
   1.1       29245      100000      735       37728        0          0     
   1.2       29513      100000      747       36847        0          0     
   1.3       29593      100000      780       37221        0          0     
   1.4       29465      100000      755       36676        0          0     
   1.5       28953      100000      772       38449        0          0     
   1.6       29379      100000      791       38054        0          0     
   1.7       28874      100000      762       38654        0          0     
   1.8       29459      100000      737       37002        0          0     
   1.9       29338      100000      771       38187        0          0     
   2.0       29183      100000      754       38448        0          0     
   2.1       29210      100000      765       37839        0          0     
   2.2       29253      100000      737       37981        0          0     
   2.3       29122      100000      752       38888        0          0     
   2.4       29155      100000      749       38009        0          0     
   2.5       29576      100000      768       38000        0          0     
   2.6       29316      100000      755       37296        0          0     
   2.7       29384      100000      752       36905        0          0     
   2.8       29295      100000      777       38310        0          0     
   2.9       29211      100000      783       38297        0          0     
   3.0       29467      100000      752       37606        0          0     
   3.1       29163      100000      763       38002        0          0     
   3.2       29657      100000      773       36987        0          0     
   3.3       29182      100000      765       37784        0          0     
   3.4       29369      100000      734       37154        0          0     
   3.5       29420      100000      721       37322        0          0     
   3.6       29609      100000      726       37130        0          0     
   3.7       29359      100000      752       37542        0          0     
   3.8       29437      100000      730       36980        0          0     
   3.9       29264      100000      748       38218        0          0     
   4.0       29261      100000      701       38210        0          0     
   4.1       29177      100000      747       38537        0          0     
   4.2       29600      100000      756       37493        0          0     
   4.3       29321      100000      749       37820        0          0     
   4.4       29379      100000      730       37254        0          0     
   4.5       29325      100000      733       37086        0          0     
   4.6       29208      100000      729       37723        0          0     
