 Timestep   N_clusts  all_parts  thr_clusts thr_parts 
   0.0       64669      100000       3          69    
   0.1        7270      100000      127       85166   
   0.2        7991      100000      177       83781   
   0.3        8495      100000      211       81975   
   0.4        9322      100000      244       79993   
   0.5       10398      100000      277       77420   
   0.6       11271      100000      232       75611   
   0.7       12139      100000      180       74172   
   0.8       12234      100000       93       75772   
   0.9       12023      100000       57       77403   
   1.0       11874      100000       30       78681   
   1.1       11509      100000       39       79868   
   1.2       11407      100000       28       80318   
   1.3       11820      100000       29       79450   
   1.4       11885      100000       39       79197   
   1.5       12048      100000       40       78808   
   1.6       12325      100000       32       77810   
   1.7       11984      100000       13       79635   
   1.8       11517      100000       8        81663   
   1.9       10925      100000       5        83425   
   2.0       10530      100000       5        84121   
   2.1       10600      100000       7        84075   
   2.2       10552      100000       5        84400   
   2.3       10099      100000       4        85386   
   2.4        9897      100000       4        86051   
   2.5        9873      100000       5        85773   
   2.6        9859      100000       4        85928   
   2.7        9705      100000       4        86366   
   2.8        9607      100000       4        86652   
   2.9        9266      100000       5        87163   
   3.0        8953      100000       2        88039   
   3.1        8632      100000       2        88536   
   3.2        8589      100000       4        88440   
   3.3        8461      100000       2        88739   
   3.4        8305      100000       2        88943   
   3.5        8194      100000       2        89133   
   3.6        8318      100000       2        89121   
   3.7        8241      100000       2        89050   
   3.8        8370      100000       2        88857   
   3.9        8672      100000       2        88563   
   4.0        8904      100000       2        87919   
   4.1        9065      100000       2        87460   
   4.2        9284      100000       2        87411   
   4.3        9184      100000       2        87419   
   4.4        9060      100000       2        87395   
   4.5        8896      100000       1        88153   
   4.6        8416      100000       1        88940   
   4.7        8267      100000       1        89286   
   4.8        7960      100000       1        89774   
   4.9        7920      100000       1        89955   
   5.0        7553      100000       1        90526   
   5.1        7400      100000       1        90761   
   5.2        7261      100000       1        90881   
   5.3        7485      100000       1        90563   
   5.4        7603      100000       1        90309   
   5.5        7953      100000       1        89816   
   5.6        8006      100000       1        89680   
   5.7        8029      100000       1        89846   
   5.8        7708      100000       1        90194   
   5.9        7522      100000       1        90563   
   6.0        7545      100000       1        90453   
   6.1        7573      100000       1        90487   
   6.2        7380      100000       1        90743   
   6.3        7306      100000       1        90892   
   6.4        7104      100000       1        91213   
   6.5        7065      100000       1        91233   
   6.6        7126      100000       1        91153   
   6.7        7486      100000       1        90711   
   6.8        7564      100000       1        90304   
   6.9        7773      100000       1        90133   
   7.0        7781      100000       1        89999   
   7.1        7765      100000       1        90144   
   7.2        7856      100000       1        89850   
   7.3        7928      100000       1        89833   
   7.4        7873      100000       1        89973   
   7.5        7867      100000       1        89878   
   7.6        7746      100000       1        90199   
   7.7        7648      100000       1        90394   
   7.8        7677      100000       1        90304   
   7.9        7443      100000       1        90609   
   8.0        7367      100000       1        90794   
   8.1        7409      100000       1        90687   
   8.2        7432      100000       1        90646   
   8.3        7527      100000       1        90733   
   8.4        7357      100000       1        90838   
   8.5        7321      100000       1        90723   
   8.6        7190      100000       1        91039   
   8.7        7009      100000       1        91263   
   8.8        7041      100000       1        91253   
   8.9        7072      100000       1        91100   
   9.0        6916      100000       1        91396   
   9.1        6961      100000       1        91456   
   9.2        6958      100000       1        91358   
   9.3        7134      100000       1        91111   
   9.4        7204      100000       1        91042   
   9.5        7360      100000       1        90776   
   9.6        7333      100000       1        90770   
   9.7        7615      100000       1        90324   
   9.8        7757      100000       1        90040   
   9.9        7579      100000       1        90412   
   10.0       7414      100000       1        90689   
   10.1       7412      100000       1        90688   
   10.2       7451      100000       1        90663   
   10.3       7507      100000       1        90450   
   10.4       7782      100000       1        90103   
   10.5       7750      100000       1        90093   
   10.6       7595      100000       1        90411   
   10.7       7401      100000       1        90758   
   10.8       7239      100000       1        91035   
   10.9       7114      100000       1        91264   
   11.0       6870      100000       1        91566   
   11.1       6901      100000       1        91581   
   11.2       6905      100000       1        91388   
   11.3       6940      100000       1        91436   
   11.4       7097      100000       1        91182   
   11.5       7292      100000       1        90811   
   11.6       7503      100000       1        90737   
   11.7       7435      100000       1        90611   
   11.8       7409      100000       1        90708   
   11.9       7434      100000       1        90565   
   12.0       7575      100000       1        90422   
   12.1       7508      100000       1        90540   
   12.2       7386      100000       1        90696   
   12.3       7472      100000       1        90599   
   12.4       7475      100000       1        90552   
   12.5       7699      100000       1        90313   
   12.6       7537      100000       1        90434   
   12.7       7471      100000       1        90656   
   12.8       7311      100000       1        90768   
   12.9       7273      100000       1        91025   
   13.0       7178      100000       1        91102   
   13.1       7352      100000       1        90814   
   13.2       7610      100000       1        90387   
   13.3       7702      100000       1        90160   
   13.4       7970      100000       1        89792   
