 Timestep   N_clusts  all_parts  thr_clusts thr_parts 
   0.0       75962      100000       0          0     
   0.1        9916      100000      160       82575   
   0.2       10154      100000      170       81733   
   0.3       10330      100000      160       80767   
   0.4       10822      100000      181       80028   
   0.5       11106      100000      182       79323   
   0.6       11016      100000      170       79132   
   0.7       11457      100000      202       78659   
   0.8       11698      100000      225       77929   
   0.9       11954      100000      194       76822   
   1.0       12080      100000      240       76707   
   1.1       12695      100000      209       75281   
   1.2       12510      100000      229       76458   
   1.3       13080      100000      207       74778   
   1.4       13343      100000      192       74359   
   1.5       13526      100000      182       73844   
   1.6       13849      100000      194       73801   
   1.7       13932      100000      166       73535   
   1.8       14126      100000      161       73875   
   1.9       13933      100000      134       74146   
   2.0       13990      100000       88       73979   
   2.1       14133      100000       92       74902   
   2.2       14063      100000       59       75161   
   2.3       13821      100000       57       76349   
   2.4       13389      100000       43       77769   
   2.5       13336      100000       46       78315   
   2.6       13132      100000       37       78881   
   2.7       13027      100000       36       79125   
   2.8       12947      100000       35       79349   
   2.9       12922      100000       33       79417   
   3.0       12943      100000       30       79362   
   3.1       12970      100000       28       79433   
   3.2       13022      100000       32       79473   
   3.3       12893      100000       25       79566   
   3.4       12714      100000       27       79922   
   3.5       12712      100000       27       80119   
   3.6       12786      100000       23       80141   
   3.7       12599      100000       23       80261   
   3.8       12735      100000       26       79953   
   3.9       12847      100000       21       79814   
   4.0       12772      100000       23       79744   
   4.1       12737      100000       24       80106   
   4.2       12779      100000       26       80042   
   4.3       12931      100000       20       79983   
   4.4       12743      100000       19       80283   
   4.5       12657      100000       24       80301   
   4.6       12590      100000       20       80423   
   4.7       12657      100000       19       80377   
   4.8       12789      100000       25       80253   
   4.9       12853      100000       20       80003   
   5.0       12603      100000       23       80248   
   5.1       12733      100000       26       80332   
   5.2       12557      100000       16       80371   
   5.3       12587      100000       20       80452   
   5.4       12534      100000       23       80399   
   5.5       12735      100000       19       80348   
   5.6       12718      100000       16       80233   
   5.7       12596      100000       22       80512   
   5.8       12570      100000       13       80491   
   5.9       12768      100000       14       80239   
   6.0       12794      100000       18       80217   
   6.1       12755      100000       16       80626   
   6.2       12702      100000       13       80376   
   6.3       12686      100000       14       80703   
   6.4       12385      100000       14       81056   
   6.5       12513      100000       13       81003   
   6.6       12475      100000       14       80897   
   6.7       12464      100000       12       81092   
   6.8       12413      100000       13       81190   
   6.9       12492      100000       16       81302   
   7.0       12324      100000       13       81437   
   7.1       12480      100000       13       81378   
   7.2       12286      100000       13       81717   
   7.3       12225      100000       17       81963   
   7.4       12272      100000       12       81681   
   7.5       12225      100000       13       81610   
   7.6       12435      100000       12       81337   
   7.7       12284      100000       15       81024   
   7.8       12511      100000       13       81121   
   7.9       12514      100000       16       81153   
   8.0       12504      100000       13       81322   
   8.1       12421      100000       16       81535   
   8.2       12364      100000       16       81525   
   8.3       12481      100000       16       81501   
   8.4       12258      100000       13       81558   
   8.5       12401      100000       15       81270   
   8.6       12417      100000       13       81327   
   8.7       12473      100000       10       81209   
   8.8       12434      100000       12       81283   
   8.9       12318      100000       12       81414   
   9.0       12367      100000       10       81478   
   9.1       12370      100000       13       81377   
   9.2       12458      100000       13       81507   
   9.3       12287      100000       12       81594   
   9.4       12201      100000       15       81680   
   9.5       12241      100000       12       81854   
   9.6       12211      100000       11       81851   
   9.7       12186      100000       11       81867   
   9.8       12220      100000       12       81615   
   9.9       12435      100000       12       81334   
   10.0      12548      100000       14       81220   
   10.1      12505      100000       12       80988   
   10.2      12514      100000       11       80950   
   10.3      12626      100000       19       80884   
   10.4      12529      100000       15       81008   
   10.5      12528      100000       11       80962   
   10.6      12480      100000       7        80933   
   10.7      12387      100000       10       81187   
   10.8      12306      100000       10       81425   
   10.9      12333      100000       7        81373   
   11.0      12299      100000       8        81546   
   11.1      12347      100000       10       81870   
   11.2      12131      100000       9        81845   
   11.3      12175      100000       7        82012   
   11.4      12138      100000       10       82142   
   11.5      12168      100000       6        82252   
