 Timestep   N_clusts  all_parts  thr_clusts thr_parts  thr_c1000  thr_p1000 
   0.0       90953      100000       0          0          0          0     
   0.1       25190      100000      818       49102        0          0     
   0.2       24917      100000      755       50381        0          0     
   0.3       24896      100000      721       49943        0          0     
   0.4       24680      100000      697       51043        0          0     
   0.5       24924      100000      683       49959        0          0     
   0.6       24771      100000      663       50744        0          0     
   0.7       25047      100000      674       49352        0          0     
   0.8       24704      100000      705       50826        0          0     
   0.9       24976      100000      657       50376        0          0     
   1.0       24913      100000      672       50498        0          0     
   1.1       25130      100000      647       49234        1         1274   
   1.2       24863      100000      640       49822        0          0     
   1.3       24612      100000      645       50652        0          0     
   1.4       24668      100000      636       51027        0          0     
   1.5       24604      100000      641       50943        0          0     
   1.6       24608      100000      623       50306        0          0     
   1.7       24780      100000      627       50260        0          0     
   1.8       24935      100000      636       49967        0          0     
   1.9       24732      100000      618       50424        2         2217   
   2.0       24826      100000      613       50398        1         1568   
   2.1       24822      100000      618       50309        2         2803   
   2.2       24688      100000      627       50507        1         1373   
   2.3       24895      100000      611       50060        1         1319   
   2.4       25042      100000      648       49977        2         2824   
   2.5       24991      100000      631       50775        2         2078   
   2.6       24935      100000      623       50797        2         2160   
   2.7       25126      100000      600       49865        2         2291   
   2.8       25034      100000      616       49598        2         2449   
   2.9       25058      100000      610       49430        3         3846   
   3.0       24698      100000      602       50641        2         2600   
   3.1       25094      100000      609       49099        2         2499   
   3.2       25168      100000      639       49225        3         4543   
   3.3       25329      100000      635       49453        5         6745   
   3.4       24790      100000      601       50277        5         7119   
   3.5       25192      100000      612       49611        5         7428   
   3.6       25263      100000      616       48812        7         9908   
   3.7       25111      100000      616       49651        7        10412   
   3.8       25506      100000      602       49017        7        10893   
   3.9       25274      100000      595       49317        7        11757   
   4.0       25346      100000      575       49127        7        12378   
   4.1       25620      100000      557       48190        7        12753   
   4.2       25550      100000      561       48838        7        13714   
   4.3       25818      100000      582       48812        7        14754   
   4.4       25579      100000      564       48886        8        16687   
   4.5       25710      100000      566       48292        8        17719   
   4.6       25785      100000      527       48234        7        18445   
   4.7       25978      100000      502       47749        7        19865   
   4.8       25841      100000      501       48102        7        21182   
   4.9       26309      100000      485       46902        7        22118   
   5.0       26046      100000      471       48097        7        23378   
   5.1       26119      100000      453       48091        7        24674   
   5.2       26002      100000      436       48519        7        26352   
   5.3       26259      100000      429       48424        7        27026   
   5.4       26010      100000      401       48848        7        28252   
   5.5       25830      100000      395       49074        7        29486   
   5.6       26251      100000      363       48256        7        30609   
   5.7       26099      100000      358       49301        7        32216   
   5.8       26270      100000      361       49415        7        33418   
   5.9       26205      100000      316       49416        7        34427   
   6.0       25835      100000      298       49830        7        35825   
   6.1       25768      100000      303       50722        7        36974   
   6.2       26129      100000      273       50242        7        38261   
   6.3       25959      100000      262       50409        7        39446   
   6.4       25755      100000      260       52012        7        40603   
   6.5       25727      100000      231       51787        7        41666   
   6.6       25826      100000      204       51784        7        42815   
   6.7       25612      100000      200       52222        7        44080   
   6.8       25500      100000      153       52636        7        45389   
   6.9       25406      100000      174       53661        7        46631   
   7.0       25253      100000      170       54509        7        47819   
   7.1       24947      100000      151       54980        7        49068   
   7.2       25002      100000      133       55450        7        50137   
   7.3       24783      100000      116       55868        7        51060   
   7.4       24793      100000      105       56348        6        52237   
   7.5       24669      100000      116       56875        7        52987   
   7.6       24580      100000       97       57147        7        53651   
   7.7       24518      100000       98       57558        7        54287   
   7.8       24303      100000       88       57768        7        55042   
   7.9       24442      100000       72       58007        7        55733   
   8.0       24179      100000       64       58366        7        56405   
   8.1       24182      100000       69       59057        7        57064   
   8.2       24102      100000       63       59493        7        57798   
   8.3       23736      100000       59       60145        6        58495   
   8.4       23654      100000       51       60446        6        59010   
   8.5       23701      100000       43       60579        6        59484   
   8.6       23547      100000       50       61187        6        59885   
   8.7       23253      100000       39       61308        6        60474   
   8.8       23297      100000       37       61815        6        60911   
   8.9       23252      100000       32       62217        6        61564   
   9.0       22988      100000       27       62793        6        62167   
   9.1       22897      100000       24       62879        6        62403   
   9.2       22877      100000       22       63290        6        62878   
   9.3       22593      100000       21       63645        6        63222   
   9.4       22766      100000       21       64113        6        63759   
   9.5       22675      100000       21       64482        6        64081   
   9.6       22557      100000       18       64782        6        64462   
   9.7       22462      100000       14       65085        6        64908   
   9.8       22183      100000       13       65465        6        65272   
   9.9       21995      100000       13       65542        6        65372   
   10.0      22062      100000       11       65661        6        65521   
   10.1      21938      100000       11       65818        6        65699   
   10.2      22058      100000       10       65773        6        65686   
   10.3      21954      100000       9        65900        6        65834   
   10.4      21942      100000       15       66226        6        65993   
   10.5      21857      100000       8        66189        6        66128   
   10.6      21946      100000       16       66476        6        66246   
   10.7      21577      100000       12       66635        6        66496   
   10.8      21883      100000       11       66846        6        66726   
   10.9      21762      100000       8        66841        6        66795   
   11.0      21623      100000       18       67312        6        66987   
   11.1      21578      100000       9        67259        6        67183   
   11.2      21510      100000       13       67535        6        67362   
   11.3      21418      100000       11       67660        6        67547   
   11.4      21303      100000       10       67727        6        67629   
   11.5      21329      100000       12       67567        6        67434   
   11.6      21510      100000       12       67394        6        67252   
   11.7      21410      100000       12       67454        6        67313   
   11.8      21517      100000       10       67351        6        67263   
   11.9      21603      100000       10       67146        6        67040   
   12.0      21702      100000       9        66925        6        66858   
   12.1      21610      100000       10       66880        6        66789   
   12.2      21643      100000       10       66702        6        66607   
   12.3      21679      100000       13       67002        6        66809   
   12.4      21604      100000       10       66985        6        66889   
   12.5      21878      100000       12       67278        6        67119   
   12.6      21658      100000       9        67075        6        66987   
   12.7      21593      100000       12       66945        6        66794   
   12.8      21629      100000       14       67170        6        66978   
   12.9      21676      100000       11       67023        6        66892   
   13.0      21707      100000       8        66890        6        66847   
   13.1      21632      100000       8        66884        6        66833   
   13.2      21787      100000       10       67018        6        66919   
   13.3      21604      100000       10       67068        6        66963   
   13.4      21626      100000       11       66944        6        66801   
   13.5      21656      100000       13       67050        6        66879   
   13.6      21686      100000       10       67126        6        67022   
   13.7      21464      100000       10       67151        6        67031   
   13.8      21728      100000       12       66949        6        66816   
   13.9      21639      100000       12       67103        6        66959   
   14.0      21628      100000       11       66962        6        66842   
   14.1      21448      100000       11       67355        6        67224   
   14.2      21447      100000       10       67290        6        67182   
   14.3      21538      100000       9        67244        6        67173   
   14.4      21507      100000       9        67466        6        67391   
   14.5      21485      100000       11       67339        6        67215   
   14.6      21466      100000       8        67154        6        67105   
   14.7      21509      100000       10       67095        6        66998   
   14.8      21716      100000       9        67031        6        66938   
   14.9      21530      100000       10       67331        6        67244   
   15.0      21482      100000       12       67609        6        67460   
   15.1      21622      100000       11       67565        6        67430   
   15.2      21304      100000       15       67620        6        67398   
   15.3      21300      100000       10       67797        6        67699   
   15.4      21409      100000       10       67897        6        67797   
   15.5      21357      100000       9        67932        6        67861   
   15.6      21160      100000       8        67997        6        67949   
   15.7      21414      100000       8        67931        6        67869   
   15.8      21370      100000       11       67835        6        67721   
   15.9      21354      100000       7        67868        6        67847   
