 Timestep   N_clusts  all_parts  thr_clusts thr_parts  thr_c1000  thr_p1000 
   0.0       64669      100000       3          69         0          0     
   0.1        6884      100000       67       87598        1        83859   
   0.2        7529      100000      104       85975        1        79274   
   0.3        7923      100000      127       85022        1        74868   
   0.4        8491      100000      139       83299        4        73587   
   0.5        8866      100000      149       82398        8        73882   
   0.6        9533      100000      168       81308        12       70848   
   0.7       10044      100000      188       79736        12       70159   
   0.8       10498      100000      166       78770        10       70149   
   0.9       10928      100000      148       77912        13       69862   
   1.0       11471      100000      132       77140        13       69799   
   1.1       11892      100000      120       76896        17       72400   
   1.2       11891      100000       82       77575        19       74925   
   1.3       11879      100000       45       79111        17       77960   
   1.4       11329      100000       40       80575        16       79040   
   1.5       11230      100000       31       81549        15       80391   
   1.6       10871      100000       23       82481        14       81654   
   1.7       10603      100000       20       83653        14       83129   
   1.8       10363      100000       17       84203        13       83097   
   1.9       10107      100000       17       84701        12       83936   
   2.0       10195      100000       14       84768        10       84321   
   2.1       10316      100000       15       84339        11       83932   
   2.2       10333      100000       15       84405        10       84255   
   2.3       10202      100000       14       84697        11       83969   
   2.4       10167      100000       13       85071        11       84714   
   2.5       10149      100000       13       85076        9        84883   
   2.6       10150      100000       12       85037        9        84531   
   2.7       10136      100000       12       84921        9        84831   
   2.8        9874      100000       13       85509        8        85362   
   2.9        9678      100000       10       85910        9        85886   
   3.0        9653      100000       9        86002        9        86002   
   3.1        9797      100000       9        85972        9        85972   
   3.2        9607      100000       9        86216        9        86216   
   3.3        9673      100000       9        86348        9        86348   
   3.4        9411      100000       9        86542        9        86542   
   3.5        9553      100000       9        86495        9        86495   
   3.6        9437      100000       9        86771        9        86771   
   3.7        9365      100000       9        86809        9        86809   
   3.8        9460      100000       12       86373        9        86309   
   3.9        9741      100000       12       85969        9        85893   
   4.0        9920      100000       13       85644        9        85553   
   4.1        9797      100000       11       85702        8        84730   
   4.2       10004      100000       10       85590        7        84889   
   4.3        9956      100000       9        85651        7        85222   
   4.4        9921      100000       8        85316        7        85127   
   4.5       10190      100000       7        85230        7        85230   
   4.6        9843      100000       8        85740        7        85715   
   4.7        9718      100000       5        86150        5        86150   
   4.8        9515      100000       7        86473        5        86427   
   4.9        9567      100000       6        86500        5        86478   
   5.0        9515      100000       7        86499        5        86447   
   5.1        9633      100000       5        86421        5        86421   
   5.2        9531      100000       5        86527        5        86527   
   5.3        9514      100000       5        86615        5        86615   
   5.4        9430      100000       6        86639        6        86639   
   5.5        9379      100000       5        86827        5        86827   
   5.6        9404      100000       7        86643        5        86592   
   5.7        9413      100000       5        86775        5        86775   
   5.8        9400      100000       6        86603        5        86578   
   5.9        9539      100000       5        86711        5        86711   
   6.0        9467      100000       5        86733        5        86733   
   6.1        9373      100000       6        86711        5        86688   
   6.2        9473      100000       7        86814        6        86793   
   6.3        9302      100000       6        86988        6        86988   
   6.4        9223      100000       5        86906        5        86906   
   6.5        9314      100000       5        87026        5        87026   
   6.6        9416      100000       8        86813        6        86759   
   6.7        9471      100000       8        86540        5        85848   
   6.8        9720      100000       9        86244        5        86141   
   6.9        9624      100000       4        86297        4        86297   
   7.0        9412      100000       6        86745        5        86722   
   7.1        9203      100000       4        87070        4        87070   
   7.2        9006      100000       5        87591        5        87591   
   7.3        8890      100000       4        87831        4        87831   
   7.4        8669      100000       4        88285        4        88285   
   7.5        8650      100000       4        88187        4        88187   
   7.6        8799      100000       4        88096        4        88096   
   7.7        8771      100000       6        88201        4        88156   
   7.8        8945      100000       4        87788        4        87788   
   7.9        9142      100000       5        87377        4        87335   
   8.0        9385      100000       5        87049        4        87017   
   8.1        9427      100000       4        86827        4        86827   
   8.2        9579      100000       4        86539        4        86539   
   8.3        9533      100000       4        86395        4        86395   
   8.4        9524      100000       4        86681        4        86681   
   8.5        9430      100000       5        86696        4        86674   
   8.6        9455      100000       4        86982        3        86095   
   8.7        9264      100000       4        87154        3        86437   
   8.8        9236      100000       4        87211        3        86805   
   8.9        9214      100000       5        87146        3        86964   
   9.0        9166      100000       3        87395        3        87395   
   9.1        8908      100000       3        87814        3        87814   
   9.2        8911      100000       3        87899        3        87899   
   9.3        8783      100000       3        88221        3        88221   
   9.4        8553      100000       3        88531        3        88531   
   9.5        8647      100000       2        88563        2        88563   
   9.6        8477      100000       3        88604        3        88604   
   9.7        8612      100000       3        88489        3        88489   
   9.8        8709      100000       3        88111        2        88089   
   9.9        8848      100000       4        87898        3        87876   
   10.0       8954      100000       4        87687        4        87687   
   10.1       8987      100000       3        87684        3        87684   
   10.2       9034      100000       3        87649        3        87649   
   10.3       9046      100000       3        87698        3        87698   
   10.4       8876      100000       3        87947        3        87947   
   10.5       8779      100000       4        88243        3        88222   
   10.6       8607      100000       3        88478        3        88478   
   10.7       8622      100000       3        88612        3        88612   
   10.8       8569      100000       3        88366        3        88366   
   10.9       8708      100000       3        88392        3        88392   
   11.0       8604      100000       3        88426        3        88426   
   11.1       8724      100000       3        88293        3        88293   
   11.2       8778      100000       3        88112        3        88112   
   11.3       8935      100000       3        87864        3        87864   
   11.4       8960      100000       4        87798        4        87798   
   11.5       8838      100000       4        87711        4        87711   
   11.6       9209      100000       4        87299        4        87299   
   11.7       9411      100000       4        87072        4        87072   
   11.8       9200      100000       5        87332        4        87310   
   11.9       9308      100000       4        87273        4        87273   
   12.0       9164      100000       5        87408        4        87374   
   12.1       9210      100000       4        87397        4        87397   
   12.2       9303      100000       4        87296        4        87296   
   12.3       9052      100000       4        87558        4        87558   
   12.4       9019      100000       4        87674        4        87674   
   12.5       8926      100000       4        87883        4        87883   
   12.6       8719      100000       4        88141        4        88141   
   12.7       8711      100000       4        88274        4        88274   
   12.8       8715      100000       4        88227        4        88227   
