 Timestep   N_clusts  all_parts  thr_clusts thr_parts 
   0.0       93103      100000       0          0     
   0.1       31631      100000      792       34368   
   0.2       31021      100000      762       35920   
   0.3       31180      100000      735       36233   
   0.4       31134      100000      728       35943   
   0.5       31106      100000      715       35999   
   0.6       30770      100000      727       36664   
   0.7       31061      100000      706       36439   
   0.8       30787      100000      691       36890   
   0.9       31005      100000      693       35758   
   1.0       30992      100000      719       36356   
   1.1       31246      100000      691       35234   
   1.2       31059      100000      706       36447   
   1.3       31107      100000      687       35976   
   1.4       31095      100000      732       36362   
   1.5       30983      100000      715       36833   
   1.6       31070      100000      701       35745   
   1.7       30939      100000      722       37185   
   1.8       31104      100000      695       36115   
   1.9       30612      100000      741       37786   
   2.0       30999      100000      676       36583   
   2.1       31047      100000      708       36581   
   2.2       30981      100000      703       36282   
   2.3       30801      100000      700       37841   
   2.4       31013      100000      688       36868   
   2.5       31023      100000      655       36185   
   2.6       30961      100000      693       36663   
   2.7       31107      100000      683       35575   
   2.8       30884      100000      679       36592   
   2.9       30760      100000      727       37007   
   3.0       30980      100000      709       37279   
   3.1       30773      100000      690       37196   
   3.2       31203      100000      695       35930   
   3.3       31128      100000      716       35756   
   3.4       30841      100000      727       36208   
   3.5       31347      100000      679       35357   
   3.6       31334      100000      724       36500   
   3.7       30991      100000      677       36126   
   3.8       31499      100000      678       35075   
   3.9       30949      100000      734       36449   
   4.0       31073      100000      693       36838   
   4.1       30991      100000      675       36461   
   4.2       30893      100000      681       36531   
   4.3       30912      100000      663       36593   
   4.4       31188      100000      662       36165   
   4.5       31037      100000      684       36664   
   4.6       31198      100000      651       36502   
   4.7       31207      100000      644       36424   
   4.8       30998      100000      665       36502   
   4.9       30508      100000      662       38585   
   5.0       31229      100000      644       36870   
   5.1       30988      100000      624       37476   
   5.2       30905      100000      657       37387   
   5.3       30945      100000      667       37410   
   5.4       30865      100000      638       37743   
   5.5       31360      100000      619       35859   
   5.6       30939      100000      660       37284   
   5.7       31023      100000      627       36646   
   5.8       31122      100000      630       36710   
   5.9       31465      100000      656       36635   
   6.0       31285      100000      637       36735   
   6.1       30908      100000      634       36650   
   6.2       31426      100000      607       36241   
   6.3       31151      100000      608       36817   
   6.4       30908      100000      622       37048   
   6.5       31263      100000      595       36214   
   6.6       31162      100000      645       37822   
   6.7       30809      100000      627       37637   
   6.8       31214      100000      612       36751   
   6.9       31002      100000      595       37425   
   7.0       30730      100000      597       37574   
   7.1       31211      100000      577       36989   
   7.2       31084      100000      599       37505   
   7.3       31350      100000      564       35801   
   7.4       31465      100000      580       37131   
   7.5       31062      100000      604       38086   
   7.6       31182      100000      576       37021   
   7.7       31470      100000      574       36611   
   7.8       31420      100000      546       37012   
   7.9       31119      100000      552       37393   
   8.0       31161      100000      551       36698   
   8.1       31400      100000      546       36719   
   8.2       31230      100000      535       36923   
   8.3       31527      100000      528       36605   
   8.4       31407      100000      553       37614   
   8.5       31263      100000      538       37685   
   8.6       31259      100000      516       37675   
   8.7       31277      100000      557       37709   
   8.8       30992      100000      538       37831   
   8.9       31246      100000      527       38233   
   9.0       31263      100000      479       37450   
