 Timestep   N_clusts  all_parts  thr_clusts thr_parts 
   0.0       87752      100000       0          0     
   0.1       16579      100000      706       64462   
   0.2       16568      100000      683       63981   
   0.3       16564      100000      677       64097   
   0.4       16537      100000      668       64266   
   0.5       16703      100000      645       63872   
   0.6       16641      100000      656       64109   
   0.7       16704      100000      696       64019   
   0.8       16907      100000      632       62983   
   0.9       16784      100000      644       63125   
   1.0       16997      100000      669       62418   
   1.1       17110      100000      680       62957   
   1.2       17259      100000      668       62565   
   1.3       17177      100000      658       62914   
   1.4       17281      100000      667       62930   
   1.5       17616      100000      671       61293   
   1.6       17885      100000      664       60814   
   1.7       18101      100000      612       59887   
   1.8       18209      100000      631       59182   
   1.9       18757      100000      594       58428   
   2.0       19071      100000      579       57804   
   2.1       19030      100000      522       57608   
   2.2       19712      100000      508       57070   
   2.3       20091      100000      415       55668   
   2.4       20451      100000      405       55871   
   2.5       20679      100000      337       55050   
   2.6       20760      100000      246       55656   
   2.7       21020      100000      201       56585   
   2.8       20883      100000      146       57664   
   2.9       20702      100000       95       59462   
   3.0       20284      100000       58       61986   
   3.1       19634      100000       26       64740   
   3.2       19139      100000       13       67813   
   3.3       18143      100000       11       70970   
   3.4       17373      100000       4        73461   
   3.5       16570      100000       4        75849   
   3.6       15397      100000       2        77917   
   3.7       14764      100000       3        79578   
   3.8       14025      100000       3        81018   
   3.9       13445      100000       3        82130   
   4.0       13004      100000       3        82959   
   4.1       12641      100000       2        83448   
   4.2       12303      100000       2        84258   
   4.3       11925      100000       2        84793   
   4.4       11605      100000       2        85243   
   4.5       11440      100000       2        85549   
   4.6       11321      100000       2        85646   
   4.7       11362      100000       2        85705   
   4.8       11453      100000       2        85637   
   4.9       11401      100000       2        85490   
   5.0       11586      100000       2        85281   
   5.1       11645      100000       2        85307   
   5.2       11895      100000       2        84980   
   5.3       11806      100000       2        84832   
   5.4       11772      100000       2        84806   
   5.5       12012      100000       2        84570   
   5.6       12069      100000       2        84368   
   5.7       12250      100000       2        83996   
   5.8       12479      100000       2        83599   
   5.9       12634      100000       2        83487   
   6.0       12790      100000       2        83216   
   6.1       12980      100000       1        82695   
   6.2       13021      100000       1        82918   
   6.3       12773      100000       1        83247   
   6.4       12529      100000       1        83752   
   6.5       12215      100000       1        84251   
   6.6       11925      100000       1        84847   
   6.7       11566      100000       1        85264   
   6.8       11489      100000       1        85514   
   6.9       11508      100000       1        85445   
   7.0       11458      100000       1        85465   
   7.1       11614      100000       1        85369   
   7.2       11594      100000       1        85320   
   7.3       11716      100000       1        85108   
   7.4       11817      100000       1        84958   
   7.5       11810      100000       1        84817   
   7.6       11981      100000       1        84719   
   7.7       11921      100000       1        84904   
   7.8       11850      100000       1        84976   
   7.9       11956      100000       1        84823   
   8.0       11896      100000       1        84816   
   8.1       11954      100000       1        84637   
   8.2       11908      100000       1        84733   
   8.3       12146      100000       1        84552   
   8.4       11957      100000       1        84631   
   8.5       12064      100000       1        84587   
   8.6       11964      100000       1        84625   
   8.7       12007      100000       1        84729   
   8.8       11938      100000       1        84710   
   8.9       12097      100000       1        84365   
   9.0       12117      100000       1        84381   
   9.1       12001      100000       1        84510   
   9.2       11960      100000       1        84677   
   9.3       11938      100000       1        84909   
   9.4       11659      100000       1        85279   
   9.5       11328      100000       1        85778   
   9.6       11164      100000       1        85905   
   9.7       11218      100000       1        85963   
   9.8       11267      100000       1        85922   
   9.9       11389      100000       1        85556   
   10.0      11637      100000       1        85194   
   10.1      11846      100000       1        84840   
   10.2      11924      100000       1        84741   
   10.3      11970      100000       1        84564   
   10.4      11989      100000       1        84488   
   10.5      12217      100000       1        84403   
   10.6      12070      100000       1        84372   
   10.7      12087      100000       1        84365   
   10.8      12069      100000       1        84495   
   10.9      12094      100000       1        84528   
   11.0      12171      100000       1        84383   
   11.1      12277      100000       1        84116   
   11.2      12238      100000       1        84346   
   11.3      11992      100000       1        84611   
   11.4      11969      100000       1        84698   
   11.5      11914      100000       1        84935   
   11.6      11681      100000       1        85131   
   11.7      11673      100000       1        85276   
   11.8      11480      100000       1        85476   
   11.9      11382      100000       1        85447   
   12.0      11501      100000       1        85309   
   12.1      11662      100000       1        85227   
   12.2      11557      100000       1        85387   
   12.3      11574      100000       1        85426   
   12.4      11563      100000       1        85124   
   12.5      11619      100000       1        85103   
   12.6      11738      100000       1        84954   
   12.7      11784      100000       1        84912   
   12.8      11971      100000       1        84634   
   12.9      12222      100000       1        84284   
   13.0      11968      100000       2        84512   
   13.1      12133      100000       1        84528   
   13.2      12054      100000       1        84480   
   13.3      11953      100000       1        84667   
   13.4      11821      100000       2        84757   
   13.5      12096      100000       1        84593   
   13.6      11827      100000       1        84806   
   13.7      11884      100000       1        85006   
   13.8      11756      100000       1        85042   
   13.9      11761      100000       1        85107   
   14.0      11727      100000       1        85130   
   14.1      11603      100000       1        85373   
   14.2      11434      100000       1        85520   
   14.3      11286      100000       1        85787   
   14.4      11219      100000       1        85877   
   14.5      11200      100000       1        86053   
   14.6      11022      100000       1        86113   
   14.7      11014      100000       1        86253   
   14.8      11061      100000       1        86211   
   14.9      10962      100000       1        86279   
   15.0      11154      100000       1        86054   
   15.1      11061      100000       1        86165   
   15.2      11029      100000       1        86128   
   15.3      11128      100000       1        86175   
   15.4      11129      100000       1        86137   
   15.5      11104      100000       1        86125   
   15.6      11066      100000       1        86114   
   15.7      11194      100000       1        85871   
   15.8      11312      100000       2        85737   
   15.9      11503      100000       1        85552   
   16.0      11324      100000       1        85561   
   16.1      11371      100000       1        85565   
   16.2      11586      100000       1        85420   
   16.3      11551      100000       1        85467   
   16.4      11522      100000       1        85407   
   16.5      11579      100000       1        85426   
   16.6      11580      100000       1        85482   
   16.7      11666      100000       1        85325   
   16.8      11471      100000       1        85628   
   16.9      11501      100000       1        85527   
   17.0      11616      100000       1        85311   
   17.1      11414      100000       1        85574   
   17.2      11428      100000       1        85535   
   17.3      11495      100000       1        85431   
   17.4      11570      100000       1        85211   
   17.5      11529      100000       1        85256   
   17.6      11743      100000       2        85101   
   17.7      11781      100000       1        85035   
   17.8      11739      100000       1        85079   
   17.9      11786      100000       2        84952   
   18.0      12006      100000       1        84553   
   18.1      12108      100000       1        84437   
   18.2      12068      100000       1        84445   
   18.3      12067      100000       1        84551   
   18.4      12006      100000       1        84783   
   18.5      11922      100000       1        84869   
   18.6      11956      100000       1        84818   
   18.7      11785      100000       1        85064   
   18.8      11699      100000       1        85105   
   18.9      11735      100000       1        85197   
   19.0      11649      100000       1        85184   
   19.1      11630      100000       1        85422   
   19.2      11271      100000       1        85789   
   19.3      11145      100000       1        86040   
   19.4      11165      100000       1        86054   
   19.5      11117      100000       1        86011   
   19.6      11076      100000       1        86105   
   19.7      11117      100000       1        85942   
   19.8      11444      100000       1        85618   
   19.9      11393      100000       1        85721   
   20.0      11557      100000       1        85185   
   20.1      11800      100000       1        84926   
   20.2      11805      100000       1        85061   
   20.3      11959      100000       1        84859   
   20.4      11826      100000       1        84949   
   20.5      11726      100000       1        85144   
   20.6      11628      100000       1        85159   
   20.7      11749      100000       1        85002   
   20.8      11983      100000       1        84742   
   20.9      12094      100000       1        84631   
   21.0      12163      100000       1        84361   
   21.1      12146      100000       1        84337   
   21.2      12074      100000       1        84512   
   21.3      11927      100000       1        84678   
   21.4      11761      100000       1        85097   
   21.5      11492      100000       1        85508   
   21.6      11408      100000       1        85778   
   21.7      11269      100000       1        85896   
   21.8      11238      100000       1        85765   
   21.9      11600      100000       1        85422   
   22.0      11656      100000       1        85169   
