 Timestep   N_clusts  all_parts  thr_clusts thr_parts  thr_c1000  thr_p1000 
   0.0       75962      100000       0          0          0          0     
   0.1        9492      100000      283       80049        16       47829   
   0.2        9824      100000      294       79741        22       53797   
   0.3       10144      100000      314       78636        13       49625   
   0.4       10507      100000      347       77867        17       49817   
   0.5       11177      100000      360       75708        15       49049   
   0.6       11735      100000      389       74683        18       45796   
   0.7       12548      100000      366       71872        15       45428   
   0.8       13772      100000      353       69169        14       51184   
   0.9       14439      100000      230       68240        11       58586   
   1.0       14889      100000      125       69105        10       65068   
   1.1       14573      100000       61       72385        12       71023   
   1.2       14008      100000       26       75104        9        73712   
   1.3       13512      100000       14       77767        10       77108   
   1.4       13142      100000       16       78883        11       78745   
   1.5       12546      100000       14       80029        11       79963   
   1.6       12508      100000       16       80191        10       79935   
   1.7       12464      100000       12       80524        10       80467   
   1.8       12521      100000       13       80727        9        80631   
   1.9       12153      100000       15       80796        8        80263   
   2.0       12652      100000       9        80280        6        79521   
   2.1       12573      100000       12       80322        5        80137   
   2.2       12607      100000       13       79829        6        79578   
   2.3       12573      100000       11       80874        7        80776   
   2.4       11905      100000       6        82279        6        82279   
   2.5       11557      100000       6        83086        6        83086   
   2.6       11683      100000       7        82855        5        82196   
   2.7       11480      100000       8        83512        5        83353   
   2.8       11065      100000       5        84420        5        84420   
   2.9       10617      100000       4        85560        4        85560   
   3.0       10329      100000       5        85708        5        85708   
   3.1       10397      100000       4        85743        4        85743   
   3.2       10486      100000       5        85384        4        84387   
   3.3       10882      100000       5        84723        3        84221   
   3.4       11078      100000       5        84442        4        84421   
   3.5       10936      100000       4        84836        4        84836   
   3.6       10459      100000       4        85901        4        85901   
   3.7       10119      100000       5        86217        4        86174   
   3.8        9983      100000       4        86602        4        86602   
   3.9        9998      100000       4        86693        4        86693   
   4.0       10023      100000       4        86476        4        86476   
   4.1        9875      100000       4        86746        4        86746   
   4.2        9795      100000       4        87083        4        87083   
   4.3        9846      100000       3        86943        3        86943   
   4.4        9756      100000       3        87058        3        87058   
   4.5        9690      100000       4        87143        3        87115   
   4.6        9652      100000       3        87025        3        87025   
   4.7        9791      100000       5        86821        3        86778   
   4.8       10048      100000       4        86419        3        86391   
   4.9        9991      100000       3        86645        3        86645   
   5.0        9688      100000       4        87196        4        87196   
   5.1        9684      100000       3        87123        3        87123   
   5.2        9785      100000       3        87200        3        87200   
   5.3        9653      100000       3        87226        3        87226   
   5.4        9731      100000       3        87113        3        87113   
   5.5        9771      100000       3        87189        3        87189   
   5.6        9816      100000       4        86939        3        86915   
   5.7        9936      100000       4        86689        3        86661   
   5.8        9983      100000       2        86620        2        86620   
   5.9        9919      100000       3        86806        3        86806   
   6.0        9768      100000       3        87174        3        87174   
   6.1        9316      100000       3        87795        3        87795   
   6.2        9190      100000       2        88175        2        88175   
   6.3        8990      100000       2        88440        2        88440   
   6.4        9014      100000       2        88479        2        88479   
   6.5        8741      100000       2        88672        2        88672   
   6.6        9007      100000       2        88523        2        88523   
   6.7        9063      100000       2        88286        2        88286   
   6.8        8992      100000       2        88559        2        88559   
   6.9        8906      100000       2        88635        2        88635   
   7.0        8908      100000       2        88537        2        88537   
   7.1        8822      100000       2        88768        2        88768   
   7.2        8883      100000       2        88653        2        88653   
   7.3        8806      100000       2        88704        2        88704   
   7.4        8736      100000       2        88806        2        88806   
   7.5        8916      100000       2        88702        2        88702   
   7.6        8924      100000       2        88655        2        88655   
   7.7        8951      100000       2        88628        2        88628   
   7.8        9047      100000       3        88211        2        88183   
   7.9        9225      100000       2        88007        2        88007   
   8.0        9397      100000       2        87901        2        87901   
   8.1        9269      100000       2        87919        2        87919   
   8.2        9194      100000       2        88215        2        88215   
   8.3        8775      100000       2        88658        2        88658   
   8.4        8825      100000       2        88788        2        88788   
   8.5        8805      100000       2        88658        2        88658   
   8.6        8864      100000       2        88793        2        88793   
   8.7        8767      100000       2        88861        2        88861   
   8.8        8750      100000       2        88916        2        88916   
   8.9        8758      100000       2        88933        2        88933   
   9.0        8805      100000       2        88822        2        88822   
   9.1        8777      100000       2        88810        2        88810   
   9.2        8773      100000       2        88905        2        88905   
   9.3        8691      100000       2        89075        2        89075   
   9.4        8658      100000       2        88949        2        88949   
   9.5        8687      100000       2        88960        2        88960   
   9.6        8739      100000       2        88955        2        88955   
   9.7        8765      100000       2        88888        2        88888   
   9.8        8697      100000       2        88942        2        88942   
   9.9        8768      100000       2        88819        2        88819   
   10.0       9121      100000       2        88275        2        88275   
   10.1       9298      100000       2        87937        2        87937   
   10.2       9423      100000       2        87816        2        87816   
   10.3       9388      100000       2        87764        2        87764   
   10.4       9497      100000       2        87655        2        87655   
   10.5       9785      100000       2        87128        2        87128   
   10.6       9882      100000       2        87076        2        87076   
   10.7       9470      100000       2        87603        2        87603   
   10.8       9273      100000       2        87986        2        87986   
   10.9       9159      100000       2        88212        2        88212   
   11.0       9099      100000       2        88171        2        88171   
   11.1       9417      100000       2        87784        2        87784   
   11.2       9495      100000       2        87631        2        87631   
   11.3       9591      100000       2        87500        2        87500   
   11.4       9395      100000       2        87777        2        87777   
   11.5       9152      100000       2        88145        2        88145   
   11.6       8944      100000       2        88566        2        88566   
   11.7       8826      100000       2        88645        2        88645   
   11.8       8826      100000       2        88585        2        88585   
   11.9       9011      100000       2        88494        2        88494   
   12.0       9103      100000       2        88472        2        88472   
   12.1       8998      100000       2        88571        2        88571   
   12.2       8863      100000       2        88745        2        88745   
   12.3       8607      100000       3        89012        2        88990   
   12.4       8806      100000       2        88854        2        88854   
   12.5       8991      100000       2        88657        2        88657   
   12.6       9034      100000       2        88329        2        88329   
   12.7       9289      100000       2        87953        2        87953   
   12.8       9265      100000       2        88006        2        88006   
   12.9       9238      100000       2        88040        2        88040   
   13.0       9205      100000       2        88079        2        88079   
   13.1       9267      100000       2        87927        2        87927   
   13.2       9074      100000       2        88385        2        88385   
   13.3       8898      100000       2        88725        2        88725   
   13.4       8815      100000       2        88701        2        88701   
   13.5       8760      100000       2        88921        2        88921   
   13.6       8764      100000       2        88683        2        88683   
   13.7       9033      100000       2        88371        2        88371   
   13.8       8817      100000       2        88910        2        88910   
   13.9       8895      100000       2        88654        2        88654   
   14.0       8909      100000       2        88569        2        88569   
   14.1       8950      100000       2        88611        2        88611   
   14.2       8741      100000       2        88843        2        88843   
   14.3       8674      100000       2        88999        2        88999   
   14.4       8666      100000       2        89043        2        89043   
   14.5       8653      100000       2        89102        2        89102   
   14.6       8648      100000       2        88967        2        88967   
   14.7       8715      100000       2        88826        2        88826   
   14.8       8767      100000       2        88890        2        88890   
   14.9       8955      100000       2        88474        2        88474   
   15.0       9166      100000       2        88122        2        88122   
   15.1       9405      100000       2        87604        2        87604   
   15.2       9827      100000       5        86914        2        86729   
   15.3       9705      100000       2        87097        2        87097   
   15.4       9593      100000       2        87533        2        87533   
   15.5       9526      100000       2        87445        2        87445   
   15.6       9609      100000       2        87441        2        87441   
   15.7       9643      100000       2        87283        2        87283   
   15.8       9560      100000       2        87524        2        87524   
   15.9       9506      100000       2        87574        2        87574   
   16.0       9532      100000       3        87598        2        87566   
   16.1       9492      100000       3        87529        1        86742   
   16.2       9624      100000       1        87347        1        87347   
   16.3       9238      100000       1        88010        1        88010   
   16.4       9097      100000       1        88367        1        88367   
   16.5       8851      100000       1        88785        1        88785   
   16.6       8648      100000       1        89175        1        89175   
   16.7       8395      100000       1        89505        1        89505   
   16.8       8437      100000       1        89422        1        89422   
   16.9       8399      100000       1        89543        1        89543   
   17.0       8406      100000       1        89671        1        89671   
   17.1       8056      100000       1        89938        1        89938   
   17.2       8108      100000       1        89888        1        89888   
   17.3       8210      100000       1        89731        1        89731   
   17.4       8345      100000       1        89603        1        89603   
   17.5       8394      100000       1        89452        1        89452   
   17.6       8506      100000       1        89293        1        89293   
   17.7       8767      100000       1        88953        1        88953   
   17.8       8762      100000       1        88871        1        88871   
   17.9       8782      100000       1        88856        1        88856   
   18.0       8556      100000       1        89036        1        89036   
   18.1       8449      100000       1        89321        1        89321   
   18.2       8373      100000       1        89504        1        89504   
   18.3       8160      100000       1        89977        1        89977   
   18.4       8152      100000       1        89969        1        89969   
   18.5       7934      100000       1        90229        1        90229   
   18.6       7916      100000       1        90176        1        90176   
