 Timestep   N_clusts  all_parts  thr_clusts thr_parts  thr_c1000  thr_p1000 
   0.0       75962      100000       0          0          0          0     
   0.1        9436      100000      214       81179        15       58463   
   0.2        9793      100000      223       80512        14       56800   
   0.3       10125      100000      238       79844        14       58658   
   0.4       10253      100000      273       78827        21       54677   
   0.5       10822      100000      283       77678        16       51714   
   0.6       11031      100000      333       77122        18       49339   
   0.7       11696      100000      302       75570        21       53982   
   0.8       12320      100000      344       73951        20       49024   
   0.9       13109      100000      309       72413        17       51600   
   1.0       13667      100000      252       70803        17       58188   
   1.1       14231      100000      211       70747        17       60664   
   1.2       14311      100000      132       71118        16       66165   
   1.3       14409      100000       84       72829        16       70438   
   1.4       13972      100000       47       74852        12       72839   
   1.5       13532      100000       28       76734        11       75421   
   1.6       13022      100000       17       78746        10       78059   
   1.7       12529      100000       18       80282        11       80053   
   1.8       12171      100000       15       81089        11       80965   
   1.9       12066      100000       17       81635        10       79996   
   2.0       11717      100000       16       82352        9        81372   
   2.1       11717      100000       16       82485        11       82189   
   2.2       11616      100000       11       82981        10       82950   
   2.3       11300      100000       10       83557        10       83557   
   2.4       11458      100000       13       83362        10       83289   
   2.5       11365      100000       12       83502        10       83459   
   2.6       11484      100000       13       83521        10       83442   
   2.7       11541      100000       11       83244        9        83193   
   2.8       11852      100000       11       82539        9        82487   
   2.9       11434      100000       9        83220        9        83220   
   3.0       11222      100000       11       83981        9        83923   
   3.1       11149      100000       9        84215        9        84215   
   3.2       11077      100000       9        84596        9        84596   
   3.3       10900      100000       9        84780        9        84780   
   3.4       10993      100000       9        84536        9        84536   
   3.5       11058      100000       10       84403        9        84380   
   3.6       10964      100000       10       84016        9        83992   
   3.7       11236      100000       11       83944        8        83371   
   3.8       11497      100000       12       83378        8        83206   
   3.9       11631      100000       9        83264        8        83241   
   4.0       11324      100000       9        83713        8        83690   
   4.1       11370      100000       8        83715        7        82843   
   4.2       11230      100000       10       83978        7        83372   
   4.3       11180      100000       8        83791        7        83702   
   4.4       11194      100000       8        83943        7        83914   
   4.5       11116      100000       7        84259        7        84259   
   4.6       10877      100000       8        84760        7        84739   
   4.7       11023      100000       7        84462        7        84462   
   4.8       11083      100000       7        84067        7        84067   
   4.9       11245      100000       7        84141        7        84141   
   5.0       11112      100000       9        84155        6        83344   
   5.1       11212      100000       7        84162        6        83817   
   5.2       11268      100000       7        83865        6        83842   
   5.3       11162      100000       6        84195        6        84195   
   5.4       11026      100000       6        84607        6        84607   
   5.5       10607      100000       6        85284        6        85284   
   5.6       10495      100000       6        85696        6        85696   
   5.7       10219      100000       6        86115        6        86115   
   5.8       10143      100000       7        86194        6        86167   
   5.9       10491      100000       7        85750        7        85750   
   6.0       10467      100000       7        85731        7        85731   
   6.1       10536      100000       7        85448        7        85448   
   6.2       10604      100000       8        85481        7        85454   
   6.3       10537      100000       7        85595        7        85595   
   6.4       10699      100000       7        85241        7        85241   
   6.5       10575      100000       6        85409        5        84486   
   6.6       10523      100000       8        85519        5        85051   
